SA1_CODE_2021,zone_tier,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10602161412,core,8,14,17,31,20,18,9,0,0,112,0,0,4,7,4,6,21,12,8,67,0,0,3,0,4,0,3,0,0,14,8,15,23,39,28,26,30,17,8,200,4,12,27,50,23,25,6,0,0,145,3,11,15,22,6,13,6,0,0,76,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,20,44,69,32,39,16,3,0,224,0,0,0,6,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,16,12,24,38,73,36,44,13,3,0,237,7,0,10,12,6,17,42,28,11,135,3,6,4,0,5,6,8,0,0,38,22,30,58,88,47,63,65,26,11,406
10602161413,core,3,5,9,6,11,12,3,0,0,49,4,0,0,6,3,3,18,15,10,55,0,0,0,0,4,0,0,0,0,7,4,5,11,13,17,12,25,17,7,114,3,4,13,11,12,11,0,0,0,57,0,6,10,3,4,9,9,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,20,14,23,19,5,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,20,14,24,19,7,0,0,102,3,0,5,8,7,10,32,26,6,96,0,0,0,3,4,0,0,0,3,16,9,13,26,28,33,31,41,28,9,209
10602161414,core,0,9,16,22,10,16,0,0,0,84,0,0,4,5,5,13,17,19,5,65,0,0,0,0,0,0,4,0,0,13,9,18,15,23,18,27,22,22,3,158,3,12,24,26,23,16,0,0,0,95,5,5,8,11,5,8,0,0,0,52,3,4,0,3,0,4,5,0,0,11,0,0,0,0,0,0,0,0,0,0,9,17,29,38,27,28,5,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,9,17,29,42,33,30,5,0,0,171,10,5,0,6,5,16,28,43,7,124,0,0,0,0,0,5,4,0,0,15,16,23,35,49,39,50,39,44,11,310
10602161415,core,5,9,34,25,30,21,5,0,0,127,4,3,4,13,8,10,14,9,3,66,0,4,0,0,0,5,0,0,0,11,9,17,38,37,35,32,21,7,3,199,6,7,34,44,31,21,0,0,0,146,10,7,12,12,7,10,3,5,0,64,0,0,9,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,16,17,58,61,48,34,3,5,0,229,4,0,4,0,3,0,0,0,0,13,0,4,4,3,0,0,0,0,0,9,4,4,7,8,3,0,0,0,0,23,18,19,58,61,51,38,3,5,0,249,3,8,4,15,9,20,33,8,6,109,0,4,0,0,3,5,0,0,0,17,23,27,66,77,62,56,36,9,9,371
10602161416,core,5,16,15,13,11,7,3,0,0,68,0,7,4,0,3,9,17,5,3,48,0,0,0,0,0,0,0,0,0,0,6,17,22,13,19,12,24,5,4,119,0,13,12,10,15,9,4,0,0,64,3,7,11,11,7,4,3,0,0,55,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,23,24,27,28,11,6,0,0,125,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,10,26,28,27,25,14,6,0,0,133,11,9,9,0,7,9,39,11,3,90,0,4,0,0,3,0,0,0,0,8,20,33,37,30,39,24,47,9,5,236
10602161417,core,10,6,25,22,16,22,4,0,0,109,3,0,0,8,4,6,10,11,5,51,0,0,3,0,0,0,0,0,0,8,16,11,27,26,22,31,14,14,5,166,0,12,29,28,18,36,3,0,0,126,11,6,17,9,10,11,8,0,0,71,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,13,21,50,38,33,46,8,0,0,210,0,0,4,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,10,5,0,4,0,0,0,0,0,0,11,12,21,57,43,30,45,8,0,0,217,4,3,0,8,7,21,19,16,9,98,0,0,5,5,3,6,0,0,0,22,21,28,63,54,35,73,29,15,9,335
10602161418,core,15,8,13,29,31,24,3,0,0,122,3,0,5,4,0,16,23,10,0,59,0,0,0,0,0,0,0,0,0,0,23,8,20,31,33,38,31,10,0,181,0,4,13,30,45,29,3,0,0,122,24,5,10,19,23,12,3,0,0,97,7,0,0,4,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,4,26,13,21,52,60,48,12,0,0,228,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,9,32,14,22,52,60,49,9,0,0,237,8,0,5,4,0,18,45,11,5,104,0,0,0,0,0,0,0,0,0,3,37,15,30,52,62,66,61,15,5,345
10602161419,core,15,10,34,48,17,11,9,0,0,149,9,6,6,8,5,11,24,8,0,73,0,0,3,3,0,0,3,0,0,10,28,14,48,57,27,17,32,6,0,235,0,13,47,54,23,8,0,0,0,158,16,9,20,26,10,7,6,0,0,94,4,0,3,3,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,25,20,71,85,34,18,6,0,0,266,3,0,0,0,5,0,0,0,0,7,4,0,0,4,0,0,0,0,0,5,10,0,0,6,5,0,0,0,0,16,30,20,72,88,37,21,13,0,0,288,21,3,10,13,10,14,31,12,5,124,6,0,8,12,0,0,8,0,0,27,59,27,90,109,47,34,46,15,5,433
10602161420,core,11,11,13,14,19,26,4,0,0,97,4,5,5,4,8,12,20,11,0,61,0,0,0,0,0,0,0,0,0,4,20,11,16,15,26,38,24,11,4,162,8,8,19,21,24,29,0,0,0,106,8,3,10,5,12,10,11,0,0,66,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,18,14,30,29,36,51,11,0,0,194,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,11,19,16,30,29,40,46,11,0,0,201,7,5,6,3,9,21,35,16,0,103,0,0,0,0,0,0,0,0,0,3,23,24,41,29,52,69,49,23,6,310
10602161421,core,8,5,5,30,19,9,0,0,0,79,0,0,5,8,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,13,5,10,32,22,12,4,0,0,102,0,9,10,48,27,14,4,0,0,104,9,0,5,11,7,7,0,0,0,47,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,4,16,60,36,21,10,0,0,157,3,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,4,0,4,5,0,0,0,0,11,19,8,16,62,33,19,7,0,0,168,10,0,7,8,0,3,9,0,0,35,0,0,0,0,0,0,0,0,0,0,30,9,25,70,39,24,15,0,0,213
10602161422,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
10602161423,core,3,7,22,23,7,16,3,0,0,83,3,3,4,0,8,7,7,5,0,40,0,0,0,0,0,4,0,0,0,3,10,10,23,24,18,29,5,5,0,134,0,9,20,28,17,21,0,0,0,93,5,3,14,6,6,4,0,0,0,42,3,0,4,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,7,16,35,33,25,23,4,0,0,145,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,7,12,17,37,35,25,28,4,0,0,155,12,7,5,3,7,17,18,7,0,66,0,0,0,3,0,4,0,0,0,7,21,28,44,43,32,42,17,7,0,234
10602161424,core,0,0,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,13,0,0,8,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,18,5,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,3,0,0,21
10602161425,core,7,0,18,9,11,13,5,0,0,70,3,0,3,3,0,7,24,6,3,58,0,0,0,0,0,0,4,0,0,4,8,5,21,16,9,23,29,6,3,126,3,0,19,17,20,13,3,0,0,76,3,4,8,9,3,9,0,0,0,44,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,5,31,23,26,24,6,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,37,23,26,24,6,0,0,137,4,0,3,9,0,9,42,13,7,92,0,0,3,0,0,0,3,0,0,13,13,8,45,30,29,37,56,21,7,242
10602161426,core,6,8,12,8,10,0,4,0,0,46,0,5,4,0,4,12,23,18,3,73,0,0,0,0,0,0,0,0,3,7,4,10,16,12,18,17,21,17,3,124,0,8,15,6,18,7,0,0,0,56,8,4,5,7,3,6,3,0,0,36,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,8,8,24,18,23,12,3,0,0,93,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,13,24,18,24,7,3,0,0,103,7,4,4,8,14,23,34,25,9,132,0,0,9,0,0,4,0,0,4,15,15,21,37,24,39,37,37,31,7,249
10602161427,core,5,23,44,38,34,20,0,0,0,167,9,3,13,12,3,17,11,8,4,76,0,0,0,0,0,6,0,0,0,8,17,25,52,47,35,38,14,7,4,247,0,21,38,43,34,32,7,0,0,169,3,8,32,23,11,12,7,0,0,94,7,5,5,8,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,4,7,29,77,76,49,44,9,0,0,289,0,4,4,0,6,0,0,0,0,11,0,4,0,0,0,0,0,0,0,7,3,6,4,0,4,0,0,0,0,15,13,31,78,76,50,46,9,0,0,305,16,3,16,12,13,22,27,15,3,123,0,0,7,0,0,4,0,0,0,13,28,39,98,91,64,77,32,16,3,446
10602161428,core,7,12,15,10,18,0,0,0,0,70,0,0,6,5,9,9,7,9,0,37,0,0,0,0,0,0,0,0,0,3,11,15,17,21,28,8,7,7,0,113,3,17,17,24,27,9,0,0,0,97,11,7,8,7,8,0,0,0,0,37,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,22,29,38,39,10,3,0,0,145,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,0,10,22,22,27,35,43,10,3,0,0,158,4,0,6,5,6,7,10,9,0,52,3,0,0,0,4,0,0,0,0,3,29,23,34,46,48,13,11,16,0,212
10602161429,core,16,13,23,36,38,22,3,0,0,153,4,4,8,5,8,19,39,7,10,100,0,0,0,0,0,0,0,0,0,0,21,21,25,40,46,42,44,9,10,255,5,13,24,40,59,29,4,0,0,173,25,6,18,22,14,21,8,5,0,114,3,0,0,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,4,35,20,42,63,74,55,13,4,0,312,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,4,0,0,0,5,0,0,0,0,5,31,20,49,63,78,55,10,4,0,316,15,9,13,7,11,34,72,13,6,180,0,0,0,0,0,0,0,4,0,7,49,27,60,76,85,89,83,24,6,506
10602161430,core,8,5,10,6,20,6,0,0,0,60,4,0,0,3,5,3,7,6,4,32,0,0,0,0,6,0,0,0,0,3,10,5,15,12,24,13,7,6,4,96,9,3,15,13,26,5,0,0,0,67,13,4,5,4,3,4,0,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,13,21,18,38,10,0,0,0,119,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,21,23,36,10,0,0,0,124,5,0,0,3,9,3,15,8,5,50,0,0,0,0,6,4,0,0,0,11,23,16,23,28,43,17,14,8,5,184
10602161431,core,5,4,14,14,19,9,0,0,0,71,6,0,7,4,0,16,27,14,4,80,0,0,0,0,0,0,0,0,0,0,16,10,15,18,19,28,26,14,4,151,3,7,17,15,29,19,5,0,0,91,10,0,9,7,6,8,4,0,0,45,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,11,31,27,36,31,8,4,0,155,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,17,27,25,36,31,8,4,0,159,15,5,3,7,3,22,43,31,9,128,0,0,0,0,0,0,0,0,0,3,30,17,35,34,40,52,45,35,9,290
10602161432,core,4,22,27,10,25,12,7,0,0,112,6,0,4,5,0,7,23,12,6,59,0,0,0,0,0,0,7,0,0,10,9,20,36,18,26,15,31,15,6,179,3,16,32,33,17,19,3,0,0,120,4,8,20,7,9,8,8,0,0,74,4,3,4,0,4,0,0,0,0,13,0,3,0,0,0,0,0,0,0,4,8,32,58,41,38,29,12,0,0,219,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,10,15,30,59,42,37,29,12,0,0,223,4,5,4,6,5,6,42,19,11,116,0,0,7,0,0,0,7,4,0,14,22,41,75,48,43,36,61,24,11,354
10602161433,core,13,12,32,28,25,22,3,0,0,128,4,0,4,6,3,5,14,8,11,63,0,0,0,0,0,0,0,0,0,0,14,10,33,36,32,25,14,7,11,193,0,20,33,35,32,21,3,0,0,146,15,6,10,9,11,8,0,0,0,65,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,28,50,47,46,35,4,0,0,221,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,4,7,3,0,0,0,0,0,14,23,32,53,48,44,32,4,0,0,236,14,6,4,7,9,12,27,16,6,100,0,0,4,0,3,0,0,0,0,9,37,35,64,58,53,47,34,18,6,341
10602161434,core,7,16,15,36,42,12,0,0,0,129,9,0,3,5,9,12,8,7,3,53,0,0,0,0,0,0,0,0,0,4,13,16,21,48,48,23,7,8,3,182,0,13,20,38,67,14,0,0,0,155,15,12,7,21,12,18,0,0,0,88,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,25,32,58,86,32,0,0,0,249,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,5,21,24,34,58,89,31,0,0,0,260,14,7,5,5,6,16,12,8,4,79,5,0,0,0,0,0,0,0,0,12,31,27,38,69,99,46,17,13,4,346
10602161435,core,3,10,21,16,15,18,0,0,0,89,4,3,6,3,4,7,10,11,9,54,0,0,0,0,0,0,0,0,0,0,8,19,22,20,20,29,9,11,9,145,0,12,31,21,24,20,0,0,0,107,4,3,12,5,5,5,0,0,0,44,0,0,0,5,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,21,41,33,34,31,4,0,0,168,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,5,23,48,34,34,31,4,0,0,176,7,6,10,9,10,10,19,16,11,85,0,0,0,0,0,0,0,0,0,4,13,31,58,41,41,44,18,16,11,267
10602161436,core,0,0,15,15,0,7,0,0,0,37,0,0,5,0,3,3,13,4,3,27,0,0,0,3,0,0,0,0,0,4,3,0,12,15,9,14,16,4,3,74,4,8,17,14,0,4,0,0,0,48,0,3,7,7,0,7,0,0,0,28,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,11,22,19,7,11,0,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,22,19,7,14,0,0,0,84,0,0,3,0,7,5,18,8,3,53,4,0,0,3,0,3,0,0,0,12,10,14,32,26,11,20,23,9,3,148
10602161437,core,6,5,8,14,13,3,3,0,0,51,5,0,0,0,0,4,10,3,0,23,0,0,0,0,0,0,0,0,0,0,5,9,9,11,13,11,9,3,0,78,0,5,14,22,13,14,5,0,0,74,6,3,5,4,5,0,0,0,0,30,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,10,21,31,23,19,5,0,0,101,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,15,21,32,23,19,5,0,0,107,11,0,0,3,0,3,17,9,0,50,0,0,0,0,0,0,0,0,0,0,17,14,24,33,24,21,20,9,0,161
10602161438,core,7,5,16,12,7,14,5,0,0,69,5,4,0,0,7,8,24,13,3,60,0,0,0,0,0,0,0,0,0,9,12,8,19,10,17,21,33,13,3,132,0,6,21,8,19,12,5,0,0,73,3,4,7,9,3,8,0,0,0,34,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,14,28,11,21,25,9,0,0,118,0,4,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,5,4,0,0,0,0,12,9,15,29,15,26,26,9,0,0,132,7,7,3,6,14,8,34,28,3,110,0,0,0,0,0,7,0,0,0,8,19,19,37,20,41,34,42,34,3,249
10602161439,core,9,16,15,22,28,21,4,0,0,117,4,7,10,6,11,17,20,20,4,103,4,0,0,0,5,0,0,0,3,20,16,27,29,31,38,36,26,22,11,235,4,11,21,30,27,23,6,0,0,116,5,18,16,13,17,14,4,0,0,91,0,0,4,6,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,30,42,46,48,41,9,0,0,228,4,0,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,5,3,0,5,0,0,0,18,21,33,41,47,54,45,6,0,0,245,8,10,15,12,18,28,56,25,11,187,4,7,6,3,5,5,4,0,3,25,30,51,59,59,74,81,66,32,16,460
10602161440,core,0,6,8,9,3,9,0,0,0,26,0,0,5,0,0,4,11,16,24,65,0,0,3,0,0,0,4,11,27,51,0,7,15,9,8,13,16,29,51,139,0,3,7,10,3,6,0,0,0,29,3,3,4,3,3,5,5,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,10,17,4,15,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,18,8,15,6,0,0,67,4,0,5,0,3,9,17,37,24,102,0,0,6,0,0,0,3,10,41,68,8,11,15,20,13,25,26,49,62,230
10602161441,core,7,8,24,19,13,16,4,0,0,85,6,5,5,10,4,3,22,7,4,58,0,0,0,0,0,0,3,9,0,23,10,14,35,31,13,22,30,10,4,164,4,6,30,31,15,10,0,0,0,104,13,3,15,7,7,11,3,0,0,66,0,4,3,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,20,20,46,46,26,24,5,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,20,20,44,46,24,24,5,0,0,187,12,3,4,8,10,12,33,16,4,105,0,0,7,0,0,3,6,8,5,32,32,17,59,56,41,34,45,28,8,324
10602161442,core,6,7,27,17,11,6,3,0,0,77,3,3,0,0,0,3,19,35,17,87,0,0,4,0,0,0,0,5,0,9,5,11,28,17,16,17,22,39,21,168,0,12,24,19,17,7,4,0,0,83,0,0,10,5,9,6,7,0,0,40,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,9,43,31,25,16,7,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,43,31,25,16,7,0,0,138,6,3,0,7,5,9,37,56,25,145,0,0,4,0,3,0,0,0,0,11,9,13,54,33,34,25,45,55,29,298
10602161443,core,3,6,14,5,15,17,0,0,0,66,5,0,0,0,5,11,17,10,3,54,0,0,0,0,0,0,0,0,0,0,6,6,20,7,16,27,20,10,3,123,0,0,14,15,19,22,3,0,0,80,3,4,5,3,9,12,0,0,0,42,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,29,20,27,36,9,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,7,29,20,27,36,9,0,0,131,3,4,5,4,5,21,37,21,3,97,0,0,0,0,0,0,0,0,0,0,14,14,30,19,30,51,41,21,3,228
10602161444,core,8,3,11,12,26,13,5,0,0,73,3,0,8,0,0,4,12,0,0,33,0,0,0,0,0,0,0,0,0,5,8,5,10,18,33,16,13,0,0,107,0,12,14,23,38,7,0,0,0,83,7,5,0,3,18,7,4,0,0,54,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,13,16,25,57,24,4,0,0,148,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,15,17,24,57,24,4,0,0,151,10,3,9,0,7,8,27,3,0,60,0,0,0,0,0,0,0,0,0,4,20,20,25,29,58,29,31,3,0,222
10602161445,core,6,11,19,16,20,15,0,0,0,94,5,3,6,0,3,14,13,9,6,59,0,0,0,0,0,0,0,0,0,3,9,11,24,24,26,29,16,9,6,150,3,15,36,27,25,24,9,0,0,137,3,5,9,16,16,7,0,0,0,55,0,7,0,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,3,23,50,42,40,37,8,0,0,206,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,6,23,53,43,39,35,8,0,0,211,5,8,7,3,11,16,31,15,5,98,0,0,0,3,0,0,0,0,0,7,19,29,64,51,54,53,40,15,5,323
10602161446,core,15,13,6,22,25,14,0,0,0,101,0,4,3,5,11,11,15,5,3,50,0,0,0,0,0,0,0,0,0,0,17,15,7,24,35,36,12,5,3,154,4,15,18,18,32,26,0,0,0,117,8,10,7,13,17,12,5,0,0,69,6,3,0,3,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,23,25,33,44,43,14,0,0,202,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,14,25,23,23,33,45,47,14,0,0,215,7,0,5,7,8,19,19,14,3,77,0,0,0,0,0,4,0,0,0,5,33,28,29,42,60,67,30,14,3,298
