SA1_CODE_2021,zone_tier,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10601110701,core,18,15,55,38,24,14,4,0,0,170,3,9,10,11,9,12,22,3,0,68,0,0,4,4,0,0,0,0,0,11,24,23,69,54,29,27,26,4,0,251,8,22,69,59,42,18,0,0,0,214,21,8,28,19,15,7,0,0,0,97,3,0,10,11,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,5,30,31,113,87,61,26,4,0,0,354,4,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,0,0,0,17,36,31,114,87,61,29,4,0,0,364,18,11,13,16,13,24,34,12,3,134,0,0,7,9,0,3,0,3,0,19,53,41,134,114,75,51,34,18,3,522
10601110702,core,9,11,36,30,26,15,5,0,0,132,4,0,12,7,9,17,24,11,0,73,0,0,3,0,0,0,0,0,0,12,18,13,45,37,31,27,28,13,0,216,3,9,51,28,27,23,4,0,0,151,14,8,20,20,12,16,0,0,0,95,3,0,3,6,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,24,19,75,55,44,39,7,0,0,266,0,0,0,0,6,0,0,0,0,7,5,0,0,0,0,0,0,0,0,12,6,0,5,4,3,0,0,0,0,16,25,22,78,61,47,39,7,0,0,280,9,4,11,13,6,25,39,25,7,144,4,0,5,0,0,5,8,0,0,23,36,28,93,74,52,72,51,21,7,441
10601110703,core,18,29,61,52,38,29,4,0,0,222,4,9,13,5,13,12,13,11,0,85,0,0,0,0,0,0,0,0,0,8,25,33,79,64,50,39,18,10,0,314,11,19,78,64,41,33,0,0,0,258,12,21,33,28,25,19,3,0,0,141,0,8,9,5,6,5,0,0,0,31,0,0,3,0,0,0,0,0,0,3,25,45,121,102,76,57,4,0,0,433,0,7,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,3,5,7,0,0,0,7,0,0,0,20,32,47,124,104,76,60,4,0,0,446,16,4,14,5,17,21,31,19,0,134,0,0,3,3,5,0,0,3,0,13,45,52,140,115,98,83,44,23,0,598
10601110704,external,8,15,18,24,35,27,6,0,0,119,5,0,3,0,5,8,14,5,0,42,0,0,0,0,0,0,0,0,0,4,13,15,17,23,35,38,19,6,4,166,4,13,18,31,42,40,12,3,0,163,3,7,10,11,16,11,8,0,0,71,3,0,6,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,4,19,26,32,37,67,56,12,3,0,246,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,19,26,32,37,63,58,12,3,0,253,8,0,3,0,4,15,32,8,5,77,0,0,0,0,4,0,0,0,0,9,24,27,40,43,71,74,45,12,3,334
10601110705,external,3,7,14,21,21,25,4,0,0,95,4,5,0,7,3,6,19,3,0,51,0,0,0,4,5,0,0,0,0,8,11,10,12,31,30,28,26,3,0,154,0,3,11,25,31,25,6,0,0,105,4,0,6,11,15,24,6,0,0,75,0,3,0,3,0,0,0,0,0,17,4,0,4,0,0,0,0,0,0,5,13,9,19,42,50,47,19,5,0,205,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,20,42,50,47,19,5,0,207,10,5,0,10,5,13,36,13,0,81,0,0,0,9,5,0,3,0,0,14,23,14,21,57,60,59,53,13,0,305
10601110706,core,16,4,12,16,26,19,4,0,0,103,6,0,0,8,0,5,15,12,3,50,0,0,0,0,0,0,0,4,0,5,15,4,17,25,31,24,23,15,4,156,3,5,11,28,37,19,3,4,0,110,11,4,8,10,7,9,5,0,0,56,0,0,4,0,5,3,4,0,0,13,0,0,3,0,0,0,0,0,0,3,19,7,27,39,47,30,14,4,0,188,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,27,38,47,31,14,4,0,189,12,3,0,5,5,9,30,28,5,98,0,0,0,0,0,0,0,3,0,11,30,10,29,46,59,41,52,28,8,300
10601110707,core,5,4,11,12,14,19,7,0,0,72,0,0,0,0,0,7,17,5,0,36,0,0,0,0,0,4,0,0,0,3,5,10,14,13,14,27,25,7,0,120,0,0,10,20,12,19,17,0,0,89,0,3,0,8,6,12,9,4,0,51,6,5,0,4,0,8,3,0,0,19,0,0,0,0,0,0,4,0,0,5,5,7,16,30,18,39,27,6,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,30,22,39,27,6,0,158,3,4,3,0,3,8,29,7,4,68,0,0,0,0,0,4,3,0,0,9,7,13,26,33,24,55,60,16,3,239
10601110708,core,0,5,14,10,14,6,6,0,0,67,3,0,0,3,3,5,14,6,5,51,0,0,0,0,3,0,6,0,0,11,7,8,16,13,23,19,26,9,5,125,0,12,12,18,16,12,10,0,0,75,5,9,9,7,18,12,4,0,0,59,0,0,4,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,7,14,24,28,35,29,12,0,0,156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,24,28,39,29,12,0,0,159,6,4,5,6,7,12,29,16,5,94,0,0,0,4,3,0,9,0,0,14,16,22,32,34,48,43,45,19,5,267
10601110709,core,3,3,15,12,16,10,6,0,0,68,6,0,7,3,0,4,18,10,5,58,0,0,0,0,3,0,0,0,5,4,13,8,21,12,19,16,22,15,12,139,0,3,18,24,26,8,3,0,0,80,9,7,13,4,4,6,4,0,0,41,0,0,5,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,9,8,30,27,35,14,3,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,30,27,36,14,3,0,0,137,9,0,7,4,3,12,34,18,12,97,0,0,0,0,4,0,0,3,5,13,21,16,37,34,39,30,39,24,8,249
10601110710,core,7,4,18,13,13,6,3,0,0,67,7,0,0,0,0,8,10,8,0,37,0,0,3,0,0,0,0,0,0,3,9,9,26,10,20,15,11,8,0,103,0,11,30,18,15,7,0,0,0,91,3,3,5,5,3,9,0,0,0,26,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,15,37,23,21,15,0,0,0,122,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,13,16,37,23,22,12,0,0,0,134,6,0,4,0,3,10,27,10,6,67,0,0,4,0,0,0,0,0,0,4,21,18,43,31,28,26,29,11,6,208
10601110712,core,11,12,19,26,14,12,0,0,0,104,3,0,3,5,9,4,25,10,0,61,0,0,0,0,0,0,0,0,0,4,14,12,27,28,20,26,26,10,0,166,6,20,25,37,27,15,0,0,0,131,11,5,10,19,12,11,0,0,0,69,4,0,0,3,6,0,0,0,0,14,0,0,0,5,3,0,0,0,0,4,21,24,41,61,42,20,6,0,0,221,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,3,0,0,0,6,20,24,38,61,52,22,6,0,0,227,6,0,7,9,14,13,39,19,0,107,0,0,0,0,0,0,0,4,0,6,26,28,49,65,59,38,46,27,0,340
10601110713,core,11,4,9,18,21,4,3,0,0,66,0,0,6,0,3,9,15,6,3,37,0,0,0,0,0,6,0,0,0,9,15,4,12,22,19,15,14,6,3,111,0,6,14,22,24,12,3,0,0,84,13,7,5,9,8,0,0,0,0,44,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,9,16,34,35,17,4,0,0,138,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,7,22,9,16,35,35,17,4,0,0,147,4,0,6,0,6,14,27,3,4,65,0,0,0,3,0,10,4,0,0,17,34,12,23,41,44,33,37,3,4,230
10601110714,core,17,11,41,36,25,24,7,0,0,174,4,3,10,7,9,18,11,9,0,78,0,0,0,0,0,0,0,0,0,3,24,12,57,50,35,44,17,11,0,253,9,22,56,48,27,32,11,0,0,202,18,7,15,24,25,14,6,0,0,112,0,0,4,0,3,6,0,0,0,16,0,0,0,4,0,0,0,0,0,8,30,25,85,78,51,54,17,0,0,333,3,0,0,0,3,0,0,0,0,13,3,0,4,0,0,0,0,0,0,11,10,4,4,0,3,3,0,0,0,22,36,29,90,74,55,59,18,0,0,361,11,3,13,16,14,27,23,18,0,122,0,0,0,0,0,0,0,0,0,3,44,36,108,95,65,88,44,19,0,489
10601110716,external,28,20,25,54,61,27,8,0,0,217,5,0,4,9,9,31,22,11,0,96,0,0,0,0,0,0,0,0,0,12,38,23,27,59,74,56,27,16,0,318,10,23,33,67,79,44,8,0,0,261,25,13,7,28,31,20,10,0,0,127,4,5,8,5,4,7,3,0,0,33,0,6,0,0,5,0,0,0,0,11,42,45,52,100,119,67,16,0,0,441,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,9,45,43,49,102,114,69,16,0,0,447,22,8,6,9,13,47,50,25,0,172,0,0,0,8,0,7,0,5,0,20,69,51,51,114,132,122,66,29,0,645
10601110717,external,7,0,10,14,14,13,0,0,0,51,0,0,3,5,3,5,7,3,0,32,0,0,0,0,0,0,0,0,0,0,3,0,14,11,15,16,15,7,0,88,0,3,13,12,20,15,3,0,0,70,0,4,0,7,4,6,0,0,0,33,0,3,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,11,21,20,26,28,0,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,21,20,26,28,0,3,0,121,3,0,3,5,10,5,15,10,0,56,0,0,0,0,0,0,0,0,0,10,12,10,17,26,33,39,20,16,0,175
10601110718,external,8,5,18,17,25,17,0,0,0,92,4,0,7,6,3,5,9,4,0,42,0,0,0,0,5,0,3,0,0,12,8,7,24,22,37,25,18,7,0,146,8,6,22,22,47,14,3,0,0,125,10,3,6,12,9,13,0,0,0,48,0,0,3,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,9,36,33,56,29,7,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,32,33,56,29,7,0,0,191,10,0,9,6,6,12,28,10,0,83,4,0,7,5,3,4,4,0,0,28,25,12,46,41,69,52,37,16,0,297
10601110719,core,4,7,26,25,10,5,0,0,0,79,4,0,0,0,0,3,13,3,0,26,0,0,0,0,0,0,0,0,0,0,13,7,26,24,13,11,9,3,0,102,4,6,39,32,18,8,0,0,0,109,5,0,11,11,6,5,0,0,0,37,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,9,15,48,39,25,13,7,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,15,49,39,25,13,7,0,0,157,9,0,6,0,0,9,15,9,0,46,0,0,0,0,0,0,0,0,0,5,19,19,51,43,29,18,20,9,0,208
10601110720,core,9,14,34,25,19,15,0,0,0,125,5,3,5,4,7,10,14,9,3,60,0,0,0,4,0,0,0,0,0,6,14,16,41,33,29,22,17,9,3,192,6,12,45,45,27,19,8,0,0,157,10,9,19,11,15,10,4,0,0,77,0,0,4,4,4,0,0,0,0,13,0,4,0,0,0,0,0,0,0,9,14,25,68,59,45,30,10,0,0,246,0,3,3,0,0,0,0,0,0,10,3,0,5,0,4,0,0,0,0,7,3,4,5,0,5,0,0,0,0,19,16,32,73,59,48,27,10,0,0,262,8,3,8,5,9,19,26,12,4,96,0,0,6,0,0,0,0,3,0,13,26,35,83,72,52,42,38,17,3,373
10601110722,core,5,6,31,16,10,10,3,0,0,84,3,3,5,3,7,7,21,9,3,63,0,0,0,0,0,0,0,0,0,4,3,11,34,21,19,26,24,14,3,147,4,12,41,28,16,19,0,0,0,126,7,5,19,9,10,11,0,0,0,56,0,0,4,4,5,4,3,0,0,18,0,0,5,0,0,0,0,0,0,5,8,16,59,38,35,36,0,0,0,197,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,14,14,60,43,35,39,0,0,0,206,9,3,5,3,8,16,36,13,8,103,0,0,0,0,0,0,0,5,0,6,23,19,63,46,41,54,44,20,8,315
10601110723,core,20,25,36,35,45,14,4,0,0,187,4,6,19,5,9,17,26,10,0,102,0,0,3,0,5,0,0,0,0,13,30,36,57,42,61,29,26,13,0,299,7,23,55,44,54,18,7,0,0,218,19,14,17,28,20,12,5,0,0,110,4,4,4,3,4,4,0,0,0,26,5,3,0,0,4,0,0,0,0,13,33,45,84,74,80,34,7,0,0,367,0,0,7,6,5,0,0,0,0,16,4,0,0,0,0,0,0,0,0,5,3,0,5,5,7,0,0,0,0,21,36,48,83,82,88,37,7,0,0,389,16,7,17,9,16,22,53,23,5,166,0,0,6,0,4,0,0,3,0,19,57,56,109,89,112,56,63,24,7,573
10601110725,core,7,14,40,43,15,4,0,0,0,133,3,4,8,4,8,5,15,5,0,48,4,0,0,0,6,3,5,0,0,19,16,17,54,50,26,13,17,9,0,204,0,25,60,58,18,4,3,0,0,164,8,4,18,20,8,5,0,0,0,64,0,0,5,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9,8,35,80,74,27,10,5,0,0,247,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,10,3,3,0,4,0,3,0,0,0,18,17,32,80,78,33,14,5,0,0,260,3,4,9,3,14,14,21,10,3,81,4,0,7,8,9,6,5,0,0,32,17,40,98,89,50,31,28,15,3,368
10601110726,core,5,5,21,24,18,8,6,0,0,90,5,0,4,5,4,5,10,0,0,33,0,0,0,0,0,0,0,0,0,0,10,6,24,36,21,12,18,0,0,128,10,6,30,29,26,8,3,0,0,122,6,0,11,13,9,9,0,0,0,53,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,11,17,47,51,41,14,4,0,0,180,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,18,17,46,54,41,14,4,0,0,187,6,0,4,9,4,3,18,5,0,47,0,0,3,0,0,0,0,0,0,0,25,13,52,59,48,25,19,4,0,237
10601110727,core,11,20,62,33,12,11,0,0,0,148,3,6,8,6,0,9,13,0,0,45,0,0,11,0,3,0,0,0,0,14,19,26,84,38,21,22,13,0,0,209,6,18,93,56,19,19,0,0,0,208,7,3,14,16,9,8,0,0,0,52,4,6,7,0,0,6,0,0,0,21,0,0,5,0,0,0,0,0,0,0,15,33,118,68,24,26,0,0,0,293,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,15,33,121,73,30,26,0,0,0,298,8,9,13,13,3,8,20,0,0,70,3,3,8,5,5,5,0,0,0,30,28,41,147,87,38,40,24,0,0,404
10601110728,core,3,0,3,3,9,19,4,0,0,47,0,0,0,3,4,4,8,3,4,32,0,0,0,0,0,0,0,0,0,0,5,0,3,7,12,24,19,7,4,84,0,0,6,9,19,18,9,0,0,62,3,0,3,6,6,17,0,3,0,38,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,9,12,14,22,39,10,6,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,14,22,41,10,6,0,115,0,4,4,3,5,11,23,14,4,59,0,0,0,0,0,0,0,3,0,6,4,11,15,18,29,48,38,14,4,175
10601110729,core,8,10,46,35,26,9,0,0,0,136,3,0,8,5,6,4,11,0,5,52,0,0,0,0,0,0,0,0,0,0,13,14,56,43,36,15,8,4,5,191,6,17,56,49,33,9,0,0,0,164,4,6,21,18,6,3,0,0,0,68,0,0,7,5,0,4,0,0,0,22,0,0,0,0,7,0,0,0,0,5,12,21,86,77,44,17,0,0,0,260,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,18,21,85,77,44,20,0,0,0,270,10,0,5,11,8,14,21,5,5,83,0,0,0,3,0,0,0,0,0,5,28,29,101,85,53,32,22,4,5,356
10601110730,core,3,6,7,15,17,28,7,0,0,83,0,0,0,0,0,22,23,12,0,65,0,0,0,0,0,0,0,0,0,7,4,10,9,18,23,48,33,12,0,151,0,9,10,15,24,33,5,0,0,99,0,4,0,7,6,22,11,0,0,58,0,0,3,4,0,5,4,0,0,16,0,0,0,0,0,0,0,0,0,0,7,10,15,28,36,57,21,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,15,28,36,59,21,0,0,177,9,0,0,5,7,29,45,20,0,117,0,0,0,0,0,0,0,0,0,0,15,12,13,35,44,90,64,22,0,297
10601110731,core,7,8,14,21,24,10,9,0,0,92,4,0,4,0,5,5,13,8,0,39,0,0,0,4,0,0,0,0,0,3,11,8,16,26,25,22,23,8,0,135,0,9,13,23,36,12,5,0,0,101,8,0,11,13,12,14,8,0,0,62,4,8,4,0,6,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,17,12,27,35,48,26,18,0,0,186,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,15,12,27,35,48,27,18,0,0,191,11,4,4,6,8,11,22,12,5,79,0,0,0,0,0,0,0,4,0,6,23,15,25,43,54,46,40,17,5,279
10601110732,core,12,15,65,41,15,11,0,0,0,153,0,6,15,9,3,4,10,0,0,47,0,0,3,0,0,0,0,0,0,6,11,17,75,52,17,17,12,0,0,209,4,21,88,51,25,10,0,0,0,193,7,4,22,27,9,0,0,0,0,68,0,0,15,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,9,25,126,87,33,14,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,24,122,87,33,17,0,0,0,298,4,5,14,12,3,11,16,3,0,76,0,0,5,4,0,0,5,0,0,17,20,30,140,103,33,33,20,6,0,386
10601110733,core,5,0,4,14,15,25,11,5,0,76,5,0,0,0,6,14,28,16,0,66,0,0,0,0,0,0,0,0,0,7,8,0,10,17,18,38,41,17,0,147,0,0,0,16,24,38,3,0,0,88,4,3,0,11,7,14,15,3,0,60,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,7,24,31,49,19,3,0,147,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,5,6,5,11,24,30,49,20,3,0,153,0,0,3,3,9,20,54,34,0,118,0,0,0,3,0,0,3,0,0,11,9,4,11,27,39,68,74,42,0,284
10601110801,core,16,17,25,26,24,23,3,0,0,134,3,3,10,7,15,23,28,18,12,123,0,0,0,4,0,0,3,0,0,13,16,23,35,34,36,44,41,20,8,266,6,12,28,29,21,11,0,0,0,100,6,6,15,14,12,14,9,0,0,81,4,0,11,3,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,8,13,23,45,44,39,34,8,0,0,211,3,4,0,0,0,7,0,0,0,13,5,0,0,0,0,0,0,0,0,5,6,4,0,0,0,7,0,0,0,17,24,29,54,47,41,39,8,0,0,234,11,3,12,5,27,46,49,34,14,197,0,3,3,3,3,5,6,3,0,33,31,31,68,61,71,88,57,36,16,457
10601110806,core,4,5,17,13,14,13,0,0,0,62,3,0,7,8,10,16,14,13,4,72,0,4,0,0,0,0,0,0,0,14,6,10,23,24,21,26,14,17,4,147,3,5,25,8,12,9,0,0,0,58,0,0,12,9,7,5,0,0,0,27,0,0,0,3,3,6,0,0,0,18,4,0,0,0,0,0,0,0,0,4,9,6,36,19,20,18,3,0,0,109,0,0,0,4,0,0,5,0,0,7,0,4,0,0,0,0,0,0,0,5,0,4,0,3,3,0,5,0,0,16,9,10,34,24,21,22,10,0,0,122,8,0,8,17,10,21,20,21,6,116,3,3,7,8,5,4,4,0,0,33,17,15,52,46,36,44,32,23,6,274
10601110807,core,10,9,20,19,17,14,0,0,0,81,12,4,10,13,7,15,31,18,9,101,0,0,6,0,0,4,0,0,0,11,20,12,29,32,23,32,28,16,9,198,5,11,26,24,17,15,0,0,0,101,4,8,12,15,7,10,0,0,0,66,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,19,42,42,34,33,0,0,0,181,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,18,11,20,42,44,33,38,0,0,0,198,14,3,19,19,10,27,51,32,7,179,0,3,6,0,0,9,0,3,0,20,31,26,63,68,48,67,49,38,7,395
10601110808,core,8,12,20,18,10,19,0,0,0,93,3,3,6,5,5,13,20,6,7,81,0,3,0,3,0,0,0,0,0,4,14,24,28,28,24,30,24,6,7,178,3,17,29,16,18,13,6,0,0,106,13,3,14,8,7,9,0,0,0,64,0,4,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,11,25,49,28,30,33,6,0,0,177,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,12,18,26,50,36,32,27,6,0,0,192,7,3,12,9,7,15,37,22,3,127,0,5,0,9,0,0,0,0,0,19,27,38,66,49,41,57,40,22,3,333
10601110809,core,4,3,21,6,12,10,0,0,0,56,0,0,4,3,3,11,17,9,4,53,0,0,0,0,0,0,0,0,0,3,5,6,23,12,14,24,19,7,4,108,0,4,19,10,9,12,0,0,0,55,3,3,3,8,3,10,0,0,0,40,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,27,15,14,22,0,0,0,95,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,7,10,32,15,15,22,3,0,0,106,5,4,5,7,6,19,24,14,0,87,0,0,0,0,0,0,0,0,0,3,9,8,41,21,25,39,28,21,0,196
10601110810,core,14,10,14,15,24,13,4,0,0,93,3,3,4,11,9,13,16,13,0,75,0,0,0,0,0,0,0,0,3,6,21,15,22,30,35,29,20,13,3,171,3,15,20,18,35,14,0,0,0,106,13,7,11,13,12,9,3,0,0,75,0,0,0,0,7,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,12,21,37,32,55,30,4,0,0,196,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,6,5,0,0,0,4,0,0,0,0,14,20,25,38,31,58,31,4,0,0,204,13,10,9,12,11,27,34,17,3,127,0,3,0,0,3,0,0,0,3,10,32,28,47,43,77,56,36,17,5,345
