SA1_CODE_2021,zone_tier,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
10601111211,external,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,3,0,4,0,0,0,0,0,0,8,5,0,0,0,0,0,7,0,0,10,0,3,0,0,0,0,5,0,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,10,0,0,0,11,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,3,0,0,7,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,11,4,4,7,0,34
10601111213,external,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,10,8,0,30,0,0,7,0,0,0,3,0,0,13,0,0,0,0,0,0,7,3,0,18,3,0,4,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26,5,5,7,28,15,0,91,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,3,0,13,0,3,0,0,0,0,0,0,0,12,4,6,0,0,0,0,5,5,0,14,3,0,0,0,0,3,0,0,0,13,3,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,12,11,8,9,8,4,71
10601111214,external,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,3,0,6,0,0,0,42,4,5,7,0,0,0,3,0,0,25,5,0,5,0,0,0,9,3,0,21,0,0,7,0,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,35,5,0,10,23,7,0,114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,8,5,13,7,3,9,8,5,0,0,41,0,6,0,5,0,0,0,0,0,14,0,6,0,6,9,4,4,3,0,33,5,3,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,5,20,24,13,9,11,0,122
10601111215,external,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,0,0,0,17,0,0,10,0,0,0,3,0,0,13,4,3,5,0,0,0,6,0,0,13,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,23,0,5,0,16,11,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,6,0,0,6,4,3,0,0,11,3,0,0,0,4,0,0,0,0,18,0,4,0,4,0,0,0,0,0,11,0,0,0,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,9,7,5,9,5,0,51
10601111216,external,0,0,0,0,0,3,0,4,0,7,0,0,3,0,0,0,0,0,0,11,0,0,10,0,0,0,5,0,0,23,0,0,7,0,0,0,0,3,0,13,0,0,4,0,0,0,7,3,0,14,0,0,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,0,0,6,19,15,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,3,5,0,0,0,0,11,3,3,0,0,3,0,0,0,0,10,6,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,11,9,3,6,7,0,56
10601111217,external,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,0,4,11,4,0,0,6,0,0,32,0,0,6,5,0,0,7,0,0,20,5,3,5,0,0,0,10,0,0,22,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,29,10,4,0,36,6,0,98,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,5,0,3,6,0,0,0,0,22,0,4,0,5,0,0,0,0,0,15,0,4,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,17,11,8,11,5,0,71
10601111218,external,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,7,0,16,4,5,0,0,0,0,4,3,0,13,6,0,12,0,0,0,3,0,0,22,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,19,4,4,0,26,13,0,79,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,0,5,3,5,3,0,0,0,0,17,0,3,0,0,0,5,0,4,0,13,0,5,3,4,5,0,0,0,0,19,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,3,18,13,5,4,6,0,77
10601111219,external,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,10,0,0,12,3,0,0,5,5,4,29,0,0,6,0,0,0,5,3,0,9,0,0,0,5,0,0,9,0,0,14,0,0,3,0,3,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,18,8,4,6,25,14,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13,0,0,3,3,5,0,3,8,0,22,0,6,0,4,7,0,0,0,0,11,6,0,0,8,0,4,0,0,0,19,0,0,0,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,21,13,14,3,14,0,94
10601111220,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,10,4,0,33,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,4,0,0,0,6,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,6,10,6,0,7,0,33
10601111221,external,0,0,0,0,0,5,0,3,0,11,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,9,4,0,26,3,5,3,0,0,0,8,0,0,21,0,3,0,0,0,0,6,0,0,12,0,0,3,0,0,0,8,3,0,9,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,6,4,8,23,15,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,3,4,0,11,3,0,0,0,0,24,3,0,0,3,4,3,0,0,0,12,0,4,0,3,0,0,0,0,0,6,3,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,17,10,7,0,0,0,64
10601111222,external,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,6,0,0,0,5,3,0,22,0,0,10,0,0,0,0,0,0,15,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,4,3,0,15,11,0,64,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,3,0,14,0,0,0,0,0,0,4,6,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,7,11,0,9,3,45
10601111223,external,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,13,0,3,6,0,0,0,0,3,0,17,0,0,0,0,0,0,5,0,0,10,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,19,0,3,0,19,8,0,65,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,5,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,15,3,4,3,0,43
10601111224,external,0,0,7,0,0,0,0,3,0,16,0,0,6,3,0,0,0,0,4,12,0,0,3,0,0,0,0,0,0,10,3,3,7,0,0,0,10,0,0,27,5,5,15,0,0,0,5,0,3,41,3,0,8,0,0,0,4,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,47,6,4,0,23,9,4,123,0,0,0,0,0,12,4,0,0,17,0,0,7,4,0,0,0,0,0,7,0,4,0,8,0,0,0,0,0,11,4,9,0,5,9,0,3,0,0,29,0,5,0,6,0,8,4,0,0,21,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,7,17,20,19,11,9,0,92
10601111225,external,0,0,4,5,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,8,5,0,10,0,0,0,0,0,0,13,3,0,9,0,0,0,4,0,0,23,0,4,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,27,5,0,8,24,8,0,85,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,5,0,3,3,0,0,0,0,17,0,5,0,0,4,0,4,0,0,18,0,5,0,0,5,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,9,12,8,0,9,0,67
10601111226,external,0,0,7,0,0,0,0,5,0,8,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,12,0,0,10,0,0,0,5,3,0,28,5,3,8,0,0,0,8,0,0,22,5,0,3,0,0,0,10,0,0,19,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,37,3,0,0,26,4,0,93,0,0,0,0,0,9,0,0,0,13,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9,0,9,0,8,4,4,0,0,0,23,4,5,0,0,8,0,0,7,0,21,3,0,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,3,9,19,19,0,5,0,82
10601111227,external,0,0,0,0,0,3,0,0,0,10,4,0,0,0,0,0,0,3,0,11,0,7,13,0,0,4,7,5,0,39,0,3,8,0,0,0,10,4,0,29,0,4,3,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,41,5,3,6,34,20,7,119,0,0,0,0,0,3,0,0,0,8,0,0,0,5,7,0,0,0,0,13,3,8,0,5,0,5,3,3,0,25,3,0,5,0,3,7,0,0,0,24,0,0,0,5,7,0,3,0,0,19,0,0,0,0,9,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,20,25,20,8,12,0,98
10601111228,external,0,0,0,0,0,0,0,4,0,7,0,0,3,5,0,0,0,8,0,12,0,3,9,0,4,0,4,0,0,20,0,0,4,0,0,0,5,0,0,11,0,0,0,0,0,0,8,0,0,19,3,0,4,0,0,0,4,0,0,12,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,23,3,5,11,24,16,0,91,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,4,5,0,0,5,4,0,0,0,21,4,0,0,0,6,0,0,4,0,14,6,0,0,3,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,5,9,18,5,4,4,0,67
10601111229,external,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,4,0,0,0,5,0,0,15,0,0,4,0,0,0,9,4,0,14,0,3,3,0,0,0,7,0,0,12,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,0,4,3,20,9,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,3,6,0,0,0,0,16,0,3,0,3,0,0,0,0,0,12,0,4,3,3,0,0,6,0,0,16,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,17,12,9,0,9,0,61
10601111230,external,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,6,4,0,11,0,0,0,8,4,0,22,0,0,4,0,0,0,4,3,3,17,0,0,10,0,0,0,11,4,0,24,0,0,0,0,0,0,8,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,26,3,0,5,29,13,3,88,0,0,0,0,0,5,0,0,0,5,0,0,0,7,0,0,0,0,0,9,0,0,0,5,0,3,0,4,0,21,4,0,0,0,0,0,0,0,0,17,0,3,0,8,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,17,7,12,4,12,0,73
10601111231,external,0,0,8,0,0,0,0,5,0,13,0,0,0,3,0,0,0,0,0,7,0,0,8,0,3,0,5,0,0,17,3,4,6,0,0,0,12,0,0,27,4,5,10,0,3,3,15,0,5,42,6,4,4,0,0,0,8,0,3,21,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,43,7,5,5,44,8,5,140,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,0,0,0,10,0,8,0,6,4,0,0,0,3,21,4,7,3,3,9,4,10,0,0,36,0,3,0,0,4,4,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,10,16,30,14,8,4,3,109
10601111232,external,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,12,0,3,5,0,0,0,0,0,0,12,0,4,3,0,0,0,9,0,0,22,0,0,7,0,0,0,8,3,0,19,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,8,0,5,13,7,0,76,0,0,0,0,5,3,0,0,0,8,0,0,0,0,5,0,0,0,0,9,0,4,0,4,0,0,0,0,0,12,0,4,0,5,0,0,0,4,0,14,0,0,0,4,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,15,12,6,0,8,0,64
10601111233,external,0,0,0,0,0,0,0,5,0,3,0,0,3,4,0,0,0,0,0,14,0,0,16,0,0,0,8,0,0,33,0,0,8,0,0,0,10,3,0,18,7,0,3,0,0,0,6,7,0,27,4,5,5,0,0,0,8,4,0,26,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,36,5,8,5,33,15,9,126,0,0,4,0,0,0,0,0,0,4,0,0,0,6,3,5,0,0,0,18,3,6,3,8,5,3,0,4,4,33,0,5,0,0,5,0,3,0,0,20,0,4,0,5,8,0,3,0,0,26,0,0,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,23,22,12,9,14,4,115
10601111234,external,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,10,0,5,4,0,0,0,7,0,0,26,4,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,4,0,0,11,4,4,0,0,3,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,20,3,4,5,29,14,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,4,0,0,0,12,0,3,0,4,0,3,0,3,0,10,0,0,0,6,0,3,0,4,0,12,0,0,0,0,6,3,0,4,0,15,0,4,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,14,13,14,0,14,4,66
10601111235,external,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,3,0,17,0,0,12,0,0,0,14,0,0,32,0,3,8,0,0,0,3,0,0,20,3,0,3,0,0,0,7,8,0,23,0,0,3,0,4,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,33,3,4,4,42,16,0,114,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,7,0,7,4,8,0,0,0,7,0,29,3,5,0,9,3,3,0,3,0,22,0,0,0,4,3,0,4,3,0,18,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,28,16,9,6,16,0,97
10601111237,external,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,8,0,7,10,3,0,0,8,0,4,28,6,0,12,0,0,0,6,0,0,25,0,0,5,0,0,0,11,0,0,28,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,30,9,5,0,30,8,3,97,0,0,0,0,0,8,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,3,0,0,3,0,4,0,0,17,0,0,4,6,6,0,0,3,0,27,0,0,0,3,5,4,0,0,5,15,0,3,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,18,15,10,7,4,89
10601111238,external,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,11,4,0,12,6,0,0,5,0,0,23,3,0,8,0,0,0,4,3,0,19,4,0,0,0,0,0,9,0,0,20,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,20,4,0,0,28,8,0,83,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,4,3,6,5,0,4,0,24,0,0,0,0,3,3,5,0,0,13,0,0,0,5,3,0,0,0,0,11,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,14,21,11,6,5,0,74
10601111240,external,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,0,19,5,6,4,0,0,0,3,0,0,14,0,0,0,0,0,0,8,3,0,9,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,20,0,0,0,18,7,3,67,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,7,3,3,5,3,3,5,0,23,3,9,0,0,0,0,0,0,0,11,0,0,0,0,6,0,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,12,7,3,8,0,61
