SA1_CODE_2021,zone_tier,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
10602161707,core,203,499,20,27,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,530,8,..,229,530
10602161708,core,130,276,14,26,5,3,17,27,9,22,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,157,332,18,..,180,332
10602161709,core,94,253,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,99,263,3,..,104,263
10602161710,core,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68,3,..,25,68
10602161711,core,101,244,27,40,25,27,51,66,7,9,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,161,322,16,..,176,322
10602161712,core,134,344,17,25,18,38,35,63,29,34,0,0,0,0,0,0,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,200,442,11,..,218,442
10602161713,core,217,623,16,26,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,649,6,..,238,649
10602161714,core,205,475,24,38,0,9,20,40,16,21,0,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,244,543,16,..,262,543
10602161715,core,103,251,51,101,8,25,61,124,17,13,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,179,389,10,..,185,389
10602161716,core,133,382,36,49,0,0,36,49,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,175,442,16,..,190,442
10602161717,core,116,328,6,8,11,19,22,21,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,135,359,0,..,135,359
10602161718,core,204,480,11,18,0,0,11,18,6,6,0,0,0,0,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,3,221,508,27,..,249,508
10602161719,core,192,584,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,197,596,4,..,201,596
10602161720,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10602161721,core,198,483,6,7,0,9,6,15,8,7,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,210,504,18,..,223,504
10602161722,core,63,116,18,25,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,146,0,..,83,146
10602161723,core,137,315,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,326,3,..,143,326
10602161801,core,182,414,35,59,0,0,34,64,9,16,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,224,496,8,..,234,496
10602161802,core,116,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,3,119,280,4,..,120,280
10602161803,core,147,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,473,4,..,152,473
10602161804,core,70,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,208,0,..,69,208
10602161805,core,113,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,372,5,..,119,372
10602161806,core,179,528,17,29,22,29,34,56,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,208,584,3,..,211,584
10602161807,core,147,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,478,3,..,157,478
10602161808,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10602161809,core,175,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,414,10,..,189,414
10602161810,core,131,364,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,372,4,..,137,372
10602161811,core,104,286,9,13,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,296,5,..,115,296
10602161812,core,134,388,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,399,13,..,154,399
10602161813,core,98,274,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,284,3,..,108,284
10602161814,core,61,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,181,0,..,63,181
10602161815,core,134,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,418,6,..,142,418
10602161816,core,160,450,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,171,465,0,..,171,465
10602161817,core,219,734,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,228,741,3,..,230,741
10602161818,core,176,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,575,5,..,184,575
10602161819,core,156,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,472,5,..,160,472
10602161820,core,85,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,295,0,..,86,295
10602161821,core,217,605,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,219,616,3,..,226,616
10602161822,core,169,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,452,9,..,180,452
10602161823,core,176,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,559,0,..,176,559
10602161824,core,69,184,15,40,0,3,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,230,11,..,108,230
10602161825,core,180,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,611,4,..,182,611
10602161826,core,110,325,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,3,5,5,121,339,9,..,126,339
10602161827,core,107,270,41,102,0,7,41,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,373,12,..,158,373
10602161828,core,121,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,386,4,..,123,386
10602161829,core,77,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,218,6,..,81,218
10602161830,core,68,197,14,32,5,5,14,39,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,93,247,59,..,153,247
10602161831,core,155,463,32,97,5,3,39,100,0,0,0,0,0,0,0,0,6,16,9,16,0,0,0,0,0,0,0,0,0,0,0,3,197,586,11,..,208,586
10602161832,core,163,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,537,9,..,174,537
10602161833,core,159,498,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,499,0,..,160,499
10602161834,core,198,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,193,500,4,..,203,500
10602161835,core,134,421,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,425,3,..,133,425
10602161836,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10602161837,core,122,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,432,3,..,127,432
10602161838,core,133,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,383,8,..,137,383
10602161839,core,90,236,9,14,0,0,9,14,9,12,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,111,271,10,..,123,271
10603111901,core,101,281,5,7,7,16,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,296,19,..,130,296
10603111902,core,130,385,5,5,6,6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,396,10,..,147,396
10603111903,core,193,538,0,6,12,27,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,571,83,..,294,571
10603111904,core,113,288,0,0,23,53,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,347,43,..,177,347
10603111906,core,106,273,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,5,0,0,10,13,11,17,121,305,12,..,134,305
10603111907,core,240,445,34,60,0,0,34,60,0,0,0,0,0,0,0,0,4,9,7,12,0,5,0,0,0,0,0,0,0,5,4,10,288,528,15,..,300,528
10603111908,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10603111909,core,147,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,232,3,..,147,232
10603111910,core,166,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,24,39,0,0,0,0,0,0,24,39,0,0,193,408,15,..,212,408
10603111911,core,59,142,5,10,19,42,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,189,26,..,118,189
10603111912,core,77,196,0,8,20,52,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,255,66,..,165,255
10603111913,core,116,350,21,37,4,4,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,395,16,..,154,395
10603111914,core,111,296,13,26,4,22,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,344,10,..,144,344
10603111915,core,161,389,15,26,22,58,30,82,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,4,0,5,9,0,0,197,476,47,..,247,476
10603111916,core,81,236,18,38,41,99,58,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,374,17,..,153,374
10603111917,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10603111918,core,84,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,288,15,..,100,288
10603111919,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10603111921,core,55,75,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,83,0,..,62,83
10603111922,core,231,494,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,237,502,9,..,247,502
10603112001,core,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,3,..,14,23
10603112002,core,146,333,4,10,0,5,4,11,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,156,350,23,..,181,350
10603112003,core,124,259,4,4,0,0,4,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,127,264,12,..,146,264
10603112004,core,137,326,23,32,19,44,39,79,0,0,0,0,0,0,0,0,0,3,0,3,0,4,9,23,0,0,0,0,12,28,0,0,192,431,38,..,230,431
10603112005,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
10603112006,core,210,520,41,62,0,0,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,255,587,11,..,263,587
10603112007,core,103,242,4,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,249,14,..,122,249
10603112008,core,214,537,10,15,4,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,564,30,..,258,564
10603112009,core,277,713,18,29,4,15,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,756,20,..,319,756
10603112010,core,232,556,12,26,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,580,21,..,263,580
10603112011,core,89,212,3,10,7,13,10,21,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,103,239,22,..,123,239
10603112012,core,129,313,8,8,3,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,0,142,340,8,..,147,340
10603112013,core,163,382,0,0,13,23,13,23,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,177,410,26,..,206,410
10603112014,core,172,399,16,24,11,16,25,43,6,11,0,4,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,202,449,32,..,233,449
10603112015,core,100,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,205,19,..,117,205
10603112016,core,211,519,8,15,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,218,540,6,..,225,540
10603112017,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,..,0,5
10603112018,core,207,466,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,477,15,..,224,477
10603112101,core,167,396,8,29,35,63,43,94,29,46,0,3,12,23,0,0,0,0,39,64,0,0,0,0,0,0,0,0,0,0,0,0,257,557,66,..,321,557
10603112102,core,98,212,4,4,28,47,25,50,11,23,24,45,50,85,0,0,4,4,90,162,0,0,6,8,0,0,0,0,6,8,8,13,226,446,195,..,422,446
10603112103,core,136,360,3,6,12,35,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,396,26,..,174,396
10603112104,core,94,235,4,6,13,24,21,33,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,116,275,20,..,132,275
10603112105,core,97,248,7,14,8,16,12,30,0,9,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,113,288,27,..,143,288
10603112106,core,56,130,109,150,45,81,152,230,10,7,3,8,20,27,0,0,0,0,33,46,0,0,68,108,0,0,0,0,68,108,19,37,322,553,104,..,421,553
10603112107,core,67,167,20,31,0,9,23,39,13,8,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,98,213,3,..,106,213
10603112108,core,197,365,21,41,25,52,41,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,241,458,11,..,251,458
10603112109,core,107,282,37,55,15,34,52,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,376,10,..,165,376
10603112110,core,55,144,15,28,33,64,48,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,103,244,6,..,112,244
10603112111,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10603112112,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10603112113,core,30,77,0,0,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,76,9,..,38,76
10603112114,core,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,..,7,12
10603112115,core,97,243,10,15,60,135,74,144,27,50,7,16,27,48,0,0,0,0,64,114,0,0,0,0,0,0,0,4,0,4,0,0,239,505,98,..,339,505
10603112116,core,125,266,8,11,43,75,49,80,11,22,17,26,16,30,0,0,0,0,45,71,0,0,0,0,0,0,0,0,0,0,0,0,214,423,162,..,383,423
10603112117,core,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,..,0,7
10603112118,core,133,299,5,4,13,26,17,38,0,6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,3,3,3,0,0,161,350,63,..,224,350
10603112119,core,108,271,61,87,19,40,79,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,403,33,..,223,403
10603112120,core,80,208,5,11,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,221,0,..,88,221
10603112121,core,42,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,103,7,..,55,103
10603112122,core,46,96,40,74,30,61,73,138,0,3,4,3,0,0,0,0,0,0,5,11,0,0,7,31,0,0,0,0,7,31,0,0,134,270,166,..,303,270
10603112123,core,91,210,152,240,15,22,171,266,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,263,477,52,..,312,477
10603112124,core,108,260,32,77,22,53,58,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,383,79,..,247,383
10603112125,core,114,289,4,6,19,51,23,57,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,138,350,115,..,255,350
10603112126,core,93,248,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,257,18,..,114,257
10603112127,core,139,323,0,0,53,102,53,102,3,11,5,6,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,198,444,58,..,255,444
10603112128,core,129,342,4,9,10,30,17,35,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,146,378,27,..,172,378
10603112129,core,80,222,11,15,16,35,19,54,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,102,279,18,..,121,279
10603112130,core,99,256,3,10,41,97,49,100,0,0,7,5,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,153,363,17,..,169,363
10603112131,core,104,215,17,22,50,93,62,114,28,42,17,26,84,141,0,0,0,6,130,211,0,3,0,0,0,0,0,0,0,3,7,8,305,547,543,..,852,547
10603112133,core,98,215,13,25,43,79,47,101,4,4,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,151,329,85,..,236,329
10603112134,core,156,360,12,23,65,150,79,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,536,17,..,241,536
10603112135,core,281,755,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,765,19,..,299,765
10603112136,core,114,299,21,48,39,89,64,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,178,440,10,..,185,440
10603112137,core,131,353,7,17,36,88,47,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,459,19,..,192,459
10603112138,core,193,492,21,32,27,68,45,100,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,245,597,60,..,303,597
10603112139,core,103,277,14,32,14,29,34,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,334,12,..,144,334
10603112140,core,70,181,35,60,12,28,47,90,13,10,14,19,0,0,0,0,0,0,23,32,0,0,0,0,0,0,0,0,0,0,0,0,142,301,6,..,147,301
10603112141,core,170,441,12,23,4,3,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,470,22,..,209,470
10603112142,core,101,235,4,9,33,56,33,61,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,4,0,0,0,0,0,4,0,3,146,308,65,..,211,308
10603112143,core,163,384,28,51,25,59,58,112,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,228,499,120,..,349,499
10603112144,core,113,263,7,19,13,23,21,45,11,8,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,139,321,80,..,222,321
10603112145,core,140,331,10,37,28,55,43,90,7,7,19,30,16,26,0,0,0,4,43,57,0,0,0,0,0,0,0,0,0,0,0,0,230,479,267,..,494,479
10603112146,core,9,29,140,178,10,14,147,193,14,18,33,55,8,16,0,0,0,0,58,90,0,0,0,0,0,0,0,0,0,0,0,0,223,311,221,..,441,311
10603112147,core,99,259,4,12,22,49,29,66,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,134,326,23,..,157,326
10603112148,core,163,378,32,43,7,20,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,439,52,..,248,439
10603112149,core,162,395,5,7,41,70,40,79,11,10,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,215,488,61,..,283,488
10603112150,core,83,208,38,63,3,10,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,274,7,..,128,274
10603112151,core,54,142,67,106,74,172,139,276,15,18,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,217,439,18,..,233,439
10603112152,core,79,207,40,84,0,0,40,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,298,6,..,129,298
10603112153,core,131,350,0,0,19,30,19,30,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,148,384,23,..,173,384
10603112154,core,126,332,0,0,23,49,25,47,6,3,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,151,388,27,..,184,388
10603112155,core,88,245,9,19,19,30,25,45,0,5,0,0,5,18,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,129,313,25,..,152,313
10603112156,core,86,204,12,32,14,32,24,67,0,0,41,65,8,8,0,0,0,0,48,75,0,3,10,8,0,0,0,0,9,16,8,4,175,368,77,..,256,368
10603112157,core,31,69,0,5,78,196,83,204,0,0,0,0,27,58,0,0,0,0,27,58,0,0,0,0,0,0,0,0,0,0,0,0,144,328,92,..,239,328
10603112158,core,43,86,4,10,24,47,32,56,20,44,22,35,153,269,0,0,0,0,198,344,0,0,4,8,0,0,5,8,6,11,3,4,276,508,320,..,597,508
10603112201,core,190,487,20,36,48,103,70,136,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,265,630,12,..,278,630
10603112202,core,66,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,75,0,0,0,0,4,0,64,79,0,0,127,212,3,..,131,212
10603112203,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10603112204,core,113,259,47,89,0,0,47,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,349,9,..,162,349
10603112205,core,137,339,18,33,5,4,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,374,6,..,164,374
10603112206,core,116,294,39,56,0,0,39,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,348,9,..,155,348
