SA1_CODE_2021,zone_tier,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
10601110701,core,234,658,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,245,689,20,..,264,689
10601110702,core,198,499,17,34,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,532,19,..,241,532
10601110703,core,258,735,7,12,3,3,9,18,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,3,266,761,14,..,284,761
10601110704,external,136,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,391,13,..,146,391
10601110705,external,112,345,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,114,357,33,..,150,357
10601110706,core,131,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,356,11,..,146,356
10601110707,core,85,219,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,222,77,..,166,222
10601110708,core,108,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,309,27,..,138,309
10601110709,core,96,259,24,30,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,3,3,0,0,125,298,18,..,143,298
10601110710,core,92,240,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,252,3,..,103,252
10601110712,core,151,416,11,15,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,429,8,..,172,429
10601110713,core,89,243,9,10,4,9,14,24,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,98,268,14,..,108,268
10601110714,core,224,629,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,630,15,..,248,630
10601110716,external,245,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,800,13,..,260,800
10601110717,external,67,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,219,9,..,74,219
10601110718,external,116,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,346,16,..,141,346
10601110719,core,91,245,3,11,0,3,6,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,270,0,..,103,270
10601110720,core,154,444,24,49,0,0,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,492,15,..,190,492
10601110722,core,140,349,10,23,4,9,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,380,7,..,163,380
10601110723,core,229,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,234,692,18,..,255,692
10601110725,core,137,371,41,73,0,3,44,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,452,12,..,190,452
10601110726,core,97,280,17,46,3,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,328,7,..,123,328
10601110727,core,175,496,14,29,0,0,12,33,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,188,534,19,..,205,534
10601110728,core,76,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,190,19,..,97,190
10601110729,core,172,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,175,508,10,..,182,508
10601110730,core,131,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,131,332,40,..,182,332
10601110731,core,111,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,117,335,15,..,131,335
10601110732,core,178,524,0,3,0,0,0,3,7,10,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,190,540,8,..,195,540
10601110733,core,130,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,304,72,..,196,304
10601110801,core,201,450,26,33,16,16,38,57,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,3,0,0,244,508,27,..,274,508
10601110806,core,110,283,12,16,8,14,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,313,14,..,144,313
10601110807,core,191,456,9,18,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,477,13,..,219,477
10601110808,core,136,351,26,46,4,9,32,48,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,165,402,16,..,179,402
10601110809,core,81,200,19,39,0,0,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,235,6,..,109,235
10601110810,core,135,367,30,50,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,412,19,..,185,412
10601110811,core,150,382,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,383,12,..,165,383
10601110812,core,126,313,18,24,27,35,46,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,373,16,..,181,373
10601110813,core,132,342,38,55,0,0,38,55,9,12,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,6,0,6,0,0,177,416,11,..,195,416
10601110814,core,71,148,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,156,0,..,83,156
10601110815,core,92,209,8,15,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,221,6,..,102,221
10601110816,core,160,414,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,175,436,17,..,188,436
10601110817,core,155,387,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,396,14,..,179,396
10601110818,core,7,19,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,..,10,19
10601110819,core,177,422,11,29,0,0,11,29,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,188,455,10,..,198,455
10601110820,core,145,361,19,31,0,0,19,31,10,9,0,0,0,0,0,0,5,4,15,16,0,0,0,0,0,0,0,0,0,0,0,0,179,402,21,..,194,402
10601110821,core,128,305,9,11,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,315,24,..,164,315
10601110822,core,183,488,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,490,11,..,203,490
10601110823,core,69,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,200,10,..,77,200
10601110824,core,71,192,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,193,9,..,80,193
10601110825,core,229,711,11,23,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,734,16,..,254,734
10601110826,core,57,150,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,61,165,11,..,69,165
10601110827,core,27,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,77,3,..,29,77
10601110828,core,56,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,118,44,..,104,118
10601110829,core,146,373,4,5,0,0,4,5,4,7,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,157,387,11,..,173,387
10601110830,core,259,638,29,58,6,5,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,707,29,..,310,707
10601110831,core,76,183,8,12,0,0,8,12,3,4,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,91,204,9,..,97,204
10601110832,core,100,239,31,52,0,0,31,52,14,26,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,142,319,15,..,154,319
10601110833,core,134,288,16,30,0,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,150,320,12,..,166,320
10601110834,core,144,339,15,25,14,10,27,35,10,7,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,179,388,23,..,201,388
10601110835,core,76,195,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,205,5,..,95,205
10601110836,core,197,503,11,16,0,0,11,16,11,13,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,215,526,23,..,237,526
10601110837,core,176,443,124,174,13,27,136,201,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,12,20,0,0,330,658,20,..,353,658
10601110838,core,106,255,39,76,0,0,39,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,332,14,..,161,332
10601110839,core,112,297,21,44,0,0,21,44,8,19,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,144,355,6,..,147,355
10601110840,core,96,256,18,33,10,25,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,324,6,..,129,324
10601110841,core,135,351,14,27,0,0,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,377,9,..,155,377
10601110842,core,104,333,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,333,5,..,114,333
10601110843,core,148,350,7,12,0,0,7,12,0,0,0,0,0,0,0,0,3,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,160,368,6,..,168,368
10601110844,core,139,348,4,14,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,364,8,..,161,364
10601110845,core,88,227,88,115,0,4,93,120,28,35,0,0,0,0,0,0,0,5,31,40,0,0,0,0,0,0,5,12,5,12,0,0,220,401,101,..,320,401
10601110847,core,239,656,3,7,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,662,12,..,261,662
10601110848,core,75,218,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,227,3,..,82,227
10601110850,core,150,388,6,6,0,0,6,6,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,152,398,11,..,166,398
10601110852,core,95,249,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,252,7,..,109,252
10601110855,core,89,294,30,65,0,0,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,359,5,..,127,359
10601110858,core,189,473,11,13,0,0,11,13,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,205,489,21,..,223,489
10601110859,core,209,731,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,741,15,..,221,741
10601110860,core,147,370,33,86,0,0,33,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,456,12,..,193,456
10601110861,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
10601110862,core,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,..,12,29
10601110863,core,123,357,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,372,7,..,128,372
10601110864,core,207,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,6,13,3,10,218,651,25,..,242,651
10601110865,core,207,527,19,26,0,0,19,26,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,5,0,0,229,556,12,..,244,556
10601110866,core,206,606,57,91,16,45,72,142,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,9,8,15,25,300,776,13,..,311,776
10601110901,core,136,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,403,8,..,142,403
10601110902,core,133,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,394,14,..,145,394
10601110903,core,122,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,360,11,..,134,360
10601110904,core,81,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,241,0,..,86,241
10601110905,core,122,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,343,11,..,136,343
10601110906,core,149,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,462,7,..,156,462
10601110907,core,91,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,261,9,..,100,261
10601110908,core,175,480,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,183,483,20,..,202,483
10601110909,core,198,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,200,526,9,..,211,526
10601110911,core,100,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,288,0,..,106,288
10601110912,core,106,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,323,13,..,118,323
10601110913,core,95,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,251,15,..,104,251
10601110914,core,159,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,459,11,..,168,459
10601110915,core,109,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,330,10,..,123,330
10601110916,core,168,485,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,168,489,23,..,189,489
10601110917,core,92,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,99,261,11,..,110,261
10601110918,core,80,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,218,36,..,121,218
10601110920,core,161,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,160,348,55,..,217,348
10601110921,core,123,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,253,66,..,184,253
10601110922,core,191,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,403,96,..,285,403
10601110924,core,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
10601110925,core,66,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,224,3,..,70,224
10601110926,core,52,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,178,6,..,56,178
10601110927,core,71,222,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,227,3,..,76,227
10601110928,core,50,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,199,0,..,52,199
10601110929,core,141,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,410,14,..,148,410
10601110930,core,136,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,327,20,..,157,327
10601111001,external,67,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,203,6,..,72,203
10601111002,external,198,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,534,11,..,213,534
10601111003,external,116,290,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,11,0,0,120,308,13,..,136,308
10601111004,external,77,209,12,18,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,233,0,..,97,233
10601111006,external,128,293,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,298,15,..,146,298
10601111007,external,194,449,19,28,0,0,19,28,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,5,0,225,479,23,..,251,479
10601111008,external,88,165,5,13,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,93,184,17,..,111,184
10601111009,external,157,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,153,336,12,..,169,336
10601111010,external,104,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,229,9,..,116,229
10601111011,external,208,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,604,12,..,220,604
10601111012,external,121,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,326,12,..,137,326
10601111013,external,112,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,112,309,30,..,140,309
10601111014,external,116,300,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,116,301,9,..,124,301
10601111015,external,98,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,209,14,..,110,209
10601111016,external,91,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,5,18,6,11,105,238,28,..,134,238
10601111017,external,76,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,86,215,55,..,138,215
10601111018,external,101,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,248,20,..,124,248
10601111019,external,126,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,291,14,..,141,291
10601111020,external,140,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,356,12,..,159,356
10601111021,external,214,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,7,0,0,220,616,30,..,245,616
10601111022,external,120,279,0,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,5,4,0,0,124,296,17,..,145,296
10601111023,external,137,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,326,4,..,142,326
10601111024,external,121,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,9,0,3,123,363,5,..,127,363
10601111025,external,109,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,112,315,8,..,119,315
10601111026,external,88,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,272,10,..,98,272
10601111027,external,248,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,679,11,..,258,679
10601111028,external,81,173,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,177,10,..,94,177
10601111029,external,28,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,86,0,..,28,86
10601111101,core,171,457,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,468,8,..,191,468
10601111102,core,94,253,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,257,7,..,104,257
10601111103,core,74,224,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,225,4,..,91,225
10601111104,core,52,142,0,0,35,57,35,57,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,89,196,11,..,98,196
10601111105,core,106,264,36,63,26,70,66,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,392,13,..,186,392
10601111106,core,123,288,0,3,0,0,0,3,13,18,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,136,309,6,..,143,309
10601111107,core,85,209,20,28,0,0,20,28,6,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,105,239,8,..,117,239
10601111108,core,153,385,30,56,0,0,30,56,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,191,451,7,..,201,451
10601111109,core,106,264,8,12,0,0,8,12,12,14,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,122,287,6,..,132,287
10601111110,core,145,369,11,17,4,10,14,24,21,26,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,0,4,5,180,421,8,..,190,421
10601111111,core,198,533,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,542,16,..,218,542
10601111112,core,197,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,203,695,3,..,202,695
10601111113,core,209,528,8,9,0,0,8,9,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,221,541,14,..,234,541
10601111114,core,179,462,12,14,0,0,12,14,7,11,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,199,482,11,..,213,482
10601111115,core,200,533,6,20,0,0,6,20,19,20,0,0,0,0,0,0,0,3,18,23,0,0,0,0,0,0,0,0,0,0,0,0,223,575,14,..,243,575
10601111116,core,160,414,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,427,6,..,167,427
10601111117,core,112,301,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,114,316,9,..,128,316
10601111118,core,86,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,247,0,..,87,247
