SA1_CODE_2021,zone_tier,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
10603111911,core,0,0,3,5,7,10,0,0,0,25,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,12,3,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,9,12,11,3,0,0,47,4,0,3,6,0,7,10,9,4,33,0,0,0,0,0,5,0,0,0,7,5,0,7,11,6,22,17,9,4,86,0,4,0,0,4,4,0,0,0,18,4,0,0,5,5,7,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,4,6,5,15,13,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
10603111912,core,5,0,11,9,13,9,0,0,0,43,6,0,0,0,0,4,0,0,0,15,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,11,10,19,12,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,10,15,12,0,0,0,64,5,0,0,3,4,4,14,9,3,48,0,0,0,0,0,0,0,0,0,5,20,3,11,11,21,20,21,10,3,117,0,0,6,0,7,6,0,0,0,11,5,3,3,9,9,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,9,18,6,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603111913,core,3,9,19,11,20,12,0,0,0,80,5,4,3,3,0,6,0,0,0,20,3,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,11,20,14,29,16,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,14,29,16,0,0,0,108,5,0,0,3,0,8,17,10,0,50,0,0,0,0,0,0,0,0,0,0,17,16,25,20,30,30,18,10,0,159,0,4,3,3,8,7,0,0,0,32,8,4,8,7,13,6,0,0,0,50,0,4,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,10,15,10,24,14,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
10603111914,core,4,4,14,11,10,17,0,0,0,68,4,0,5,0,0,3,5,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,3,19,17,14,16,9,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,12,3,19,17,12,22,9,0,0,94,6,0,4,0,0,9,19,7,0,45,0,0,0,0,0,0,0,0,0,0,17,9,18,17,15,28,21,7,0,140,0,4,3,3,8,7,0,0,0,28,0,6,14,9,10,15,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,15,17,23,5,0,0,79,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
10603111915,core,3,12,5,22,25,5,0,0,0,78,5,0,0,5,4,6,0,0,0,22,0,0,7,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,12,16,30,31,15,4,0,0,117,0,6,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,9,15,16,33,35,14,3,0,0,129,6,3,6,10,9,14,21,11,0,71,0,0,0,0,4,3,0,0,0,8,16,17,18,41,45,34,24,11,0,206,0,4,6,7,15,9,3,0,0,41,9,5,12,23,9,13,0,0,0,72,4,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,10,20,31,28,19,3,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
10603111916,core,3,10,12,6,20,13,0,0,0,64,0,4,5,0,0,7,3,0,0,24,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,12,25,12,20,22,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,23,12,20,23,3,0,0,102,8,0,3,8,7,7,14,12,0,59,0,0,4,4,4,0,0,0,0,9,13,14,30,23,29,32,19,12,0,170,0,3,8,10,12,11,0,0,0,42,7,0,4,10,11,4,0,0,0,41,0,0,5,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,11,9,21,26,20,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603111917,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603111918,core,4,5,3,7,25,13,0,0,0,55,4,3,0,0,5,12,4,0,0,23,3,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,5,5,7,29,20,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,7,29,20,3,0,0,85,6,0,0,3,4,0,20,6,0,43,0,0,0,0,0,0,0,0,0,3,18,5,8,6,31,21,29,6,0,132,0,0,0,9,12,3,0,0,0,27,5,5,4,7,12,10,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,8,5,15,26,16,5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603111919,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603111921,core,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,10,21,5,5,38,0,0,0,0,4,4,9,6,4,24,0,0,0,0,4,19,29,11,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603111922,core,9,7,8,5,20,13,7,0,0,64,3,0,0,0,0,5,3,0,0,20,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,9,8,5,24,24,10,0,0,92,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,15,9,8,4,23,24,10,0,0,97,5,0,4,0,9,14,35,44,6,104,0,0,0,0,3,5,3,4,0,19,18,13,10,8,34,38,47,41,6,215,0,4,3,6,11,3,0,0,0,30,10,5,4,7,10,17,3,0,0,51,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,8,9,18,28,22,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
10603112001,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112002,core,0,3,7,9,6,18,3,0,0,46,0,0,0,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,9,12,11,19,0,0,0,67,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,8,9,12,11,19,7,0,0,71,5,0,0,0,0,11,37,17,6,77,0,0,0,0,0,3,0,0,0,11,6,12,12,15,14,36,42,18,6,159,0,0,3,0,3,3,0,0,0,15,0,8,7,6,11,0,0,0,0,42,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,11,17,11,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112003,core,0,3,6,10,6,7,4,0,0,37,0,0,3,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,8,12,7,9,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,4,6,8,12,14,9,0,0,57,0,0,3,5,3,10,17,19,0,63,0,0,0,0,0,0,0,0,0,0,0,4,9,10,16,22,32,18,0,119,0,0,0,3,5,0,6,0,0,17,0,0,0,3,3,7,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,10,14,6,5,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10603112004,core,0,5,9,14,10,19,0,0,0,57,4,5,0,4,5,4,0,0,0,26,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,10,15,17,16,27,4,0,0,91,0,0,0,0,0,6,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,0,8,9,15,15,18,22,27,4,0,0,96,5,5,3,0,9,13,35,17,6,99,0,0,3,0,0,5,7,4,0,17,12,15,18,23,30,44,41,20,6,209,0,0,0,9,3,6,0,0,0,22,4,6,0,7,13,11,3,0,0,45,0,3,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,11,9,11,17,19,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9
10603112005,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112006,core,5,5,12,12,18,8,0,0,0,58,0,3,0,5,9,10,0,0,0,28,0,0,0,6,0,7,0,0,0,9,0,0,4,4,0,5,0,0,0,7,4,7,18,18,18,27,4,0,0,105,4,0,3,0,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,4,0,5,0,3,0,0,0,0,11,10,5,24,18,20,27,4,0,0,118,10,3,9,6,7,15,44,16,4,121,5,0,4,3,4,0,6,6,0,16,20,10,39,25,29,46,51,18,5,254,0,3,11,0,7,5,0,0,0,26,4,0,9,9,9,12,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,7,8,19,14,19,20,0,0,0,84,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
10603112007,core,0,0,4,4,6,11,3,0,0,32,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,4,11,10,13,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,10,13,4,0,0,57,0,0,4,0,5,11,15,7,3,54,0,0,0,0,0,0,0,0,0,0,5,4,11,17,15,25,25,7,3,109,0,0,8,0,6,0,0,0,0,19,4,4,4,8,0,11,5,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,9,8,9,13,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112008,core,0,4,11,15,21,14,4,0,0,67,0,0,4,0,6,9,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,7,26,15,30,26,5,0,0,108,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,24,15,28,25,5,0,0,110,12,6,8,4,5,10,44,25,8,112,4,0,3,0,3,0,4,4,0,12,17,12,30,19,36,33,53,30,8,245,0,7,8,13,9,7,0,0,0,42,7,5,8,13,8,15,9,0,0,62,3,0,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,7,14,20,24,20,19,8,0,0,121,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,9
10603112009,core,3,15,27,29,30,13,3,0,0,120,9,0,3,4,3,7,3,0,0,30,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,13,16,35,40,40,14,3,0,0,165,0,3,6,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,9,0,3,3,5,0,0,0,0,0,18,17,18,41,43,40,18,3,0,0,181,19,0,5,6,6,19,41,28,0,122,0,0,3,4,0,0,0,0,0,10,32,20,46,48,51,39,44,28,0,304,0,3,14,10,20,10,0,0,0,57,11,9,15,23,22,12,0,0,0,93,0,4,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,12,39,39,47,19,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6
10603112010,core,0,12,13,11,22,22,0,0,0,78,11,0,3,5,9,3,3,0,0,37,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,10,17,20,33,31,6,0,0,123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,5,9,14,17,20,31,37,6,0,0,129,4,8,4,0,3,21,34,23,0,105,0,0,0,0,0,3,0,0,0,12,18,19,20,21,39,56,41,26,0,244,3,3,3,8,9,10,0,0,0,29,6,6,15,10,6,15,3,0,0,65,0,0,6,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,8,24,18,18,26,9,0,0,108,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,0,0,0,7
10603112011,core,5,0,0,0,9,0,6,0,0,27,4,0,0,9,0,8,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,0,12,9,6,4,0,0,48,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,7,6,4,13,9,11,4,0,0,52,0,0,0,4,4,15,19,16,3,62,0,0,0,0,0,0,4,0,0,7,13,6,4,21,15,28,25,14,3,123,0,0,0,8,6,4,0,0,0,20,0,0,0,3,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,6,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112012,core,4,0,18,11,9,9,0,0,0,50,0,0,4,0,4,7,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,21,14,11,15,0,0,0,71,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,24,14,14,15,4,0,0,76,4,0,0,0,0,9,22,17,0,63,4,0,3,0,5,9,0,0,0,12,11,5,27,16,19,30,30,19,0,162,0,0,7,7,7,8,3,0,0,33,0,0,8,5,5,5,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,13,8,14,15,3,0,0,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3
10603112013,core,3,4,7,5,9,25,3,0,0,60,0,0,0,4,3,9,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,11,15,18,31,5,0,0,84,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,11,10,18,33,7,0,0,90,7,0,0,0,4,15,32,17,4,76,0,0,0,0,0,0,4,0,0,11,3,7,14,13,25,54,38,14,4,180,0,0,4,6,8,7,0,0,0,23,0,5,8,9,11,5,0,0,0,40,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,13,17,21,19,0,0,0,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10603112014,core,0,7,12,12,8,20,9,0,0,64,4,0,4,0,5,5,4,0,0,21,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,7,16,14,16,22,7,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,21,16,16,21,7,0,0,96,8,3,0,3,8,20,35,18,0,98,3,0,0,4,7,0,3,0,0,19,15,10,18,25,26,47,46,22,0,217,0,0,10,7,3,5,0,0,0,30,0,8,4,6,7,14,0,0,0,36,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,18,16,17,18,0,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
10603112015,core,0,0,5,8,3,11,0,0,0,27,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,17,8,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,15,5,6,0,53,3,4,0,0,4,3,21,14,6,54,0,0,0,0,3,0,3,0,0,6,5,6,5,8,11,20,29,18,6,112,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,14,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
