SA1_CODE_2021,zone_tier,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
11101121105,core,8,4,10,4,9,4,0,0,0,36,0,5,0,4,5,3,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,11,9,14,9,4,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,9,14,12,4,0,0,59,0,0,0,0,3,8,15,11,7,59,0,0,0,0,0,7,5,8,24,41,9,8,8,11,16,22,28,24,32,154,0,0,3,3,6,5,0,0,0,23,5,5,3,7,10,8,0,0,0,37,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,11,10,6,18,13,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121106,core,4,6,3,23,21,17,0,0,0,76,5,0,5,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,10,12,10,23,29,16,5,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,13,23,29,21,3,0,0,101,3,0,0,0,4,13,10,13,5,45,0,0,3,0,0,0,0,0,0,4,11,9,13,24,32,32,15,13,5,153,0,0,3,6,8,12,0,0,0,32,0,9,4,10,18,5,0,0,0,47,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,11,20,26,19,0,0,0,85,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4
11101121107,core,4,0,9,21,20,10,0,0,0,76,6,6,0,0,5,3,0,0,0,18,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,6,17,25,26,14,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,15,11,17,22,26,14,0,0,0,106,4,0,0,0,0,7,15,10,5,32,0,0,0,0,0,3,0,0,0,8,21,11,18,27,28,23,14,9,5,147,0,0,10,5,22,5,0,0,0,41,6,3,5,12,18,6,0,0,0,49,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,4,15,17,36,12,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
11101121108,core,0,6,17,29,42,18,0,0,0,119,3,4,0,6,11,4,7,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,21,36,55,25,8,0,0,163,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,11,7,21,37,50,25,8,0,0,168,11,3,0,5,4,7,17,15,9,67,0,0,0,0,0,0,0,0,0,10,23,11,26,45,58,40,22,15,9,242,0,7,7,17,18,10,0,0,0,61,17,6,13,19,24,4,4,0,0,94,0,0,4,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,17,27,41,44,19,7,0,0,170,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7
11101121109,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121110,core,5,6,3,22,27,13,3,0,0,81,11,6,7,5,5,3,3,0,0,40,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,14,13,30,37,19,6,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,13,30,37,19,6,0,0,132,10,0,0,0,0,13,19,20,0,64,0,0,0,0,0,0,0,3,0,3,21,11,13,29,41,31,32,17,3,204,0,0,4,16,12,5,0,0,0,30,11,3,4,10,17,17,4,0,0,67,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,9,27,27,17,8,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121201,core,0,13,4,14,23,10,3,0,0,68,0,0,5,0,0,3,5,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,11,9,12,30,17,9,0,0,92,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,7,16,9,12,30,17,9,0,0,99,5,0,0,0,0,12,25,9,4,56,0,0,0,0,0,5,0,0,0,4,12,16,9,15,27,34,35,5,4,159,0,9,5,8,16,5,0,0,0,43,6,7,6,4,13,14,0,0,0,53,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,16,14,9,32,25,3,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
11101121202,core,0,3,0,22,13,14,0,0,0,48,4,0,0,6,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,25,23,17,5,0,0,73,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,3,4,0,25,24,16,5,0,0,80,10,0,0,0,5,7,23,13,7,62,0,0,0,0,0,0,0,0,0,4,7,4,3,25,29,26,28,13,7,143,0,3,3,10,5,8,0,0,0,31,7,6,0,7,9,13,7,0,0,38,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,13,3,20,15,22,4,0,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11101121203,core,0,0,8,9,6,13,0,0,0,40,3,0,4,0,6,3,0,0,0,16,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,12,14,15,13,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,14,15,13,0,0,0,66,3,0,0,0,4,4,9,3,0,25,0,0,0,0,0,0,0,0,0,0,4,4,12,19,19,17,9,3,0,93,0,0,4,0,5,5,0,0,0,18,5,0,6,11,8,9,0,0,0,37,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,8,11,14,16,6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
11101121204,core,0,5,18,14,21,11,0,0,0,73,3,0,3,3,4,4,0,0,0,18,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,20,18,28,19,3,0,0,104,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,9,12,24,19,27,20,3,0,0,112,3,5,4,6,13,14,48,30,3,124,0,0,0,6,0,3,7,0,0,13,17,15,27,26,38,37,60,27,7,249,0,4,4,4,15,4,0,0,0,40,3,0,8,14,11,9,0,0,0,50,0,0,3,0,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,5,8,19,21,28,19,8,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
11101121205,core,0,0,6,11,14,5,0,0,0,42,0,5,3,0,4,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,13,14,14,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,14,14,0,0,0,56,7,0,3,0,6,9,30,17,5,87,0,0,0,0,0,4,0,4,5,6,10,9,12,17,19,27,31,22,8,151,0,0,3,11,10,4,0,0,0,35,5,0,4,3,4,11,0,0,0,29,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,4,11,15,17,20,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11101121206,core,0,3,17,8,19,12,4,0,0,58,4,6,6,4,6,0,0,0,0,23,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,5,17,14,21,19,4,0,0,90,0,3,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,5,0,0,0,14,5,5,19,16,23,23,4,0,0,96,5,0,8,6,13,16,26,25,4,100,0,0,0,0,0,0,0,4,0,13,10,5,29,27,38,38,36,28,4,211,0,0,5,6,10,6,0,0,0,31,7,6,7,6,8,15,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,11,8,26,17,6,0,0,76,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3
11101121207,core,5,0,19,6,26,12,4,0,0,63,0,7,0,7,3,3,0,0,0,22,4,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,8,10,20,17,36,15,0,0,0,101,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,4,5,18,21,34,15,0,0,0,107,0,6,0,4,9,19,27,26,15,101,0,0,0,0,0,0,0,3,6,10,12,17,24,18,43,35,35,27,16,218,0,0,9,8,14,5,0,0,0,34,0,4,9,6,8,7,0,0,0,36,0,0,3,6,5,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,10,8,16,14,21,18,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11101121208,core,0,3,3,13,13,15,6,0,0,48,5,3,3,6,0,9,0,0,0,19,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,5,7,13,19,15,20,5,0,0,74,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,3,13,19,14,20,5,0,0,79,3,3,0,0,4,5,15,22,0,56,0,0,0,6,0,0,0,0,0,8,3,8,13,24,19,28,20,20,4,146,0,0,0,4,5,7,0,0,0,21,0,3,5,10,13,5,5,0,0,44,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,18,16,12,4,0,0,74,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
11101121209,core,4,6,9,15,22,7,0,0,0,61,0,6,4,0,9,3,8,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,15,13,16,23,11,5,0,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,13,16,28,11,7,0,0,101,0,0,0,0,0,7,21,15,10,67,0,0,0,5,0,0,0,0,0,5,12,18,13,15,30,22,28,15,10,166,0,0,3,5,16,7,0,0,0,36,11,4,4,8,14,7,0,0,0,47,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,16,13,31,12,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
11101121210,core,0,4,9,7,10,4,0,0,0,40,3,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,12,13,9,0,0,0,61,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,3,3,9,12,12,9,0,0,0,63,0,0,0,0,3,6,17,6,0,32,0,0,0,0,0,0,0,0,0,8,5,8,16,15,16,11,18,10,0,99,3,0,0,6,4,0,3,0,0,24,0,3,8,7,3,11,7,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,17,10,8,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121212,core,4,11,12,8,19,17,0,0,0,63,4,4,3,4,0,9,3,3,0,23,0,3,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,11,12,10,18,28,3,3,0,100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,16,10,18,30,3,5,0,109,8,0,0,3,0,5,39,18,0,81,0,0,0,0,0,0,0,0,0,3,19,14,16,20,20,40,42,20,0,193,4,7,4,7,17,8,0,0,0,52,11,3,4,6,13,12,4,0,0,62,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,19,15,10,14,33,26,10,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
11101121213,core,0,4,0,5,4,7,3,0,0,39,0,0,0,0,0,6,5,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,3,3,9,15,13,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,8,3,3,9,15,6,0,0,58,4,0,5,0,0,9,9,4,0,29,0,0,0,0,0,0,0,0,0,0,7,9,8,8,12,20,17,8,0,90,0,0,0,4,9,0,0,0,0,14,0,0,0,0,4,5,8,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,5,12,4,8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121215,core,3,5,14,10,13,10,0,0,0,53,0,4,0,4,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,4,12,14,19,11,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,9,4,12,17,19,10,3,0,0,80,7,0,0,0,10,12,21,16,0,68,0,4,0,0,0,0,0,3,0,16,17,11,19,19,29,25,29,24,4,165,0,4,3,8,10,7,3,0,0,29,4,6,8,12,10,3,0,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,11,13,20,19,13,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11101121216,core,0,4,6,8,15,4,0,0,0,35,0,0,5,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,18,4,0,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,13,9,18,4,0,0,0,51,8,0,0,0,5,14,20,22,6,78,0,0,5,3,0,0,0,7,4,14,5,3,16,12,22,21,26,29,7,149,0,0,9,3,8,6,0,0,0,23,0,0,11,6,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,11,7,16,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11101121217,core,5,5,20,12,12,12,5,0,0,67,4,0,4,0,4,6,0,0,0,22,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,19,16,21,23,5,0,0,94,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,7,11,21,15,21,23,5,0,0,101,4,7,0,4,6,11,27,13,3,76,0,0,0,0,0,0,4,0,0,4,17,14,23,21,25,32,35,14,3,188,0,5,5,4,14,0,0,0,0,31,3,3,6,9,12,7,0,0,0,46,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,11,14,24,16,0,0,0,75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11101121218,core,0,0,4,0,12,13,0,0,0,30,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,17,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,3,3,9,3,13,15,0,0,0,49,0,0,3,0,6,12,43,34,19,107,0,0,0,0,3,0,0,0,0,15,3,3,6,3,23,27,42,35,17,163,0,0,3,3,5,5,0,0,0,18,3,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,10,4,11,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121219,core,3,8,9,14,7,6,0,0,0,45,0,3,6,5,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,20,10,14,0,0,0,59,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,6,10,20,12,14,0,0,0,64,8,0,0,0,0,7,13,11,0,37,0,0,0,0,0,0,0,0,0,4,11,6,10,20,14,22,13,11,0,96,0,0,0,12,3,3,0,0,0,20,3,5,6,11,3,5,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,7,22,13,12,0,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121220,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121222,core,8,10,9,33,16,16,0,0,0,88,5,0,0,3,5,7,0,0,0,28,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,6,39,27,23,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,6,39,29,28,0,0,0,126,9,0,0,3,9,14,25,12,4,74,0,0,0,0,0,0,0,0,0,6,23,10,9,40,34,41,26,13,4,202,0,5,8,12,6,15,0,0,0,48,11,8,3,19,14,8,0,0,0,68,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,11,15,16,33,26,28,8,0,0,127,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11101121223,core,0,3,10,9,19,21,0,0,0,57,4,0,3,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,11,11,20,24,3,0,0,82,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,9,12,10,22,25,3,0,0,85,3,0,0,4,6,14,29,23,11,92,0,0,0,0,5,5,4,5,0,11,4,9,9,17,33,44,27,29,11,193,0,3,10,0,11,14,0,0,0,31,7,6,5,4,8,9,0,0,0,41,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,9,11,3,17,22,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
