SA1_CODE_2021,zone_tier,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
11101120836,core,0,0,3,0,3,8,3,7,8,3,0,3,0,0,3,11,15,29,4,5,6,10,4,11,0,8,9,5,8,7,0,5,5,19,27,46,8,0,12,5,6,8,3,7,7,7,5,14,6,4,14,31,26,56,10,6,14,8,3,12,5,3,10,3,8,10,0,0,3,27,16,37,0,4,4,0,3,5,4,4,8,0,0,6,3,3,10,10,14,23,8,7,12,3,8,13,8,0,8,6,7,11,9,3,10,37,25,59,3,3,7,6,3,9,0,4,4,6,3,9,3,5,4,20,24,43,6,5,3,6,4,9,0,0,3,4,5,5,6,0,9,16,16,33,0,5,5,6,3,11,5,4,3,3,4,6,5,4,5,16,19,35,5,3,8,4,5,7,5,0,5,0,4,6,0,0,0,12,13,27,3,4,3,5,0,3,0,3,3,0,7,3,3,0,4,11,11,24,0,10
11101120837,core,0,5,5,3,5,10,3,0,7,0,0,3,0,3,0,8,16,25,0,4,5,0,4,3,4,6,10,0,5,0,5,6,8,13,18,22,0,3,7,3,0,6,4,0,4,9,7,12,3,6,8,20,17,33,8,4,6,6,0,8,4,3,8,4,4,6,0,4,10,24,16,35,4,3,10,4,3,6,6,0,7,5,4,9,4,3,3,17,14,29,3,3,6,0,3,7,5,4,6,0,0,0,0,7,5,15,12,25,0,4,9,0,3,8,6,5,7,0,0,0,0,3,6,14,10,25,3,0,3,0,3,4,0,0,5,0,0,0,0,0,0,8,8,19,0,3,3,0,5,5,5,0,6,5,4,7,0,0,0,12,13,25,4,4,5,0,4,4,7,3,10,4,3,0,0,0,0,12,10,27,0,7,5,0,6,9,3,3,8,6,4,8,0,0,4,16,16,31,0,3
11101120838,core,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,4,9,0,0,4,0,0,0,0,0,5,4,0,6,5,0,8,13,8,19,0,0,0,7,0,7,3,0,3,8,0,4,3,3,3,17,3,22,0,0,3,0,3,9,0,3,3,0,0,0,4,0,3,9,6,25,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,3,5,11,0,0,0,0,3,6,3,0,5,0,0,0,0,0,3,5,8,13,0,4,4,0,0,5,4,3,7,0,0,0,5,0,6,10,14,20,0,5,5,3,0,0,0,0,4,0,3,3,0,0,0,5,8,12,0,3,0,0,5,3,0,0,0,3,0,4,0,0,0,5,8,14,5,3,6,0,6,3,0,5,4,0,0,0,3,0,0,12,11,17,0,3,3,0,0,0,7,0,9,4,0,3,0,0,3,10,10,21,0,0
11101120839,core,4,0,3,3,5,9,0,3,3,0,0,4,0,0,9,13,16,27,5,4,7,0,0,0,0,0,8,0,6,0,3,0,3,10,10,20,3,0,3,4,0,6,3,3,5,0,0,0,0,0,5,13,5,20,0,0,0,0,6,7,7,0,4,8,0,8,0,0,5,16,7,22,0,3,5,0,5,6,0,0,0,3,3,7,0,8,8,6,19,25,0,0,0,0,0,3,0,9,7,5,3,3,3,3,7,12,12,25,0,8,8,9,9,13,0,4,6,5,0,6,4,4,9,14,25,40,0,3,8,4,0,8,4,7,12,0,6,5,4,0,3,23,20,40,6,0,6,0,4,8,0,0,0,0,0,3,0,4,4,8,8,11,0,7,7,0,0,4,0,5,6,0,0,4,8,5,10,9,12,24,4,0,6,3,3,3,3,0,6,0,3,7,3,0,8,10,13,24,3,0
11101120840,core,0,0,0,4,4,6,0,5,4,4,4,4,0,0,0,11,12,17,5,5,11,0,3,3,0,0,0,3,0,5,4,4,5,15,14,24,0,0,7,0,3,5,6,0,4,4,5,9,6,7,12,13,20,34,0,3,3,5,0,5,6,4,3,0,3,5,4,0,6,13,9,28,3,0,8,3,3,8,0,6,5,3,0,4,3,4,4,10,13,26,4,3,5,3,3,5,3,7,9,9,0,9,0,0,0,19,12,34,0,9,11,5,0,3,0,0,0,6,3,9,0,0,0,13,10,28,0,3,0,4,7,15,3,6,5,4,4,7,3,3,0,14,13,36,3,3,9,9,0,9,6,6,9,0,0,0,3,4,3,13,15,33,10,3,10,3,4,7,3,3,4,0,3,11,4,3,6,16,23,37,3,3,6,9,0,6,0,0,3,0,0,5,0,3,6,15,11,22,0,3
11101120841,core,4,4,9,0,4,3,0,10,9,4,3,3,0,5,6,10,21,28,4,3,8,4,0,0,0,3,4,3,3,6,0,3,4,17,16,30,3,4,7,0,0,4,4,6,8,0,3,0,8,3,7,16,17,33,0,3,0,0,0,0,0,3,3,8,4,6,3,0,4,9,14,25,7,5,14,3,5,4,3,0,6,3,11,9,0,3,6,16,19,41,0,0,0,0,5,5,0,0,0,0,0,4,0,3,6,8,12,18,7,4,8,0,3,3,7,5,13,4,4,5,6,0,6,16,18,32,4,0,4,4,4,7,4,0,4,0,3,6,4,3,5,14,12,27,3,0,0,3,3,10,5,5,7,0,8,13,3,4,4,14,18,34,5,0,6,0,3,5,3,0,0,8,4,8,7,6,12,22,12,32,3,6,6,3,0,5,3,8,4,3,0,0,0,0,0,13,14,21,0,0
11101120842,core,3,5,10,3,7,6,0,0,5,3,3,5,0,0,0,11,12,19,0,4,4,0,5,5,3,0,3,0,0,3,3,0,6,8,11,24,0,5,8,0,0,0,0,0,0,0,0,0,0,0,9,6,12,18,0,0,5,5,0,5,0,0,0,0,0,4,0,0,0,6,3,13,0,0,0,5,5,11,0,3,4,0,4,8,4,0,6,12,6,17,3,0,3,3,4,4,4,0,5,3,0,5,3,0,5,12,10,22,0,0,7,0,5,10,8,3,15,5,6,9,0,3,6,20,16,39,4,0,5,3,5,9,3,0,7,3,5,7,0,3,8,13,12,29,0,0,0,3,5,4,3,0,3,0,3,3,0,0,0,8,5,16,0,0,0,5,3,7,0,4,5,4,0,3,0,5,4,7,15,21,0,3,3,3,0,3,0,0,5,3,0,3,0,0,0,13,8,17,0,0
11101120844,core,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,5,0,0,4,0,0,5,0,0,0,9,6,8,4,0,4,0,0,0,0,0,7,4,3,7,0,4,3,8,11,23,3,3,8,0,0,6,0,0,6,0,4,5,3,0,7,13,15,27,0,0,0,3,0,8,0,5,6,0,4,4,0,0,5,4,16,21,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,8,15,0,0,0,3,0,3,4,3,5,3,4,8,4,0,4,8,9,18,0,0,0,0,0,0,6,4,3,4,3,5,0,0,0,8,11,17,0,0
11101120845,core,5,3,6,0,0,0,4,0,7,0,0,0,0,6,6,12,8,21,0,0,3,6,0,4,3,4,5,4,0,4,3,0,6,18,7,22,4,0,5,0,4,4,4,0,4,3,4,6,0,0,0,14,8,22,6,0,7,0,0,4,0,0,0,0,0,4,0,0,0,9,8,20,0,0,4,0,0,0,0,3,3,0,0,5,0,0,0,3,0,5,0,0,6,0,0,3,3,3,6,0,0,0,0,3,6,7,8,18,0,0,4,3,0,3,0,0,4,0,0,0,0,0,5,10,3,12,3,0,4,4,0,3,3,0,3,4,0,5,0,0,6,10,6,20,0,5,5,3,0,9,4,8,6,6,6,4,5,0,4,14,11,30,0,0,6,0,0,9,0,4,4,4,3,8,0,0,0,12,12,22,0,5,7,0,0,0,0,0,0,4,0,4,3,0,7,8,6,15,0,3
11101120846,core,0,0,3,3,0,4,3,0,3,5,3,4,3,0,3,10,3,20,3,0,7,4,0,4,3,6,10,3,5,7,6,0,10,19,16,39,0,4,5,3,7,9,9,5,15,7,0,9,9,5,12,34,20,53,3,7,6,3,0,3,3,3,8,5,3,12,0,3,6,18,16,40,5,3,3,3,5,5,3,4,7,0,0,0,0,3,5,10,14,22,0,0,0,3,3,8,0,0,0,0,0,4,0,5,0,8,6,15,0,3,3,0,0,0,3,0,5,4,6,9,0,0,0,5,6,16,0,5,4,0,0,0,0,5,5,0,0,8,7,3,3,7,13,19,11,5,9,0,3,8,6,5,10,3,4,6,4,4,9,21,25,45,5,3,10,4,0,8,3,8,9,3,4,10,4,4,6,26,16,37,7,6,12,0,6,3,6,7,10,6,3,8,5,0,11,20,19,46,3,0
11101120847,core,3,4,7,0,4,0,0,3,3,5,4,3,3,0,3,14,13,22,0,0,0,7,6,7,0,0,5,4,6,9,0,0,0,11,9,23,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,14,3,12,4,5,9,0,0,0,0,0,0,0,0,3,0,0,3,8,8,20,4,6,12,0,0,0,0,0,0,0,0,0,0,0,3,5,4,16,3,5,7,6,3,4,0,0,0,0,4,9,0,0,0,10,12,27,4,0,4,4,0,6,3,4,4,0,0,4,3,3,10,15,17,26,5,0,5,0,0,0,0,0,4,0,0,5,0,0,0,8,7,17,3,0,4,3,0,4,5,0,4,0,3,0,0,3,3,11,12,18,4,0,0,0,0,3,0,0,0,0,0,4,4,0,4,6,11,18,5,0,3,0,0,0,3,3,3,0,0,3,0,0,0,11,3,18,0,0
11101120848,core,5,5,6,4,4,5,3,4,7,0,0,3,6,6,6,9,15,28,3,0,6,0,0,0,4,0,3,5,0,10,0,3,5,14,3,18,3,4,10,0,4,4,4,3,6,0,0,5,0,0,0,14,11,23,0,0,3,6,0,6,4,0,6,0,0,0,0,0,0,6,8,10,0,0,0,3,0,9,0,0,0,0,0,4,0,0,3,6,5,7,6,5,9,0,0,0,9,3,8,3,0,5,3,0,0,14,11,29,0,3,5,3,4,8,4,0,5,0,0,3,4,3,6,13,10,22,4,0,0,0,0,0,0,8,4,0,3,8,3,4,10,11,12,25,3,3,6,3,4,4,0,0,0,0,0,4,5,4,7,9,12,19,0,5,9,0,0,4,0,0,3,0,0,0,0,0,0,9,10,16,0,0,4,5,0,3,0,3,7,0,0,7,3,0,4,11,7,18,0,0
11101120849,core,9,3,8,8,6,7,3,5,8,0,0,9,0,0,4,24,15,39,5,0,3,5,3,3,3,6,10,5,4,6,9,3,8,18,17,36,5,3,8,5,5,9,0,7,7,0,0,3,0,0,0,11,21,26,0,6,3,4,7,10,0,3,5,0,3,3,4,0,4,10,9,20,0,4,4,0,0,0,9,0,6,4,0,4,4,0,4,19,6,20,0,4,6,0,0,6,0,5,5,0,0,4,0,3,3,6,12,14,0,5,13,4,4,4,4,3,8,4,6,7,3,13,13,15,24,39,4,0,4,4,3,7,3,0,3,14,5,20,4,3,9,23,20,45,7,0,4,0,3,4,0,5,10,0,0,9,7,4,9,14,15,28,0,0,3,5,3,6,0,3,3,6,6,10,3,0,3,17,12,29,3,4,7,0,3,5,5,6,10,4,0,3,0,3,0,16,17,32,0,0
11101120850,core,4,3,3,0,0,0,0,5,5,0,4,4,0,4,4,5,14,22,3,0,0,0,0,0,0,0,5,5,4,4,6,3,4,7,9,21,5,4,5,0,5,4,0,0,0,0,0,0,0,4,3,5,11,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,7,8,14,4,0,4,0,0,6,0,0,0,0,0,8,0,4,0,11,3,11,0,0,0,0,4,6,0,0,0,0,8,8,0,0,0,8,11,17,0,0,0,3,0,3,0,0,0,0,0,0,4,5,4,9,3,10,0,3,7,3,4,7,4,7,9,0,0,4,7,0,8,13,18,32,0,3,4,3,3,4,0,0,6,4,0,5,3,0,4,8,11,22,0,0,0,4,3,6,0,0,0,3,4,6,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,4,9,0,0
11101120851,core,0,3,3,0,0,0,0,0,3,3,0,7,3,0,3,8,3,14,0,3,3,4,0,5,5,0,5,0,9,9,0,5,8,17,11,27,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,8,5,10,0,0,0,0,7,7,0,0,0,0,0,0,4,0,0,4,11,9,0,0,0,0,0,3,3,9,7,0,0,0,0,3,7,5,9,17,4,4,4,0,5,5,0,0,4,4,0,4,0,0,0,6,8,14,0,0,0,0,0,5,4,0,4,3,5,7,3,0,4,14,3,16,3,0,3,0,0,3,0,0,0,0,7,7,4,4,11,14,9,28,0,3,3,4,9,11,0,0,4,0,0,3,0,6,0,11,17,22,3,0,3,0,0,3,3,0,8,0,0,0,0,0,0,11,9,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,5
11101120852,core,3,3,6,4,3,4,0,6,6,0,0,0,0,0,5,6,11,25,0,0,0,0,0,0,0,4,5,0,0,0,5,0,5,9,3,13,0,0,0,3,0,3,0,0,3,3,6,10,0,3,4,9,13,22,5,0,6,0,0,0,3,4,4,0,3,7,0,0,0,7,10,21,0,5,5,0,7,5,3,3,7,0,4,4,0,5,3,9,16,22,0,4,3,0,0,5,3,3,4,4,3,11,6,4,12,19,20,39,4,3,7,4,0,8,0,0,0,0,4,6,0,4,3,11,13,28,4,0,5,3,0,6,6,3,4,7,0,7,0,0,0,12,9,27,8,4,9,0,0,3,3,3,8,7,4,8,0,0,4,14,9,26,0,6,0,0,0,0,0,0,0,0,0,4,0,9,8,3,11,18,5,0,9,0,0,9,0,4,0,0,0,0,3,0,0,15,11,22,0,0
11101120853,core,7,4,5,0,0,0,0,0,3,0,0,6,6,0,6,14,6,16,0,7,9,0,3,5,0,3,8,3,4,6,10,3,10,13,22,40,4,3,6,0,4,5,0,3,3,0,6,3,3,0,3,7,11,21,4,0,5,0,3,6,4,0,3,4,3,7,4,0,0,14,10,21,8,5,8,0,0,0,0,0,3,0,5,9,0,0,0,11,7,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,5,0,3,4,0,4,6,3,8,0,0,0,0,0,0,3,7,7,3,3,4,3,5,10,6,16,24,0,3,6,0,5,4,0,3,4,5,0,5,3,5,5,9,8,22,5,0,9,3,0,8,0,3,3,6,0,8,3,7,7,11,15,24,0,0,0,0,3,3,4,5,5,6,4,7,4,0,4,8,6,21,3,5
11101120854,core,6,3,0,4,0,4,4,0,10,3,0,4,3,0,3,10,9,25,0,5,6,4,3,7,3,0,4,0,0,3,0,0,4,10,9,19,5,4,9,0,0,0,0,0,0,4,0,3,0,0,3,11,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,4,0,5,0,3,3,0,0,4,4,4,10,0,0,0,5,3,5,7,7,8,3,3,9,0,0,6,17,16,33,0,0,0,0,7,9,0,3,3,0,0,0,0,5,4,4,10,15,0,0,7,0,6,3,0,0,0,0,0,0,0,0,5,9,8,15,0,0,3,0,3,7,0,0,0,0,0,3,3,5,8,5,8,18,5,0,5,3,0,3,0,0,0,0,0,4,3,4,6,14,8,15,0,0
11101120855,core,0,7,6,7,0,5,8,4,11,8,0,12,5,4,7,29,18,42,11,5,14,8,3,8,3,3,4,8,8,16,8,4,11,31,21,54,6,0,9,3,6,11,4,7,13,4,6,9,0,5,4,23,20,39,3,3,3,4,0,9,5,5,12,8,5,12,0,0,6,23,14,37,6,0,8,3,5,6,5,3,8,4,0,4,4,9,13,30,16,42,5,7,12,4,4,4,0,9,7,3,9,10,4,8,16,22,30,50,9,4,11,4,3,12,3,7,7,0,3,9,3,10,10,31,28,59,3,3,6,4,4,10,6,12,11,3,4,10,5,3,13,18,30,49,5,4,12,4,9,16,3,5,9,4,5,13,9,7,13,30,31,57,4,0,10,6,0,11,4,4,7,7,3,13,3,10,9,26,20,49,3,5,13,4,4,12,8,6,9,4,12,10,7,6,11,27,24,52,0,5
11101120856,core,0,0,0,0,0,0,4,0,0,0,3,4,3,0,7,14,12,15,0,8,10,3,0,3,3,4,3,4,0,0,4,0,0,10,15,25,0,4,3,3,0,3,0,3,0,0,0,3,4,3,7,14,10,24,0,0,0,5,0,5,3,3,10,3,0,3,3,0,3,15,6,18,3,0,4,3,0,0,4,0,5,0,4,4,0,0,4,10,9,14,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,6,3,8,0,3,3,0,0,0,0,0,0,0,3,4,0,0,4,3,8,11,5,0,4,0,0,8,0,7,4,5,4,6,6,5,8,18,14,28,5,0,5,0,3,3,0,0,3,0,3,4,6,0,4,8,6,13,5,8,11,0,0,0,4,3,7,0,0,0,0,0,5,9,8,18,3,0,3,0,3,3,0,0,4,3,6,5,3,0,3,11,10,17,3,0
11101120857,core,0,0,0,3,0,3,4,0,4,4,0,7,0,5,3,13,8,22,0,7,5,0,3,4,6,3,13,5,0,3,5,4,8,14,18,35,0,4,4,5,0,5,0,0,7,0,0,0,3,3,9,11,10,22,0,0,6,5,0,9,6,0,6,0,0,3,3,4,8,17,8,21,7,0,6,4,0,4,3,0,8,0,0,0,4,3,4,11,6,23,0,4,5,3,0,3,0,0,0,0,0,5,0,8,5,3,11,21,6,0,3,0,0,0,0,4,3,0,0,3,0,0,0,7,8,13,0,0,0,0,4,4,5,4,10,3,0,6,6,5,5,9,16,26,0,3,7,0,0,0,0,4,5,3,0,6,0,0,0,10,6,21,0,0,0,7,0,7,0,0,3,3,0,3,5,3,10,13,8,24,5,0,6,6,0,5,0,6,5,4,7,11,0,7,7,16,23,34,0,0
11101120858,core,0,4,4,3,0,3,0,0,0,3,0,4,0,0,4,5,8,17,0,0,0,3,0,9,0,4,6,0,3,3,0,0,4,7,6,18,3,0,3,0,0,8,0,0,0,5,0,6,0,4,4,15,6,18,3,4,3,0,0,3,0,4,4,3,0,9,6,0,7,13,13,21,4,4,10,3,7,11,0,4,8,5,0,3,0,4,11,20,24,42,6,6,13,3,5,13,4,4,9,0,0,8,0,6,8,21,23,41,4,5,7,7,0,7,6,4,7,0,4,9,0,3,7,21,14,34,0,0,3,4,0,8,0,5,7,4,3,3,0,3,3,11,11,23,3,5,6,0,0,0,4,0,6,0,0,0,3,3,4,10,10,19,0,0,6,0,0,3,0,3,3,3,4,6,0,3,6,7,13,17,4,0,6,3,4,4,0,5,3,0,5,5,0,0,0,7,9,24,3,0
11101120859,core,3,5,7,3,3,9,4,4,9,4,0,5,3,4,10,20,23,41,7,4,6,5,9,8,5,5,11,0,0,3,3,3,8,19,19,36,0,3,6,0,3,0,6,0,6,0,0,5,0,0,0,13,10,20,3,0,9,0,0,0,4,8,4,0,0,3,0,0,3,13,8,21,0,5,4,5,7,10,0,3,3,3,0,3,9,4,9,9,19,30,3,6,6,5,4,13,5,3,12,5,0,4,6,5,10,22,16,44,8,3,11,4,10,9,0,5,8,0,3,9,0,6,9,16,31,45,4,3,7,9,4,14,6,0,6,0,3,8,8,5,11,25,17,45,4,9,14,6,6,5,0,4,3,4,7,9,4,0,8,21,22,43,0,5,8,0,0,3,5,0,3,3,3,3,0,3,3,13,10,23,9,3,14,0,0,4,0,6,6,0,0,0,3,0,3,13,17,24,6,0
11101120860,core,0,3,3,9,5,8,0,3,8,6,0,9,7,3,7,20,16,37,6,4,9,6,4,9,4,0,10,8,6,10,7,7,12,30,21,50,0,0,0,10,3,10,0,4,7,5,0,6,5,4,8,24,14,41,4,0,4,5,0,3,0,4,4,7,3,4,0,0,0,10,10,17,5,3,4,0,0,3,0,0,5,5,0,6,4,10,14,17,14,32,3,6,17,4,4,7,3,5,8,3,6,14,10,6,12,23,26,55,5,4,13,6,4,9,0,0,7,9,8,19,5,12,14,26,31,61,3,0,3,4,4,9,7,3,6,3,9,9,3,4,9,24,13,38,5,4,6,0,0,0,3,4,7,0,4,3,0,3,10,12,13,22,0,0,0,4,4,4,0,0,3,3,0,9,3,0,4,12,10,24,0,0,4,0,0,5,3,6,7,0,0,3,0,5,12,10,16,30,0,4
11101120861,core,0,3,3,8,0,3,0,0,3,0,3,3,3,0,3,13,12,21,4,5,0,0,0,0,3,0,6,6,0,4,0,0,0,6,10,17,4,0,4,5,0,3,0,3,3,0,0,4,0,0,0,5,6,15,0,3,3,0,0,0,0,0,0,0,4,8,0,5,6,9,10,16,3,0,4,3,3,5,9,0,6,3,7,8,5,0,5,20,6,25,5,0,3,4,8,9,3,3,13,11,7,14,3,3,7,24,23,49,6,4,10,0,0,7,4,3,0,4,0,3,5,0,4,16,12,27,4,0,4,0,3,4,0,0,0,0,0,4,0,0,0,6,10,15,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,8,14,0,0,0,4,6,7,0,0,3,4,0,3,0,0,0,8,6,17,0,5,5,0,0,3,4,0,4,5,5,5,6,0,4,13,14,22,3,0
11101120862,core,0,3,9,4,0,6,5,6,6,0,0,0,0,0,5,12,16,24,9,0,12,0,5,0,3,4,8,7,0,3,4,0,4,20,12,29,0,0,6,9,0,7,3,0,3,5,4,13,10,3,11,23,20,41,0,6,10,0,3,6,0,3,7,0,6,6,3,0,4,11,20,27,5,0,3,0,3,4,5,3,4,8,3,7,0,0,6,14,12,31,3,0,9,3,0,10,9,6,9,0,4,5,5,4,10,24,15,44,4,0,0,4,9,15,6,4,8,8,0,4,0,5,4,18,16,41,0,3,0,0,6,5,0,0,6,4,7,8,11,3,12,13,20,34,3,5,6,0,4,3,4,9,6,0,4,3,0,0,5,8,18,30,3,0,3,0,0,3,0,4,6,0,0,0,4,3,15,14,12,28,0,3,5,5,3,3,4,3,10,6,0,12,0,0,0,16,6,28,0,4
11101120863,core,3,0,8,0,6,3,0,0,0,0,0,0,6,3,6,9,8,17,0,0,0,0,3,6,7,0,3,0,0,3,0,0,0,6,3,9,3,0,4,0,4,3,4,5,11,0,0,0,5,0,5,8,6,15,0,0,4,5,0,3,4,0,4,3,0,4,6,3,4,13,9,21,4,3,8,5,0,5,8,4,9,0,0,3,3,8,3,13,12,27,4,5,12,0,4,8,5,3,7,0,5,8,0,0,6,15,21,42,14,0,11,4,0,12,5,3,10,0,3,3,0,0,0,25,13,35,6,0,5,4,0,5,3,6,9,0,0,4,0,0,3,16,14,30,0,4,4,9,4,12,0,3,9,0,3,4,6,4,3,20,15,28,0,3,9,0,4,4,0,4,9,0,4,3,8,4,8,15,15,33,5,0,9,4,4,10,5,0,5,0,0,0,0,0,0,12,7,20,0,0
11101120864,core,0,4,0,5,4,9,5,3,9,7,6,6,0,3,3,13,20,28,0,5,6,5,0,13,8,4,8,4,3,8,0,0,0,20,11,36,3,4,4,0,9,6,0,3,6,0,3,4,0,8,8,9,20,32,0,3,3,0,6,6,4,0,8,0,5,7,0,0,0,13,11,26,3,5,5,6,3,7,0,3,9,6,4,4,0,9,8,12,17,30,0,3,3,0,0,0,5,4,7,0,0,5,0,0,0,6,8,13,0,5,5,3,4,5,3,7,6,3,3,6,0,0,0,11,17,28,0,0,5,3,3,4,0,4,7,0,0,3,11,0,7,14,14,29,0,0,4,0,3,4,3,0,10,4,3,12,0,3,9,15,16,31,4,3,6,0,7,3,3,4,7,0,8,4,3,5,7,15,22,36,4,3,9,3,5,10,0,0,4,4,6,6,4,3,8,20,15,32,0,6
11101120865,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
