POW_SA2_CODE_2021,zone_tier,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
111011207,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,17,12,9,0,62,18,9,3,3,11,4,0,53,0,0,0,0,0,0,0,3,79,49,71,86,72,33,5,374,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,24,41,27,7,0,146,8,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,4,0,3,0,0,16,43,27,34,46,36,7,0,187,0,0,0,0,0,0,0,0
111011208,core,0,5,0,0,0,0,0,5,4,6,9,4,9,0,0,29,6,6,9,4,9,0,0,38,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,6,7,4,4,0,0,0,0,13,48,199,291,203,130,38,15,928,271,150,71,78,78,27,5,675,5,7,3,0,0,3,0,14,1121,1237,1006,873,632,201,31,5093,0,0,0,0,0,0,0,0,38,20,11,6,6,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,690,857,733,810,529,107,9,3728,156,47,14,20,22,6,0,264,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,8,3,0,0,0,12,3,8,10,5,3,0,0,28,21,20,17,18,12,7,0,95,906,958,787,861,578,114,6,4212,0,0,0,0,0,0,0,0
111011209,core,4,0,0,0,0,0,0,7,11,9,3,4,6,0,0,33,19,13,6,7,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4,0,0,0,0,0,0,12,32,97,142,146,124,27,13,570,208,127,93,102,102,28,6,657,5,0,5,4,3,3,0,24,1138,1370,1151,1229,959,221,35,6107,0,3,0,0,0,0,0,3,17,10,12,0,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,573,653,580,619,511,85,10,3029,136,32,23,30,32,9,0,245,0,0,0,0,0,0,0,6,5,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,13,3,4,3,5,11,3,0,29,743,709,622,660,559,87,13,3389,0,0,0,0,0,0,0,0
111011210,core,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,8,0,4,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,18,14,12,16,0,0,59,44,17,9,12,12,5,0,105,0,0,0,0,0,0,0,0,200,139,130,89,66,17,9,655,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,144,132,133,117,12,0,688,42,12,4,9,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,6,4,0,6,0,0,17,193,165,150,144,127,14,0,798,0,0,0,0,0,0,0,0
111011211,core,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,24,14,4,0,68,17,6,11,7,10,4,0,54,0,0,0,0,0,0,0,4,133,150,149,158,94,28,8,709,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,74,63,71,10,0,312,9,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,64,56,76,72,76,8,0,352,0,0,0,0,0,0,0,0
111011212,core,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,42,40,43,26,4,180,61,19,14,16,19,10,5,141,0,0,0,0,0,0,0,5,248,182,176,185,160,58,14,1023,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,80,139,146,107,25,0,616,52,0,0,0,9,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9,5,6,14,9,0,0,40,187,85,150,161,118,26,3,734,0,0,0,0,0,0,0,0
111011213,core,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,36,56,41,42,3,194,11,9,0,11,11,7,0,54,0,0,0,0,0,0,0,0,61,73,87,123,89,55,8,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,50,67,45,9,0,278,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,60,49,53,78,57,13,0,307,0,0,0,0,0,0,0,0
111011214,core,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,20,11,6,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,28,100,145,135,80,20,7,514,184,76,59,57,56,20,3,456,4,0,3,0,4,0,0,13,821,784,672,723,518,126,23,3668,0,0,0,0,0,0,0,3,9,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,434,437,395,443,319,71,8,2101,106,9,13,11,17,3,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,4,6,0,7,0,0,11,16,7,5,11,11,0,0,44,563,463,423,462,359,77,8,2344,0,0,0,0,0,0,0,3
111021215,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,33,29,26,8,5,145,9,19,16,13,16,11,4,87,0,0,0,0,0,0,0,4,119,178,174,169,145,49,12,830,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,100,140,132,137,17,4,599,11,4,3,0,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,80,109,146,141,153,19,4,651,0,0,0,0,0,0,0,0
111021216,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,27,43,20,9,128,14,11,14,12,5,7,0,61,0,0,0,0,0,0,0,3,75,100,85,99,89,47,10,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,53,70,41,16,0,296,13,5,4,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,8,4,0,0,15,66,70,59,77,48,22,0,336,0,0,0,0,0,0,0,0
111021217,core,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,18,0,4,0,5,0,0,0,14,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,12,40,75,66,34,12,3,243,78,35,24,25,34,8,0,205,0,3,0,0,0,0,0,8,422,516,463,445,313,74,12,2242,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,264,231,228,152,18,0,1094,66,4,8,4,0,0,0,83,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,10,7,0,0,30,281,275,246,248,157,22,0,1227,0,0,0,0,0,0,0,0
111021218,core,0,0,0,0,0,0,0,0,4,3,4,3,3,0,0,25,9,9,9,7,6,0,0,38,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,25,58,76,98,93,49,9,402,116,87,109,96,91,37,6,540,0,3,0,4,6,0,0,17,674,895,919,907,773,192,29,4382,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,370,331,411,335,71,3,1821,79,18,14,14,16,5,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,9,7,3,14,8,11,0,50,388,400,352,438,362,81,9,2029,0,0,0,0,0,0,0,0
111021219,core,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,50,70,66,31,3,266,82,42,30,31,41,7,4,243,4,0,5,5,3,0,0,14,413,386,351,402,356,124,22,2056,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,307,289,339,286,47,3,1550,79,9,9,7,12,4,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,9,3,10,12,8,0,0,49,371,326,306,365,308,50,7,1742,0,0,0,0,0,0,0,3
111021220,core,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,6,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,27,26,31,4,119,14,18,25,21,28,0,0,120,0,0,0,0,0,0,0,4,118,142,188,184,166,58,12,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,47,59,36,14,0,248,18,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,4,6,0,0,17,69,46,52,64,40,15,0,291,0,0,0,0,0,0,0,0
111021221,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13,23,6,14,5,0,64,16,8,14,11,19,5,0,77,0,0,0,0,0,0,0,0,94,107,113,95,94,33,3,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,72,70,75,64,5,0,327,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,11,63,72,71,73,70,4,0,365,0,0,0,0,0,0,0,0
111031222,core,5,0,0,0,0,0,0,5,6,0,0,3,3,0,0,16,8,5,3,4,4,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,23,74,108,89,61,29,9,397,258,83,72,41,42,22,0,517,0,0,0,0,3,0,0,12,787,593,517,414,357,111,19,2804,0,0,0,0,0,0,0,8,26,8,7,6,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,514,428,345,449,317,55,4,2104,159,24,13,20,22,0,0,241,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,12,3,0,4,9,3,0,0,19,19,13,9,17,12,0,0,74,725,470,387,503,368,56,9,2517,0,0,0,0,0,0,0,0
111031223,core,0,0,0,0,0,0,0,0,8,5,4,5,0,0,0,17,9,10,10,12,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,3,4,3,0,0,0,0,10,17,94,159,122,87,21,7,500,80,89,86,59,70,21,0,400,7,8,0,3,5,0,4,26,819,1424,1357,1311,895,162,23,5994,0,0,0,0,6,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,376,349,407,257,36,4,1611,57,39,21,18,12,5,0,146,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,0,0,7,0,10,0,4,7,0,0,24,248,431,379,440,279,42,4,1814,0,0,0,0,0,0,0,0
111031224,core,0,0,4,0,0,0,0,4,4,14,5,9,3,3,0,35,12,13,13,4,3,3,0,51,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,11,11,3,3,5,0,0,0,22,86,388,529,468,307,57,8,1839,225,131,132,131,116,40,9,789,3,0,3,8,0,3,3,21,1026,1476,1545,1520,1162,252,37,7016,3,3,3,0,0,0,0,14,21,17,8,7,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,4,570,740,602,633,467,83,11,3101,91,39,14,13,25,3,0,184,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,6,18,11,13,13,0,0,60,0,0,5,0,5,0,0,11,27,36,18,25,21,6,0,136,724,847,671,695,548,100,10,3588,0,0,0,0,0,0,0,3
111031225,core,0,6,0,0,0,0,0,6,10,4,7,5,6,0,0,27,10,6,8,3,11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,10,4,6,0,0,0,0,0,11,16,83,147,134,82,37,11,501,152,118,103,91,74,29,0,572,3,5,0,4,0,0,0,14,580,920,853,831,646,174,31,4037,0,0,0,0,0,0,0,0,11,16,10,11,14,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,500,1214,1079,1058,763,119,5,4745,45,40,39,37,59,9,4,238,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,13,0,3,3,10,9,0,0,21,0,6,5,4,4,0,0,11,16,16,16,41,25,8,0,116,583,1303,1156,1172,864,138,8,5218,0,0,0,0,0,0,0,0
111031226,core,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,3,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,12,41,35,24,10,3,135,38,23,8,12,9,9,0,101,3,0,0,0,0,0,0,3,192,194,205,192,133,32,3,955,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,146,139,103,81,10,0,626,26,6,3,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,11,170,157,146,110,90,12,0,692,0,0,0,0,0,0,0,0
