SA1_CODE_2021,zone_tier,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
11101121015,core,0,0,0,3,0,4,0,0,0,12,0,0,3,3,6,0,0,0,0,14,5,4,0,0,3,0,0,5,0,14,3,6,0,6,7,0,0,0,0,23,5,7,4,0,15,5,4,3,0,45,5,12,0,4,4,0,0,0,4,30,3,7,0,0,7,3,0,0,0,21,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,28,17,15,40,14,7,14,4,167
11101121016,core,0,0,8,5,0,3,0,3,0,18,0,4,3,6,3,5,0,4,0,28,5,5,12,9,5,0,0,0,0,27,3,17,0,4,9,0,0,0,0,38,17,11,4,7,6,3,0,4,0,53,8,8,7,3,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,47,34,23,27,23,10,13,0,198
11101121017,core,0,0,3,5,0,12,0,0,0,28,0,0,6,5,0,8,0,3,0,23,0,0,3,7,4,0,0,0,0,19,5,11,4,3,0,0,3,0,0,24,10,9,10,3,10,3,0,0,0,52,5,14,6,0,7,0,3,3,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,37,20,22,23,11,8,0,184
11101121018,core,0,0,0,4,0,0,0,9,5,17,0,3,10,6,0,0,0,4,0,27,0,0,7,3,6,0,0,3,0,26,3,4,5,4,4,0,5,8,4,38,0,0,0,8,3,0,0,3,0,20,0,0,0,0,0,0,6,0,0,15,0,0,0,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,32,27,11,6,15,27,12,144
11101121019,core,0,0,0,0,0,3,0,0,0,7,0,0,5,0,0,0,0,0,0,6,0,5,0,3,5,10,0,4,0,27,0,0,6,0,0,3,0,0,0,13,0,0,0,3,0,0,0,5,0,17,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,5,3,16,5,11,0,75
11101121020,core,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,10,3,3,5,5,4,0,4,14,0,33,0,3,3,6,3,0,3,9,0,27,0,0,3,6,0,0,4,0,0,15,5,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,9,22,5,7,7,31,4,112
11101121021,core,0,0,0,0,0,0,0,3,0,9,0,0,4,0,0,4,3,0,0,8,0,6,9,4,3,3,0,0,0,35,3,3,4,5,7,3,5,0,0,26,4,0,4,10,0,0,6,4,0,31,0,0,0,3,3,0,5,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,29,15,17,13,28,3,139
11101121022,core,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,3,16,0,4,3,7,6,3,0,4,0,27,3,6,3,0,3,0,0,4,0,21,3,0,0,5,0,0,0,7,0,16,0,5,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16,14,13,5,9,21,3,103
11101121023,core,0,0,3,0,3,4,0,3,0,14,0,5,3,5,0,5,10,0,0,23,6,17,17,6,9,11,5,8,0,65,7,10,10,4,6,7,0,0,0,45,7,8,4,5,8,4,0,4,0,50,9,3,0,3,12,5,0,5,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,34,29,36,37,13,19,3,248
11101121024,core,0,0,0,0,0,9,0,3,0,17,0,6,4,11,0,7,0,4,0,38,13,29,15,15,19,7,3,3,0,97,3,12,9,11,9,0,5,4,0,59,3,14,4,9,5,5,0,6,0,41,0,3,9,9,5,0,0,3,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65,46,54,39,30,7,23,3,289
11101121101,core,0,0,0,0,3,4,0,0,0,7,0,3,0,3,0,0,0,0,0,12,0,11,6,4,0,0,0,0,0,22,4,14,0,0,5,4,0,0,0,31,7,12,3,6,8,0,0,0,0,37,0,7,7,0,6,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,19,15,19,8,0,8,0,138
11101121102,core,0,0,3,4,0,7,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,13,4,0,0,0,0,0,0,18,3,13,4,0,8,0,0,0,0,28,0,14,0,3,9,0,0,0,0,24,0,5,4,0,0,0,4,0,0,19,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,19,15,15,4,5,4,0,123
11101121103,core,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,6,0,9,0,0,0,8,0,0,0,5,0,14,0,6,6,6,3,4,7,3,0,29,0,3,3,0,4,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,17,6,3,9,9,0,82
11101121104,core,0,0,0,4,0,8,0,0,0,23,0,6,3,5,0,0,0,6,0,23,6,7,7,0,3,0,0,0,0,25,12,7,7,5,4,0,0,3,3,41,16,22,8,3,10,4,0,6,0,70,7,8,0,5,4,0,3,0,0,29,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,55,22,26,31,19,7,15,3,213
11101121105,core,0,0,8,3,0,4,0,0,0,12,0,0,5,0,0,0,0,0,0,12,6,4,3,4,0,0,3,0,0,15,4,10,5,4,0,0,0,0,0,19,5,13,4,5,7,0,0,0,0,32,0,3,5,0,9,0,0,0,0,20,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,23,13,19,11,5,4,0,119
11101121106,core,0,0,4,0,0,0,0,6,0,12,4,0,3,7,4,0,0,0,0,15,0,4,7,3,0,0,0,0,0,20,10,22,8,3,3,0,0,0,0,46,7,19,6,7,4,3,0,0,0,56,5,16,7,4,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,30,27,22,10,0,10,4,189
11101121107,core,0,0,3,8,0,3,0,4,0,17,0,0,0,8,4,0,0,0,0,12,4,16,5,4,5,0,0,0,0,32,6,14,5,4,4,0,4,0,0,40,4,25,7,7,12,0,0,3,4,66,6,10,3,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,62,30,28,20,4,10,16,8,197
11101121108,core,0,0,0,10,0,18,0,4,0,32,0,0,3,3,7,5,0,0,0,23,6,18,4,3,7,4,0,3,0,52,8,31,15,10,3,0,3,0,5,84,17,14,14,7,20,10,0,9,4,91,4,11,10,4,10,0,3,3,0,43,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,79,47,40,33,40,12,21,7,334
11101121109,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
11101121110,core,0,0,7,12,0,5,0,4,0,28,0,0,6,7,0,0,0,5,0,15,0,10,7,0,4,0,0,0,0,18,15,26,3,0,10,0,0,5,0,58,12,21,6,8,11,0,3,0,0,64,10,15,0,0,6,0,0,3,0,35,5,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,74,31,31,26,11,4,14,0,239
11101121201,core,0,0,0,0,0,5,0,8,0,13,4,5,5,4,0,4,0,4,0,31,0,6,0,3,0,6,0,9,0,17,6,11,0,0,4,0,0,0,0,30,7,13,3,11,11,9,0,0,0,56,7,5,8,0,9,9,4,4,0,39,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,28,20,21,29,7,22,3,192
11101121202,core,0,0,0,5,0,3,0,0,0,9,0,0,0,7,0,4,0,3,0,15,0,5,3,0,0,0,0,0,0,6,6,12,9,4,5,0,4,3,0,40,7,10,4,0,4,3,0,3,0,33,3,10,10,4,5,4,0,3,0,31,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,23,26,21,8,3,13,4,151
11101121203,core,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,5,3,3,0,6,0,3,0,0,23,4,3,6,0,3,0,3,3,0,30,3,8,7,7,0,0,0,0,0,26,12,3,0,8,4,5,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,17,17,11,9,6,14,0,120
11101121204,core,0,0,0,0,0,3,0,3,0,9,0,0,3,0,0,5,0,7,0,17,0,3,11,7,0,0,5,4,0,38,4,9,7,0,10,0,4,3,0,37,7,3,8,7,9,3,9,9,3,54,0,8,0,5,8,5,4,3,0,40,0,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,38,25,33,20,15,29,5,210
11101121205,core,0,0,0,3,0,3,0,0,0,12,0,0,3,3,0,0,0,0,0,7,0,0,5,0,4,0,0,0,0,22,4,7,5,5,3,0,0,3,0,26,0,6,8,3,3,3,0,6,0,31,0,3,4,5,8,3,0,4,0,31,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,18,20,15,11,6,15,0,129
11101121206,core,0,0,4,0,3,0,0,0,0,12,0,0,5,0,0,0,0,0,0,9,0,5,9,5,6,0,4,4,0,30,3,9,7,5,3,0,0,0,0,27,0,10,11,10,7,0,5,9,0,45,3,0,7,10,4,0,3,8,0,38,0,0,4,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,41,29,25,9,16,20,6,165
11101121207,core,0,0,0,3,0,4,0,4,0,14,0,0,0,0,5,5,0,5,0,15,3,6,3,5,4,4,0,4,0,31,0,8,3,4,3,0,7,3,0,30,4,5,15,8,6,3,4,7,0,54,5,0,5,8,4,0,5,3,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,29,32,29,19,13,25,3,192
11101121208,core,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,4,0,0,0,6,5,4,0,0,0,0,0,0,0,19,5,15,3,3,4,0,0,0,0,35,4,6,5,4,7,0,0,0,0,32,5,6,11,4,3,8,3,0,0,32,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,28,16,15,17,0,3,0,144
11101121209,core,0,0,0,3,0,9,0,4,0,14,0,3,3,5,0,0,0,10,0,20,0,0,3,8,0,0,0,0,0,26,5,10,4,3,3,0,0,0,4,30,10,11,10,13,3,3,5,0,0,58,0,12,0,5,3,0,0,0,0,26,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,24,35,16,10,11,16,9,180
11101121210,core,0,0,0,4,0,0,0,7,0,9,0,0,0,9,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,18,3,10,5,4,0,0,0,0,0,24,9,4,0,3,3,0,0,6,0,28,0,0,0,3,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,14,27,11,4,4,11,0,117
11101121212,core,0,0,0,6,0,6,0,0,0,20,0,8,3,3,4,6,0,7,0,29,0,7,6,4,0,6,0,0,0,25,8,10,0,4,3,0,0,0,0,33,11,10,3,9,7,3,0,0,0,52,13,19,11,4,8,0,0,9,0,53,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,56,27,30,28,23,9,13,3,227
11101121213,core,0,0,0,0,0,6,0,0,0,6,0,4,0,4,0,3,0,0,0,14,0,6,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,15,5,7,5,4,0,0,0,0,0,23,6,7,5,0,5,0,0,0,0,19,4,6,0,0,4,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,30,15,8,15,4,7,9,0,94
11101121215,core,0,0,5,0,0,0,0,0,0,12,4,0,3,3,0,0,0,5,0,17,0,4,8,9,6,0,0,0,0,24,4,4,10,3,0,0,8,0,0,36,0,4,5,8,3,0,0,4,4,34,0,3,4,3,9,3,4,6,0,26,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,34,32,18,6,14,17,5,152
11101121216,core,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,5,7,0,0,3,0,26,0,0,0,3,6,0,0,0,0,20,4,4,0,4,5,0,9,7,0,30,0,7,0,6,6,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,17,16,14,14,7,19,5,112
11101121217,core,0,0,3,0,0,0,0,5,0,10,0,0,0,5,0,3,0,0,0,17,0,0,13,10,0,4,0,4,0,34,6,0,10,3,3,0,6,3,0,28,0,10,11,5,10,0,3,8,0,42,0,0,10,4,4,3,3,3,0,33,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,39,25,21,16,10,25,0,173
11101121218,core,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,6,4,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,11,5,3,5,5,4,6,0,0,0,23,0,0,0,5,3,0,5,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,16,11,7,6,10,0,77
11101121219,core,0,0,5,0,0,4,0,0,0,7,0,0,4,0,0,3,3,0,0,14,0,3,0,4,0,0,4,0,0,16,10,4,6,6,6,3,5,5,0,37,7,6,0,7,5,0,0,0,4,24,8,0,3,9,0,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,27,15,10,9,6,3,119
11101121220,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121222,core,0,3,8,5,0,5,0,0,0,16,0,4,5,9,0,0,0,0,0,27,3,8,3,0,4,5,0,0,0,25,9,31,17,4,4,0,3,3,0,70,6,12,13,4,7,3,3,3,0,47,7,18,7,12,3,0,0,4,0,57,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,71,50,30,24,14,9,16,4,256
11101121223,core,0,0,0,3,0,0,0,0,0,12,0,4,6,0,0,0,0,0,0,15,5,3,4,8,0,0,0,0,0,26,0,6,0,3,3,0,3,3,0,18,8,8,4,8,3,0,0,5,0,38,8,10,4,7,8,3,0,0,0,49,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,22,23,22,12,8,15,0,161
11101121224,core,0,0,0,0,0,0,0,5,0,13,0,5,5,4,4,6,0,4,0,27,3,3,4,5,9,0,0,0,0,31,5,19,4,6,7,5,0,8,0,52,10,14,12,9,13,0,0,5,0,60,8,13,9,4,9,7,3,4,0,57,6,6,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,61,39,29,36,16,12,22,7,254
11101121225,core,0,0,0,7,0,5,0,3,0,23,0,0,0,0,3,3,0,3,0,19,0,15,13,6,5,4,5,0,0,45,13,7,15,8,3,0,4,0,0,57,7,14,13,8,8,0,9,0,0,50,7,3,6,6,10,0,0,3,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,47,39,43,24,18,15,20,0,232
11101121226,core,0,0,6,0,0,0,0,0,0,5,0,0,0,3,0,5,0,3,0,18,0,7,6,6,0,0,0,5,0,24,5,0,4,8,3,0,0,3,0,18,3,0,4,8,11,8,4,10,0,44,0,3,4,9,5,4,5,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,30,13,13,15,24,0,142
11101121227,core,0,0,3,3,0,0,0,3,0,17,0,3,8,4,0,0,0,0,0,20,10,7,5,4,9,0,3,3,0,36,9,16,14,4,12,0,3,3,0,71,3,17,14,3,8,0,5,0,0,59,11,15,13,7,8,6,8,11,0,72,5,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,33,67,62,29,42,17,17,24,4,289
11101121228,core,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,12,4,4,4,0,0,0,0,23,19,18,5,8,12,4,0,4,0,73,8,15,6,7,0,3,0,0,3,45,4,10,5,3,9,3,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,25,21,28,19,5,5,3,196
11101121229,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,12
11101121230,core,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,13,5,0,3,3,3,0,0,3,0,18,0,7,0,0,3,0,0,0,0,12,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,9,8,3,3,0,4,0,61
11101121231,core,0,0,0,0,0,3,0,0,0,8,0,3,4,3,0,0,0,0,0,12,0,9,0,3,6,5,0,0,0,30,7,24,6,6,3,7,0,0,0,53,5,9,4,7,4,0,0,3,0,37,4,0,8,4,5,0,3,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,22,31,25,14,9,5,0,178
11101121232,core,0,0,0,0,0,0,0,0,0,5,0,3,3,6,0,0,0,0,0,11,7,4,12,8,3,0,0,0,0,37,4,13,8,10,3,4,7,4,0,48,4,4,0,4,4,0,0,0,0,26,0,4,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,26,19,16,8,10,8,4,141
11101121233,core,0,0,0,5,0,3,3,0,0,12,0,0,4,9,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,18,12,17,4,3,5,4,3,0,0,51,6,16,6,7,14,3,3,0,0,66,0,17,6,6,3,0,0,0,0,45,0,7,0,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,21,29,27,17,9,3,0,212
11101121234,core,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,0,0,5,0,3,0,0,3,0,0,0,0,15,4,3,0,6,3,0,0,0,0,20,0,5,6,0,9,0,0,0,0,15,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,5,9,15,6,5,9,0,81
11101121235,core,0,0,0,0,0,7,0,0,0,7,0,0,4,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,16,0,3,5,0,5,0,4,0,0,13,7,3,5,0,3,0,0,9,0,25,0,4,5,4,3,5,0,4,3,20,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,23,7,10,13,9,10,3,96
11101121236,core,0,0,0,0,0,6,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,4,5,3,0,0,0,0,0,0,20,10,10,3,3,0,5,0,3,0,30,5,7,9,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,19,13,9,10,4,5,0,99
11101121237,core,0,0,0,0,0,0,0,9,0,9,0,4,5,4,4,5,3,0,0,21,0,7,5,5,5,0,0,3,0,20,8,6,6,7,4,7,5,0,0,29,0,8,0,11,0,5,0,0,0,33,4,10,0,5,0,0,0,5,0,33,0,5,0,0,4,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,23,34,22,15,10,19,3,161
11101121238,core,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,0,16,0,4,4,0,0,0,0,5,0,14,3,8,3,0,4,0,0,0,0,21,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,13,10,4,5,8,10,0,66
11101121301,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121302,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101121303,core,0,0,6,3,0,6,0,5,0,11,0,0,3,0,0,5,0,0,0,14,6,14,12,7,4,0,0,6,0,45,5,22,13,6,12,4,0,0,0,62,8,18,11,8,3,0,0,0,0,50,7,6,7,5,4,0,3,0,5,38,0,5,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66,53,21,26,17,12,11,4,235
11101121304,core,0,0,6,6,0,11,0,8,0,19,0,6,4,8,0,8,0,8,0,22,0,9,11,4,4,0,4,8,0,35,5,16,16,13,14,0,3,0,0,61,10,22,9,0,10,5,0,3,0,56,3,11,8,0,6,0,0,0,0,39,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67,45,35,32,18,5,19,0,246
11101121305,core,0,0,0,3,0,4,0,4,0,20,0,3,0,8,4,7,0,4,0,21,5,12,6,8,3,4,0,7,0,32,10,25,4,4,10,0,3,0,0,57,10,27,10,4,11,0,3,0,0,69,12,30,3,0,7,0,3,4,0,60,3,8,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,99,26,31,36,22,14,17,3,277
11101121306,core,0,0,6,4,0,8,0,6,0,26,0,4,3,0,0,0,0,0,0,7,0,8,4,3,4,0,5,0,0,29,7,18,11,5,10,0,0,0,0,53,10,9,6,7,11,4,0,3,0,44,3,6,5,3,3,0,3,0,0,21,0,3,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,34,21,22,13,16,12,0,193
