SA1_CODE_2021,zone_tier,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
10601110701,core,0,0,8,0,0,12,0,6,0,30,4,4,10,10,0,6,4,6,0,31,4,14,27,10,6,14,16,12,0,113,9,14,16,12,8,5,20,7,0,87,9,10,11,3,7,6,8,9,0,61,0,7,7,3,3,0,10,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,77,41,24,33,69,49,3,354
10601110702,core,0,0,3,4,4,5,0,5,0,24,0,0,4,4,0,0,3,0,0,19,16,4,17,3,13,8,10,11,0,75,8,3,9,10,11,6,6,5,0,55,0,6,9,8,5,3,7,4,0,44,7,5,0,4,0,0,11,10,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,58,38,30,29,42,39,0,266
10601110703,core,0,0,6,0,0,10,0,8,0,25,4,4,3,14,3,0,11,5,0,45,9,10,28,18,14,4,21,13,0,121,9,23,12,17,10,11,18,13,0,102,18,13,13,17,4,6,10,3,0,76,0,6,8,9,8,7,10,3,0,57,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,60,76,69,46,31,69,37,4,433
10601110704,external,0,0,0,5,0,3,0,9,0,19,3,0,4,4,4,0,0,4,0,26,3,6,6,0,0,0,4,4,0,32,4,7,5,5,6,0,10,4,0,37,12,8,10,4,3,6,8,9,0,67,17,7,5,0,15,0,10,5,0,56,6,0,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,37,45,11,24,12,38,32,3,246
10601110705,external,4,0,4,0,0,0,0,5,0,13,0,0,0,0,0,3,0,0,0,9,5,0,3,0,0,0,9,0,0,19,6,5,5,10,3,0,5,5,0,42,9,10,10,0,5,0,6,3,0,50,15,8,15,0,6,6,5,0,0,47,3,3,0,0,5,0,0,0,0,19,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,30,32,20,20,7,23,18,5,205
10601110706,core,0,0,5,0,0,5,0,0,0,19,0,0,0,4,0,0,0,0,0,7,0,5,9,4,4,0,5,0,8,27,13,9,8,4,3,0,0,3,0,39,12,6,9,3,6,8,0,5,0,47,4,3,5,3,10,0,0,4,0,30,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,23,38,21,23,15,7,21,10,188
10601110707,core,0,0,0,5,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,16,11,4,4,4,3,0,6,9,0,30,5,3,0,0,0,0,0,0,0,18,20,9,0,0,0,6,0,0,0,39,16,10,0,0,0,0,0,0,0,27,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,59,28,15,13,15,10,4,11,0,160
10601110708,core,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,14,3,3,3,4,0,0,0,7,0,24,7,7,3,3,4,0,5,3,0,28,8,3,3,4,9,7,8,5,0,35,4,12,5,0,0,0,4,5,0,29,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,19,17,18,9,17,12,0,156
10601110709,core,0,0,0,0,0,6,0,3,0,9,4,0,3,0,0,0,3,0,0,8,0,3,6,3,0,8,5,3,0,30,6,9,8,0,4,0,0,0,0,27,4,5,6,3,5,0,3,9,0,35,3,4,0,0,4,0,0,3,0,14,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,26,12,13,15,12,16,0,135
10601110710,core,0,0,0,0,0,8,0,0,0,5,0,0,5,0,0,0,3,0,0,15,6,10,9,7,3,3,6,3,0,37,4,3,3,4,0,0,5,3,0,23,4,4,4,3,0,0,0,0,0,21,0,0,4,6,5,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,24,14,8,13,21,13,5,122
10601110712,core,0,0,4,0,0,5,0,3,0,21,0,3,6,0,5,5,0,9,0,24,0,8,9,8,0,4,4,4,0,41,5,13,15,9,4,6,19,4,0,61,0,4,3,10,5,0,8,3,3,42,0,5,3,0,0,3,3,3,0,20,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,43,36,10,24,36,23,9,221
10601110713,core,0,0,0,4,0,0,3,7,0,21,0,0,3,3,0,0,0,0,0,9,4,0,7,0,0,0,3,0,0,16,3,5,4,5,0,6,8,0,0,34,0,4,6,4,4,3,3,6,0,35,0,0,4,3,0,0,6,3,0,17,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,20,19,15,7,17,23,3,138
10601110714,core,0,0,4,4,0,11,0,11,0,30,0,0,3,6,0,6,3,8,0,25,9,19,30,8,7,0,17,3,0,85,4,8,17,6,3,8,18,8,4,78,5,3,4,8,8,4,7,5,0,51,4,3,15,9,7,0,8,3,0,54,6,0,0,0,3,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,71,40,31,28,52,36,12,333
10601110716,external,0,0,11,8,0,13,0,8,0,42,0,4,16,3,4,3,0,4,3,45,3,10,16,4,3,5,5,3,0,52,14,15,26,7,21,0,9,3,4,100,12,31,15,13,11,6,18,4,3,119,12,7,18,7,7,0,4,10,0,67,0,4,5,0,5,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,70,103,50,52,26,43,37,16,441
10601110717,external,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,11,0,0,9,0,3,0,0,3,0,21,4,5,6,3,3,0,3,0,0,20,7,6,3,0,0,0,6,4,0,26,3,3,4,0,5,4,5,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,15,23,7,14,8,12,10,0,116
10601110718,external,0,0,4,5,0,0,0,3,0,16,0,0,6,0,0,4,0,0,0,9,3,3,15,0,3,6,3,0,0,36,3,10,9,0,6,0,5,0,0,33,14,6,11,6,11,0,3,6,0,56,6,3,5,0,0,8,4,6,0,29,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,47,15,25,11,25,6,4,186
10601110719,core,0,0,3,0,0,5,0,0,0,9,0,3,9,6,0,0,5,0,0,15,3,9,12,6,4,0,3,4,3,48,6,3,3,3,7,0,6,4,0,39,3,5,3,3,5,0,8,0,0,25,5,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,29,21,20,7,27,12,9,158
10601110720,core,0,0,0,4,0,8,0,3,0,14,0,0,8,3,4,5,6,5,0,25,0,13,18,7,6,0,7,12,0,68,3,6,16,9,9,0,12,8,0,59,4,0,8,9,5,0,10,6,4,45,0,3,7,0,6,3,6,5,0,30,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,56,34,26,17,45,30,5,246
10601110722,core,0,0,4,0,0,3,0,0,0,8,0,0,0,4,0,0,3,6,0,16,0,6,11,6,5,0,11,13,4,59,4,3,9,3,10,0,11,5,0,38,3,0,5,3,6,4,3,0,0,35,0,0,4,0,3,3,8,4,3,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,38,24,25,10,35,30,3,197
10601110723,core,0,0,4,3,0,17,0,7,0,33,0,4,19,8,3,4,6,8,4,45,4,5,33,11,3,0,11,10,0,84,11,8,17,7,10,0,12,7,5,74,7,13,3,6,11,3,22,9,0,80,8,4,12,0,5,0,3,0,0,34,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,87,42,31,29,56,37,13,367
10601110725,core,0,0,0,0,0,5,0,6,0,8,0,9,15,0,6,3,0,0,0,35,4,17,29,8,8,3,9,5,0,80,13,9,7,12,15,5,14,4,0,74,6,4,4,0,7,0,8,3,0,27,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,52,18,31,14,40,27,0,247
10601110726,core,0,0,7,0,0,9,0,0,0,11,0,0,3,0,0,0,0,3,0,17,3,3,16,4,0,0,6,5,0,47,3,7,8,6,7,0,9,5,0,51,5,0,10,0,8,6,11,0,0,41,0,0,4,5,3,0,0,4,0,14,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,50,13,23,12,30,18,3,180
10601110727,core,0,0,5,3,0,3,0,0,0,15,0,4,4,7,3,10,0,0,0,33,11,24,26,16,12,5,24,3,4,118,13,19,11,0,7,3,9,5,0,68,5,7,0,4,0,3,4,0,0,24,0,3,6,0,3,0,7,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,55,44,44,29,25,48,13,3,293
10601110728,core,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,12,0,8,0,0,0,5,4,0,0,14,12,7,0,0,3,0,0,0,0,22,10,9,4,0,3,4,0,9,0,39,7,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,29,12,4,12,12,6,10,0,114
10601110729,core,0,0,0,0,0,6,0,0,0,12,3,5,3,0,5,0,0,3,0,21,6,20,15,8,8,6,11,3,0,86,3,17,8,4,7,6,14,12,0,77,7,4,0,10,12,3,12,6,0,44,0,8,4,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,36,23,32,22,36,27,6,260
10601110730,core,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,10,4,3,5,0,0,0,0,0,0,15,9,7,7,0,5,0,0,0,0,28,12,4,6,0,5,5,0,0,0,36,14,13,11,4,9,0,4,0,0,57,10,4,6,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41,26,12,21,12,7,3,0,177
10601110731,core,0,0,0,6,0,5,0,4,0,17,0,0,5,3,0,0,0,3,0,12,3,6,7,0,0,0,4,0,0,27,8,14,3,0,9,0,6,0,0,35,13,6,7,3,8,0,6,5,0,48,0,0,5,3,9,5,7,3,4,26,7,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,27,15,21,15,19,18,7,186
10601110732,core,0,0,3,5,0,0,0,6,0,9,0,0,7,0,3,4,0,3,0,25,7,16,28,17,4,5,27,12,5,126,10,17,16,14,14,0,16,6,3,87,3,5,3,0,5,6,7,7,0,33,0,3,0,5,0,0,0,6,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,52,39,33,19,54,39,0,294
10601110733,core,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,9,9,0,0,5,0,0,0,0,24,19,4,0,4,3,0,0,0,0,31,20,14,6,0,11,3,0,0,0,49,0,3,4,0,9,0,0,0,0,19,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,37,8,4,24,11,4,0,0,147
10601110801,core,0,0,0,3,0,5,0,5,0,13,0,0,5,7,0,0,3,0,0,23,0,0,22,9,0,0,0,7,0,45,3,6,6,4,3,0,6,7,0,44,4,4,4,7,6,0,5,4,0,39,4,6,0,3,7,0,4,3,0,34,0,0,0,5,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,37,42,19,21,21,31,6,211
10601110806,core,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,3,0,0,0,6,0,0,10,9,0,0,0,9,0,36,0,0,5,6,0,3,0,4,0,19,0,0,0,3,4,0,0,8,0,20,0,0,4,0,0,0,0,4,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,26,18,12,11,9,30,0,109
10601110807,core,0,0,4,4,0,4,0,3,0,13,0,0,4,6,0,0,3,10,0,19,0,4,13,4,3,9,4,4,0,42,0,5,10,0,0,4,9,6,0,42,3,4,6,4,4,0,11,4,0,34,3,3,3,6,6,4,8,4,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,39,24,11,19,30,28,3,181
10601110808,core,0,0,0,7,0,7,0,5,0,11,5,0,5,3,9,0,0,0,0,25,4,0,7,6,5,3,0,11,0,49,0,0,7,7,6,3,5,0,0,28,5,5,3,3,0,0,4,3,0,30,0,3,3,4,9,0,6,3,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29,33,19,19,22,30,0,177
10601110809,core,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,10,3,0,6,0,8,3,7,0,0,27,0,0,3,3,4,0,0,0,3,15,0,0,0,0,0,0,5,3,0,14,0,0,4,4,0,0,6,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,13,14,17,18,17,5,95
10601110810,core,0,0,0,0,0,11,0,3,0,12,0,0,7,4,0,0,0,3,0,21,0,8,7,9,0,0,5,0,0,37,3,3,3,14,4,0,3,6,0,32,8,4,6,17,3,3,8,11,4,55,0,5,6,5,3,0,6,7,0,30,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,34,52,14,20,19,24,3,196
10601110811,core,0,0,4,4,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,13,4,0,9,4,3,0,6,5,0,33,5,3,3,5,9,4,7,3,0,31,3,9,3,3,3,4,0,0,0,29,0,3,11,7,3,0,5,3,0,37,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,26,32,20,15,21,16,0,170
10601110812,core,0,0,3,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,0,6,5,3,0,6,7,7,0,0,0,29,0,0,0,3,0,3,0,4,0,17,3,0,4,0,12,3,5,0,0,28,3,0,4,0,4,0,0,4,0,17,0,3,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,18,17,11,11,16,3,112
10601110813,core,0,0,0,0,0,5,0,0,0,12,0,0,5,4,0,3,0,8,0,21,3,3,4,7,3,0,10,7,0,49,9,8,4,10,0,0,4,5,0,34,4,10,6,4,7,0,4,5,0,43,3,0,3,0,0,0,0,6,0,22,3,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,27,27,18,11,19,30,3,190
10601110814,core,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,3,0,0,0,0,0,0,17,4,0,0,4,3,0,0,0,0,15,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,11,8,3,12,5,7,0,67
10601110815,core,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,3,0,7,0,7,6,3,0,0,5,4,0,30,0,4,4,0,0,0,5,3,0,25,0,0,5,0,0,0,3,3,0,23,0,0,0,3,0,0,3,3,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,16,10,7,19,18,0,105
10601110816,core,0,0,0,3,0,3,0,4,0,13,0,0,3,0,0,4,0,3,0,24,4,3,11,6,0,3,4,6,0,41,5,7,10,3,3,9,8,0,0,37,8,6,5,0,3,0,9,7,0,34,4,7,4,5,5,0,7,0,0,31,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,34,18,15,20,24,32,0,181
10601110817,core,0,0,0,0,0,9,0,0,0,9,0,0,6,11,0,0,3,4,0,21,0,4,11,5,3,0,0,6,0,26,3,5,5,3,4,5,4,4,0,31,3,6,3,10,3,0,8,3,0,44,4,3,3,4,4,0,8,5,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,35,39,14,15,26,18,0,172
10601110818,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,15
10601110819,core,0,0,0,0,0,0,0,0,0,12,0,0,4,3,5,0,0,0,0,19,7,6,14,7,5,5,3,7,0,53,0,5,17,4,4,4,3,3,0,42,3,5,4,0,6,4,3,10,0,38,4,3,4,4,3,3,9,0,0,37,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,45,34,23,15,24,29,4,208
10601110820,core,0,0,0,0,0,0,0,3,0,10,0,0,4,3,5,0,0,8,0,14,0,4,5,3,5,9,3,6,0,33,9,0,7,7,4,0,4,3,0,31,5,0,9,3,0,3,5,6,0,35,0,0,4,4,0,0,8,9,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,8,29,28,13,13,19,25,3,147
10601110821,core,0,0,0,0,0,3,0,0,0,8,0,0,0,5,0,0,0,0,0,8,0,0,8,3,0,0,3,3,0,24,6,0,6,4,0,6,9,3,0,29,0,0,0,3,0,0,0,7,0,19,0,5,0,7,0,4,4,8,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,21,6,12,12,17,5,111
10601110822,core,0,4,4,6,0,6,0,4,0,16,0,0,4,4,3,4,0,4,0,24,6,5,16,8,8,5,10,0,0,54,3,8,6,4,0,3,11,7,0,45,5,5,6,5,8,6,9,9,0,50,0,4,6,4,4,0,5,4,0,29,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,46,31,33,17,32,37,5,235
10601110823,core,0,0,0,5,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,6,0,8,0,0,6,4,0,0,3,0,0,19,5,0,6,3,4,0,7,3,0,28,5,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,30,11,9,3,13,13,4,105
10601110824,core,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,3,0,4,0,9,0,0,0,0,6,0,0,0,0,14,0,0,0,5,3,0,0,3,0,15,0,0,5,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,8,7,4,11,17,5,68
10601110825,core,0,0,0,0,0,6,0,10,0,15,0,0,0,7,7,0,0,5,0,17,6,6,17,13,3,9,3,6,0,63,0,0,6,3,3,9,4,6,0,43,0,3,4,3,0,0,3,16,3,37,0,3,0,3,4,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,24,34,16,22,16,45,6,186
10601110826,core,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,3,0,5,0,6,3,0,0,20,7,5,4,0,6,0,3,0,0,23,5,5,0,0,4,5,7,0,0,19,0,0,0,0,0,0,6,0,0,13,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,7,9,19,4,5,89
10601110827,core,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,7,3,7,4,8,0,29
10601110828,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,15,6,0,3,0,3,0,0,0,0,10,4,9,0,0,6,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,3,3,11,3,3,4,4,59
10601110829,core,0,0,3,0,0,5,3,11,0,14,4,0,3,0,0,0,0,5,0,22,6,7,14,6,5,6,0,3,0,46,3,3,9,3,0,3,6,6,0,33,0,7,5,7,8,6,6,10,0,45,0,4,6,3,0,0,5,3,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,38,23,9,18,17,43,6,183
10601110830,core,0,0,0,0,0,3,0,5,6,13,6,3,7,10,0,9,3,8,0,40,3,3,16,15,8,12,4,6,4,83,0,8,11,9,3,3,7,10,0,49,0,3,5,4,4,3,8,8,0,46,5,8,7,14,0,4,3,7,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,50,54,18,28,39,42,9,284
10601110831,core,0,0,0,0,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,10,3,0,12,0,3,0,0,0,0,23,0,0,0,4,0,0,6,0,0,20,0,0,5,0,0,0,0,8,0,15,0,0,3,9,3,0,0,4,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,22,11,13,11,10,13,0,91
10601110832,core,0,0,0,0,0,0,0,3,0,8,0,0,4,3,0,6,5,4,0,17,4,8,8,8,6,0,4,4,0,36,8,8,8,0,5,3,0,6,0,30,0,3,3,0,0,0,3,4,3,16,4,0,3,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,18,15,9,5,17,21,6,125
10601110833,core,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,4,0,0,0,18,0,8,7,5,0,0,5,3,0,30,4,3,4,0,0,0,3,4,0,21,0,7,3,8,0,0,0,0,0,19,6,3,3,7,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,19,23,7,8,15,16,6,124
10601110834,core,0,0,0,5,0,0,0,0,0,8,0,6,0,6,3,0,0,0,0,18,4,11,9,7,3,7,0,9,0,46,9,5,0,8,0,6,0,6,0,29,5,0,0,0,5,3,6,5,0,25,0,6,0,3,6,5,0,3,0,32,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,17,18,16,29,15,21,18,22,0,160
10601110835,core,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,6,5,5,8,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,13,3,0,4,0,0,5,4,4,0,22,0,0,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,19,13,9,8,4,12,0,83
10601110836,core,0,0,5,4,0,3,5,3,0,19,5,0,3,3,7,4,0,4,0,25,3,0,7,11,0,9,7,0,0,51,8,5,11,11,7,0,14,7,0,56,8,0,11,13,5,0,9,9,3,59,4,0,4,0,3,0,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,39,43,25,21,39,32,7,245
