path,stage,bytes,rows,produced_by,source,source_url,licence,retrieved,sha256
data/raw/_osm_fetch.log,raw,539,,,,,,,34650b9503db5b75d0b1f3a446d283319b05a483a0155c16aed9fccb4dcc5d3e
data/raw/_s3_historical_gtfs_listing.txt,raw,6209826,,,,,,,b00abef076427693c54faf49963a622157c93606b932c787f4d3c32ab4c6393a
data/raw/provenance_abs_dem.json,raw,4624,,,,,,,77f2e89b091a60a8904aee12089c618adfa91ec17e2b9d3939268c7ab5f5aa15
data/raw/provenance_open_data.json,raw,10165,,,,,,,0b4c3e249876326e4aa801980417fba343a97dfebf5d821ffd86582bc7b43fe9
data/raw/boundaries/DZN_2021_AUST_GDA2020_SHP.zip,raw,62160137,9,src/extract/fetch_abs_dem.py,ABS Destination Zones 2021 (workplace geography),https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/access-and-downloads/digital-boundary-files/DZN_2021_AUST_GDA2020_SHP.zip,CC-BY 4.0,2026-08-10,40c867bb50c9816d7fae54f75c2641b32db78a4c910ddd4a43a7727fc0ddb417
data/raw/boundaries/LGA_2021_AUST_GDA2020_SHP.zip,raw,39858973,9,src/extract/fetch_abs_dem.py,ABS LGA 2021 boundaries,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/access-and-downloads/digital-boundary-files/LGA_2021_AUST_GDA2020_SHP.zip,CC-BY 4.0,2026-08-10,3b42e527d3fb946fec937ed6f76b8cad9882047b46188295988c3bcaab90b99a
data/raw/boundaries/SA1_2021_AUST_SHP_GDA2020.zip,raw,100630598,5,src/extract/fetch_abs_dem.py,ABS ASGS Ed3 SA1 2021 digital boundaries,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/access-and-downloads/digital-boundary-files/SA1_2021_AUST_SHP_GDA2020.zip,CC-BY 4.0,2026-08-10,177adac8fcc931355318984471e0e6ac76b42d1119acf3c4e3842a7c6f25ed18
data/raw/boundaries/SA2_2021_AUST_SHP_GDA2020.zip,raw,50678443,5,src/extract/fetch_abs_dem.py,ABS ASGS Ed3 SA2 2021 digital boundaries,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/access-and-downloads/digital-boundary-files/SA2_2021_AUST_SHP_GDA2020.zip,CC-BY 4.0,2026-08-10,c4dc5bac209f01177eaa0715d27f32cdb09ab5784fb82979741556d2f8e6d148
data/raw/boundaries/SA3_2021_AUST_SHP_GDA2020.zip,raw,35980764,5,src/extract/fetch_abs_dem.py,ABS ASGS Ed3 SA3 2021 digital boundaries,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/access-and-downloads/digital-boundary-files/SA3_2021_AUST_SHP_GDA2020.zip,CC-BY 4.0,2026-08-10,05215ddc3a577373aa929038cad4cd0fddf910d2f62dbc36cc9c628b5e0a6a32
data/raw/census/2021_GCP_SA1_for_NSW_short-header.zip,raw,124600647,129,src/extract/fetch_abs_dem.py,"ABS Census 2021 General Community Profile, SA1, NSW",https://www.abs.gov.au/census/find-census-data/datapacks/download/2021_GCP_SA1_for_NSW_short-header.zip,CC-BY 4.0,2026-08-10,c33220ea825e8849affc2024f97fd4c3cdb2d8bdd7431f2c91f6c3ce7965ca93
data/raw/census/2021_GCP_SA2_for_NSW_short-header.zip,raw,14761508,129,src/extract/fetch_abs_dem.py,"ABS Census 2021 GCP, SA2, NSW",https://www.abs.gov.au/census/find-census-data/datapacks/download/2021_GCP_SA2_for_NSW_short-header.zip,CC-BY 4.0,2026-08-10,f59a123df5cbdb70439bafd66eb931881c8c962ad696c8c1d55dd772c76938bc
data/raw/census/2021_PEP_SA1_for_NSW_short-header.zip,raw,86202163,78,src/extract/fetch_abs_dem.py,,,,,a9147cd46f5c2ed19b31b25793839f855aa720084870053f4760c85a56fe94c0
data/raw/census/2021_PEP_SA2_for_NSW_short-header.zip,raw,10394702,78,src/extract/fetch_abs_dem.py,"ABS Census 2021 Place of Enumeration Profile, SA2, NSW",https://www.abs.gov.au/census/find-census-data/datapacks/download/2021_PEP_SA2_for_NSW_short-header.zip,CC-BY 4.0,2026-08-10,451db76943125d7e6b5a38bc22843f9090094c34833d7cd3b056a0838e6e0da0
data/raw/census/2021_WPP_SA2_for_NSW_short-header.zip,raw,10277085,98,src/extract/fetch_abs_dem.py,,,,,f3a0522d5772e50e2f3b315787421ecb9f8f32e43c26d69ff960c9219256f39c
data/raw/counts/rms_documentation.pdf,raw,1648844,,src/extract/fetch_open_data.py,NSW traffic volume counts documentation,https://opendata.transport.nsw.gov.au/data/dataset/ef2b0bd2-db1e-48f3-9ea1-2bb9e6bc6504/resource/13d061b1-1606-49b5-b182-d36ce0801f14/download/rms-dataset-documentation-nsw-traffic-volume-counts_0.pdf,CC-BY 4.0,2026-08-10,97983a8d3faae1f084408bd2896f7224a47704d21c9f663445573b6915cee074
data/raw/counts/rms_hourly_permanent.zip,raw,871235013,5,src/extract/fetch_open_data.py,"NSW road traffic counts hourly, permanent stations",https://opendata.transport.nsw.gov.au/data/dataset/ef2b0bd2-db1e-48f3-9ea1-2bb9e6bc6504/resource/bca06c7e-30be-4a90-bc8b-c67428c0823a/download/road_traffic_counts_hourly_permanent.zip,CC-BY 4.0,2026-08-10,skipped_large
data/raw/counts/rms_station_reference.csv,raw,774192,1783,src/extract/fetch_open_data.py,NSW road traffic count station reference,https://opendata.transport.nsw.gov.au/data/dataset/ef2b0bd2-db1e-48f3-9ea1-2bb9e6bc6504/resource/c65ad7b4-0257-4cc6-953e-5299ac8d27ba/download/road_traffic_counts_station_reference.csv,CC-BY 4.0,2026-08-10,bea9249941c27ae8ebd4c724e8bffd6c6ddfa1db149dff6dc9ca7db777374ffd
data/raw/counts/rms_yearly_summary.csv,raw,49320218,275821,src/extract/fetch_open_data.py,NSW road traffic counts yearly summary (AADT),https://opendata.transport.nsw.gov.au/data/dataset/ef2b0bd2-db1e-48f3-9ea1-2bb9e6bc6504/resource/cba9a012-c305-414e-b848-f0e3aad18d97/download/road_traffic_counts_yearly_summary.csv,CC-BY 4.0,2026-08-10,f2b4f6b1bd15e90374c487a8814bfa9e4150bcb7e13410e5099d0df580f36c0f
data/raw/dem/Copernicus_DSM_COG_10_S33_00_E151_00_DEM.tif,raw,46923232,,src/extract/fetch_abs_dem.py,Copernicus GLO-30 DEM tile S33E151,https://copernicus-dem-30m.s3.amazonaws.com/Copernicus_DSM_COG_10_S33_00_E151_00_DEM/Copernicus_DSM_COG_10_S33_00_E151_00_DEM.tif,ESA / open,2026-08-10,5a758a39d86b673167581a78494b9a0bb911b5df57a72fc90b2890da622065e5
data/raw/dem/Copernicus_DSM_COG_10_S34_00_E151_00_DEM.tif,raw,20882213,,src/extract/fetch_abs_dem.py,Copernicus GLO-30 DEM tile S34E151,https://copernicus-dem-30m.s3.amazonaws.com/Copernicus_DSM_COG_10_S34_00_E151_00_DEM/Copernicus_DSM_COG_10_S34_00_E151_00_DEM.tif,ESA / open,2026-08-10,6e20871096986cd00fc3903ea95670a0d83860236a0e4f1360ac9ac67def485d
data/raw/hts/hts_by_lga_2009-10_to_2019-20.xlsx,raw,171511,,src/extract/fetch_open_data.py,NSW Household Travel Survey by LGA 2009/10-2019/20,https://opendata.transport.nsw.gov.au/data/dataset/c0f9a300-38e5-4086-90fb-c7a1f0b0fe31/resource/2bc7603b-6bba-456d-9a81-e560d8a0f5ce/download/data-by-lga-2009-to-2019_revised-release-feb-2026.xlsx,CC-BY 4.0,2026-08-10,4e280c6b3ae486ea64d7d7a786fff39a9d80c0e134b9a9328f8352149d223a34
data/raw/hts/hts_by_lga_2020-21_to_2024-25.xlsx,raw,140991,,src/extract/fetch_open_data.py,NSW Household Travel Survey by LGA 2020/21-2024/25,https://opendata.transport.nsw.gov.au/data/dataset/c0f9a300-38e5-4086-90fb-c7a1f0b0fe31/resource/8b0a7e54-9dea-43c3-9804-5e2917bf4f1f/download/data-by-lga-2020_21-to-2024_25.xlsx,CC-BY 4.0,2026-08-10,21b8cb5ca2fc689dfee6a7a5a71198e047e9fe6e2ef3203a1bcf6d35484177a7
data/raw/hts/hts_by_sa3_2009-10_to_2019-20.xlsx,raw,560261,,src/extract/fetch_open_data.py,NSW Household Travel Survey by SA3 2009/10-2019/20,https://opendata.transport.nsw.gov.au/data/dataset/c0f9a300-38e5-4086-90fb-c7a1f0b0fe31/resource/75b3e41c-18e6-499d-948d-de735fd8e308/download/data-by-sa3-2009-to-2019_revised-release-feb-2026.xlsx,CC-BY 4.0,2026-08-10,35bb2e40139be6f6331b9cb56e2d25356d64a691ac7ef2cff2d33398f47c4a28
data/raw/hts/hts_by_sa3_2020-21_to_2024-25.xlsx,raw,166975,,src/extract/fetch_open_data.py,NSW Household Travel Survey by SA3 2020/21-2024/25,https://opendata.transport.nsw.gov.au/data/dataset/c0f9a300-38e5-4086-90fb-c7a1f0b0fe31/resource/e95e31d5-64ed-44f1-b845-250498849758/download/data-by-sa3-2020_21-to-2024_25.xlsx,CC-BY 4.0,2026-08-10,4a3257d3ad830e008d62ff7ff7f91169678d39e8c294cfd295a33d2b46adbe8d
data/raw/hts/hts_data_document_2009_2019.pdf,raw,306302,,src/extract/fetch_open_data.py,HTS data documentation 2009-2019,https://opendata.transport.nsw.gov.au/data/dataset/c0f9a300-38e5-4086-90fb-c7a1f0b0fe31/resource/8c440e30-09b2-4c70-99ed-74a250fb55f9/download/hts-data-document-2009_2019.pdf,CC-BY 4.0,2026-08-10,18531d1e3c41b26ed91fd6ccd83db01c6453b288fe43452d06f6f311f8944821
data/raw/hts/hts_data_document_2020_2024.pdf,raw,327209,,src/extract/fetch_open_data.py,HTS data documentation 2020-2024,https://opendata.transport.nsw.gov.au/data/dataset/c0f9a300-38e5-4086-90fb-c7a1f0b0fe31/resource/5a0ac96e-4562-4ffe-bb96-beb0cb0dca89/download/hts-data-document-2020_2024.pdf,CC-BY 4.0,2026-08-10,69fde85959d2cde452fe34c885051395b67dad24febd60fd6780f9452808aa75
data/raw/opal/all_modes_trips.csv,raw,265365,6899,src/extract/fetch_open_data.py,TfNSW Opal Trips - All Modes,https://opendata.transport.nsw.gov.au/data/dataset/c92c0418-8678-4e39-9c34-70be8c35f7ef/resource/c77b83d7-cdcd-4a0e-9b12-fcc159727589/download/all_modes.csv,CC-BY 4.0,2026-08-10,adb9d043f3177d0e81210a812700eb73546772e9757b167828c7146cbc9dbfec
data/raw/opal/all_modes_trips_legacy.csv,raw,199305,5589,src/extract/fetch_open_data.py,TfNSW Opal Trips - All Modes (legacy methodology epoch),https://opendata.transport.nsw.gov.au/data/dataset/c92c0418-8678-4e39-9c34-70be8c35f7ef/resource/75df8157-3eab-4cf1-a877-86ce7c08af26/download/all-modes_legacy.csv,CC-BY 4.0,2026-08-10,d1d91fd06f81ee2dccfc93825f9caafd6b29bc4dcc345ec077db6fd32139d445
data/raw/opal/bus_trips_by_contract_area_legacy.csv,raw,332528,1228,src/extract/fetch_open_data.py,"TfNSW Opal bus trips by contract area (legacy, pre-2024 methodology)",https://opendata.transport.nsw.gov.au/data/dataset/e63d778f-46dd-4ea1-b832-ef917876ce5a/resource/9862b4f1-37d9-495a-97b6-0c867fa91d83/download/bus-card-type_48.csv,CC-BY 4.0,2026-08-10,700f4735d70b7c0df7f7c38fe7c96efe13e3dada3673ba5b4bc372a79f5f999b
data/raw/opal/bus_trips_by_contract_region.csv,raw,2042766,37444,src/extract/fetch_open_data.py,TfNSW Opal Trips - Bus by contract region,https://opendata.transport.nsw.gov.au/data/dataset/e63d778f-46dd-4ea1-b832-ef917876ce5a/resource/6095c2b7-8649-4244-902d-4e62c8ea87d9/download/bus.csv,CC-BY 4.0,2026-08-10,8c3b754bd6136ce74e166c996cc92d4fbe527c565cb15bf7625817f94050f00e
data/raw/opal/lightrail_trips_by_line_cardtype.csv,raw,2874866,70196,src/extract/fetch_open_data.py,"TfNSW Opal Trips - Light Rail (NRT, by month/line/card type)",https://opendata.transport.nsw.gov.au/data/dataset/6641ea76-4818-4e38-864f-4e3cb6bb98ee/resource/2bb651a0-eb15-4729-8dd5-9891b3708e6d/download/lightrail.csv,CC-BY 4.0,2026-08-10,44a8496c6d2db97f48d71df80bc9a4166afe1c356cb435569451e58f36b16a29
data/raw/opal/lightrail_trips_by_tapon_station.csv,raw,1716544,34374,src/extract/fetch_open_data.py,TfNSW Opal Light Rail trips by tap-on station (to Jun 2024; pre series break),https://opendata.transport.nsw.gov.au/data/dataset/6641ea76-4818-4e38-864f-4e3cb6bb98ee/resource/80b57af2-dc41-49c0-bb54-e0d7fa5214f6/download/lightrail-june-2024.csv,CC-BY 4.0,2026-08-10,a8069a32dc0f2551d0c81f8ab08d0a9a0d8475cdbd230e12f4f19635253e3f18
