route_id,mode,route_short_name,route_long_name,vehicle_type_id,contract_area,franchise_operator,valid_from,valid_to,source_feed
nswtrains:4T.C.3501,other,3501,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.3507,other,3507,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.3509,other,3509,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.3604,other,3604,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.3608,other,3608,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.3614,other,3614,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.4317,other,4317,North West NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.4319,other,4319,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.4323,other,4323,North West NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.4418,other,4418,North West NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.4420,other,4420,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.C.4424,other,4424,North West NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.HUN,other,HUN,Hunter Line,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NP23,other,223,North West NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NP24,other,224,North West NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NT31,other,31,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NT32,other,32,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NT33,other,33,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NT34,other,34,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NT35,other,35,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
nswtrains:4T.T.NT36,other,36,North Coast NSW,BUS_RIGID_12M,Regional,NSW TrainLink,,,nswtrains
