from_stop,to_stop,from_name,to_name,from_modes,to_modes,straight_distance_m,walk_distance_m,walk_time_s,is_sheltered,requires_road_crossing,signalised_crossing_delay_s,total_transfer_time_s,in_interchange_group,source
regionbuses:242169,sydneytrains:242141,"Paterson Public School, Webbers Creek Rd",Paterson Station Platform 1,other,heavy_rail,185.8,232.3,185.8,0,1,22,207.8,0,modelled
regionbuses:242182,regionbuses:242197,748 Gresford Rd,Gresford Rd opp 748,other,other,15.5,19.3,15.5,0,0,0,15.5,0,modelled
regionbuses:242199,sydneytrains:242141,Maitland Rd at Sloane St,Paterson Station Platform 1,other,heavy_rail,340.0,425.1,340.0,0,1,22,362.0,0,modelled
regionbuses:242519,regionbuses:24255,Booral Rd before The Bucketts Way,The Bucketts Way after Booral Rd,other,other,137.1,171.4,137.1,0,1,22,159.1,0,modelled
regionbuses:242520,regionbuses:242531,The Bucketts Way before Booral Washpool Rd,The Bucketts Way after Booral Washpool Rd,other,other,20.8,26.0,20.8,0,0,0,20.8,0,modelled
regionbuses:242532,regionbuses:24254,Allworth Rd at The Bucketts Way,The Bucketts Way at Allworth Rd,other,other,78.6,98.2,78.6,0,1,22,100.6,0,modelled
regionbuses:242534,regionbuses:242536,The Bucketts Way opp Isaacs Rd,The Bucketts Way at Isaacs Rd,other,other,24.4,30.5,24.4,0,0,0,24.4,0,modelled
regionbuses:242535,regionbuses:242543,Allworth Rd before Stroud St,Stroud St opp Myall St,other,other,123.9,154.8,123.9,0,1,22,145.9,0,modelled
regionbuses:2318280,regionbuses:2318281,Meadowie Rest Area,Pacific Hwy at Medowie Rd,other,other,77.6,96.9,77.6,0,1,22,99.6,0,modelled
regionbuses:2320167,regionbuses:2335103,"Hanwood Estate, Wine Country Dr",Hanwood Rd after Wine Country Dr,other,other,125.2,156.5,125.2,0,1,22,147.2,0,modelled
regionbuses:2320208,regionbuses:232028,"St John the Baptist Primary School, Victoria St",High St opp Free Church St,other,other,148.7,185.9,148.7,0,1,22,170.7,0,modelled
regionbuses:2320240,sydneytrains:2320311,"Maitland Public School, Olive St",Maitland Station Platform 1,other,heavy_rail,238.0,297.5,238.0,0,1,22,260.0,0,modelled
regionbuses:2320240,sydneytrains:2320312,"Maitland Public School, Olive St",Maitland Station Platform 2,other,heavy_rail,246.5,308.2,246.5,0,1,22,268.5,0,modelled
regionbuses:2320240,sydneytrains:2320313,"Maitland Public School, Olive St",Maitland Station Platform 3,other,heavy_rail,253.2,316.5,253.2,0,1,22,275.2,0,modelled
regionbuses:2320240,sydneytrains:2320314,"Maitland Public School, Olive St",Maitland Station Platform 4,other,heavy_rail,263.9,329.8,263.9,0,1,22,285.9,0,modelled
regionbuses:2320364,regionbuses:2320367,Racecourse Rd before Victory Way,Racecourse Rd after Victory Way,other,other,15.0,18.8,15.0,0,0,0,15.0,0,modelled
regionbuses:2320384,regionbuses:2320449,Avery St after Adelong Cl,Avery St before Bingara St,other,other,121.4,151.8,121.4,0,1,22,143.4,0,modelled
regionbuses:2320421,regionbuses:2320422,Denton Park Dr before Aberglasslyn Rd,Aberglasslyn Rd after Denton Park Dr,other,other,103.3,129.1,103.3,0,1,22,125.3,0,modelled
regionbuses:2320421,regionbuses:2320448,Denton Park Dr before Aberglasslyn Rd,Denton Park Dr before Hibiscus Cres,other,other,17.0,21.2,17.0,0,0,0,17.0,0,modelled
regionbuses:2320422,regionbuses:2320432,Aberglasslyn Rd after Denton Park Dr,Aberglasslyn Rd before McKeachie Dr,other,other,62.8,78.5,62.8,0,1,22,84.8,0,modelled
regionbuses:2320422,regionbuses:2320448,Aberglasslyn Rd after Denton Park Dr,Denton Park Dr before Hibiscus Cres,other,other,119.3,149.1,119.3,0,1,22,141.3,0,modelled
regionbuses:2320423,regionbuses:2320430,Mckeachie Dr at Gannet St,Mckeachie Dr at Warbler Ave,other,other,14.1,17.6,14.1,0,0,0,14.1,0,modelled
regionbuses:2320424,regionbuses:2320427,Forest Hill Dr after Hopman Cl,73 Forest Hill Dr,other,other,28.9,36.2,28.9,0,0,0,28.9,0,modelled
regionbuses:2320425,regionbuses:2320433,Oakhampton Rd after Dillons Lane,Oakhampton Rd after Mt Pleasant St,other,other,93.0,116.3,93.0,0,1,22,115.0,0,modelled
regionbuses:2320428,regionbuses:2320466,Hopman Cl after Forest Hill Dr,Hopman Cl before Forest Hill Dr,other,other,75.6,94.5,75.6,0,1,22,97.6,0,modelled
regionbuses:2320429,regionbuses:2320467,Forest Hill Dr before Hopman Cl,127 Forest Hill Dr,other,other,125.6,157.0,125.6,0,1,22,147.6,0,modelled
regionbuses:2320429,regionbuses:2320468,Forest Hill Dr before Hopman Cl,111 Forest Hill Dr,other,other,7.8,9.8,7.8,0,0,0,7.8,0,modelled
regionbuses:2320431,regionbuses:2320464,Warbler Ave opp Golden Whistler Ave,Warbler Ave at Golden Whistler Ave,other,other,22.5,28.1,22.5,0,0,0,22.5,0,modelled
regionbuses:2320453,regionbuses:2320454,Clarence Town Rd at Oakendale Rd,Clarence Town Rd opp Oakendale Rd,other,other,23.3,29.2,23.3,0,0,0,23.3,0,modelled
regionbuses:2320456,regionbuses:2320457,Clarence Town Rd at Timbertop Rd,Clarence Town Rd at Wattle Creek Cl,other,other,24.6,30.7,24.6,0,0,0,24.6,0,modelled
regionbuses:2320460,regionbuses:232069,"St Pauls Primary School, Young St","St Paul's Primary School, Gillies St",other,other,93.5,116.8,93.5,0,1,22,115.5,0,modelled
regionbuses:2320463,regionbuses:2320470,Denton Park Dr after Poplar Cl,Denton Park Dr before Poplar Cl,other,other,15.7,19.7,15.7,0,0,0,15.7,0,modelled
regionbuses:2320465,regionbuses:2320469,240 Oakhampton Rd,Oakhampton Rd opp 240,other,other,8.2,10.2,8.2,0,0,0,8.2,0,modelled
regionbuses:2320467,regionbuses:2320468,127 Forest Hill Dr,111 Forest Hill Dr,other,other,127.3,159.1,127.3,0,1,22,149.3,0,modelled
regionbuses:2320484,regionbuses:2320485,Clarence Town Rd opp 1842,1842 Clarence Town Rd,other,other,9.1,11.4,9.1,0,0,0,9.1,0,modelled
regionbuses:2321104,regionbuses:232136,"Lochinvar Public School, New England Hwy",New England Hwy opp Lochinvar Public School,other,other,23.7,29.6,23.7,0,0,0,23.7,0,modelled
regionbuses:2321112,regionbuses:2321242,Queen St at Marshall St,Marshall St before Queen St,other,other,73.3,91.6,73.3,0,1,22,95.3,0,modelled
regionbuses:2321112,regionbuses:2321244,Queen St at Marshall St,Marshall St after Queen St,other,other,72.1,90.1,72.1,0,1,22,94.1,0,modelled
regionbuses:2321112,regionbuses:2321339,Queen St at Marshall St,Clarence Town Public School,other,other,78.1,97.6,78.1,0,1,22,100.1,0,modelled
regionbuses:2321156,regionbuses:2321216,Limeburners Creek Rd before Glen Martin Rd,Limeburners Creek Rd opp Glen Martin Rd,other,other,89.0,111.2,89.0,0,1,22,111.0,0,modelled
regionbuses:2321158,regionbuses:2321211,Duns Creek Rd at Woodville St,Duns Creek Rd at Woodville St,other,other,25.4,31.7,25.4,0,0,0,25.4,0,modelled
regionbuses:2321191,regionbuses:2321231,Grey St at Prince St,Grey St before Prince St,other,other,88.1,110.1,88.1,0,1,22,110.1,0,modelled
regionbuses:2321191,regionbuses:2321238,Grey St at Prince St,Grey St at Prince St,other,other,74.2,92.7,74.2,0,1,22,96.2,0,modelled
regionbuses:2321191,regionbuses:2321264,Grey St at Prince St,"Anglican Church, Grey St",other,other,148.0,185.0,148.0,0,1,22,170.0,0,modelled
regionbuses:2321193,regionbuses:2321212,Duns Creek Rd after Forest Rd,Duns Creek Rd opp Forest Rd,other,other,50.8,63.5,50.8,0,0,0,50.8,0,modelled
regionbuses:2321207,regionbuses:2321210,124 Duns Creek Rd,109 Duns Creek Rd,other,other,15.4,19.2,15.4,0,0,0,15.4,0,modelled
regionbuses:2321208,regionbuses:2321209,1465 Paterson Rd,1440 Paterson Rd,other,other,14.0,17.5,14.0,0,0,0,14.0,0,modelled
regionbuses:2321220,regionbuses:2321237,13 Brentwood Dr,12 Brentwood Dr,other,other,19.8,24.8,19.8,0,0,0,19.8,0,modelled
regionbuses:2321221,regionbuses:2321236,Brentwood Dr before Grandview Cl,Brentwood Dr after Grandview Cl,other,other,19.1,23.9,19.1,0,0,0,19.1,0,modelled
regionbuses:2321223,regionbuses:2321234,Brentwood Dr before Fotheringay Rd,Fotheringay Rd at Brentwood Dr,other,other,68.0,85.0,68.0,0,1,22,90.0,0,modelled
regionbuses:2321224,regionbuses:2321232,Sheriff St at Queen St,Sheriff St at Queen St,other,other,11.5,14.4,11.5,0,0,0,11.5,0,modelled
regionbuses:2321225,regionbuses:2321230,Glen William Rd at Riverview Cl,Glen William Rd opp Riverview Cl,other,other,12.6,15.8,12.6,0,0,0,12.6,0,modelled
regionbuses:2321226,regionbuses:2321229,Glen William Rd opp Fords Rd,Glen William Rd at Fords Rd,other,other,10.3,12.9,10.3,0,0,0,10.3,0,modelled
regionbuses:2321231,regionbuses:2321238,Grey St before Prince St,Grey St at Prince St,other,other,27.5,34.3,27.5,0,0,0,27.5,0,modelled
regionbuses:2321231,regionbuses:2321328,Grey St before Prince St,Grey St before Duke St,other,other,140.8,176.1,140.8,0,1,22,162.8,0,modelled
regionbuses:2321231,regionbuses:2321336,Grey St before Prince St,Grey St after Duke St,other,other,129.8,162.3,129.8,0,1,22,151.8,0,modelled
regionbuses:2321233,regionbuses:232128,Fotheringay Rd at Royseton Ave,Fotheringay Rd opp Royseton Ave,other,other,77.0,96.3,77.0,0,1,22,99.0,0,modelled
regionbuses:2321238,regionbuses:2321336,Grey St at Prince St,Grey St after Duke St,other,other,148.4,185.5,148.4,0,1,22,170.4,0,modelled
regionbuses:2321239,regionbuses:2321247,Lowe St at Queen St,Lowe St at Queen St,other,other,13.4,16.8,13.4,0,0,0,13.4,0,modelled
regionbuses:2321240,regionbuses:2321246,Lowe St at Prince St,Lowe St at Prince St,other,other,12.5,15.6,12.5,0,0,0,12.5,0,modelled
regionbuses:2321241,regionbuses:2321245,Prince St at Marshall St,Prince St at Marshall St,other,other,7.1,8.9,7.1,0,0,0,7.1,0,modelled
regionbuses:2321242,regionbuses:2321244,Marshall St before Queen St,Marshall St after Queen St,other,other,9.9,12.4,9.9,0,0,0,9.9,0,modelled
regionbuses:2321242,regionbuses:2321339,Marshall St before Queen St,Clarence Town Public School,other,other,68.9,86.1,68.9,0,1,22,90.9,0,modelled
regionbuses:2321243,regionbuses:2321260,Erringhi St at Clarence Town Rd,Clarence Town Rd opp Erringhi St,other,other,59.2,74.0,59.2,0,0,0,59.2,0,modelled
regionbuses:2321243,regionbuses:2321327,Erringhi St at Clarence Town Rd,Clarence Town Rd at Erringhi St,other,other,42.0,52.5,42.0,0,0,0,42.0,0,modelled
regionbuses:2321244,regionbuses:2321339,Marshall St after Queen St,Clarence Town Public School,other,other,77.3,96.6,77.3,0,1,22,99.3,0,modelled
regionbuses:2321253,regionbuses:2321343,East Seaham Rd opp Wetzler Cl,East Seaham Rd at Wetzler Cl,other,other,19.6,24.6,19.6,0,0,0,19.6,0,modelled
regionbuses:2321255,regionbuses:2321265,Russell St before Queen St,Russell St after Queen St,other,other,10.0,12.5,10.0,0,0,0,10.0,0,modelled
regionbuses:2321256,regionbuses:2321264,Grey St opp Anglican Church,"Anglican Church, Grey St",other,other,22.3,27.8,22.3,0,0,0,22.3,0,modelled
regionbuses:2321257,regionbuses:2321263,Rifle St at Earl St,Rifle St at Earl St,other,other,13.8,17.3,13.8,0,0,0,13.8,0,modelled
regionbuses:2321258,regionbuses:2321356,Clarence Town Rd after Hart St,Clarence Town Rd at Hart St,other,other,40.5,50.7,40.5,0,0,0,40.5,0,modelled
regionbuses:2321259,regionbuses:2321261,Clarence Town Rd after O'Loughlin St,Clarence Town Rd after O'Loughlin St,other,other,149.4,186.8,149.4,0,1,22,171.4,0,modelled
regionbuses:2321260,regionbuses:2321327,Clarence Town Rd opp Erringhi St,Clarence Town Rd at Erringhi St,other,other,23.7,29.7,23.7,0,0,0,23.7,0,modelled
regionbuses:2321262,regionbuses:2321356,Clarence Town Rd after Hart St,Clarence Town Rd at Hart St,other,other,124.4,155.5,124.4,0,1,22,146.4,0,modelled
regionbuses:2321267,regionbuses:2321344,Limeburners Creek Rd at Waterview Rd,Limeburners Creek Rd opp Waterview Rd,other,other,52.7,65.9,52.7,0,0,0,52.7,0,modelled
regionbuses:2321268,regionbuses:2321291,Limeburners Creek Rd opp Yoke Way,Limeburners Creek Rd at Yoke Way,other,other,25.2,31.5,25.2,0,0,0,25.2,0,modelled
regionbuses:2321269,regionbuses:2321290,Glen Martin Rd opp Meadows Dr,Glen Martin Rd at Meadows Dr,other,other,22.7,28.3,22.7,0,0,0,22.7,0,modelled
regionbuses:2321270,regionbuses:2321289,Glen Martin Rd before Horton Cl,Glen Martin Rd opp Horton Cl,other,other,74.4,93.0,74.4,0,1,22,96.4,0,modelled
regionbuses:2321271,regionbuses:2321288,Glen Martin Rd at Punchs Rd,Glen Martin Rd opp Punchs Rd,other,other,15.3,19.2,15.3,0,0,0,15.3,0,modelled
regionbuses:2321273,regionbuses:2321285,Glen Martin Rd opp 942,942 Glen Martin Rd,other,other,11.5,14.4,11.5,0,0,0,11.5,0,modelled
regionbuses:2321274,regionbuses:2321284,969 Glen Martin Rd,970 Glen Martin Rd,other,other,17.4,21.8,17.4,0,0,0,17.4,0,modelled
regionbuses:2321278,regionbuses:2321280,569 Pine Brush Rd,Pine Brush Rd opp 569,other,other,22.0,27.5,22.0,0,0,0,22.0,0,modelled
regionbuses:2321292,regionbuses:2321323,714 Luskintyre Rd,Luskintyre Rd opp 714,other,other,9.5,11.9,9.5,0,0,0,9.5,0,modelled
regionbuses:2321293,regionbuses:2321312,692 Luskintyre Rd,Luskintyre Rd opp 692,other,other,19.6,24.5,19.6,0,0,0,19.6,0,modelled
regionbuses:2321294,regionbuses:2321310,398 Luskintyre Rd,252 Luskintyre Rd,other,other,12.7,15.9,12.7,0,0,0,12.7,0,modelled
regionbuses:2321296,regionbuses:2321321,Luskintyre Rd opp Pywells Rd,93 Luskintyre Rd,other,other,13.7,17.1,13.7,0,0,0,13.7,0,modelled
regionbuses:2321297,regionbuses:2321308,Luskintyre Rd opp Loch Katrine Dr,45 Luskintyre Rd,other,other,85.3,106.6,85.3,0,1,22,107.3,0,modelled
regionbuses:2321298,regionbuses:2321320,Windermere Rd before New England Hwy,21 Windermere Rd,other,other,137.5,171.8,137.5,0,1,22,159.5,0,modelled
regionbuses:2321300,regionbuses:2321306,138 Oswald Rd,139 Oswald Rd,other,other,16.9,21.1,16.9,0,0,0,16.9,0,modelled
regionbuses:2321300,regionbuses:2321307,138 Oswald Rd,148 Oswald Rd,other,other,115.7,144.7,115.7,0,1,22,137.7,0,modelled
regionbuses:2321301,regionbuses:2321319,360 Windermere Rd,342 Windermere Rd,other,other,16.3,20.4,16.3,0,0,0,16.3,0,modelled
regionbuses:2321302,regionbuses:232137,"St Patricks Primary School, New England Hwy","St Joseph's College, New England Hwy",other,other,23.7,29.6,23.7,0,0,0,23.7,0,modelled
regionbuses:2321303,regionbuses:2321305,35 Windermere Rd,48 Windermere Rd,other,other,56.8,71.0,56.8,0,0,0,56.8,0,modelled
regionbuses:2321306,regionbuses:2321307,139 Oswald Rd,148 Oswald Rd,other,other,130.5,163.1,130.5,0,1,22,152.5,0,modelled
regionbuses:2321311,regionbuses:2321316,252 Luskintyre Rd,428 Luskintyre Rd,other,other,10.9,13.6,10.9,0,0,0,10.9,0,modelled
regionbuses:2321313,regionbuses:2321314,862 Luskintyre Rd,Luskintyre Rd opp 862,other,other,8.9,11.1,8.9,0,0,0,8.9,0,modelled
regionbuses:2321315,regionbuses:2321324,764 Luskintyre Rd,773 Luskintyre Rd,other,other,8.1,10.1,8.1,0,0,0,8.1,0,modelled
regionbuses:2321325,regionbuses:2321326,Pine Brush Rd opp Glen Martin Rd,Pine Brush Rd at Glen Martin Rd,other,other,14.3,17.9,14.3,0,0,0,14.3,0,modelled
regionbuses:2321325,regionbuses:2321330,Pine Brush Rd opp Glen Martin Rd,Glen Martin Rd at Pine Brush Rd,other,other,46.1,57.6,46.1,0,0,0,46.1,0,modelled
regionbuses:2321325,regionbuses:2321334,Pine Brush Rd opp Glen Martin Rd,Pine Brush Rd opp Glen Martin Rd,other,other,52.2,65.3,52.2,0,0,0,52.2,0,modelled
regionbuses:2321326,regionbuses:2321330,Pine Brush Rd at Glen Martin Rd,Glen Martin Rd at Pine Brush Rd,other,other,35.0,43.8,35.0,0,0,0,35.0,0,modelled
regionbuses:2321326,regionbuses:2321334,Pine Brush Rd at Glen Martin Rd,Pine Brush Rd opp Glen Martin Rd,other,other,51.2,63.9,51.2,0,0,0,51.2,0,modelled
regionbuses:2321328,regionbuses:2321336,Grey St before Duke St,Grey St after Duke St,other,other,22.4,28.0,22.4,0,0,0,22.4,0,modelled
regionbuses:2321329,regionbuses:2321335,767 Glen Martin Rd,778 Glen Martin Rd,other,other,79.0,98.8,79.0,0,1,22,101.0,0,modelled
regionbuses:2321330,regionbuses:2321334,Glen Martin Rd at Pine Brush Rd,Pine Brush Rd opp Glen Martin Rd,other,other,37.7,47.2,37.7,0,0,0,37.7,0,modelled
regionbuses:2321331,regionbuses:2321345,638 Glen William Rd,638 Glen William Road,other,other,90.3,112.9,90.3,0,1,22,112.3,0,modelled
regionbuses:2321331,regionbuses:2321346,638 Glen William Rd,Glen William Road opp 638,other,other,92.3,115.4,92.3,0,1,22,114.3,0,modelled
regionbuses:2321332,regionbuses:2321333,"Glen William Public School, Glen William Rd",Glen William Rd opp Glen William Public School,other,other,18.1,22.6,18.1,0,0,0,18.1,0,modelled
regionbuses:2321345,regionbuses:2321346,638 Glen William Road,Glen William Road opp 638,other,other,18.9,23.6,18.9,0,0,0,18.9,0,modelled
regionbuses:2321348,regionbuses:2321350,Glen Martin Rd opp Black Camp Creek Rd,Glen Martin Rd at Black Camp Creek Rd,other,other,31.7,39.6,31.7,0,0,0,31.7,0,modelled
regionbuses:2321349,regionbuses:2321351,Glen William Rd at Angela Cl,Glen William Rd opp Angela Cl,other,other,16.3,20.4,16.3,0,0,0,16.3,0,modelled
regionbuses:2321354,regionbuses:2321355,3263 Clarence Town Rd,Clarence Town Rd opp 3263,other,other,19.1,23.9,19.1,0,0,0,19.1,0,modelled
regionbuses:2321365,regionbuses:2321366,347 Glen Martin Rd,334 Glen Martin Rd,other,other,46.8,58.6,46.8,0,0,0,46.8,0,modelled
regionbuses:2321368,regionbuses:2321369,Prince St after Durham St,Prince St before Durham St,other,other,10.6,13.3,10.6,0,0,0,10.6,0,modelled
regionbuses:2324107,regionbuses:232460,Mount Hall Rd opp Irrawang High School,Irrawang High School Bus Bay Mt Hall Rd,other,other,48.6,60.7,48.6,0,0,0,48.6,0,modelled
regionbuses:2324113,regionbuses:232412,Adelaide St after Glenelg St,"Raymond Terrace Shopping Centre, Sturgeon St",other,other,136.4,170.5,136.4,0,1,22,158.4,0,modelled
regionbuses:2324113,regionbuses:232499,Adelaide St after Glenelg St,Adelaide St after William St,other,other,46.5,58.1,46.5,0,0,0,46.5,0,modelled
regionbuses:2324113,regionbuses:2324265,Adelaide St after Glenelg St,Glenelg St before Adelaide St,other,other,110.3,137.8,110.3,0,1,22,132.3,0,modelled
regionbuses:2324116,regionbuses:2324117,Pacific Hwy before Adelaide St,Pacific Hwy after Masonite Rd,other,other,120.8,150.9,120.8,0,1,22,142.8,0,modelled
regionbuses:2324116,regionbuses:2324315,Pacific Hwy before Adelaide St,"Adelaide St, Hunter River High School",other,other,19.9,24.8,19.9,0,0,0,19.9,0,modelled
regionbuses:2324117,regionbuses:2324315,Pacific Hwy after Masonite Rd,"Adelaide St, Hunter River High School",other,other,127.8,159.7,127.8,0,1,22,149.8,0,modelled
regionbuses:2324150,regionbuses:2324298,"Seaham Public School, Warren St",Warren St before Dixon St,other,other,53.6,67.0,53.6,0,0,0,53.6,0,modelled
regionbuses:2324152,regionbuses:2324308,Old Coach Rd at The Bucketts Way,The Bucketts Way after Old Coach Rd,other,other,102.8,128.5,102.8,0,1,22,124.8,0,modelled
regionbuses:2324157,regionbuses:2324301,Myall St at Maxwell St,Myall St before Maxwell St,other,other,67.3,84.1,67.3,0,1,22,89.3,0,modelled
regionbuses:2324158,regionbuses:2324189,Tarean Rd before Bundabah St,Tarean Rd after Bundabah St,other,other,27.0,33.8,27.0,0,0,0,27.0,0,modelled
regionbuses:2324158,regionbuses:2324232,Tarean Rd before Bundabah St,"Karuah And District RSL Club, Bundabah St",other,other,143.0,178.7,143.0,0,1,22,165.0,0,modelled
regionbuses:2324158,regionbuses:2324239,Tarean Rd before Bundabah St,"Karuah Public School, Bundabah St",other,other,134.6,168.3,134.6,0,1,22,156.6,0,modelled
regionbuses:2324159,regionbuses:232445,William St opp St Brigid's Primary School,"St Brigid's Parish School, William St",other,other,18.3,22.9,18.3,0,0,0,18.3,0,modelled
regionbuses:2324159,regionbuses:232446,William St opp St Brigid's Primary School,"St Brigid's Catholic Church, Irrawang St",other,other,122.7,153.3,122.7,0,1,22,144.7,0,modelled
regionbuses:2324173,regionbuses:2324242,Richardson Rd opp Raymond Terrace Community Church,"Brethren Church, Richardson Rd",other,other,73.4,91.8,73.4,0,1,22,95.4,0,modelled
regionbuses:2324189,regionbuses:2324209,Tarean Rd after Bundabah St,"Karuah And District RSL Club, Tarean Rd",other,other,137.8,172.3,137.8,0,1,22,159.8,0,modelled
regionbuses:2324189,regionbuses:2324232,Tarean Rd after Bundabah St,"Karuah And District RSL Club, Bundabah St",other,other,119.9,149.9,119.9,0,1,22,141.9,0,modelled
regionbuses:2324189,regionbuses:2324239,Tarean Rd after Bundabah St,"Karuah Public School, Bundabah St",other,other,123.1,153.8,123.1,0,1,22,145.1,0,modelled
regionbuses:2324203,regionbuses:2324277,Round Hill Cres opp Boonara Bend,Sir Edward St after Carlisle Cres,other,other,130.9,163.6,130.9,0,1,22,152.9,0,modelled
regionbuses:2324204,regionbuses:2324222,Tarean Rd opp Karuah Cemetery,Mustons Rd opp Karuah Oval,other,other,101.4,126.7,101.4,0,1,22,123.4,0,modelled
regionbuses:2324204,regionbuses:2324241,Tarean Rd opp Karuah Cemetery,"Karuah Oval, Tarean Rd",other,other,132.0,165.0,132.0,0,1,22,154.0,0,modelled
regionbuses:2324205,regionbuses:2324223,"Twelve Mile Creek, The Bucketts Way",The Bucketts Way opp Twelve Mile Creek,other,other,19.0,23.8,19.0,0,0,0,19.0,0,modelled
regionbuses:2324205,regionbuses:2324275,"Twelve Mile Creek, The Bucketts Way",Limeburners Creek Rd at The Bucketts Way,other,other,67.6,84.5,67.6,0,1,22,89.6,0,modelled
regionbuses:2324205,regionbuses:2324280,"Twelve Mile Creek, The Bucketts Way",Limeburners Creek Rd before The Bucketts Way,other,other,68.4,85.5,68.4,0,1,22,90.4,0,modelled
regionbuses:2324207,regionbuses:2324289,The Bucketts Way at Forest Glen Rd,The Bucketts Way opp Forest Glen Rd,other,other,38.0,47.5,38.0,0,0,0,38.0,0,modelled
regionbuses:2324208,regionbuses:2324267,Pacific Hwy before The Bucketts Way,The Bucketts Way before Pacific Hwy,other,other,79.1,98.9,79.1,0,1,22,101.1,0,modelled
regionbuses:2324209,regionbuses:2324232,"Karuah And District RSL Club, Tarean Rd","Karuah And District RSL Club, Bundabah St",other,other,37.0,46.3,37.0,0,0,0,37.0,0,modelled
regionbuses:2324209,regionbuses:2324239,"Karuah And District RSL Club, Tarean Rd","Karuah Public School, Bundabah St",other,other,50.2,62.8,50.2,0,0,0,50.2,0,modelled
regionbuses:2324209,regionbuses:2324283,"Karuah And District RSL Club, Tarean Rd","Karuah Public School, Tarean Rd",other,other,25.3,31.6,25.3,0,0,0,25.3,0,modelled
regionbuses:2324222,regionbuses:2324241,Mustons Rd opp Karuah Oval,"Karuah Oval, Tarean Rd",other,other,36.1,45.1,36.1,0,0,0,36.1,0,modelled
regionbuses:2324223,regionbuses:2324275,The Bucketts Way opp Twelve Mile Creek,Limeburners Creek Rd at The Bucketts Way,other,other,51.3,64.1,51.3,0,0,0,51.3,0,modelled
regionbuses:2324223,regionbuses:2324280,The Bucketts Way opp Twelve Mile Creek,Limeburners Creek Rd before The Bucketts Way,other,other,50.2,62.8,50.2,0,0,0,50.2,0,modelled
regionbuses:2324232,regionbuses:2324239,"Karuah And District RSL Club, Bundabah St","Karuah Public School, Bundabah St",other,other,74.6,93.2,74.6,0,1,22,96.6,0,modelled
regionbuses:2324232,regionbuses:2324283,"Karuah And District RSL Club, Bundabah St","Karuah Public School, Tarean Rd",other,other,62.0,77.5,62.0,0,1,22,84.0,0,modelled
regionbuses:2324239,regionbuses:2324283,"Karuah Public School, Bundabah St","Karuah Public School, Tarean Rd",other,other,39.9,49.8,39.9,0,0,0,39.9,0,modelled
regionbuses:2324240,regionbuses:2324302,Somerset Ave before Carrington Rd,Somerset Ave at Kempsey Ave,other,other,16.1,20.1,16.1,0,0,0,16.1,0,modelled
regionbuses:2324240,regionbuses:2324307,Somerset Ave before Carrington Rd,Somerset Ave at Quirindi Pde,other,other,107.5,134.4,107.5,0,1,22,129.5,0,modelled
regionbuses:2324243,regionbuses:2324276,Tarean Rd before Swan Bay Rd,Swan Bay Rd before Tarean Rd,other,other,144.8,181.0,144.8,0,1,22,166.8,0,modelled
regionbuses:2324247,regionbuses:2324295,Newline Rd at Six Mile Rd,Newline Rd at Six Mile Rd,other,other,45.2,56.4,45.2,0,0,0,45.2,0,modelled
regionbuses:2324274,regionbuses:2324293,Newline Rd at William Bailey St,Newline Rd after Seaham Rd,other,other,74.6,93.3,74.6,0,1,22,96.6,0,modelled
regionbuses:2324275,regionbuses:2324280,Limeburners Creek Rd at The Bucketts Way,Limeburners Creek Rd before The Bucketts Way,other,other,14.1,17.6,14.1,0,0,0,14.1,0,modelled
regionbuses:2324302,regionbuses:2324307,Somerset Ave at Kempsey Ave,Somerset Ave at Quirindi Pde,other,other,121.2,151.5,121.2,0,1,22,143.2,0,modelled
regionbuses:2330256,regionbuses:2330282,657A Milbrodale Rd,656 Milbrodale Rd,other,other,20.7,25.9,20.7,0,0,0,20.7,0,modelled
regionbuses:2330257,regionbuses:2330281,803 Milbrodale Rd,772 Milbrodale Rd,other,other,16.7,20.9,16.7,0,0,0,16.7,0,modelled
regionbuses:2330259,regionbuses:2330280,Milbrodale Rd opp Adams Peak Rd,Milbrodale Rd at Adams Peak Rd,other,other,57.7,72.1,57.7,0,0,0,57.7,0,modelled
regionbuses:2330260,regionbuses:2330472,Milbrodale Rd at Hill St,Milbrodale Rd opp Hill St,other,other,20.3,25.3,20.3,0,0,0,20.3,0,modelled
regionbuses:2330261,regionbuses:2330278,Milbrodale Rd at Wollombi St,Wollombi St at Archer St,other,other,46.8,58.5,46.8,0,0,0,46.8,0,modelled
regionbuses:2330262,regionbuses:2330277,"McNamara Park, Wollombi St","Broke Catholic Church, Wollombi St",other,other,26.7,33.4,26.7,0,0,0,26.7,0,modelled
regionbuses:2330263,regionbuses:2330276,Wollombi St at Blaxland St,Broke Rd at Blaxland St,other,other,25.5,31.9,25.5,0,0,0,25.5,0,modelled
regionbuses:2330264,regionbuses:2330274,490 Charlton Rd,Charlton Rd opp 490,other,other,11.0,13.7,11.0,0,0,0,11.0,0,modelled
regionbuses:2330265,regionbuses:2330273,466 Putty Rd,481 Putty Rd,other,other,81.7,102.1,81.7,0,1,22,103.7,0,modelled
regionbuses:2330267,sydneytrains:2330181,Carrington St before Crown St,Singleton Station Platform 1,other,heavy_rail,301.6,377.0,301.6,0,1,22,323.6,0,modelled
