from_stop,to_stop,from_name,to_name,from_modes,to_modes,straight_distance_m,walk_distance_m,walk_time_s,is_sheltered,requires_road_crossing,signalised_crossing_delay_s,total_transfer_time_s,in_interchange_group,source
nisc001:228013,nisc001:228049,Pacific Hwy at Docker St,Pacific Hwy at Docker St,other,other,72.1,90.1,72.1,0,1,22,94.1,0,modelled
nisc001:228014,nisc001:228048,Pacific Hwy before Docker St,Pacific Hwy opp Docker St,other,other,41.0,51.3,41.0,0,0,0,41.0,0,modelled
nisc001:228015,nisc001:228047,Pacific Hwy at Marks Point Rd,Pacific Hwy opp Marks Point Rd,other,other,71.4,89.2,71.4,0,1,22,93.4,0,modelled
nisc001:228015,nisc001:2280294,Pacific Hwy at Marks Point Rd,Marks Point Rd after Pacific Hwy,other,other,47.6,59.5,47.6,0,0,0,47.6,0,modelled
nisc001:228015,nisc001:2280297,Pacific Hwy at Marks Point Rd,Marks Point Rd before Pacific Hwy,other,other,54.7,68.4,54.7,0,0,0,54.7,0,modelled
nisc001:228016,nisc001:228046,Pacific Hwy before Emily St,Pacific Hwy after Thompson St,other,other,112.7,140.9,112.7,0,1,22,134.7,0,modelled
nisc001:228017,nisc001:228045,Pacific St at Arthur St,Pacific Hwy at Clara St,other,other,108.8,136.0,108.8,0,1,22,130.8,0,modelled
nisc001:228018,nisc001:228043,Pacific Hwy opp Beach St,Pacific Hwy at Robert St,other,other,142.9,178.7,142.9,0,1,22,164.9,0,modelled
nisc001:228018,nisc001:228044,Pacific Hwy opp Beach St,Pacific Hwy at Beach St,other,other,36.4,45.4,36.4,0,0,0,36.4,0,modelled
nisc001:228020,nisc001:2280281,Pacific Hwy opp Alick St,Alick St opp Spinnakers Leisure Park,other,other,64.7,80.8,64.7,0,1,22,86.7,0,modelled
nisc001:228022,nisc001:228040,Pacific Hwy before Macquarie St,Pacific Hwy opp Macquarie St,other,other,28.5,35.7,28.5,0,0,0,28.5,0,modelled
nisc001:228022,nisc001:2280276,Pacific Hwy before Macquarie St,"Belmont Citi Centre, Macquarie St",other,other,65.5,81.9,65.5,0,1,22,87.5,0,modelled
nisc001:228023,nisc001:2280259,Pacific Hwy after Maude St,Pacific Hwy at Merleview St,other,other,91.3,114.1,91.3,0,1,22,113.3,0,modelled
nisc001:228024,nisc001:228039,Pacific Hwy opp Stanley St,Pacific Hwy after Livingstone St,other,other,136.5,170.6,136.5,0,1,22,158.5,0,modelled
nisc001:228024,nisc001:2280244,Pacific Hwy opp Stanley St,Evans St at Pacific Hwy,other,other,59.7,74.7,59.7,0,0,0,59.7,0,modelled
nisc001:228024,nisc001:2280246,Pacific Hwy opp Stanley St,"Belmont High School, Henry St",other,other,122.0,152.6,122.0,0,1,22,144.0,0,modelled
nisc001:228026,nisc001:228037,Pacific Hwy at York Cres,Pacific Hwy at Patrick St,other,other,101.1,126.4,101.1,0,1,22,123.1,0,modelled
nisc001:228027,nisc001:228036,Pacific Hwy opp Old Belmont Rd,Pacific Hwy at Old Belmont Rd,other,other,48.1,60.1,48.1,0,0,0,48.1,0,modelled
nisc001:228027,nisc001:228071,Pacific Hwy opp Old Belmont Rd,Wommara Ave after Pacific Hwy,other,other,149.4,186.7,149.4,0,1,22,171.4,0,modelled
nisc001:228027,nisc001:228095,Pacific Hwy opp Old Belmont Rd,Old Belmont Rd opp Belmont Neighbourhood Centre,other,other,140.3,175.4,140.3,0,1,22,162.3,0,modelled
nisc001:228027,nisc001:228096,Pacific Hwy opp Old Belmont Rd,"Belmont Neighbourhood Centre, Old Belmont Rd",other,other,110.4,138.1,110.4,0,1,22,132.4,0,modelled
nisc001:228028,nisc001:228035,Pacific Hwy at Avonlea St,Pacific Hwy opp Avonlea St,other,other,40.4,50.6,40.4,0,0,0,40.4,0,modelled
nisc001:228029,nisc001:228034,Pacific Hwy after Avonlea St,Pacific Hwy before Avonlea St,other,other,22.2,27.7,22.2,0,0,0,22.2,0,modelled
nisc001:228030,nisc001:228054,Pacific Hwy after Ntaba Rd,Pacific Hwy opp Ntaba Rd,other,other,59.7,74.7,59.7,0,0,0,59.7,0,modelled
nisc001:228031,nisc001:228053,Pacific Hwy opp 120,120 Pacific Hwy,other,other,54.1,67.6,54.1,0,0,0,54.1,0,modelled
nisc001:228032,nisc001:228052,Pacific Hwy before Dalrymple St,Pacific Hwy opp Dalrymple St,other,other,54.0,67.5,54.0,0,0,0,54.0,0,modelled
nisc001:228036,nisc001:228095,Pacific Hwy at Old Belmont Rd,Old Belmont Rd opp Belmont Neighbourhood Centre,other,other,101.0,126.2,101.0,0,1,22,123.0,0,modelled
nisc001:228036,nisc001:228096,Pacific Hwy at Old Belmont Rd,"Belmont Neighbourhood Centre, Old Belmont Rd",other,other,69.6,87.0,69.6,0,1,22,91.6,0,modelled
nisc001:228056,nisc001:229040,Pacific Hwy at South St,Pacific Hwy opp South St,other,other,113.2,141.5,113.2,0,1,22,135.2,0,modelled
nisc001:228059,nisc001:228078,Railway Cres after Kalaroo Rd,Wommara Ave at Railway Cres,other,other,103.0,128.7,103.0,0,1,22,125.0,0,modelled
nisc001:228059,nisc001:228079,Railway Cres after Kalaroo Rd,Railway Cres before Kalaroo Rd,other,other,22.5,28.1,22.5,0,0,0,22.5,0,modelled
nisc001:228060,nisc001:228062,Railway Cres after Wommara Ave,Wommara Ave after Railway Cres,other,other,78.0,97.4,78.0,0,1,22,100.0,0,modelled
nisc001:228060,nisc001:228074,Railway Cres after Wommara Ave,Wommara Ave before Warrior St,other,other,81.2,101.5,81.2,0,1,22,103.2,0,modelled
nisc001:228062,nisc001:228074,Wommara Ave after Railway Cres,Wommara Ave before Warrior St,other,other,103.4,129.2,103.4,0,1,22,125.4,0,modelled
nisc001:228063,nisc001:228064,Wommara Ave after Prince St,Wommara Ave at Golding Ave,other,other,76.8,96.0,76.8,0,1,22,98.8,0,modelled
nisc001:228066,nisc001:228072,Wommara Ave before Chief St,Wommara Ave opp Master St,other,other,49.6,62.0,49.6,0,0,0,49.6,0,modelled
nisc001:228067,nisc001:228068,"Belmont Christian College, John Fisher Rd","Belmont Christian College, John Fisher Rd",other,other,11.3,14.1,11.3,0,0,0,11.3,0,modelled
nisc001:228067,nisc001:228069,"Belmont Christian College, John Fisher Rd","Belmont Christian College, John Fisher Rd",other,other,44.4,55.5,44.4,0,0,0,44.4,0,modelled
nisc001:228067,nisc001:228070,"Belmont Christian College, John Fisher Rd","Belmont Christian College, John Fisher Rd",other,other,62.4,78.0,62.4,0,1,22,84.4,0,modelled
nisc001:228068,nisc001:228069,"Belmont Christian College, John Fisher Rd","Belmont Christian College, John Fisher Rd",other,other,33.4,41.7,33.4,0,0,0,33.4,0,modelled
nisc001:228068,nisc001:228070,"Belmont Christian College, John Fisher Rd","Belmont Christian College, John Fisher Rd",other,other,51.2,64.0,51.2,0,0,0,51.2,0,modelled
nisc001:228069,nisc001:228070,"Belmont Christian College, John Fisher Rd","Belmont Christian College, John Fisher Rd",other,other,18.4,22.9,18.4,0,0,0,18.4,0,modelled
nisc001:228074,nisc001:228078,Wommara Ave before Warrior St,Wommara Ave at Railway Cres,other,other,111.9,139.9,111.9,0,1,22,133.9,0,modelled
nisc001:228075,nisc001:228076,"Holy Family Anglican Church, Ntaba Rd",Ntaba Rd opp Holy Family Anglican Church,other,other,20.4,25.5,20.4,0,0,0,20.4,0,modelled
nisc001:228075,nisc001:228084,"Holy Family Anglican Church, Ntaba Rd","Holy Family Anglican Church, Harrison St",other,other,79.0,98.8,79.0,0,1,22,101.0,0,modelled
nisc001:228076,nisc001:228084,Ntaba Rd opp Holy Family Anglican Church,"Holy Family Anglican Church, Harrison St",other,other,94.4,118.0,94.4,0,1,22,116.4,0,modelled
nisc001:228078,nisc001:228079,Wommara Ave at Railway Cres,Railway Cres before Kalaroo Rd,other,other,112.3,140.4,112.3,0,1,22,134.3,0,modelled
nisc001:228088,nisc001:228091,Harrison St at Somerset St,Old Belmont Rd before Harlo St,other,other,146.9,183.6,146.9,0,1,22,168.9,0,modelled
nisc001:228092,nisc001:228099,Old Belmont Rd at Arlington St,Old Belmont Rd after Leicester Ave,other,other,78.4,98.0,78.4,0,1,22,100.4,0,modelled
nisc001:228093,nisc001:228098,Old Belmont Rd at Bangalla St,Old Belmont Rd opp Bangalla St,other,other,24.6,30.7,24.6,0,0,0,24.6,0,modelled
nisc001:228094,nisc001:228097,"Belmont North Public School, Old Belmont Rd",Old Belmont Rd opp Belmont North Public School,other,other,20.4,25.5,20.4,0,0,0,20.4,0,modelled
nisc001:228095,nisc001:228096,Old Belmont Rd opp Belmont Neighbourhood Centre,"Belmont Neighbourhood Centre, Old Belmont Rd",other,other,31.5,39.4,31.5,0,0,0,31.5,0,modelled
nisc001:228118,nisc001:228132,"Swansea Library, Pacific Hwy",Bowman St opp Swansea Library,other,other,80.5,100.6,80.5,0,1,22,102.5,0,modelled
nisc001:228119,nisc001:228120,Pacific Hwy after Lake Rd,Pacific Hwy opp Peel St,other,other,145.4,181.7,145.4,0,1,22,167.4,0,modelled
nisc001:228119,nisc001:228130,Pacific Hwy after Lake Rd,Bowman St at Peel St,other,other,124.3,155.4,124.3,0,1,22,146.3,0,modelled
nisc001:228119,nisc001:228131,Pacific Hwy after Lake Rd,Bowman St opp Lake Rd,other,other,124.1,155.2,124.1,0,1,22,146.1,0,modelled
nisc001:228120,nisc001:228130,Pacific Hwy opp Peel St,Bowman St at Peel St,other,other,61.0,76.3,61.0,0,1,22,83.0,0,modelled
nisc001:228121,nisc001:228129,Pacific Hwy after Little Pelican,Pacific Hwy opp Little Pelican Rd,other,other,48.3,60.4,48.3,0,0,0,48.3,0,modelled
nisc001:228122,nisc001:228128,Pacific Hwy after Turea St,Pacific Hwy after Gommera St,other,other,137.8,172.3,137.8,0,1,22,159.8,0,modelled
nisc001:228122,nisc001:228166,Pacific Hwy after Turea St,Gommera St after Pacific Hwy,other,other,127.0,158.7,127.0,0,1,22,149.0,0,modelled
nisc001:228123,nisc001:228127,Pacific Hwy opp Pelican Flat Park,"Pelican Flat Park, Pacific Hwy",other,other,28.8,36.0,28.8,0,0,0,28.8,0,modelled
nisc001:228124,nisc001:228126,Pacific Hwy opp Maneela St,Pacific Hwy at Maneela St,other,other,82.3,102.8,82.3,0,1,22,104.3,0,modelled
nisc001:228125,nisc001:228142,Pacific Hwy at Awabakal Ave,Pacific Hwy at Soldiers Rd,other,other,73.5,91.9,73.5,0,1,22,95.5,0,modelled
nisc001:228125,nisc001:2281250,Pacific Hwy at Awabakal Ave,Soldiers Rd after Pacific Hwy,other,other,66.0,82.5,66.0,0,1,22,88.0,0,modelled
nisc001:228128,nisc001:228166,Pacific Hwy after Gommera St,Gommera St after Pacific Hwy,other,other,81.2,101.4,81.2,0,1,22,103.2,0,modelled
nisc001:228154,nisc001:228173,Awabakal Ave opp Cudgee St,Awabakal Ave at Cudgee St,other,other,19.3,24.1,19.3,0,0,0,19.3,0,modelled
nisc001:228155,nisc001:228172,Ungala Rd opp Mallawa St,Ungala Rd before Mallawa St,other,other,62.9,78.6,62.9,0,1,22,84.9,0,modelled
nisc001:228160,nisc001:228171,Ungala Rd opp Carawa St,Ungala Rd before Carawa St,other,other,20.7,25.8,20.7,0,0,0,20.7,0,modelled
nisc001:228161,nisc001:228170,Ungala Rd opp Tirriki St,Ungala Rd before Tirriki St,other,other,21.4,26.7,21.4,0,0,0,21.4,0,modelled
nisc001:228162,nisc001:228169,Ungala Rd opp Kolang St,Ungala Rd before Kolang St,other,other,19.6,24.5,19.6,0,0,0,19.6,0,modelled
nisc001:228163,nisc001:228168,"Swansea Belmont SLSC, Ungala Rd",Gommera St after Ungala Rd,other,other,56.8,71.0,56.8,0,0,0,56.8,0,modelled
nisc001:228164,nisc001:228167,"Belmont Swansea United Soccer Club, Gommera St",Gommera St opp Belmont Swansea United Soccer Club,other,other,78.6,98.3,78.6,0,1,22,100.6,0,modelled
nisc001:228164,nisc001:228168,"Belmont Swansea United Soccer Club, Gommera St",Gommera St after Ungala Rd,other,other,140.0,175.0,140.0,0,1,22,162.0,0,modelled
nisc001:228184,nisc001:228185,Park Ave opp Caves Beach Tennis Club,137 Park Ave,other,other,143.6,179.5,143.6,0,1,22,165.6,0,modelled
nisc001:228211,nisc001:228212,Macquarie Rd before Hillsborough Rd,Macquarie Rd after Medcalf St,other,other,26.1,32.7,26.1,0,0,0,26.1,0,modelled
nisc001:228215,nisc001:228233,Medcalf St at Walker St,"Lakelands Tennis Courts, Medcalf St",other,other,98.8,123.5,98.8,0,1,22,120.8,0,modelled
nisc001:228216,nisc001:228227,Medcalf St at Albert St,Medcalf St opp Albert St,other,other,27.8,34.7,27.8,0,0,0,27.8,0,modelled
nisc001:228217,nisc001:228226,Medcalf St opp Biddabah Public School,"Biddabah Public School, Medcalf St",other,other,31.2,39.1,31.2,0,0,0,31.2,0,modelled
nisc001:228218,nisc001:228225,Medcalf St at Vincent St,Medcalf Rd after Vincent St,other,other,28.0,35.0,28.0,0,0,0,28.0,0,modelled
nisc001:228219,nisc001:228222,The Esplanade before Seaman Ave,The Esplanade opp Seaman Ave,other,other,47.3,59.1,47.3,0,0,0,47.3,0,modelled
nisc001:228219,nisc001:228223,The Esplanade before Seaman Ave,Fairfax Rd after The Esplanade,other,other,110.6,138.3,110.6,0,1,22,132.6,0,modelled
nisc001:228220,nisc001:228221,The Esplanade opp Warner Reserve,"Warner Reserve, The Esplanade",other,other,29.7,37.1,29.7,0,0,0,29.7,0,modelled
nisc001:228220,nisc001:228222,The Esplanade opp Warner Reserve,The Esplanade opp Seaman Ave,other,other,146.9,183.6,146.9,0,1,22,168.9,0,modelled
nisc001:228224,nisc001:2284107,Fairfax Rd after Vincent St,Thompson Rd after Fairfax Rd,other,other,78.4,98.0,78.4,0,1,22,100.4,0,modelled
nisc001:228226,nisc001:228227,"Biddabah Public School, Medcalf St",Medcalf St opp Albert St,other,other,146.8,183.5,146.8,0,1,22,168.8,0,modelled
nisc001:228230,nisc001:228231,Ambleside Cct opp Ulverston Way,Ambleside Cct at Whitehaven Dr,other,other,139.8,174.8,139.8,0,1,22,161.8,0,modelled
nisc001:228234,nisc001:228235,King St after Hillsborough Rd,"Warners Bay High School, Myles Ave",other,other,110.1,137.6,110.1,0,1,22,132.1,0,modelled
nisc001:228234,nisc001:228236,King St after Hillsborough Rd,"Warners Bay High School, Myles Ave",other,other,117.8,147.3,117.8,0,1,22,139.8,0,modelled
nisc001:228234,nisc001:228237,King St after Hillsborough Rd,"Warners Bay High School, Myles Ave",other,other,130.5,163.1,130.5,0,1,22,152.5,0,modelled
nisc001:228234,nisc001:228269,King St after Hillsborough Rd,King St opp Myles Ave,other,other,21.9,27.4,21.9,0,0,0,21.9,0,modelled
nisc001:228235,nisc001:228236,"Warners Bay High School, Myles Ave","Warners Bay High School, Myles Ave",other,other,14.2,17.7,14.2,0,0,0,14.2,0,modelled
nisc001:228235,nisc001:228237,"Warners Bay High School, Myles Ave","Warners Bay High School, Myles Ave",other,other,32.6,40.7,32.6,0,0,0,32.6,0,modelled
nisc001:228235,nisc001:228239,"Warners Bay High School, Myles Ave","Warners Bay High School, Myles Ave",other,other,139.3,174.2,139.3,0,1,22,161.3,0,modelled
nisc001:228235,nisc001:228260,"Warners Bay High School, Myles Ave",Myles Ave opp Warners Bay High School,other,other,54.2,67.7,54.2,0,0,0,54.2,0,modelled
nisc001:228235,nisc001:228269,"Warners Bay High School, Myles Ave",King St opp Myles Ave,other,other,127.7,159.6,127.7,0,1,22,149.7,0,modelled
nisc001:228236,nisc001:228237,"Warners Bay High School, Myles Ave","Warners Bay High School, Myles Ave",other,other,18.4,23.0,18.4,0,0,0,18.4,0,modelled
nisc001:228236,nisc001:228239,"Warners Bay High School, Myles Ave","Warners Bay High School, Myles Ave",other,other,125.2,156.5,125.2,0,1,22,147.2,0,modelled
nisc001:228236,nisc001:228260,"Warners Bay High School, Myles Ave",Myles Ave opp Warners Bay High School,other,other,41.3,51.7,41.3,0,0,0,41.3,0,modelled
nisc001:228236,nisc001:228269,"Warners Bay High School, Myles Ave",King St opp Myles Ave,other,other,136.6,170.7,136.6,0,1,22,158.6,0,modelled
nisc001:228237,nisc001:228239,"Warners Bay High School, Myles Ave","Warners Bay High School, Myles Ave",other,other,106.8,133.5,106.8,0,1,22,128.8,0,modelled
nisc001:228237,nisc001:228260,"Warners Bay High School, Myles Ave",Myles Ave opp Warners Bay High School,other,other,25.8,32.2,25.8,0,0,0,25.8,0,modelled
nisc001:228239,nisc001:228240,"Warners Bay High School, Myles Ave",Myles Ave at Biddabah Ave,other,other,146.1,182.6,146.1,0,1,22,168.1,0,modelled
nisc001:228239,nisc001:228257,"Warners Bay High School, Myles Ave",Myles Ave opp Biddabah Ave,other,other,149.4,186.8,149.4,0,1,22,171.4,0,modelled
nisc001:228239,nisc001:228260,"Warners Bay High School, Myles Ave",Myles Ave opp Warners Bay High School,other,other,90.2,112.8,90.2,0,1,22,112.2,0,modelled
nisc001:228240,nisc001:228257,Myles Ave at Biddabah Ave,Myles Ave opp Biddabah Ave,other,other,12.8,16.0,12.8,0,0,0,12.8,0,modelled
nisc001:228242,nisc001:228255,Myles Ave opp Vennard St,Myles Ave at Vennard St,other,other,33.6,42.0,33.6,0,0,0,33.6,0,modelled
nisc001:228243,nisc001:228253,Vennard St after Myles Ave,Vennard St at East St,other,other,119.9,149.9,119.9,0,1,22,141.9,0,modelled
nisc001:228243,nisc001:228254,Vennard St after Myles Ave,Vennard St after East St,other,other,20.1,25.1,20.1,0,0,0,20.1,0,modelled
nisc001:228244,nisc001:228253,East St opp Vennard St,Vennard St at East St,other,other,54.1,67.6,54.1,0,0,0,54.1,0,modelled
nisc001:228244,nisc001:228254,East St opp Vennard St,Vennard St after East St,other,other,149.6,186.9,149.6,0,1,22,171.6,0,modelled
nisc001:228245,nisc001:228252,East St opp Wellings St,East St at Wellings St,other,other,65.0,81.3,65.0,0,1,22,87.0,0,modelled
nisc001:228246,nisc001:228251,East St opp Nott St,East St after Nott St,other,other,21.8,27.2,21.8,0,0,0,21.8,0,modelled
nisc001:228247,nisc001:228250,Yorston St opp Pring St,Yorston St at Pring St,other,other,15.2,19.0,15.2,0,0,0,15.2,0,modelled
nisc001:228247,nisc001:228261,Yorston St opp Pring St,King St after Pring St,other,other,139.1,173.9,139.1,0,1,22,161.1,0,modelled
nisc001:228248,nisc001:228249,Yorston St after Holt St,Yorston St opp Holt St,other,other,42.7,53.3,42.7,0,0,0,42.7,0,modelled
nisc001:228248,nisc001:228262,Yorston St after Holt St,King St opp Charles St,other,other,145.0,181.2,145.0,0,1,22,167.0,0,modelled
nisc001:228248,nisc001:228263,Yorston St after Holt St,St Mary's PS before Warner St,other,other,113.3,141.7,113.3,0,1,22,135.3,0,modelled
nisc001:228248,nisc001:228274,Yorston St after Holt St,Bayview St after King St,other,other,121.7,152.1,121.7,0,1,22,143.7,0,modelled
nisc001:228248,nisc001:228275,Yorston St after Holt St,Bayview St opp St Mary's Primary School,other,other,137.3,171.7,137.3,0,1,22,159.3,0,modelled
nisc001:228249,nisc001:228262,Yorston St opp Holt St,King St opp Charles St,other,other,135.1,168.9,135.1,0,1,22,157.1,0,modelled
nisc001:228249,nisc001:228274,Yorston St opp Holt St,Bayview St after King St,other,other,147.0,183.7,147.0,0,1,22,169.0,0,modelled
nisc001:228250,nisc001:228261,Yorston St at Pring St,King St after Pring St,other,other,124.4,155.5,124.4,0,1,22,146.4,0,modelled
nisc001:228253,nisc001:228254,Vennard St at East St,Vennard St after East St,other,other,102.6,128.2,102.6,0,1,22,124.6,0,modelled
nisc001:228258,nisc001:228259,Yorston St before East St,Yorston St opp Nott St,other,other,48.3,60.4,48.3,0,0,0,48.3,0,modelled
nisc001:228261,nisc001:228268,King St after Pring St,King St at Margaret St,other,other,44.6,55.7,44.6,0,0,0,44.6,0,modelled
nisc001:228261,nisc001:228270,King St after Pring St,Margaret St after King St,other,other,119.6,149.6,119.6,0,1,22,141.6,0,modelled
nisc001:228262,nisc001:228267,King St opp Charles St,King St after Charles St,other,other,26.7,33.4,26.7,0,0,0,26.7,0,modelled
nisc001:228262,nisc001:228274,King St opp Charles St,Bayview St after King St,other,other,115.6,144.4,115.6,0,1,22,137.6,0,modelled
nisc001:228263,nisc001:228274,St Mary's PS before Warner St,Bayview St after King St,other,other,86.9,108.7,86.9,0,1,22,108.9,0,modelled
nisc001:228263,nisc001:228275,St Mary's PS before Warner St,Bayview St opp St Mary's Primary School,other,other,91.2,114.0,91.2,0,1,22,113.2,0,modelled
nisc001:228263,nisc001:228291,St Mary's PS before Warner St,Warner St after Bayview St,other,other,66.0,82.5,66.0,0,1,22,88.0,0,modelled
nisc001:228264,nisc001:228272,John St opp Warners Bay Village Shopping Centre,The Esplanade before King St,other,other,112.7,140.9,112.7,0,1,22,134.7,0,modelled
nisc001:228264,nisc001:228273,John St opp Warners Bay Village Shopping Centre,The Esplanade opp King St,other,other,135.4,169.3,135.4,0,1,22,157.4,0,modelled
nisc001:228267,nisc001:228274,King St after Charles St,Bayview St after King St,other,other,139.9,174.9,139.9,0,1,22,161.9,0,modelled
nisc001:228268,nisc001:228270,King St at Margaret St,Margaret St after King St,other,other,75.1,93.9,75.1,0,1,22,97.1,0,modelled
nisc001:228268,nisc001:228271,King St at Margaret St,Lake St at Martin St,other,other,139.6,174.4,139.6,0,1,22,161.6,0,modelled
nisc001:228270,nisc001:228271,Margaret St after King St,Lake St at Martin St,other,other,98.5,123.1,98.5,0,1,22,120.5,0,modelled
nisc001:228272,nisc001:228273,The Esplanade before King St,The Esplanade opp King St,other,other,22.7,28.4,22.7,0,0,0,22.7,0,modelled
nisc001:228274,nisc001:228291,Bayview St after King St,Warner St after Bayview St,other,other,73.2,91.6,73.2,0,1,22,95.2,0,modelled
nisc001:228276,nisc001:228299,Bayview St before Carwood Cl,Bayview St opp Carwood Cl,other,other,77.7,97.1,77.7,0,1,22,99.7,0,modelled
nisc001:228277,nisc001:228282,Bayview St before Andrew St,Mills St at Bayview St,other,other,98.7,123.4,98.7,0,1,22,120.7,0,modelled
nisc001:228277,nisc001:228297,Bayview St before Andrew St,Mills St before Bayview St,other,other,95.5,119.4,95.5,0,1,22,117.5,0,modelled
nisc001:228277,nisc001:228298,Bayview St before Andrew St,Bayview St at Barbara St,other,other,50.2,62.8,50.2,0,0,0,50.2,0,modelled
nisc001:228278,nisc001:228281,Bayview St after Gayton Cl,Bayview St after Panorama Pde,other,other,17.9,22.4,17.9,0,0,0,17.9,0,modelled
nisc001:228279,nisc001:228280,Bayview St after Taylor Cres,Bayview St opp Taylor Cres,other,other,40.0,50.0,40.0,0,0,0,40.0,0,modelled
nisc001:228282,nisc001:228297,Mills St at Bayview St,Mills St before Bayview St,other,other,28.7,35.9,28.7,0,0,0,28.7,0,modelled
nisc001:228282,nisc001:228298,Mills St at Bayview St,Bayview St at Barbara St,other,other,137.4,171.8,137.4,0,1,22,159.4,0,modelled
nisc001:228283,nisc001:228296,Mills St before Gregory Pde,Mills St opp Gregory Pde,other,other,15.6,19.4,15.6,0,0,0,15.6,0,modelled
nisc001:228284,nisc001:228295,Mills St opp Bucklee Cres,Mills St opp Jonathan St,other,other,50.7,63.3,50.7,0,0,0,50.7,0,modelled
nisc001:228285,nisc001:228288,Jonathan St at Warners Bay Rd,Jonathan St after Warners Bay Rd,other,other,35.5,44.4,35.5,0,0,0,35.5,0,modelled
nisc001:228286,nisc001:228287,Warners Bay Rd at Punt Rd,Warners Bay Rd at Augusta St,other,other,85.5,106.9,85.5,0,1,22,107.5,0,modelled
nisc001:228290,nisc001:228292,Queen St after James St,Queen St before James St,other,other,40.8,51.0,40.8,0,0,0,40.8,0,modelled
nisc001:228297,nisc001:228298,Mills St before Bayview St,Bayview St at Barbara St,other,other,125.3,156.6,125.3,0,1,22,147.3,0,modelled
nisc001:228412,nisc001:228413,Main Rd after Parrot St,Main Rd before Parrot St,other,other,17.5,21.9,17.5,0,0,0,17.5,0,modelled
nisc001:228431,nisc001:228432,Lake Rd before Creek Reserve Rd,Lake Rd opp Creek Reserve Rd,other,other,78.1,97.6,78.1,0,1,22,100.1,0,modelled
nisc001:228431,sydneytrains:2284171,Lake Rd before Creek Reserve Rd,Cockle Creek Station Platform 1,other,heavy_rail,94.6,118.3,94.6,0,1,22,116.6,0,modelled
nisc001:228431,sydneytrains:2284172,Lake Rd before Creek Reserve Rd,Cockle Creek Station Platform 2,other,heavy_rail,105.0,131.3,105.0,0,1,22,127.0,0,modelled
nisc001:228432,sydneytrains:2284171,Lake Rd opp Creek Reserve Rd,Cockle Creek Station Platform 1,other,heavy_rail,169.9,212.4,169.9,0,1,22,191.9,0,modelled
nisc001:228432,sydneytrains:2284172,Lake Rd opp Creek Reserve Rd,Cockle Creek Station Platform 2,other,heavy_rail,180.4,225.5,180.4,0,1,22,202.4,0,modelled
nisc001:228433,nisc001:228443,Main Rd opp Albert Reserve,"Albert Reserve, Main Rd",other,other,21.7,27.2,21.7,0,0,0,21.7,0,modelled
nisc001:228434,nisc001:228442,Main Rd after Fourth St,Main Rd at Fourth St,other,other,71.5,89.4,71.5,0,1,22,93.5,0,modelled
nisc001:228437,nisc001:228439,Lake Rd at Princess St,Lake Rd at Victoria St,other,other,22.5,28.1,22.5,0,0,0,22.5,0,modelled
nisc001:228438,nisc001:228461,Lake Rd after Park Ave,Lake Rd at McLaughlin St,other,other,111.5,139.4,111.5,0,1,22,133.5,0,modelled
nisc001:228441,nisc001:228484,Main Rd after First St,Main Rd at First St,other,other,14.9,18.6,14.9,0,0,0,14.9,0,modelled
nisc001:228462,nisc001:228488,Lake Rd at Waratah St,Lake Rd opp Waratah St,other,other,47.3,59.1,47.3,0,0,0,47.3,0,modelled
nisc001:228465,nisc001:228485,Lake Rd opp Club Macquarie,"Waratah Golf Club, Lake Rd",other,other,76.7,95.8,76.7,0,1,22,98.7,0,modelled
nisc001:228465,sydneytrains:2284171,Lake Rd opp Club Macquarie,Cockle Creek Station Platform 1,other,heavy_rail,209.9,262.3,209.9,0,1,22,231.9,0,modelled
nisc001:228465,sydneytrains:2284172,Lake Rd opp Club Macquarie,Cockle Creek Station Platform 2,other,heavy_rail,201.8,252.2,201.8,0,1,22,223.8,0,modelled
nisc001:228467,nisc001:228468,"Stockland Glendale, Stand D","Stockland Glendale, Stand E",other,other,14.9,18.6,14.9,0,0,0,14.9,0,modelled
nisc001:228467,nisc001:228470,"Stockland Glendale, Stand D","Stockland Glendale, Stand G",other,other,49.5,61.9,49.5,0,0,0,49.5,0,modelled
nisc001:228468,nisc001:228470,"Stockland Glendale, Stand E","Stockland Glendale, Stand G",other,other,34.6,43.3,34.6,0,0,0,34.6,0,modelled
nisc001:228479,nisc001:228499,Main Rd opp Nord St,Main Rd at Nord St,other,other,16.7,20.9,16.7,0,0,0,16.7,0,modelled
nisc001:228480,nisc001:228498,"Speers Point Library, Main Rd",Main Rd opp Speers Point Library,other,other,19.2,24.0,19.2,0,0,0,19.2,0,modelled
nisc001:228481,nisc001:228497,Main Rd at Eighth St,Main Rd at Eighth St,other,other,69.2,86.5,69.2,0,1,22,91.2,0,modelled
nisc001:228485,sydneytrains:2284171,"Waratah Golf Club, Lake Rd",Cockle Creek Station Platform 1,other,heavy_rail,276.9,346.1,276.9,0,1,22,298.9,0,modelled
nisc001:228485,sydneytrains:2284172,"Waratah Golf Club, Lake Rd",Cockle Creek Station Platform 2,other,heavy_rail,267.8,334.8,267.8,0,1,22,289.8,0,modelled
nisc001:228486,nisc001:228494,Lake Rd opp NSW Mines Rescue Service,"NSW Mines Rescue Service, Lake Rd",other,other,22.3,27.8,22.3,0,0,0,22.3,0,modelled
