stop_id,stop_name,stop_lat,stop_lon,modes_served,n_routes,location_type,parent_station,platform_geom,shelter,seating,real_time_info,step_free,platform_height_mm,interchange_group_id,attribute_source
nisc001:230335,Clyde St opp Phillips St,-32.911824,151.734502,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230336,Clyde St opp Newcastle St,-32.912269,151.737447,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230337,Newcastle St at Boreas Rd,-32.914785,151.73739,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230338,Boreas Rd at Chatham Rd,-32.915134,151.738903,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230339,Chatham Rd at Donald St,-32.917855,151.738629,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230340,Chatham Rd at Donald St,-32.917745,151.738449,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230341,Boreas Rd at Newcastle St,-32.915029,151.737461,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230342,Clyde St after Newcastle St,-32.912392,151.737145,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230343,Clyde St after Phillips St,-32.911948,151.734243,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230344,Beaumont St at Tudor St,-32.923665,151.746835,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230345,Beaumont St at Lindsay St,-32.922081,151.747189,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230346,Donald St at Beaumont St,-32.919778,151.747383,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230348,Donald St before Samdon St,-32.919185,151.743491,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230349,Donald St at Samdon St,-32.918858,151.743267,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230351,Beaumont St at Donald St,-32.920121,151.747794,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230353,Beaumont St at James St,-32.92283,151.747221,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230354,Beaumont St at Tudor St,-32.92436,151.7469,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230355,Lawson St at Denison St,-32.925833,151.749008,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230356,Lawson St at Denison St,-32.925705,151.748838,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230371,Lawson St at Kemp St,-32.929477,151.748079,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230372,Lawson St at Kemp St,-32.929245,151.748318,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230373,Lawson St at Jenner Pde,-32.932152,151.74771,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230374,Lawson St at Jenner Pde,-32.93206,151.74754,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230375,Lawson St at Darling St,-32.933854,151.747376,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230376,Lawson St after Darling St,-32.933635,151.747219,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230377,Darling St before Beaumont St,-32.933844,151.745515,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230378,Darling St at Beaumont St,-32.933672,151.745507,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230382,Fowler St after Hassall St,-32.935215,151.740148,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230383,Fowler St at Beaumont St,-32.935807,151.744268,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230384,Fowler St after Beaumont St,-32.93591,151.743806,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230385,Fowler St before Hassall St,-32.935462,151.740465,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230386,Fowler St at Coady St,-32.934673,151.738305,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230387,Fowler St opp Coady St,-32.93463,151.738498,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230390,"Newcastle High School, Parkway Ave",-32.932271,151.756864,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230391,Stewart Ave at Cram St,-32.935591,151.74979,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230392,Stewart Ave opp Cram St,-32.935454,151.749621,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230398,Stewart Ave at Dumaresq St,-32.92945,151.755299,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230399,Stewart Ave at Hebburn St,-32.928065,151.756634,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230411,Maud St at Morris St,-32.893331,151.722652,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230412,Industrial Dr opp Avon St,-32.891101,151.742943,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230416,Maud St opp Miller St,-32.893887,151.722366,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230417,Maitland Rd at Hanbury St,-32.897508,151.736993,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230418,Maitland Rd opp Valencia St,-32.899098,151.739045,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230419,Maitland Rd before Valencia St,-32.899353,151.739066,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230421,Industrial Dr after William St,-32.891481,151.743964,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230425,Maitland Rd opp Wallsend Rd,-32.871989,151.711073,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230426,Maitland Rd at Mangrove Rd,-32.873831,151.7122,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230429,Vine St at Wye St,-32.892672,151.740376,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230432,Maitland Rd at Church St,-32.900141,151.740452,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230433,Maitland Rd before Havelock St,-32.901605,151.742527,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230434,Maitland Rd at Carrington St,-32.902991,151.744323,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230435,Maitland Rd at Tarin St,-32.904681,151.74613,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230436,Maitland Rd opp Tarin St,-32.905374,151.746366,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230437,Maitland Rd at Silsoe St,-32.903164,151.744261,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230438,Maitland Rd at Corona St,-32.901947,151.742469,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230439,Maitland Rd opp Church St,-32.900694,151.740765,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230441,Pacific Hwy opp Ferry Rd,-32.872821,151.711138,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230447,Barton St at Maitland Rd,-32.896151,151.735708,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230448,Barton St at Crebert St,-32.894342,151.736076,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230449,"St Johns Presbyterian Church, Hanbury St",-32.900152,151.733374,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230450,Hanbury St at Railway Tce,-32.90172,151.731598,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230451,Hanbury St opp Sunderland St,-32.901557,151.731536,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230457,Maud St opp Basil St,-32.890493,151.725675,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230458,Maud St at Basil St,-32.890768,151.725158,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230459,Maitland Rd opp Elizabeth St,-32.895996,151.734733,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230460,Maitland Rd opp Gamack St,-32.894347,151.732407,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230461,Maitland Rd at Frith St,-32.892586,151.729996,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230463,Maitland Rd after Stedman St,-32.890444,151.727202,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230464,Maitland Rd after Carandotta St,-32.888367,151.724124,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230465,Terry St at Maitland Rd,-32.883632,151.719691,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230469,Barton St at Maitland Rd,-32.896441,151.735854,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230471,Maitland Rd after Terry St,-32.884587,151.719656,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230473,Maitland Rd after Werribi St,-32.890105,151.727024,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230474,Maitland Rd opp Burnett St,-32.891226,151.728595,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230475,Maitland Rd at Tourle St,-32.892682,151.730413,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230476,Maitland Rd at Gamack St,-32.894165,151.732467,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230477,Maitland Rd at Elizabeth St,-32.895816,151.734795,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230490,Warabrook Bvd before Casuarina Cct,-32.887742,151.720316,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230491,Casuarina Cct opp Callistemon Cl,-32.889371,151.720004,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230492,"BaptistCare Warabrook Centre, Casuarina Cct",-32.888282,151.721078,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230493,Casuarina Cct opp 31,-32.888629,151.723307,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230494,"Casuarina Cct Reserve, Casuarina Cct",-32.890807,151.721918,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230495,Casuarina Cct before Callistemon Cl,-32.889778,151.720116,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230496,Angophora Dr opp Warabrook Shopping Centre,-32.886739,151.718417,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230497,Angophora Dr opp Viola Way,-32.885083,151.717821,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230498,Angophora Dr after Floribunda Cl,-32.882665,151.716883,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230499,Angophora Dr opp Olearia Cres,-32.881623,151.716492,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230514,"John Hunter Hospital, Kookaburra Cct",-32.922681,151.692585,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230515,Turton Rd at Young Rd,-32.918359,151.724292,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230517,Bridges Rd at Sketchley Pde,-32.925913,151.718558,other,10,,,,-1,-1,-1,-1,0,,assumed
nisc001:230518,Bridges Rd before St James Rd,-32.928559,151.716296,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230520,Bridges Rd at Penman St,-32.935051,151.712555,other,11,,,,-1,-1,-1,-1,0,,assumed
nisc001:230523,Turton Rd opp Monash Rd,-32.920448,151.723909,other,10,,,,-1,-1,-1,-1,0,,assumed
nisc001:230524,Turton Rd opp Rex Ave,-32.92212,151.723447,other,9,,,,-1,-1,-1,-1,0,,assumed
nisc001:230525,Turton Rd opp Young Rd,-32.918613,151.724428,other,10,,,,-1,-1,-1,-1,0,,assumed
nisc001:230530,Turton Rd after Lambton Rd,-32.922244,151.723167,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230531,Turton Rd at Monash Rd,-32.920401,151.723728,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230533,"Lambton High School, Young Rd",-32.917431,151.72268,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230535,"Lambton High School, Young Rd",-32.917156,151.722181,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230536,"Arthur Edden Oval, Wallarah Rd",-32.919262,151.719071,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230537,"Richard Ford Oval, Wallarah Rd",-32.919152,151.718934,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230539,Greta Rd at Thalaba Rd,-32.922359,151.72031,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230541,Hobart Rd before Wallarah Rd,-32.920916,151.718598,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230542,Hobart Rd opp Alfred Harker Memorial Oval,-32.920764,151.716098,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230543,Rugby Rd before Lambton Rd,-32.92084,151.714632,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230547,"Gwydir Park, Railway Rd",-32.918987,151.70884,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230548,Chiplin St after Wickham Rd,-32.920532,151.707052,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230549,Chiplin St after Florida Ave,-32.918792,151.705331,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230550,Mitchell Ave at Florida Ave,-32.917373,151.704683,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230558,Rugby Rd after Lambton Rd,-32.920668,151.714602,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230559,"Alfred Harker Memorial Oval, Hobart Rd",-32.920593,151.716122,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230560,Hobart Rd at Henderson St,-32.920987,151.719325,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230561,Hobart Rd opp Tyrone Rd,-32.918753,151.712598,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230562,Hobart Rd at Tyrone Rd,-32.918857,151.713024,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230564,Croudace St before Russell Rd,-32.920363,151.702533,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230565,Russell Rd after Croudace St,-32.921338,151.702647,other,9,,,,-1,-1,-1,-1,0,,assumed
nisc001:230566,Russell Rd opp Brett St,-32.921777,151.704074,other,9,,,,-1,-1,-1,-1,0,,assumed
nisc001:230568,Russell Rd at Baker St,-32.922384,151.70876,other,9,,,,-1,-1,-1,-1,0,,assumed
nisc001:230569,Rugby Rd opp New Lambton Public School,-32.922405,151.711658,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230570,Alma Rd at Regent St,-32.922029,151.713695,other,9,,,,-1,-1,-1,-1,0,,assumed
nisc001:230571,Lambton Rd at Wallarah Rd,-32.922485,151.717656,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230573,Lambton Rd before Hobart Rd,-32.922815,151.721694,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230574,Lambton Rd at Greta Rd,-32.922933,151.719949,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230575,Lambton Rd at Wallarah Rd,-32.922724,151.718048,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230576,"New Lambton Community Centre, Alma Rd",-32.922329,151.714792,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230577,"New Lambton Public School, Rugby Rd",-32.922322,151.712301,other,12,,,,-1,-1,-1,-1,0,,assumed
nisc001:230578,Russell Rd opp Baker St,-32.922556,151.708736,other,11,,,,-1,-1,-1,-1,0,,assumed
nisc001:230580,Russell Rd before Brett St,-32.922013,151.704273,other,11,,,,-1,-1,-1,-1,0,,assumed
nisc001:230581,Croudace St opp Russell Rd,-32.920369,151.702298,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230583,Bridges Rd opp Penman St,-32.935318,151.712176,other,14,,,,-1,-1,-1,-1,0,,assumed
nisc001:230585,Carnley Ave at Birdwood St,-32.9346,151.70985,other,8,,,,-1,-1,-1,-1,0,,assumed
nisc001:230586,Carnley Ave before Orchardtown Rd,-32.935015,151.707654,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230587,Orchardtown Rd at Fay Ave,-32.935816,151.707142,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230588,Orchardtown Rd at Fay Ave,-32.935724,151.706951,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230589,Orchardtown Rd opp Myra St,-32.93354,151.707473,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230590,Orchardtown Rd at Jean St,-32.931251,151.707946,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230591,Queens Rd at High St,-32.929134,151.709079,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230592,Queens Rd at Evescourt Rd,-32.929211,151.710382,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230593,Evescourt Rd at St James Rd,-32.927206,151.710968,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230594,Evescourt Rd at Portland Pl,-32.924596,151.711594,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230596,"New Lambton Public School, Regent St",-32.922666,151.713301,other,6,,,,-1,-1,-1,-1,0,,assumed
nisc001:230599,"New Lambton Library, Regent St",-32.922514,151.713495,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230611,South St after Tomaree Way,-32.98777,151.677211,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230612,Merrigum St opp Bahloo Reserve,-32.988664,151.679038,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230613,Balemo Cres at Neikah Pl,-32.987435,151.68048,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230614,Balemo Cres opp Danina Way,-32.985891,151.682065,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230615,"Anglican Parish of Windale, Balemo Cres",-32.984626,151.680062,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230616,Balemo Cres opp Talinga Cl,-32.984507,151.679914,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230617,Balemo Cres at Danina Way,-32.985785,151.682206,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230618,Balemo Cres opp Neikah Pl,-32.987659,151.680327,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230619,"Bahloo Reserve, Merrigum St",-32.988702,151.679209,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230620,South St opp Tomaree Way,-32.987959,151.677155,other,7,,,,-1,-1,-1,-1,0,,assumed
nisc001:230622,South St opp Mick Bird Oval,-32.995533,151.683795,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230623,South St at Shade Lane,-32.993153,151.682996,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230624,"Windale Gateshead Bowling Club, Lake St",-32.991123,151.685552,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230625,Lake St opp Windale Gateshead Bowling Club,-32.991508,151.686081,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230626,"St Pius X Church, Lake St",-32.991979,151.683741,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230628,"Mick Bird Oval, South St",-32.995328,151.683959,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230629,Iona St at Lachlan St,-32.997943,151.682857,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230630,Manfred Ave at Lachlan St,-32.999224,151.681773,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230631,24 Manfred Ave,-32.999194,151.680241,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230632,Manfred Ave before Willandra Cres,-32.998786,151.678331,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230633,Willandra Cres opp Wakool St,-32.997326,151.677657,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230634,Lake St at Willandra Cres,-32.994736,151.678295,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230635,Lake St opp Wilga St,-32.993932,151.679912,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230636,Lake St opp Lake St Shops,-32.99264,151.682254,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230637,South St opp Bahloo Reserve,-32.989729,151.679954,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230638,"Bahloo Reserve, South St",-32.98954,151.679988,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230639,South St before Lake St,-32.992092,151.682476,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230640,Lake St at Lachlan St,-32.993892,151.680427,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230641,Lake St at Willandra Cres,-32.994961,151.67827,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230642,Willandra Cres before Wakool St,-32.997436,151.677805,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230643,Manfred Ave after Willandra Cres,-32.998615,151.678366,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230644,19 Manfred Ave,-32.999023,151.680275,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230646,Iona St at South St,-32.997854,151.683183,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230650,Merrigum St at Lowanna Cres,-32.986907,151.679182,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230651,Merrigum St opp Lowanna Cres,-32.987127,151.679457,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230652,Willandra Cres after Lake St,-32.995412,151.678253,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230653,Willandra Cres at Croudace Rd,-32.995301,151.678019,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230654,"Anglican Parish of Windale, Merrigum St",-32.985027,151.679595,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230655,Merrigum St opp Anglican Parish of Windale,-32.985232,151.679368,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230711,Sandgate Rd after Cobby St,-32.890765,151.691686,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230712,163 Marsden St,-32.872596,151.686305,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230713,Marton St at Sandgate Rd,-32.879416,151.695776,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230714,King St before Marton St,-32.879427,151.693371,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230715,King St opp Cora Pl,-32.876783,151.691571,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230716,King St before Mort Lane,-32.874748,151.690201,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230717,Karloo St after Alderson St,-32.871951,151.690103,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230718,"Lyall Park, Long Cres",-32.871535,151.692546,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230719,72 Blanch St,-32.870292,151.691004,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230720,Blanch St after Alderson St,-32.869991,151.688101,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230721,King St at Karloo St,-32.871667,151.688792,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230722,Marsden St at Mort Lane,-32.875098,151.689084,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230723,54 Marsden St,-32.877345,151.690077,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230724,Marsden St opp Alister St,-32.879244,151.690519,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230725,Mawson St at Marton St,-32.880675,151.692861,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230726,"Hunter Valley Private Hospital, Mawson St",-32.883055,151.694472,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230727,Mawson St at Sandgate Rd,-32.884224,151.695876,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230728,"Shortland Public School, Sandgate Rd",-32.881293,151.695909,other,2,,,,-1,-1,-1,-1,0,,assumed
nisc001:230729,Sandgate Rd opp Hansen Pl,-32.885777,151.695971,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230730,Sandgate Rd opp Our Lady of Victories Church,-32.888322,151.695261,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230731,"Our Lady of Victories Primary School, Sandgate Rd",-32.889119,151.694714,other,1,,,,-1,-1,-1,-1,0,,assumed
nisc001:230732,"Our Lady of Victories Church, Sandgate Rd",-32.88832,151.695057,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230733,Sandgate Rd at Hansen Pl,-32.8859,151.695692,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230734,Mawson St after Sandgate Rd,-32.88434,151.695682,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230735,Mawson St opp Hunter Valley Private Hospital,-32.883207,151.694363,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230736,Mawson St at Alister St,-32.880927,151.692804,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230737,Marsden St before Alister St,-32.879269,151.690316,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230738,67 Marsden St,-32.877073,151.689942,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230739,Marsden St opp Mort Lane,-32.875259,151.688975,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230740,King St after Mort St,-32.874678,151.690394,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230741,King St after Cora Pl,-32.87674,151.691764,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230742,King St after Marton St,-32.879402,151.693553,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230743,Marton St at Sandgate Rd,-32.879281,151.695799,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230744,Bardia Rd after Sandgate Rd,-32.887102,151.694521,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230745,Derna Rd at Bardia Rd,-32.886635,151.692677,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230746,Derna Rd at Cobby St,-32.888277,151.690098,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230747,Cobby St at Sandgate Rd,-32.890588,151.691133,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230748,Cobby St at Rabaul St,-32.890396,151.690943,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230749,Derna Rd at Cobby St,-32.888132,151.690046,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230750,Derna Rd at Bardia Rd,-32.886454,151.692573,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230751,Bardia Rd before Sandgate Rd,-32.887038,151.695001,other,4,,,,-1,-1,-1,-1,0,,assumed
nisc001:230754,135 Marsden St,-32.872959,151.687429,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230811,"University of Newcastle Western Entrance, University Dr",-32.896677,151.696464,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230812,Ring Rd opp The Wollotuka Institute,-32.895037,151.702644,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230813,Ring Rd opp Mathematics Building,-32.895262,151.699617,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230814,"Mathematics Building, Ring Rd",-32.894992,151.699505,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230815,"The Wollotuka Institute, Ring Rd",-32.894745,151.702926,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230816,University Dr opp Delauret Square,-32.895552,151.71378,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230817,University Dr opp University of Newcastle Western Entrance,-32.896948,151.69646,other,5,,,,-1,-1,-1,-1,0,,assumed
nisc001:230820,University Dr after Kimian Ave,-32.896587,151.710353,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230821,University Dr opp University of Newcastle Eastern Entrance,-32.897029,151.706345,other,3,,,,-1,-1,-1,-1,0,,assumed
nisc001:230826,"University of Newcastle Eastern Entrance, University Dr",-32.896868,151.707035,other,3,,,,-1,-1,-1,-1,0,,assumed
