SA1_CODE_2021,zone_tier,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
10601110701,core,20,16,32,17,15,32,13,13,23,3,5,8,36,31,67,10,17,30,9,9,15,6,0,4,24,29,50,0,6,6,0,0,0,6,10,10,5,11,13,0,0,0,11,22,25,3,0,7,0,0,0,0,0,0,0,4,8,0,0,0,5,6,8,7,25,41,0,0,0,0,0,3,0,0,0,6,6,0,7,17,22,97,114,219
10601110702,core,8,9,13,30,15,42,8,4,6,0,0,0,31,21,54,10,13,20,6,3,14,3,3,6,22,16,39,0,0,0,0,4,4,3,0,3,0,5,5,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,5,9,3,10,17,0,0,0,0,0,4,0,0,0,0,0,4,14,13,29,81,74,156
10601110703,core,20,11,27,23,25,48,14,16,30,0,4,7,42,51,91,14,11,21,5,10,20,5,4,6,20,25,49,3,5,6,0,0,0,3,0,3,10,5,12,0,0,0,15,12,27,0,3,4,0,0,4,3,7,6,0,7,7,0,0,0,3,20,19,20,28,50,0,0,4,0,0,4,0,0,0,3,7,10,10,10,18,116,125,233
10601110704,external,7,0,4,8,4,18,8,4,15,0,5,4,15,15,31,6,0,7,7,7,12,4,0,5,14,13,26,0,3,3,0,0,0,3,4,9,0,0,0,0,0,0,3,4,11,7,4,12,0,0,0,0,0,5,0,4,7,0,0,0,9,12,15,7,14,24,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,51,53,101
10601110705,external,3,5,8,3,10,17,0,3,5,4,5,8,9,20,29,0,4,4,4,3,8,9,6,11,13,17,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,11,3,5,13,0,0,0,0,5,5,0,0,0,3,5,10,11,13,20,37,67,106
10601110706,core,3,0,6,4,5,11,6,9,17,0,0,0,11,13,31,4,4,6,9,5,13,0,3,6,13,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,7,17,0,0,0,0,3,5,0,0,0,0,3,5,4,6,16,40,59,98
10601110707,core,4,4,3,0,0,4,0,0,3,5,0,3,8,4,14,4,4,8,0,0,0,0,4,4,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,6,8,14,0,0,0,0,0,0,0,0,0,3,0,3,5,3,11,22,30,53
10601110708,core,4,5,6,5,3,15,3,3,11,9,6,11,17,14,35,0,9,7,0,4,3,9,3,9,9,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,8,3,11,0,4,4,0,0,0,0,0,0,0,4,4,5,8,18,47,44,89
10601110709,core,11,7,15,9,6,17,4,6,14,0,0,0,16,17,26,3,0,3,0,3,3,0,8,8,0,9,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,5,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,14,4,15,23,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,39,53,92
10601110710,core,3,6,11,4,8,11,11,10,13,0,0,0,11,7,27,9,5,14,0,3,8,0,0,3,20,4,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,7,7,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,43,31,73
10601110712,core,10,3,12,22,7,33,3,10,12,0,0,0,26,21,44,5,9,15,8,0,10,0,3,5,14,16,31,0,0,0,0,5,3,4,0,8,4,3,3,0,0,0,6,6,11,3,4,4,0,4,4,0,0,0,0,0,4,0,0,0,4,9,13,14,18,29,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,72,61,128
10601110713,core,3,0,5,12,13,24,0,0,3,0,5,4,19,16,34,10,5,17,5,5,11,4,5,8,21,15,32,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,8,6,6,15,14,0,0,0,0,0,0,0,0,0,0,0,0,9,13,26,53,59,117
10601110714,core,13,6,22,20,19,44,7,6,9,8,0,13,33,30,61,14,16,21,3,11,15,6,3,7,23,29,51,0,6,3,0,3,3,4,0,4,3,7,12,0,0,0,11,16,18,0,3,8,0,0,0,0,0,0,3,0,8,0,0,0,8,9,18,20,24,41,8,0,4,0,0,0,0,0,0,7,5,10,7,7,11,99,97,196
10601110716,external,11,16,28,27,10,36,14,10,29,7,15,15,49,36,84,8,3,11,21,18,40,8,5,13,33,27,63,0,3,0,0,0,0,12,8,20,3,7,10,0,0,0,13,17,32,4,8,18,0,0,0,0,0,0,0,3,3,0,0,0,9,19,20,19,33,56,0,0,0,0,5,5,0,0,0,0,5,5,19,12,27,134,129,260
10601110717,external,0,0,0,8,3,16,7,7,12,8,0,11,19,19,35,0,3,4,4,0,9,3,0,3,8,3,15,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,11,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,38,37,67
10601110718,external,6,0,11,4,10,14,4,9,14,0,4,12,18,22,37,4,3,5,5,9,5,0,3,6,13,11,22,0,0,3,0,0,0,3,0,4,0,0,3,0,0,0,7,0,11,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,7,6,10,12,7,22,0,0,0,0,0,0,0,0,0,0,0,0,12,16,30,62,61,116
10601110719,core,6,0,8,3,6,17,6,8,14,0,0,4,12,23,32,5,0,7,3,3,9,0,3,4,7,9,16,0,0,0,0,0,0,7,3,3,0,4,4,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,14,0,0,0,0,0,3,0,0,0,0,0,3,4,0,6,42,46,86
10601110720,core,10,9,15,15,16,34,7,6,22,0,0,0,29,29,55,3,6,19,9,5,16,0,0,0,13,16,31,0,0,0,6,0,6,3,0,3,8,8,13,0,0,0,12,16,27,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,12,22,32,0,0,3,0,0,0,0,0,0,0,3,3,8,10,21,76,88,160
10601110722,core,9,3,12,14,12,25,10,5,11,5,0,7,21,20,43,9,3,9,0,3,4,0,0,0,12,4,12,4,0,4,0,0,0,0,3,8,0,4,4,0,0,0,7,9,16,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,8,13,25,0,0,0,0,0,3,0,0,0,3,0,4,6,4,7,53,46,102
10601110723,core,7,16,16,24,20,46,4,10,13,9,0,7,39,33,70,15,15,29,12,13,19,5,3,11,27,38,60,0,3,7,0,0,0,7,3,8,0,3,3,0,0,0,4,8,15,0,0,0,0,4,4,0,6,5,0,3,11,0,0,0,3,15,22,13,26,38,0,0,0,0,0,0,0,0,0,0,0,0,12,15,30,94,120,214
10601110725,core,7,10,16,13,15,27,11,11,21,3,0,5,19,31,52,11,8,19,6,8,15,0,3,6,20,17,33,0,0,0,0,0,0,8,5,9,0,10,14,0,0,0,6,16,23,0,0,4,0,0,4,3,0,3,3,5,8,0,0,0,5,3,12,13,17,32,0,0,0,0,3,3,0,0,0,3,3,4,19,24,45,78,106,187
10601110726,core,4,7,11,8,9,15,12,17,30,0,0,5,23,29,48,5,7,17,4,3,10,0,0,0,11,12,28,0,0,0,0,0,0,6,0,3,3,3,8,0,0,0,4,10,15,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,8,8,5,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,51,62,117
10601110727,core,18,5,26,16,18,28,4,5,15,11,0,13,33,25,61,8,9,15,4,3,8,0,0,0,17,13,27,0,0,0,0,0,0,0,0,3,9,9,15,0,0,0,12,12,24,3,6,10,0,5,10,3,0,3,6,6,13,0,0,0,14,23,31,21,34,54,3,0,3,0,0,3,0,0,0,3,0,10,20,23,43,107,107,215
10601110728,core,0,0,0,0,0,0,0,0,0,6,0,8,6,0,9,0,3,3,0,0,0,3,5,5,3,10,10,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,21,14,34
10601110729,core,17,15,32,19,19,32,0,10,13,7,4,12,23,34,52,10,5,11,3,7,11,0,3,3,12,13,26,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,3,10,14,0,3,4,0,0,0,0,6,6,3,7,7,0,0,0,3,13,16,10,21,28,0,0,0,0,3,3,0,0,0,0,3,3,3,0,9,65,95,158
10601110730,core,0,3,3,0,3,6,6,0,4,7,11,16,11,17,24,0,0,0,4,0,4,9,9,19,12,4,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,6,0,0,0,6,4,11,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,29,64
10601110731,core,3,4,10,8,16,21,13,5,16,9,3,10,28,25,53,7,0,7,9,7,9,9,4,12,22,12,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,3,12,6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,5,11,17,64,58,125
10601110732,core,18,15,30,14,12,22,17,9,20,9,5,15,30,27,60,9,7,15,4,3,7,4,4,5,16,14,30,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,8,4,9,0,0,4,0,5,5,0,0,0,3,3,7,0,0,0,5,8,12,9,16,26,0,0,5,0,4,8,0,0,0,3,4,4,9,12,23,85,88,166
10601110733,core,3,3,6,0,0,0,0,0,5,3,9,14,9,12,19,0,0,0,0,0,3,0,4,9,0,3,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,23,38,54
10601110801,core,4,5,8,14,12,28,0,9,8,0,0,5,20,21,34,7,12,21,0,3,5,8,0,9,20,20,39,0,3,4,0,0,5,0,4,5,0,6,7,0,0,0,4,10,16,4,0,0,0,0,3,0,0,0,0,10,10,0,0,0,5,9,15,7,23,29,0,0,0,0,0,0,0,0,0,0,0,0,17,15,29,61,74,138
10601110806,core,0,4,3,13,5,16,6,0,6,0,0,0,12,9,21,8,10,23,0,4,4,0,0,0,8,14,20,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,16,17,37,44,45,91
10601110807,core,4,5,8,19,18,40,3,4,5,3,0,3,30,26,52,11,13,22,0,4,8,0,3,3,12,17,29,0,6,0,0,0,0,0,4,4,0,4,9,0,0,0,4,15,18,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,4,3,7,9,17,24,0,0,0,0,0,0,0,0,0,0,0,0,14,13,34,71,72,141
10601110808,core,7,5,15,23,18,39,0,0,0,0,3,3,21,22,43,15,10,21,0,0,3,0,3,7,13,11,30,0,4,4,0,3,0,4,5,7,3,6,6,0,0,0,6,9,17,0,0,0,4,3,7,0,3,3,0,8,8,0,0,0,4,15,18,12,26,34,0,0,0,0,0,0,0,0,0,0,0,0,8,6,23,69,76,141
10601110809,core,4,3,9,3,9,19,5,3,4,0,0,3,9,12,25,6,3,6,0,0,0,0,0,0,6,3,6,0,0,0,0,6,5,0,4,4,0,4,4,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,5,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,26,36,59
10601110810,core,7,0,8,8,16,28,0,8,8,0,4,7,15,27,41,10,10,19,0,3,5,0,0,3,14,16,30,0,0,0,0,0,0,0,5,6,0,0,4,0,0,0,3,5,6,5,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,11,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,44,64,102
10601110811,core,8,5,12,16,7,20,3,0,3,0,0,0,20,7,25,7,4,11,0,0,0,5,0,3,10,6,20,0,6,6,0,0,0,0,4,6,0,3,3,0,0,0,3,6,15,0,7,7,0,0,0,0,0,0,0,4,7,0,0,0,0,10,13,8,21,25,0,0,0,0,4,0,0,0,0,0,3,3,4,3,15,50,51,105
10601110812,core,6,3,9,14,16,26,0,4,3,0,0,0,14,18,32,9,10,22,0,0,3,0,0,0,11,11,26,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,19,15,32,57,54,106
10601110813,core,3,7,3,18,9,26,5,0,6,0,0,3,22,13,34,10,10,16,0,4,4,4,0,4,12,19,27,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,7,6,12,0,0,0,5,0,5,0,0,0,0,4,3,0,0,0,0,5,7,9,15,17,0,0,0,0,0,4,0,0,0,0,0,4,29,41,64,69,84,157
10601110814,core,0,0,0,0,3,3,0,0,3,3,0,3,6,4,6,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,11,29
10601110815,core,3,0,0,11,4,12,0,0,0,0,4,4,10,10,16,3,8,11,0,4,5,3,0,5,11,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,32,29,66
10601110816,core,7,7,10,11,19,24,0,3,3,4,3,7,16,25,36,11,13,17,5,0,5,8,5,12,16,15,29,0,0,0,0,0,0,4,3,4,0,0,4,0,0,0,10,5,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,5,17,0,0,3,0,0,0,0,0,0,0,3,4,6,17,25,59,73,127
10601110817,core,0,0,0,11,10,22,3,0,9,4,0,4,16,13,35,6,8,17,0,0,4,0,0,0,14,15,21,0,0,0,0,0,0,3,3,9,0,3,5,0,0,0,5,8,13,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,7,15,18,0,0,0,0,0,0,0,0,0,0,0,0,17,10,24,53,53,107
10601110818,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,32,11,18,28
10601110819,core,9,5,15,15,24,32,7,5,10,7,0,12,27,33,57,8,7,14,0,0,0,4,0,4,12,13,19,0,0,0,0,0,0,3,6,4,4,5,7,0,0,0,5,12,18,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,4,4,9,15,12,25,0,0,0,0,0,0,0,0,0,0,0,3,8,7,13,66,67,133
10601110820,core,4,5,9,6,13,26,5,0,5,0,0,0,10,13,31,11,8,13,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,5,0,5,0,7,8,0,0,0,6,4,13,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,14,6,19,41,55,95
10601110821,core,3,3,11,6,13,21,3,0,0,0,0,0,8,11,25,6,8,16,0,0,0,0,0,0,6,8,15,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,32,36,70
10601110822,core,8,8,11,27,19,39,6,0,6,0,0,3,25,19,46,16,8,30,0,0,0,6,0,3,18,12,34,0,5,6,0,0,3,8,0,9,3,6,4,0,0,0,9,11,20,0,4,4,0,0,0,0,0,0,0,7,5,0,0,0,3,10,15,14,20,33,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29,79,69,146
10601110823,core,0,4,3,9,9,13,3,0,5,0,0,0,14,12,23,8,4,14,0,0,7,0,0,0,9,11,21,0,0,0,0,0,0,6,0,3,0,7,7,0,0,0,6,6,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,4,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,31,37,71
10601110824,core,7,0,9,5,6,9,0,0,0,0,0,0,10,3,16,8,5,11,0,0,0,0,0,0,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,4,0,0,0,0,0,0,0,0,4,0,4,3,25,24,48
10601110825,core,16,13,24,34,43,79,0,0,0,3,0,4,38,48,81,30,36,69,0,0,0,0,0,0,33,38,68,0,4,4,0,4,4,0,4,4,0,11,11,0,0,0,0,16,25,3,0,3,0,3,5,0,0,0,0,5,3,0,0,0,6,11,12,8,25,34,0,0,0,3,0,4,0,0,0,3,0,4,73,92,166,169,217,382
10601110826,core,3,0,3,4,5,10,0,0,0,3,5,6,9,4,12,0,8,7,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34
10601110827,core,0,0,0,0,0,0,0,0,0,5,0,7,5,4,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12
10601110828,core,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,9,20
10601110829,core,3,7,10,18,12,28,3,6,7,0,0,0,16,14,34,4,11,11,3,0,5,6,3,8,11,12,22,0,0,3,0,0,3,0,0,0,0,5,7,0,0,0,8,11,17,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,6,5,15,25,0,0,0,0,0,0,0,0,0,0,0,0,19,16,34,57,61,123
10601110830,core,13,12,22,17,30,49,9,6,10,3,4,4,25,35,62,21,18,38,5,3,5,0,7,10,28,27,54,0,4,3,0,3,3,0,0,0,4,0,6,0,0,0,7,11,14,0,6,11,0,3,5,0,0,0,0,0,0,0,0,0,3,11,14,12,24,30,0,0,0,0,5,5,0,0,0,0,5,5,17,22,35,84,118,204
10601110831,core,4,6,5,7,7,16,0,0,0,0,0,0,7,13,17,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,5,6,10,8,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,14,28,49
10601110832,core,3,6,5,6,13,22,4,4,3,4,0,4,15,20,29,3,5,13,4,3,8,0,6,6,5,12,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,10,10,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,21,23,43,48,65,116
10601110833,core,7,5,7,6,8,19,0,0,0,3,0,4,11,13,23,3,4,6,0,0,0,4,0,3,6,4,8,0,0,4,0,0,0,0,3,3,0,0,3,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,10,14,0,0,3,0,0,0,0,0,0,0,0,3,7,8,18,36,37,72
10601110834,core,3,6,4,5,9,14,6,4,11,0,0,0,10,14,22,6,8,15,4,0,5,0,0,0,12,12,24,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,0,3,10,0,3,3,0,0,0,0,4,4,0,0,4,0,0,0,5,11,11,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,17,14,32,49,57,107
10601110835,core,4,4,3,7,5,10,3,0,4,0,0,0,11,5,18,5,4,11,0,0,0,0,0,0,5,12,11,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,25,26,53
10601110836,core,8,4,16,17,18,36,9,0,8,9,3,10,31,17,51,14,13,24,5,0,3,0,3,8,19,24,38,0,0,0,0,0,4,10,4,13,3,9,9,0,0,0,11,15,23,0,0,5,0,0,0,0,0,0,3,9,7,0,0,0,3,11,15,10,27,37,0,0,3,0,0,0,0,0,0,0,0,3,8,10,17,83,84,162
10601110837,core,4,3,15,18,17,34,0,3,0,4,8,7,20,21,50,14,18,31,0,6,7,0,5,10,10,30,45,6,0,3,0,4,4,4,0,4,3,0,5,0,0,0,8,7,11,3,0,3,0,0,0,0,0,0,0,5,3,0,0,0,8,5,14,11,17,30,0,0,0,0,0,0,0,0,0,3,0,3,30,32,63,85,108,191
10601110838,core,10,3,11,8,9,14,4,4,0,0,0,4,15,12,26,9,12,18,8,0,8,0,4,3,18,12,29,0,0,0,0,0,0,3,3,6,3,9,8,0,0,0,8,8,13,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,3,6,4,10,12,22,0,0,0,0,0,4,0,0,0,4,0,5,8,4,12,50,47,100
10601110839,core,3,4,4,19,7,25,4,0,3,0,0,0,22,12,28,15,8,23,3,0,4,0,0,0,18,8,33,0,0,4,0,0,0,9,3,8,0,5,6,0,0,0,6,4,19,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,5,4,7,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,58,42,97
10601110840,core,4,0,6,10,7,20,3,0,4,0,0,0,13,13,25,8,3,16,0,5,5,0,5,6,8,14,20,0,0,0,0,0,0,0,4,3,0,4,4,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,5,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,40,45,86
10601110841,core,6,8,9,15,11,33,5,0,3,0,0,0,21,19,36,6,17,21,6,3,8,0,0,0,15,17,26,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,5,0,0,4,0,0,0,0,0,3,0,4,5,0,0,0,9,10,13,8,14,24,0,0,0,0,0,5,0,0,0,0,0,4,12,10,26,58,67,119
10601110842,core,6,0,4,12,9,25,0,0,0,0,0,0,12,17,23,14,9,26,0,0,0,5,0,5,23,10,30,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,6,12,3,3,3,0,0,0,0,6,0,0,4,4,0,0,0,6,11,11,5,15,18,0,0,0,0,0,3,0,0,0,0,0,3,6,9,9,45,52,98
10601110843,core,0,0,0,8,16,23,0,0,3,0,0,3,15,15,33,4,3,13,3,0,5,0,0,0,8,5,12,0,0,4,0,0,0,0,0,0,3,8,6,0,0,0,3,10,15,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,6,10,10,11,19,0,3,4,0,0,0,0,0,0,0,3,4,7,6,14,40,53,91
10601110844,core,9,5,12,6,5,20,0,8,3,0,0,3,12,14,21,10,8,17,0,0,5,3,0,7,13,14,27,0,0,0,0,0,0,3,7,3,4,7,13,0,0,0,6,18,18,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,3,12,10,8,20,29,0,0,0,0,0,0,0,0,0,0,0,0,14,10,25,57,67,120
10601110845,core,0,3,9,10,3,12,5,3,8,0,0,0,19,11,24,9,10,14,0,4,0,3,0,0,11,8,17,0,0,0,0,0,0,4,0,4,0,5,5,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,19,43,60,54,63,120
10601110847,core,11,6,21,19,23,52,7,7,10,0,0,0,29,29,64,17,18,38,5,3,8,3,0,0,20,27,43,0,0,3,0,0,0,5,8,12,6,0,3,0,0,0,10,14,23,3,4,7,0,3,0,0,0,0,0,3,3,0,0,0,3,9,15,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,14,10,30,98,96,195
