SA1_CODE_2021,zone_tier,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10602111603,core,0,0,3,4,0,0,0,0,0,19,0,0,6,7,0,0,5,3,0,25,0,0,4,3,4,0,3,4,0,23,0,0,0,0,4,0,0,0,0,5,0,0,0,3,4,0,0,0,0,16,0,0,3,3,0,0,0,0,0,6,0,0,0,3,10,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,6,0,10,12,6,18,40,38,25,24,30,3,208
10602111604,core,0,3,0,5,5,0,0,0,0,21,0,8,0,10,14,16,5,0,0,45,0,7,8,7,14,9,3,0,0,49,0,5,3,4,5,8,0,0,0,22,0,5,3,11,9,3,0,0,0,27,0,0,0,11,8,0,0,0,0,27,0,0,5,22,17,12,0,0,0,62,0,0,0,0,0,0,0,0,0,10,0,0,0,4,6,0,0,0,0,10,0,0,0,11,0,0,4,0,0,28,48,40,47,94,88,76,60,22,4,470
10602111605,core,0,0,0,5,0,4,3,0,0,18,0,3,4,6,3,7,3,0,0,32,0,6,0,8,0,0,3,0,0,33,0,0,13,10,8,0,0,0,0,30,0,0,8,3,3,7,3,0,0,31,0,0,9,3,8,5,0,0,0,22,0,0,13,14,14,3,0,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,4,0,0,8,30,25,59,68,53,63,44,25,5,369
10602111606,core,5,3,0,13,4,10,3,4,0,48,6,5,6,7,8,8,0,0,0,49,0,7,8,20,13,17,6,0,0,69,0,5,7,12,16,6,0,0,0,41,0,8,0,13,20,3,3,0,0,44,0,0,4,21,17,3,3,0,0,43,0,0,15,54,52,23,0,0,0,144,0,0,0,10,10,3,0,0,0,25,0,0,4,9,15,11,0,0,0,38,0,0,0,6,4,3,3,0,0,26,110,60,76,200,177,111,51,33,4,813
10602111607,core,0,0,0,4,4,0,5,0,0,16,0,0,0,0,4,4,4,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,5,0,0,0,10,0,0,3,0,5,0,0,0,0,9,0,0,0,0,4,0,0,0,0,12,0,0,4,5,8,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,16,7,12,21,31,24,21,16,4,160
10602111608,core,0,6,11,0,0,4,5,0,0,23,0,6,5,3,4,7,9,0,0,35,0,0,9,0,0,6,0,0,0,29,0,0,0,6,6,3,6,0,0,21,0,0,0,0,3,3,5,0,0,12,0,0,4,3,0,4,5,0,0,17,0,0,10,5,6,8,0,0,0,32,0,0,0,0,3,0,0,0,0,4,0,0,0,3,4,3,5,0,0,15,0,0,0,0,0,0,0,0,0,11,26,21,44,41,56,45,45,26,9,319
10602111609,core,0,0,6,4,7,5,6,0,0,19,0,0,0,0,4,0,3,0,0,11,0,4,3,4,4,4,7,0,0,22,0,0,4,0,0,0,8,0,0,16,0,0,4,3,5,4,0,0,0,19,0,0,0,7,5,0,0,0,0,23,0,0,6,3,9,8,0,0,0,25,0,0,5,0,5,0,0,0,0,6,0,0,0,3,4,3,0,0,0,10,0,3,6,0,3,0,0,0,0,10,22,24,29,39,61,33,34,10,4,258
10602111610,core,0,0,0,4,0,9,0,4,0,22,0,0,0,3,3,7,3,3,0,17,3,5,4,5,5,5,4,0,0,39,0,0,4,0,9,4,5,0,0,24,0,0,0,3,4,11,3,0,0,25,0,0,0,10,0,6,0,0,0,19,0,0,3,11,16,18,0,0,0,52,0,0,0,0,3,5,0,0,0,9,0,0,3,9,4,8,0,0,0,25,0,0,0,0,0,8,0,0,0,10,36,23,22,56,51,99,45,30,19,380
10602111611,core,0,0,3,0,0,4,0,0,0,17,0,3,4,0,5,0,0,0,0,15,0,3,8,3,3,3,0,0,0,26,0,0,0,0,4,5,0,0,0,15,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,26,31,30,25,25,15,0,184
10602111612,core,0,9,13,6,14,9,5,3,5,63,5,13,8,17,0,8,3,0,0,56,0,9,15,11,11,14,9,3,0,65,0,4,8,15,8,3,0,0,0,39,0,0,17,8,16,4,0,0,0,48,0,5,4,17,18,9,0,0,0,45,0,0,16,31,30,6,5,0,0,90,0,0,4,10,0,6,0,0,0,13,0,0,8,3,7,4,0,0,0,20,0,0,0,3,6,4,0,0,4,23,66,48,98,142,127,81,82,44,53,752
10602111613,core,3,7,12,3,0,0,0,4,0,38,0,3,6,6,5,9,4,0,0,40,0,3,12,12,10,6,8,0,0,42,0,0,12,7,4,6,9,0,0,44,0,4,12,10,8,8,4,0,0,35,0,4,4,7,0,7,0,0,0,29,0,0,16,19,20,11,0,0,0,67,0,0,0,3,8,0,0,0,0,16,0,0,6,6,3,0,0,0,0,17,4,0,4,6,3,8,0,0,0,31,50,31,105,98,65,82,60,29,4,520
10602111614,core,0,0,4,5,3,7,6,0,0,22,0,4,0,0,7,7,6,5,0,22,0,0,4,7,0,6,0,0,0,34,0,0,3,8,3,12,4,0,0,28,0,0,0,3,9,5,5,0,0,27,0,0,5,9,4,0,0,0,0,17,0,0,4,4,17,14,10,0,0,46,0,0,0,4,4,0,0,0,0,10,0,0,4,6,10,8,8,0,0,35,4,0,0,0,7,0,0,0,0,16,37,16,32,54,79,84,80,47,9,429
10602111615,core,0,0,3,5,0,8,7,0,0,31,0,8,5,6,7,7,4,3,0,36,0,9,7,6,5,9,6,0,0,39,0,0,4,0,4,8,0,0,0,15,0,5,7,3,5,0,0,0,0,26,0,0,4,5,5,0,0,0,0,15,0,0,3,8,5,4,6,0,0,27,0,0,0,0,0,5,0,0,0,11,0,0,0,3,3,0,0,0,0,13,4,0,0,3,4,5,3,5,3,31,35,20,51,60,66,81,65,37,11,431
10602111617,core,0,0,4,4,0,4,3,0,0,31,0,8,0,4,7,5,3,0,0,33,0,0,0,4,4,7,6,0,0,27,0,0,0,0,6,7,3,0,0,17,0,0,6,6,4,3,0,0,0,22,0,0,5,8,0,0,0,0,0,24,0,0,11,22,9,10,0,0,0,53,0,0,4,3,0,5,0,0,0,9,0,0,0,4,8,4,0,0,0,19,3,8,3,5,3,4,0,0,0,29,56,34,49,80,57,83,47,14,6,417
10602111618,core,0,0,4,0,4,0,0,3,3,14,0,5,8,9,3,0,5,0,0,25,0,3,10,5,3,0,3,0,0,34,0,0,11,8,3,0,4,0,0,34,0,0,13,9,5,4,0,0,0,26,0,0,7,9,3,6,0,0,0,24,0,0,25,14,6,0,0,0,0,50,0,0,3,5,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,13,29,20,96,72,39,20,18,9,3,306
10602161401,core,0,7,9,3,3,9,6,0,0,29,0,0,4,4,3,5,0,0,0,21,0,0,4,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17,3,0,4,0,0,0,44,22,32,60,34,41,46,31,11,0,270
10602161402,core,0,4,5,0,0,0,0,0,0,12,0,4,0,3,10,0,0,0,0,20,0,0,0,3,3,8,0,0,0,20,0,4,4,3,3,0,0,0,0,17,0,0,0,10,10,4,0,0,0,19,0,0,0,4,4,4,3,0,0,16,0,0,0,13,12,6,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34,19,21,58,50,33,16,13,0,243
10602161403,core,0,5,13,3,0,5,6,3,0,29,0,3,9,0,6,0,0,0,0,21,0,0,3,3,3,0,0,0,0,20,0,6,5,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,4,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,6,11,9,3,8,4,0,0,58,32,38,81,48,54,45,39,24,6,357
10602161404,core,0,0,4,0,0,5,5,0,0,15,0,4,4,0,4,6,0,0,0,17,0,3,0,3,0,0,0,0,0,11,0,0,5,5,4,3,0,0,0,17,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,4,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,17,22,21,28,24,23,14,0,165
10602161405,core,0,3,5,6,0,3,0,0,0,22,0,8,13,8,12,9,3,9,0,46,0,6,14,9,4,6,0,0,0,42,0,3,11,5,3,0,0,0,0,20,0,0,12,5,14,3,0,0,0,31,0,0,3,5,3,0,0,0,0,16,0,0,6,6,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,14,4,9,45,19,40,79,50,73,64,68,49,28,458
10602161406,core,0,4,6,0,7,9,0,0,0,23,0,5,6,3,7,4,4,0,0,23,0,0,10,6,10,4,0,0,0,38,0,0,9,5,4,3,0,0,0,24,0,0,4,0,10,7,0,0,0,24,0,0,3,0,9,6,0,0,0,18,0,0,5,12,27,9,5,0,0,54,0,0,0,8,11,0,0,0,0,17,0,0,0,0,3,6,0,0,0,9,0,0,12,0,4,0,0,0,0,18,50,31,65,46,99,48,22,8,0,382
10602161407,core,0,5,0,4,0,0,4,0,0,22,6,0,5,0,4,9,3,4,0,34,0,0,7,3,4,4,0,0,0,21,0,0,4,4,8,0,0,0,0,20,0,0,0,3,3,7,0,0,0,17,0,0,8,8,7,4,0,0,0,28,0,0,3,6,14,4,0,0,0,26,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,3,0,0,6,0,0,11,3,0,5,4,0,0,21,27,16,56,47,45,44,53,20,15,323
10602161408,core,3,0,8,4,5,7,8,6,0,37,0,0,13,7,9,5,11,5,0,46,0,5,18,12,13,10,0,0,0,49,0,0,7,5,11,4,0,0,0,28,0,3,6,5,4,4,3,0,0,29,0,0,4,7,5,3,0,0,0,20,0,0,4,11,8,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,4,7,4,0,21,32,25,84,69,77,90,73,45,14,500
10602161409,core,5,3,4,3,6,3,6,0,0,27,0,5,14,5,15,13,3,0,0,49,0,4,20,11,15,4,0,0,0,55,0,0,12,3,5,9,0,0,0,24,0,3,7,7,6,0,0,0,0,21,0,0,5,9,0,0,0,0,0,10,0,0,3,3,7,5,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,14,40,22,72,60,73,61,27,12,0,375
10602161410,core,3,5,6,5,0,3,0,0,0,13,5,4,8,5,15,9,0,0,0,35,0,0,8,5,3,6,0,0,0,33,0,0,5,5,7,7,0,0,0,21,0,0,9,6,0,10,4,0,0,26,0,0,3,9,3,0,0,0,0,12,0,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,29,19,56,49,47,74,32,7,0,310
10602161411,core,4,0,0,4,3,0,0,3,0,25,0,0,0,4,8,4,3,0,0,21,0,3,3,3,15,0,5,0,0,25,0,0,0,0,5,3,0,0,0,17,0,0,3,3,15,3,0,0,0,22,0,0,0,8,6,0,0,0,0,17,0,0,3,12,16,4,0,0,0,41,0,0,0,5,3,4,0,0,0,16,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,7,0,0,7,42,33,13,43,86,43,58,18,4,343
10602161412,core,0,5,0,6,0,4,4,0,3,25,0,0,7,7,5,4,6,0,0,36,0,0,10,8,10,4,3,3,0,38,0,3,10,10,6,4,4,0,0,28,0,0,6,10,0,7,0,0,0,23,0,0,8,3,5,0,0,0,0,24,0,0,3,17,6,4,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,8,6,8,3,0,41,22,30,58,88,47,63,65,26,11,406
10602161413,core,0,3,0,3,0,0,5,0,0,20,0,0,3,0,4,0,4,0,0,14,0,0,6,4,5,0,5,0,0,15,0,0,4,4,0,6,0,0,0,11,0,0,3,4,3,4,0,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,5,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,3,4,0,3,0,4,15,9,13,26,28,33,31,41,28,9,209
10602161414,core,0,0,0,0,3,9,10,6,0,27,0,0,8,7,12,0,0,0,0,25,0,0,6,7,0,4,0,4,0,20,0,3,9,0,6,4,0,0,0,24,0,0,0,4,5,0,0,0,0,16,0,0,0,6,0,0,0,0,0,10,0,0,3,6,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,16,23,35,49,39,50,39,44,11,310
10602161415,core,0,8,10,4,0,5,7,0,0,32,0,5,8,9,7,5,4,0,0,35,0,4,16,7,11,8,0,0,0,39,0,3,3,9,8,5,0,0,0,32,0,0,8,7,11,6,0,0,0,31,0,0,0,5,4,0,0,0,0,11,0,0,4,10,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,3,3,0,0,6,3,0,0,0,0,12,23,27,66,77,62,56,36,9,9,371
10602161416,core,0,3,9,0,4,0,3,0,0,18,0,3,8,0,3,6,3,0,0,23,0,5,5,10,6,4,0,0,0,24,0,0,5,4,3,5,3,0,0,22,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,5,12,20,33,37,30,39,24,47,9,5,236
10602161417,core,0,0,10,5,3,3,3,0,0,19,0,0,11,9,0,10,0,0,0,29,0,8,14,13,10,9,0,0,0,56,0,0,9,3,4,3,5,0,0,24,0,0,0,4,0,10,0,0,0,16,0,0,3,3,3,4,0,0,0,21,0,0,4,6,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,6,10,0,0,0,29,21,28,63,54,35,73,29,15,9,335
10602161418,core,0,0,5,0,3,6,7,7,0,28,0,0,0,3,3,3,0,0,0,17,0,4,3,0,6,7,3,0,0,31,0,0,6,3,4,5,0,0,0,14,0,0,0,3,10,0,0,0,0,17,0,0,0,8,5,9,3,0,0,25,0,0,5,13,15,8,4,0,0,45,0,0,0,0,0,3,6,0,0,15,0,0,0,5,9,6,3,0,0,26,0,0,0,0,0,0,3,0,0,7,37,15,30,52,62,66,61,15,5,345
10602161419,core,0,3,10,3,3,0,5,0,0,29,0,0,9,8,7,5,6,0,0,35,0,0,17,12,4,0,0,3,0,38,0,4,14,14,6,5,0,0,0,39,0,0,9,8,0,4,0,0,0,23,0,0,7,5,4,0,0,0,0,17,0,0,7,22,3,7,0,0,0,38,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,6,0,6,13,5,3,8,4,0,35,59,27,90,109,47,34,46,15,5,433
10602161420,core,0,0,0,0,6,3,3,0,0,16,0,7,3,4,7,12,5,0,0,27,0,5,11,4,4,6,4,0,0,30,0,0,0,0,7,10,0,0,0,16,0,0,4,9,5,0,4,0,0,21,0,0,10,4,7,5,0,0,0,23,0,0,5,3,12,8,0,0,0,27,0,0,0,0,0,3,5,0,0,7,0,0,0,0,6,4,0,0,0,5,0,0,0,0,0,0,0,0,4,9,23,24,41,29,52,69,49,23,6,310
10602161421,core,5,0,0,0,4,4,0,0,0,11,0,5,4,6,0,0,0,0,0,19,0,0,0,7,0,5,0,0,0,18,0,0,5,5,5,0,0,0,0,14,0,0,0,13,0,0,5,0,0,13,0,0,0,6,5,0,0,0,0,11,0,0,8,9,13,0,4,0,0,32,0,0,0,4,6,0,0,0,0,9,0,0,0,9,3,4,0,0,0,18,0,0,0,4,0,0,0,0,0,4,30,9,25,70,39,24,15,0,0,213
10602161422,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
10602161423,core,0,8,0,0,0,4,0,0,0,22,0,4,7,7,6,5,3,0,0,27,0,4,8,7,5,4,3,0,0,26,0,0,3,3,3,0,0,0,0,18,0,0,0,11,6,3,0,0,0,20,0,0,3,9,5,3,0,0,0,13,0,0,3,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,3,0,0,19,21,28,44,43,32,42,17,7,0,234
10602161424,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,3,0,0,21
10602161425,core,3,0,3,0,0,0,3,0,0,19,0,0,4,7,0,0,3,0,0,28,0,0,8,3,4,3,8,0,0,25,0,0,9,3,3,4,3,0,0,20,0,0,4,7,4,3,0,0,0,18,0,0,0,5,0,0,0,0,0,6,0,0,4,0,4,5,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,12,13,8,45,30,29,37,56,21,7,242
10602161426,core,0,0,5,0,0,6,3,0,0,20,0,3,5,6,4,3,0,0,0,19,0,0,0,0,5,3,0,0,0,19,0,0,3,4,0,0,0,0,0,8,0,0,5,0,9,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,8,0,3,6,27,15,21,37,24,39,37,37,31,7,249
10602161427,core,4,9,9,7,9,5,0,0,0,43,0,7,17,8,8,10,0,0,0,44,0,0,18,11,6,12,4,0,0,46,0,6,17,9,13,3,0,0,0,44,0,0,3,14,6,3,0,0,0,27,0,0,3,6,6,3,0,0,0,19,0,0,6,5,9,3,3,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,4,5,0,0,13,28,39,98,91,64,77,32,16,3,446
10602161428,core,0,0,0,6,3,0,0,0,0,22,0,9,0,5,0,0,0,0,0,13,0,5,0,3,3,0,0,0,0,14,0,5,7,4,0,0,0,0,0,18,0,0,0,3,6,0,0,0,0,21,0,4,0,5,5,0,0,0,0,21,0,0,4,4,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,3,0,0,0,4,0,0,0,0,4,29,23,34,46,48,13,11,16,0,212
10602161429,core,0,3,0,5,0,5,4,5,0,24,0,4,7,3,5,9,3,0,0,30,0,7,5,4,11,8,4,0,0,46,0,0,9,10,10,11,5,0,0,43,0,0,3,7,11,4,4,0,0,29,0,0,0,7,3,7,0,0,0,20,0,0,8,13,17,17,0,0,0,48,0,0,5,0,3,0,0,0,0,8,0,0,5,5,10,3,0,0,0,22,0,0,0,0,0,0,5,0,0,4,49,27,60,76,85,89,83,24,6,506
10602161430,core,0,0,0,0,3,0,0,0,0,8,0,8,0,3,0,5,0,0,0,15,0,0,3,0,4,0,0,0,0,16,0,4,4,0,7,5,0,0,0,18,0,0,6,6,6,0,0,0,0,15,0,0,0,3,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,9,23,16,23,28,43,17,14,8,5,184
10602161431,core,0,0,0,8,3,4,7,4,0,19,0,4,3,8,6,3,6,0,0,24,0,0,6,0,4,3,0,0,0,20,0,0,6,0,3,3,0,0,0,18,0,0,0,8,8,0,0,0,0,15,0,0,3,7,10,5,0,0,0,22,0,0,5,8,8,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,30,17,35,34,40,52,45,35,9,290
10602161432,core,0,5,10,3,4,3,5,3,0,30,0,4,13,9,3,3,4,0,0,29,0,5,13,5,5,10,4,0,0,49,0,0,3,5,5,6,4,0,0,22,0,0,0,11,4,0,0,0,0,16,0,0,3,7,0,4,0,0,0,15,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,4,0,17,22,41,75,48,43,36,61,24,11,354
10602161433,core,3,8,6,8,6,0,0,0,0,30,0,7,9,10,7,8,6,3,0,41,0,6,9,13,7,8,3,0,0,41,0,4,7,9,7,4,0,0,0,28,0,0,8,0,4,3,0,0,0,26,0,0,0,3,4,3,0,0,0,11,0,0,3,9,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,4,0,3,0,0,0,0,9,37,35,64,58,53,47,34,18,6,341
10602161434,core,0,0,4,0,0,4,5,5,0,18,0,9,0,4,5,3,0,0,0,22,0,0,6,5,12,8,0,0,0,30,0,5,0,3,11,4,0,0,0,27,0,0,7,6,6,0,0,0,0,26,0,0,0,4,4,0,0,0,0,20,0,0,7,8,16,6,4,0,0,42,0,0,0,0,8,0,0,0,0,10,0,0,4,8,6,4,0,0,0,20,5,0,0,0,3,0,0,0,0,16,31,27,38,69,99,46,17,13,4,346
10602161435,core,0,6,3,4,0,5,0,0,0,22,0,6,12,0,3,13,0,0,0,44,0,0,11,11,10,5,0,0,0,35,0,0,3,3,8,0,0,0,0,15,0,0,3,4,4,3,0,0,0,16,0,0,6,0,0,0,0,0,0,15,0,0,5,7,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,13,31,58,41,41,44,18,16,11,267
10602161436,core,0,5,3,5,0,3,0,0,0,11,0,3,5,6,0,5,0,0,0,20,0,3,3,4,0,5,0,0,0,17,0,0,6,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,16,10,14,32,26,11,20,23,9,3,148
10602161437,core,0,3,3,4,5,0,3,0,0,13,0,6,3,0,0,0,0,0,0,20,0,0,4,12,0,4,0,0,0,23,0,0,3,4,0,0,0,0,0,16,0,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,4,7,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,24,33,24,21,20,9,0,161
10602161438,core,0,3,6,0,3,0,3,0,0,14,0,5,8,0,0,3,0,0,0,20,0,0,0,0,3,10,0,0,0,14,0,0,3,5,5,8,0,0,0,14,0,0,3,4,8,3,7,0,0,19,0,0,0,0,0,3,0,0,0,11,0,0,4,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,4,7,0,3,0,15,19,19,37,20,41,34,42,34,3,249
10602161439,core,0,5,7,8,10,4,10,0,0,50,4,3,4,0,5,3,6,0,0,31,0,9,10,5,8,12,0,0,0,37,0,7,10,9,5,3,0,0,0,33,0,4,0,0,4,3,0,0,0,17,0,0,0,4,4,0,0,0,0,10,0,0,3,10,9,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,4,7,6,3,5,4,6,5,4,36,30,51,59,59,74,81,66,32,16,460
