SA1_CODE_2021,zone_tier,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10601110701,core,4,7,7,4,0,5,4,0,0,43,0,5,13,13,11,3,0,0,0,52,0,11,23,10,10,3,0,0,0,59,0,4,13,7,9,9,0,0,0,32,0,0,8,13,4,3,0,0,0,27,0,0,10,10,8,0,0,0,0,29,0,0,18,23,7,4,0,0,0,50,0,0,3,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,3,3,0,24,53,41,134,114,75,51,34,18,3,522
10601110702,core,0,3,8,7,3,4,3,0,3,35,3,4,10,9,10,5,5,0,0,52,0,3,11,6,5,3,0,0,0,31,0,0,14,9,5,0,4,0,0,25,0,0,7,4,0,9,0,0,0,25,0,0,7,0,0,5,0,0,0,13,0,0,7,8,5,4,0,0,0,29,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,4,0,3,3,0,4,4,0,0,16,36,28,93,74,52,72,51,21,7,441
10601110703,core,3,4,11,5,4,6,5,4,0,42,0,7,13,5,10,6,0,0,0,47,0,6,17,9,3,13,0,0,0,54,0,4,14,13,6,12,0,0,0,52,0,3,9,7,9,4,0,0,0,35,0,5,10,10,9,6,0,0,0,42,0,3,25,27,15,10,0,0,0,81,0,0,9,3,3,0,0,0,0,15,0,0,3,3,3,0,0,0,0,8,0,0,3,3,3,0,3,3,0,24,45,52,140,115,98,83,44,23,0,598
10601110704,external,3,0,4,0,0,3,3,0,0,20,0,0,9,0,5,11,5,0,0,28,0,6,4,0,5,8,3,4,0,33,0,0,4,8,4,3,4,0,0,23,0,0,4,8,5,5,0,0,0,21,0,0,5,3,3,0,0,0,0,16,0,0,4,10,6,4,0,0,0,27,0,0,0,0,7,3,0,0,0,11,0,0,0,3,9,8,0,0,0,22,0,0,0,0,0,3,0,4,0,15,24,27,40,43,71,74,45,12,3,334
10601110705,external,0,0,0,4,9,8,5,3,0,29,0,0,0,4,8,3,4,0,0,27,0,0,0,3,5,5,3,4,0,28,0,0,3,0,0,7,0,0,0,18,0,0,0,4,6,3,0,0,0,18,0,0,0,0,0,3,0,0,0,10,0,0,6,15,9,7,0,4,0,40,0,0,0,0,5,0,3,0,0,14,0,0,0,3,5,3,3,0,0,19,0,0,3,5,5,0,4,0,0,16,23,14,21,57,60,59,53,13,0,305
10601110706,core,0,0,0,3,3,0,7,3,0,28,0,0,0,9,3,6,4,3,0,26,0,3,4,3,3,4,5,3,0,28,0,0,3,0,0,4,0,0,0,17,0,0,0,4,5,4,5,0,0,13,0,0,3,7,5,0,0,0,0,16,0,0,5,8,5,0,4,0,0,29,0,0,0,0,4,0,0,0,0,8,0,0,0,3,7,0,3,0,0,17,0,0,0,0,0,0,0,0,5,11,30,10,29,46,59,41,52,28,8,300
10601110707,core,0,0,3,4,0,0,3,0,0,14,0,0,0,8,0,7,3,3,0,31,0,0,6,4,3,3,0,0,0,18,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,4,3,0,0,14,0,0,3,3,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,10,5,0,0,19,0,0,0,0,0,4,0,0,0,6,7,13,26,33,24,55,60,16,3,239
10601110708,core,0,0,4,5,4,6,6,5,0,23,0,5,0,0,4,0,0,3,0,17,0,0,3,4,4,5,4,0,0,18,0,0,0,6,3,5,0,0,0,19,0,0,5,8,3,0,0,0,0,18,0,0,3,3,4,0,0,0,0,8,0,0,0,7,0,0,5,0,0,18,0,0,0,0,6,3,0,0,0,3,0,0,0,5,7,5,3,0,0,14,0,7,0,4,8,0,9,0,0,21,16,22,32,34,48,43,45,19,5,267
10601110709,core,8,0,3,0,3,3,0,0,0,20,0,4,4,0,8,0,7,0,0,22,0,0,0,11,4,0,0,0,0,23,0,0,3,0,4,3,0,0,0,10,0,0,4,4,3,5,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,10,11,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,5,16,21,16,37,34,39,30,39,24,8,249
10601110710,core,0,5,3,3,0,0,4,0,0,17,0,0,4,3,5,0,0,0,0,14,0,3,8,4,3,0,0,0,0,17,0,0,0,4,3,0,0,0,0,16,0,0,5,3,0,3,0,0,0,7,0,0,7,0,3,0,0,0,0,18,0,0,7,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,11,21,18,43,31,28,26,29,11,6,208
10601110712,core,0,3,7,0,3,0,10,0,0,29,3,4,3,9,9,0,0,0,0,30,0,6,3,11,6,3,0,0,0,32,0,0,0,6,3,0,0,0,0,23,0,0,3,0,0,0,0,0,0,5,0,3,3,3,4,0,0,0,0,15,0,0,3,9,11,7,0,0,0,32,0,0,0,5,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,17,26,28,49,65,59,38,46,27,0,340
10601110713,core,0,0,0,5,4,4,4,0,0,19,0,0,6,3,6,3,3,0,0,21,0,3,6,3,5,7,0,0,0,20,0,4,0,9,8,0,0,0,0,18,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,6,0,0,0,8,0,0,3,6,9,0,4,0,0,19,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,20,34,12,23,41,44,33,37,3,4,230
10601110714,core,5,3,3,8,10,9,3,3,0,40,0,7,17,4,10,3,6,0,0,50,3,8,12,8,8,14,0,0,0,50,0,3,12,11,3,0,4,0,0,34,0,0,10,5,6,4,0,0,0,31,0,0,5,10,6,5,0,0,0,25,0,0,15,18,11,4,3,0,0,52,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,44,36,108,95,65,88,44,19,0,489
10601110716,external,0,3,5,10,10,7,7,3,0,51,0,14,4,7,9,8,5,0,0,46,0,5,10,11,12,5,4,0,0,52,0,0,0,12,3,7,4,0,0,24,0,0,5,12,16,9,5,0,0,45,0,3,3,5,10,10,5,0,0,28,0,0,7,28,32,18,3,0,0,93,0,0,0,7,6,4,0,0,0,21,0,0,0,4,11,3,0,0,0,17,0,0,0,8,4,6,0,3,0,33,69,51,51,114,132,122,66,29,0,645
10601110717,external,0,5,0,4,9,0,3,4,0,19,0,0,5,0,3,5,0,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,3,3,0,0,0,0,3,0,0,7,0,0,9,0,0,0,13,0,0,3,4,3,6,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,10,12,10,17,26,33,39,20,16,0,175
10601110718,external,0,0,5,3,7,4,4,0,0,23,0,0,6,3,3,3,4,0,0,23,0,0,0,0,3,0,3,0,0,12,0,0,0,4,5,0,0,0,0,9,0,0,3,0,8,0,0,0,0,14,0,0,0,3,3,0,0,0,0,12,0,0,9,10,17,6,0,0,0,45,0,0,5,4,3,0,0,0,0,6,0,0,3,0,3,4,4,0,0,17,4,0,7,8,5,4,3,3,0,30,25,12,46,41,69,52,37,16,0,297
10601110719,core,4,5,3,0,0,0,0,0,0,11,0,5,5,3,3,0,0,0,0,24,0,4,7,11,0,0,0,0,0,21,0,0,3,8,0,9,0,0,0,20,0,0,3,4,5,0,0,0,0,16,0,0,3,0,4,0,3,0,0,9,0,0,14,10,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,19,19,51,43,29,18,20,9,0,208
10601110720,core,0,8,8,4,0,3,0,0,0,26,4,14,14,7,8,0,3,0,0,43,0,3,17,3,3,8,0,0,0,32,0,5,10,4,3,8,0,0,0,28,0,0,0,5,0,8,0,0,0,16,0,0,3,11,3,5,3,0,0,19,0,0,11,11,12,3,0,0,0,38,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,15,26,35,83,72,52,42,38,17,3,373
10601110722,core,0,3,6,0,9,0,0,3,0,26,4,5,9,3,0,5,0,0,0,28,0,3,9,9,11,6,0,0,0,35,0,0,0,0,5,3,0,0,0,14,0,0,7,4,5,0,0,0,0,25,0,0,4,3,0,4,0,0,0,15,0,0,11,7,7,5,0,0,0,29,0,0,4,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,10,23,19,63,46,41,54,44,20,8,315
10601110723,core,6,12,17,8,3,0,9,0,0,53,3,9,14,10,9,0,3,0,0,48,0,5,18,16,9,12,0,0,0,57,0,0,12,17,15,7,0,0,0,52,0,0,3,4,9,4,0,0,0,22,0,0,7,0,10,0,0,0,0,21,0,4,14,18,11,4,0,0,0,47,0,0,5,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,7,10,0,4,4,3,7,0,31,57,56,109,89,112,56,63,24,7,573
10601110725,core,0,5,9,6,0,0,0,0,0,25,0,5,3,5,4,0,0,0,0,22,0,0,11,12,4,6,0,0,0,27,0,6,10,5,3,0,3,0,0,30,0,6,14,10,6,0,0,0,0,31,0,0,8,6,8,0,0,0,0,19,0,3,14,16,9,3,0,0,0,43,0,0,4,5,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,5,4,5,7,8,8,6,5,0,0,33,17,40,98,89,50,31,28,15,3,368
10601110726,core,5,3,3,8,6,4,4,0,0,21,0,8,4,3,3,4,0,0,0,25,0,0,4,3,6,0,4,0,0,19,0,0,3,3,0,0,0,0,0,16,0,0,3,9,3,0,0,0,0,13,0,0,8,5,0,4,0,0,0,14,0,0,8,10,5,5,0,0,0,31,0,0,0,6,4,0,0,0,0,5,0,0,0,4,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,25,13,52,59,48,25,19,4,0,237
10601110727,core,6,0,8,4,0,0,0,0,0,23,0,7,10,10,3,0,0,0,0,36,0,8,16,5,3,9,0,0,0,40,0,9,24,7,4,6,0,0,0,47,0,7,12,11,6,0,0,0,0,30,0,0,14,14,3,3,0,0,0,31,0,0,22,17,8,3,0,0,0,55,0,0,0,7,0,0,0,0,0,4,0,0,4,7,5,0,0,0,0,7,3,3,8,3,5,5,0,0,0,26,28,41,147,87,38,40,24,0,0,404
10601110728,core,0,0,0,4,0,7,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,4,0,0,0,0,16,0,0,0,0,3,12,4,0,0,17,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,10,0,6,0,0,0,0,0,3,0,9,4,11,15,18,29,48,38,14,4,175
10601110729,core,0,4,3,6,4,0,0,0,0,22,0,5,8,3,6,3,3,0,0,32,0,0,14,0,5,0,5,0,0,29,0,5,9,10,6,6,0,0,0,27,0,0,16,6,7,0,0,0,0,24,0,0,11,9,4,0,0,0,0,30,0,0,11,14,12,6,0,0,0,41,0,0,0,11,0,0,0,0,0,15,0,0,4,5,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,11,28,29,101,85,53,32,22,4,5,356
10601110730,core,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,3,0,12,0,0,7,9,3,6,8,0,0,30,0,0,5,3,4,5,5,0,0,16,0,0,0,6,0,6,4,0,0,14,0,0,6,0,0,3,3,0,0,11,0,0,0,9,4,11,5,0,0,30,0,0,0,6,3,6,6,0,0,25,0,0,0,4,12,14,6,0,0,33,0,0,0,0,0,0,4,0,0,8,15,12,13,35,44,90,64,22,0,297
10601110731,core,3,0,7,0,0,6,0,3,0,25,0,3,3,0,7,3,3,0,0,14,0,3,0,5,7,9,3,0,0,30,0,0,0,5,6,0,0,0,0,17,0,0,7,4,3,3,5,0,0,19,0,0,0,0,4,0,0,0,0,10,0,0,4,8,7,5,4,0,0,26,0,0,3,3,3,5,0,0,0,11,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,5,0,5,0,11,23,15,25,43,54,46,40,17,5,279
10601110732,core,3,4,15,9,8,0,0,0,0,31,3,4,18,10,0,4,0,0,0,36,0,12,16,7,3,0,0,0,0,42,0,0,22,11,0,4,0,0,0,42,0,0,14,14,0,5,0,0,0,34,0,0,13,13,0,0,0,0,0,29,0,0,17,16,10,0,0,0,0,45,0,0,7,8,0,0,0,0,0,14,0,0,0,6,4,0,0,0,0,9,0,0,5,3,0,0,5,0,0,15,20,30,140,103,33,33,20,6,0,386
10601110733,core,0,0,0,0,0,4,10,10,0,23,0,0,3,0,0,3,7,0,0,24,0,0,6,3,5,3,6,4,0,18,0,0,0,0,0,7,3,0,0,14,0,0,0,7,3,3,8,0,0,17,0,0,0,0,0,8,4,0,0,19,0,0,0,4,6,13,5,0,0,27,0,0,0,3,0,6,0,0,0,10,0,0,0,0,8,14,6,0,0,34,0,0,0,3,0,0,3,0,0,11,9,4,11,27,39,68,74,42,0,284
10601110801,core,0,5,11,5,7,4,13,0,0,51,0,10,9,4,9,9,0,0,0,46,0,0,6,4,5,3,0,0,0,22,0,0,5,0,5,0,0,0,0,12,0,0,4,6,5,0,0,0,0,11,0,0,0,9,8,0,0,0,0,13,0,0,14,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,3,3,10,3,7,4,38,31,31,68,61,71,88,57,36,16,457
10601110806,core,0,0,6,6,3,0,0,0,0,19,0,0,6,3,0,3,5,0,0,20,0,3,9,0,0,6,0,0,0,19,0,0,3,0,5,8,0,0,0,10,0,0,8,0,0,0,0,0,0,9,0,0,7,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,0,0,3,0,0,29,17,15,52,46,36,44,32,23,6,274
10601110807,core,5,6,9,3,3,3,7,7,0,36,0,4,16,0,8,5,0,0,0,40,0,3,8,9,11,6,4,0,0,37,0,4,4,6,3,4,0,0,0,24,0,0,4,0,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,5,0,0,24,31,26,63,68,48,67,49,38,7,395
10601110808,core,0,3,6,6,4,0,3,0,0,32,0,7,15,9,3,3,0,0,0,37,0,6,11,4,5,7,0,0,0,38,0,0,8,5,5,0,0,0,0,19,0,0,9,0,0,4,0,0,0,14,0,0,4,0,6,3,0,0,0,12,0,0,0,9,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,14,27,38,66,49,41,57,40,22,3,333
10601110809,core,0,3,5,5,0,4,4,3,0,16,0,4,0,0,3,7,0,3,0,12,0,0,3,3,5,3,0,0,0,20,0,0,4,0,0,4,0,0,0,13,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,11,9,8,41,21,25,39,28,21,0,196
10601110810,core,0,6,3,4,6,0,4,0,0,23,4,5,9,10,5,3,0,0,0,38,0,4,14,3,18,9,7,0,0,56,0,0,9,4,3,5,0,0,0,25,0,0,0,3,5,0,0,0,0,13,0,3,8,3,4,5,0,0,0,11,0,0,0,6,6,9,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,17,32,28,47,43,77,56,36,17,5,345
10601110811,core,0,0,0,5,5,3,9,3,0,24,0,0,4,6,10,6,5,0,0,33,0,0,4,3,6,3,0,0,0,18,0,0,7,4,4,3,0,0,0,20,0,0,4,0,0,4,3,0,0,17,0,0,4,7,4,4,0,0,0,15,0,0,3,3,4,8,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,24,27,36,40,42,58,60,29,5,329
10601110812,core,0,4,3,5,3,3,12,9,0,34,0,0,0,3,6,4,4,3,0,30,0,0,0,4,7,4,3,0,0,20,0,0,5,0,5,3,0,0,0,7,0,0,9,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,7,0,9,7,0,3,48,19,16,47,35,44,57,67,56,25,371
10601110813,core,0,13,9,3,3,0,3,0,0,32,0,5,13,5,10,4,0,0,0,35,0,6,10,8,9,5,3,0,0,38,0,0,11,3,7,5,0,0,0,34,0,0,0,3,5,3,0,0,0,12,0,0,3,8,4,0,0,0,0,13,0,0,6,5,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,6,14,36,66,29,31,66,51,55,48,60,56,107,508
10601110814,core,0,0,4,4,0,0,3,0,5,15,0,0,3,3,0,0,5,0,0,13,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,9,8,10,18,21,16,27,25,10,8,144
10601110815,core,5,0,0,0,0,0,0,0,0,11,0,0,0,5,4,3,5,0,0,19,0,0,4,5,5,0,0,0,0,24,0,0,4,0,3,0,0,0,0,16,0,0,0,3,4,0,0,0,0,16,0,0,3,0,0,5,0,0,0,14,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,3,0,0,15,13,7,44,29,29,26,33,17,5,204
10601110816,core,5,3,4,3,5,4,6,4,0,33,0,5,11,3,4,3,0,0,0,31,0,5,13,10,8,3,0,0,0,35,0,0,0,3,0,3,0,0,0,12,0,0,3,6,0,4,0,0,0,16,0,6,0,4,0,4,0,0,0,15,0,0,3,3,6,5,0,0,0,21,0,0,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,3,0,4,9,5,0,4,32,32,27,61,45,50,60,49,21,14,359
10601110817,core,0,4,4,5,0,4,0,0,0,24,0,4,3,6,6,7,8,0,0,30,0,3,5,3,8,4,0,0,0,28,0,6,0,3,3,7,0,0,0,26,0,0,0,4,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,11,0,0,0,3,11,0,0,0,0,20,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,3,0,3,3,3,0,0,21,20,32,42,40,61,60,41,30,6,340
10601110818,core,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,9,0,15,0,4,3,0,5,4,35,99,96,256
10601110819,core,0,3,9,0,5,3,3,3,0,33,0,4,8,9,5,5,0,0,0,37,0,0,10,11,9,4,0,0,0,38,0,0,4,5,4,5,0,0,0,26,0,0,4,0,0,5,0,0,0,16,0,0,0,4,0,0,0,0,0,5,0,0,5,5,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,16,18,25,74,53,51,60,58,27,8,372
10601110820,core,0,3,5,4,0,5,5,0,0,33,0,3,10,7,3,4,5,0,0,35,0,0,3,8,4,4,0,0,0,19,0,4,0,6,6,0,0,0,0,12,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,4,0,6,7,0,22,29,24,44,45,54,58,69,33,10,360
10601110821,core,0,0,0,4,7,0,4,0,0,14,0,4,5,6,5,0,0,0,0,21,0,0,9,3,5,3,0,5,0,25,0,0,4,0,0,0,0,0,0,9,0,0,0,10,0,9,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,3,17,17,14,29,42,30,44,49,35,11,271
10601110822,core,5,5,4,4,3,4,9,0,0,39,0,10,4,6,12,7,0,0,0,42,0,5,15,13,8,4,0,0,0,46,0,0,12,5,8,3,3,0,0,32,0,0,7,5,4,0,3,0,0,19,0,0,4,9,3,0,0,0,0,17,0,0,0,6,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,7,4,4,7,3,3,0,0,28,33,33,78,58,75,65,54,20,0,424
10601110823,core,0,0,0,0,0,3,0,0,0,16,0,0,0,3,7,5,0,0,0,18,0,0,6,4,0,4,0,0,0,16,0,0,0,0,8,3,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5,0,0,0,0,7,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,22,10,16,28,36,26,21,13,0,167
10601110824,core,0,0,0,0,9,4,3,0,0,11,0,3,0,0,6,0,3,0,0,17,0,3,4,4,3,0,0,0,0,14,0,0,0,0,5,0,3,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,10,19,24,30,15,27,11,4,157
10601110825,core,0,4,16,18,10,3,0,0,0,40,0,0,8,10,8,7,0,0,0,36,0,0,21,11,5,4,0,0,0,41,0,0,10,4,4,5,0,0,0,22,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12,17,16,38,20,17,11,3,5,0,121,75,52,148,117,87,61,28,18,5,599
10601110826,core,0,3,5,3,0,5,0,0,0,7,0,5,4,0,3,0,0,0,0,14,0,6,6,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,10,0,0,0,4,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,11,18,26,24,21,23,12,0,145
10601110827,core,0,4,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,4,8,18,16,4,7,3,62
10601110828,core,0,0,0,0,0,6,0,3,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,5,0,0,11,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,6,0,0,7,4,3,4,4,15,24,39,12,6,107
10601110829,core,0,3,11,5,4,3,0,0,0,27,3,9,10,6,0,3,4,6,0,31,0,0,5,10,12,4,0,0,0,29,0,5,3,0,11,4,4,0,0,23,0,0,6,6,7,0,0,0,0,14,0,0,7,3,0,4,0,0,0,16,0,0,4,0,9,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,3,3,3,0,35,31,29,60,51,57,42,55,17,4,344
