SA1_CODE_2021,zone_tier,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
10601110701,core,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,147,88,237,3,7,12,5,0,5,0,0,0,0,0,0,0,0,0,0,4,4,162,100,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,22,21,40,65,0,0,0,189,161,354
10601110702,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,83,182,6,4,10,3,0,3,0,0,0,0,0,0,0,0,0,7,5,8,115,93,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,22,16,35,0,0,0,145,122,266
10601110703,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,121,278,3,9,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,164,132,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,59,29,43,72,0,0,0,212,217,433
10601110704,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,56,129,6,3,6,5,0,5,3,0,3,0,0,0,0,0,0,5,0,5,98,54,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,41,70,11,13,27,0,3,3,129,116,246
10601110705,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,86,3,0,9,6,0,8,3,0,3,0,0,0,0,0,0,10,7,17,74,49,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,51,9,17,32,0,0,0,105,95,205
10601110706,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,97,0,6,6,3,0,3,0,0,3,0,0,3,0,0,0,4,3,8,63,56,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,37,11,17,22,0,6,5,89,99,188
10601110707,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,46,27,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,62,4,20,22,0,0,0,82,75,160
10601110708,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,76,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,57,34,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,34,16,9,28,0,0,0,85,67,156
10601110709,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,73,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,58,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,20,3,13,11,0,0,0,67,65,135
10601110710,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,83,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,14,12,19,0,0,0,63,59,122
10601110712,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,148,8,4,8,5,0,5,0,0,0,0,0,0,0,0,0,0,4,7,100,67,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,19,17,16,13,30,0,0,0,125,100,221
10601110713,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,85,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,9,14,20,0,0,0,71,66,138
10601110714,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,104,228,3,7,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,138,112,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,20,27,26,31,54,4,0,3,170,166,333
10601110716,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,104,256,4,11,14,10,0,10,0,0,0,0,0,0,0,0,4,0,0,7,169,118,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,55,76,30,39,68,0,0,0,228,212,441
10601110717,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,47,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,11,13,21,0,0,0,64,51,116
10601110718,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,50,121,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71,51,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,35,12,16,31,0,0,0,98,91,186
10601110719,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,41,101,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,42,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,20,11,12,27,0,0,0,83,74,158
10601110720,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,66,160,10,6,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,107,68,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,22,23,20,22,46,0,0,0,132,118,246
10601110722,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,47,126,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,88,47,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,20,15,19,29,0,0,0,114,79,197
10601110723,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,90,225,8,10,18,4,0,4,0,0,0,0,0,0,0,0,8,3,3,4,149,110,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,33,28,42,71,0,0,0,191,177,367
10601110725,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,71,168,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,75,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,24,27,10,23,38,0,0,0,122,120,247
10601110726,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,47,128,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,21,16,36,0,0,0,98,88,180
10601110727,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,94,198,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,101,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,23,43,20,16,40,0,0,0,146,144,293
10601110728,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,36,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,38,14,8,19,0,0,0,60,49,114
10601110729,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62,151,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,67,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,49,13,30,42,0,0,3,130,135,260
10601110730,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25,65,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,52,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,68,13,20,33,0,0,0,96,83,177
10601110731,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47,100,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,26,44,14,15,29,0,0,0,92,92,186
10601110732,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,81,178,0,8,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,101,90,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,19,30,47,21,35,52,0,0,0,144,150,294
10601110733,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,75,3,17,15,0,0,0,76,76,147
10601110801,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,65,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,66,76,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,20,16,37,57,0,0,0,90,125,211
10601110806,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,68,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40,39,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,8,20,0,0,0,52,54,109
10601110807,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,52,119,7,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,4,5,81,57,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,11,11,28,0,0,0,101,82,181
10601110808,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,47,121,0,6,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,80,55,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,13,19,32,0,0,0,92,90,177
10601110809,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,56,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,8,11,18,0,0,0,49,50,95
10601110810,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,52,117,5,8,12,0,0,0,0,0,0,6,0,6,0,0,0,3,3,3,82,60,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,11,19,29,0,0,0,102,92,196
10601110811,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,100,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,65,54,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,16,15,34,0,0,0,88,79,170
10601110812,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,12,15,29,0,0,0,57,54,112
10601110813,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,58,118,7,4,12,0,0,3,0,0,0,5,0,5,0,0,0,0,4,3,73,67,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,11,12,11,20,35,0,0,3,97,94,190
10601110814,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,47,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,8,0,0,0,35,36,67
10601110815,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,63,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,4,3,6,47,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,11,9,13,0,0,0,56,47,105
10601110816,core,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,60,52,110,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,20,19,41,0,0,0,90,91,181
10601110817,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,47,108,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,51,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,13,26,35,0,0,0,87,86,172
10601110818,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15
10601110819,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,73,133,12,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,72,84,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,13,25,37,0,0,0,91,117,208
10601110820,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,105,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,52,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,13,11,24,0,0,4,76,74,147
10601110821,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,70,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,50,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,10,18,24,0,0,0,53,59,111
10601110822,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,64,160,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,69,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,26,12,25,38,0,0,0,121,111,235
10601110823,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,63,4,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,8,10,20,0,0,0,59,46,105
10601110824,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,36,36,68
10601110825,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,91,7,9,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,67,54,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,18,23,43,5,0,5,96,91,186
10601110826,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,41,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,26,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,5,12,19,0,0,0,47,39,89
10601110827,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,13,13,29
10601110828,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,27,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,5,4,5,0,0,0,28,28,59
10601110829,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,51,110,6,0,3,7,0,7,0,0,0,0,0,0,0,0,0,7,3,8,73,54,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,13,15,30,0,0,0,93,85,183
10601110830,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,70,186,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,126,85,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,25,23,34,50,0,0,0,153,132,284
