SA1_CODE_2021,zone_tier,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
10601111308,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,5,5,34,35,73
10601111309,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,63,165,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,115,63,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,50,20,20,36,0,0,0,157,110,270
10601111310,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,4,19,20,0,0,0,49,51,102
10601111311,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,45,114,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,74,53,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,36,15,18,32,0,0,4,106,93,196
10601111312,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,91,198,0,3,7,12,0,12,3,0,4,0,0,0,0,0,0,0,0,3,129,94,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,39,23,34,58,0,0,0,159,155,316
10601111313,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,42,108,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,52,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,30,17,17,27,0,0,0,100,87,188
10601111314,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,52,146,0,7,7,3,0,3,0,0,0,0,0,0,0,0,4,4,0,7,100,65,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,42,24,22,49,0,0,7,139,120,265
10601111315,external,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,105,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,49,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,38,9,9,17,0,0,0,92,79,170
10602111401,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,61,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,46,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,7,10,15,0,0,0,67,67,132
10602111402,core,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72,58,131,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,85,63,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,17,21,35,0,0,0,106,92,201
10602111403,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,24,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,5,15,26,3,0,3,53,54,112
10602111408,core,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60,43,100,7,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,5,5,70,53,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,30,12,18,25,0,0,4,97,89,187
10602111409,core,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,38,23,67,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,46,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,10,13,19,0,0,0,66,50,114
10602111410,core,10,0,9,0,4,4,0,0,0,0,0,0,0,0,0,70,47,116,3,5,11,0,0,0,0,0,0,3,0,3,0,0,0,7,13,22,103,70,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,40,58,30,36,67,0,0,0,151,143,298
10602111411,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,63,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,41,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,16,11,15,22,0,0,0,57,61,113
10602111412,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,65,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,47,29,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,34,10,9,17,0,0,0,67,54,121
10602111415,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,68,181,6,3,12,5,0,5,0,0,0,5,0,5,4,0,0,0,3,3,121,76,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,73,27,27,48,0,0,0,175,145,322
10602111416,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,103,241,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,113,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,52,29,34,63,0,0,0,198,178,377
10602111417,core,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,118,102,220,0,4,9,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,120,110,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,35,44,20,36,60,0,0,0,159,181,341
10602111418,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,61,141,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,60,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,42,16,32,45,0,0,0,124,118,243
10602111419,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,47,0,3,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,6,9,15,0,0,0,43,35,83
10602111420,core,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,110,83,195,5,0,11,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,120,86,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,70,20,29,48,0,0,0,162,162,323
10602111421,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,102,234,8,11,15,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,140,114,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,51,26,30,56,0,0,4,181,180,362
10602111422,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,51,107,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,52,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,34,10,17,29,0,0,0,91,96,177
10602111423,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,64,132,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,71,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,34,15,17,32,0,0,0,104,103,209
10602111424,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,24,11,14,23,0,0,0,61,57,120
10602111425,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,93,201,8,3,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,98,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,38,60,22,34,58,0,0,0,171,166,336
10602111426,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,23
10602111601,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,59,140,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,70,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,51,21,20,41,0,0,0,124,123,245
10602111602,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,55,119,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,63,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,64,18,15,32,0,0,0,118,120,233
10602111603,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,62,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,38,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,15,31,12,12,24,0,0,0,67,58,126
10602111604,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,82,196,6,5,6,0,0,0,4,0,4,0,0,0,3,3,5,0,0,3,120,89,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,53,13,30,47,0,0,0,153,161,309
10602111605,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,139,3,3,6,5,0,5,0,0,0,0,0,6,0,0,0,0,0,0,80,73,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,53,11,23,33,0,0,0,116,126,248
10602111606,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,146,330,10,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,160,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,81,137,49,67,117,0,0,0,298,307,612
10602111607,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,29,33,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,6,7,18,3,0,3,47,52,100
10602111608,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,41,95,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,65,42,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,52,12,24,31,0,0,0,94,97,197
10602111609,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,50,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,32,12,20,30,0,0,0,83,86,175
10602111610,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,57,126,5,9,9,0,0,0,0,0,0,3,0,4,0,0,0,4,6,13,84,70,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,25,44,19,24,39,0,0,0,122,119,239
10602111611,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,69,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,0,11,13,0,0,0,52,58,109
10602111612,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,127,278,10,6,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,162,138,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,54,103,28,52,88,0,0,0,238,240,486
10602111613,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,86,208,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,136,96,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,46,68,18,38,55,0,0,0,181,173,354
10602111614,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64,130,6,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,70,73,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,37,66,18,23,39,0,0,0,116,135,255
10602111615,core,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,79,61,144,6,4,10,4,0,4,0,0,0,0,0,0,4,0,0,0,0,5,94,69,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,57,17,18,37,0,0,0,141,118,260
10602111617,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,65,146,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,95,71,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,63,12,19,33,0,0,0,135,124,266
10602111618,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,122,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,57,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,54,15,27,45,0,0,0,114,122,239
10602161401,core,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,20,40,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,3,9,0,0,0,34,31,66
10602161402,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,40,101,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,42,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,45,14,13,28,0,0,0,100,82,188
10602161403,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,74,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,56,35,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,7,8,17,0,0,0,66,56,127
10602161404,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,54,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,18,9,5,14,0,0,0,56,40,90
10602161405,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,52,134,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,91,62,150,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14,27,41,15,25,35,0,0,0,122,122,242
10602161406,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,72,172,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,76,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,48,63,16,29,45,0,0,0,149,152,301
10602161407,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,49,99,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,65,55,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,37,6,16,28,0,0,0,87,91,183
10602161408,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,68,155,5,4,8,5,0,5,3,0,3,0,0,0,0,0,0,0,0,4,104,75,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,45,19,32,46,0,0,0,136,128,269
10602161409,core,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,79,65,143,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,89,69,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,29,13,24,39,0,0,4,116,116,225
10602161410,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,57,125,8,7,12,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,78,63,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23,11,18,29,0,0,0,100,95,200
