SA1_CODE_2021,zone_tier,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
10603112001,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10603112002,core,0,0,0,4,0,8,9,9,0,26,0,0,0,0,4,0,11,0,0,18,0,4,4,0,0,3,0,0,0,17,0,0,0,3,0,0,0,0,0,9,0,0,5,3,6,4,3,0,0,18,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,12,11,11,28,31,36,11,4,151,7,0,0,0,3,9,3,0,0,18,0,0,0,0,4,0,3,0,0,8,0,6,0,0,0,4,8,0,0,18,0,0,0,9,0,4,26,12,0,51,0,0,5,0,4,5,20,8,7,42,0,8,4,3,3,0,7,5,0,32
10603112003,core,0,0,0,0,0,0,9,3,0,13,0,0,0,0,0,5,15,10,0,23,0,0,0,4,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,8,0,6,9,17,20,34,14,8,123,3,0,0,0,0,8,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,5,14,6,0,33,0,0,0,0,4,5,19,14,0,40,0,3,5,5,4,4,10,3,0,30
10603112004,core,0,0,0,0,5,6,6,6,0,30,0,0,0,0,4,12,13,10,0,36,0,3,0,3,0,0,0,0,3,13,0,3,6,3,6,7,0,0,0,20,0,0,0,0,6,3,3,0,0,16,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,3,0,0,0,10,11,13,11,24,25,45,37,21,0,189,6,5,0,3,4,6,7,4,0,35,3,0,0,0,0,0,0,0,0,4,5,3,0,0,0,7,3,0,0,22,0,0,0,0,5,10,21,16,0,54,0,0,4,3,6,12,13,11,0,61,5,5,3,3,7,7,7,4,3,33
10603112005,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112006,core,0,0,0,0,3,4,13,6,0,36,0,0,4,0,0,3,10,7,6,39,0,7,5,0,8,10,10,7,0,35,0,3,6,3,4,8,0,0,0,30,0,0,9,5,0,3,0,3,0,20,0,0,0,0,4,0,6,0,0,7,0,0,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,13,10,12,35,23,26,47,49,25,10,246,20,0,7,0,5,6,4,0,0,40,7,0,0,0,0,3,0,0,0,15,0,4,6,4,0,12,6,4,0,39,0,5,7,0,3,8,29,13,0,68,0,0,8,4,3,9,24,15,8,76,0,4,5,4,8,12,12,3,0,63
10603112007,core,0,0,0,0,0,4,8,3,0,16,0,0,0,0,0,4,5,4,0,13,0,0,0,0,4,5,4,5,0,18,0,0,4,0,0,0,0,0,0,11,0,0,4,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,4,14,10,12,35,25,10,5,115,4,0,0,0,0,9,0,3,0,26,4,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,4,16,5,0,29,0,0,0,6,3,8,4,4,4,26,0,0,0,3,4,11,3,5,0,29
10603112008,core,0,0,0,0,0,7,9,6,0,28,0,0,4,3,0,4,14,10,6,37,0,5,6,0,4,8,4,5,0,29,0,0,8,0,4,0,10,0,0,20,0,4,0,8,3,0,0,0,0,21,0,0,3,4,6,5,0,0,0,20,0,0,0,5,0,4,0,0,0,7,0,0,6,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,3,0,0,17,21,12,30,34,31,41,50,29,9,259,18,4,5,0,5,6,11,0,0,50,8,0,0,0,4,0,3,0,0,19,5,3,3,0,0,4,4,3,0,23,0,0,0,0,0,11,25,13,8,53,7,0,4,0,4,8,20,14,8,63,6,3,3,0,7,10,8,15,0,55
10603112009,core,0,0,3,0,4,3,14,9,0,38,0,0,7,0,11,3,6,9,4,44,3,3,0,0,13,6,8,0,0,40,0,5,12,5,10,3,7,0,0,41,0,0,4,8,6,4,0,0,0,24,0,0,3,3,4,0,5,4,0,21,0,0,3,9,5,0,0,0,0,18,0,0,3,0,3,0,0,0,0,13,0,0,4,5,3,0,0,0,0,9,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,15,10,19,50,47,63,39,53,25,4,315,14,0,6,8,3,7,4,0,0,37,6,0,0,0,0,7,0,0,0,22,10,9,7,4,3,8,8,7,0,49,3,0,5,0,6,8,23,19,0,68,5,0,7,4,13,8,19,7,4,62,3,3,4,3,13,12,17,3,0,67
10603112010,core,0,0,0,0,3,4,23,3,0,41,0,0,3,0,0,7,11,7,3,39,0,0,3,6,4,0,8,4,0,26,3,5,9,3,3,5,3,0,0,28,0,3,6,5,3,7,0,0,0,24,0,0,7,4,6,8,0,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,12,22,17,34,32,34,46,53,15,7,260,15,4,9,3,5,6,4,0,0,50,6,0,0,0,0,0,3,4,0,12,3,0,0,0,3,6,0,0,0,27,0,0,0,0,10,10,41,10,0,76,0,9,7,0,3,10,19,9,4,65,0,0,6,8,4,8,13,9,0,45
10603112011,core,0,0,0,0,0,0,9,0,0,17,0,0,0,0,3,3,13,4,0,23,0,0,0,6,0,0,5,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,3,18,8,22,33,11,5,105,8,0,0,3,3,8,4,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,8,4,0,0,0,0,12,11,5,0,33,0,0,0,4,4,4,15,3,0,42,0,0,0,10,0,5,4,4,0,30
10603112012,core,0,0,0,0,6,4,11,8,0,25,0,0,0,0,0,8,9,5,0,17,0,0,0,0,3,0,5,0,0,19,0,0,6,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,5,4,6,0,0,0,6,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0,19,15,22,27,34,17,0,144,5,0,3,0,3,5,0,3,0,23,4,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,3,0,9,0,0,3,0,8,8,21,14,0,48,0,0,0,0,4,7,11,10,0,30,0,6,4,3,10,4,4,4,0,29
10603112013,core,0,0,0,0,3,5,10,3,0,17,0,5,0,4,5,3,10,5,0,30,0,0,3,9,6,3,0,0,0,21,0,0,0,4,3,6,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,4,9,15,24,29,34,42,11,7,180,3,0,0,0,0,6,6,4,0,26,3,3,0,4,0,3,3,0,0,11,0,0,0,0,4,5,4,4,0,22,0,0,0,0,6,7,16,9,9,45,0,5,0,4,5,7,15,4,0,46,3,0,5,9,5,3,4,3,0,39
10603112014,core,0,4,0,0,3,3,13,9,0,30,0,0,0,3,0,5,6,0,0,27,0,0,3,3,0,12,5,0,0,24,0,0,3,6,0,8,0,0,0,22,0,0,6,6,4,3,0,0,0,18,0,0,4,6,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4,5,0,21,20,8,22,28,25,41,39,22,0,214,13,0,0,3,3,14,7,3,0,44,0,0,0,0,0,0,0,0,0,5,5,0,0,5,4,9,7,5,0,31,3,4,4,4,3,5,19,14,0,62,0,0,0,9,7,7,15,6,0,39,0,3,3,5,0,9,10,0,0,37
10603112015,core,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,3,8,5,0,11,0,0,0,0,7,3,3,0,0,13,0,0,0,0,0,4,0,4,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,13,3,3,3,3,16,23,28,17,0,100,4,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,3,6,5,0,11,0,0,0,0,6,0,8,7,0,21,0,0,0,0,0,7,10,6,0,27,0,0,0,0,7,6,8,5,0,27
10603112016,core,0,0,0,0,0,5,12,7,3,36,0,0,0,3,3,3,8,6,3,26,3,0,3,0,4,0,3,0,0,21,0,6,6,6,6,4,3,0,0,22,0,0,3,0,5,6,5,0,0,15,0,0,4,3,0,11,0,0,0,23,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,3,5,0,25,13,12,37,25,34,53,40,26,5,239,10,5,0,5,0,15,5,0,0,41,8,3,0,0,4,5,4,0,0,18,0,6,6,3,0,7,7,4,0,30,3,0,4,7,4,8,21,16,3,58,0,0,0,3,6,7,12,11,3,47,5,6,4,3,4,3,4,5,0,36
10603112017,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603112018,core,0,0,0,5,3,4,6,8,4,28,0,4,7,0,3,0,10,9,3,29,0,0,4,5,3,3,10,6,0,32,0,0,0,5,7,4,9,11,14,47,0,4,0,0,6,3,0,0,0,15,0,0,0,4,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,9,13,16,28,31,38,36,32,22,237,17,0,0,0,0,6,0,4,0,32,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,3,7,0,0,14,0,0,0,4,3,7,9,11,4,49,0,4,7,6,7,3,13,11,7,49,3,0,3,5,3,8,19,13,0,61
10603112101,core,0,0,0,0,0,0,8,4,0,16,0,0,0,0,0,0,4,7,3,28,0,3,3,0,3,6,11,5,0,36,0,0,0,0,3,5,10,9,0,33,0,0,0,5,0,8,4,3,0,27,0,0,3,3,7,9,3,0,0,26,0,0,3,0,0,0,6,4,0,9,0,0,0,0,4,0,7,6,0,20,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,5,4,0,16,16,8,17,16,30,57,70,55,11,285,4,0,7,0,5,7,7,3,0,32,9,0,0,0,0,7,5,0,0,20,3,4,0,0,0,12,9,3,9,32,0,0,5,0,3,0,10,12,3,40,0,6,0,5,6,7,15,21,3,54,0,3,5,0,5,7,19,13,5,59
10603112102,core,0,0,3,0,0,3,4,4,0,13,0,0,0,0,0,4,9,3,0,23,0,0,0,0,5,6,3,6,0,22,0,0,7,0,0,0,8,6,0,24,0,3,0,0,5,4,3,0,0,21,0,0,0,0,0,0,3,0,0,11,0,0,0,3,3,5,0,0,0,10,0,0,0,0,5,6,0,0,0,8,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,4,3,5,0,20,10,13,13,13,30,48,58,34,10,226,4,0,0,0,0,6,11,4,5,34,3,0,0,0,0,0,4,0,0,15,3,0,4,0,0,6,0,4,0,20,0,0,4,0,0,3,9,12,0,31,0,0,4,0,0,9,12,6,0,38,0,0,0,0,3,8,12,9,0,41
10603112103,core,0,0,3,6,0,3,9,0,0,17,0,0,0,4,0,4,13,0,3,21,0,0,0,4,0,7,3,5,0,16,0,0,4,0,4,3,3,0,0,13,0,0,0,5,4,7,0,0,0,14,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,7,15,23,23,37,33,13,3,166,6,4,3,0,5,4,3,0,0,29,10,0,0,0,0,0,0,0,0,15,0,6,0,3,0,0,8,0,0,18,0,4,3,0,0,8,11,5,0,34,0,0,0,4,0,4,14,7,3,34,0,4,0,4,0,4,10,3,0,27
10603112104,core,0,0,0,3,0,0,4,6,0,11,0,0,0,0,0,0,5,0,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,5,0,8,0,0,0,4,3,9,0,0,0,14,0,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,6,0,0,0,0,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,7,9,32,28,18,9,0,105,9,0,0,0,3,3,5,0,0,21,3,0,0,0,4,0,0,3,0,10,0,0,0,0,5,0,4,3,0,14,0,0,0,5,0,0,4,5,0,14,0,0,0,0,0,3,8,3,0,21,0,0,4,0,5,3,4,0,0,15
10603112105,core,3,0,0,3,0,0,12,0,0,18,0,0,0,0,4,0,11,4,3,24,0,3,0,0,0,3,4,0,0,11,0,0,0,0,3,3,0,6,0,12,0,0,0,0,0,5,0,0,0,11,0,0,7,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,3,14,15,25,28,22,13,8,140,9,0,0,0,6,4,0,0,0,20,8,0,0,0,0,0,3,0,0,14,3,0,0,0,3,0,9,0,0,20,3,0,6,3,0,0,11,3,0,31,0,0,5,0,3,4,15,4,6,35,0,6,3,0,0,5,0,0,0,19
10603112106,core,0,0,0,0,0,0,22,27,0,48,0,0,0,3,0,6,9,18,8,41,0,0,0,0,0,6,18,18,3,47,0,0,0,0,3,3,9,9,0,27,0,0,0,0,0,0,6,11,4,23,0,3,3,0,0,7,3,3,0,16,0,0,0,0,0,5,0,5,0,11,0,0,0,0,0,0,5,5,0,7,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,5,18,6,33,6,3,6,10,11,42,85,119,35,321,9,0,3,0,4,3,9,5,0,32,0,0,0,0,0,4,5,4,0,10,4,0,0,0,0,0,0,6,0,17,0,0,0,0,0,5,33,44,5,94,0,0,0,3,0,8,20,24,13,67,0,0,0,0,0,10,25,26,12,74
10603112107,core,0,0,0,0,0,0,5,6,0,16,0,0,0,0,0,0,0,5,0,10,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,10,12,15,10,17,6,87,3,0,0,0,0,3,5,3,0,11,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,3,4,0,12,0,0,4,0,4,3,4,10,5,26,0,0,0,0,0,3,0,9,5,19,0,3,3,4,0,3,3,4,0,19
10603112108,core,0,0,0,0,0,4,8,8,5,31,0,0,0,0,0,3,7,9,9,27,0,0,4,3,3,11,5,17,9,50,0,0,0,0,4,0,0,7,0,16,0,0,0,3,3,6,0,0,0,17,0,0,4,0,4,0,3,0,0,19,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,12,4,32,10,10,14,16,23,39,43,57,26,251,5,0,4,5,0,5,0,0,0,19,8,0,0,0,0,0,0,0,5,17,0,0,5,0,4,4,5,8,0,19,0,4,3,0,3,5,27,21,12,61,0,5,0,3,4,4,13,16,11,55,0,0,4,4,0,9,11,30,11,75
10603112109,core,0,0,0,0,3,0,6,4,0,13,0,0,0,0,0,7,0,6,3,26,0,0,5,3,3,3,4,5,0,27,0,0,0,0,0,4,4,0,0,19,0,0,0,4,6,5,5,0,0,15,0,6,4,0,8,0,0,0,0,15,0,3,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,10,6,15,19,23,26,32,28,23,6,178,4,0,0,0,0,3,4,0,0,23,9,0,0,0,0,5,0,0,0,15,5,0,0,0,0,0,4,0,0,16,0,0,0,0,3,0,9,8,0,29,4,0,0,3,0,9,7,9,4,34,0,4,5,7,3,5,4,9,0,39
