SA1_CODE_2021,zone_tier,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
10601110719,core,..,13,13,31,0,31,20,0,20,15,0,20,4,0,4,3,0,3,75,19,97
10601110720,core,..,35,35,57,0,57,31,0,31,25,0,25,17,0,17,6,0,6,138,35,173
10601110722,core,..,29,29,63,4,66,27,0,29,16,0,16,13,0,13,5,0,5,123,32,152
10601110723,core,..,42,42,67,0,69,30,0,30,52,0,52,25,0,25,15,0,15,192,44,234
10601110725,core,..,37,37,61,3,64,36,0,40,31,0,31,7,0,7,3,0,3,138,41,177
10601110726,core,..,23,23,29,0,29,14,0,14,24,0,24,15,0,16,0,0,0,97,23,120
10601110727,core,..,32,32,59,6,68,35,0,35,37,0,37,19,0,19,7,0,7,158,37,188
10601110728,core,..,18,18,36,0,35,13,0,13,7,0,7,3,0,5,3,0,3,59,15,76
10601110729,core,..,28,28,52,3,55,34,0,34,37,0,37,14,0,14,12,0,12,147,26,175
10601110730,core,..,15,15,79,0,80,18,0,18,12,0,12,6,0,6,0,0,0,121,14,131
10601110731,core,..,19,19,33,3,36,18,0,18,22,0,22,18,0,18,0,0,0,91,21,117
10601110732,core,..,25,25,60,9,64,38,0,38,48,0,48,8,0,8,9,0,9,159,32,190
10601110733,core,..,17,17,86,0,86,14,0,14,7,0,7,4,0,4,0,0,0,116,17,130
10601110801,core,..,100,100,74,5,78,35,0,35,18,0,18,14,0,14,0,0,0,140,103,244
10601110806,core,..,34,34,52,4,53,23,0,23,12,0,12,4,0,4,3,0,3,93,34,128
10601110807,core,..,62,62,59,7,71,32,0,32,21,0,21,15,0,15,4,0,4,138,61,201
10601110808,core,..,54,54,56,3,56,23,0,23,11,0,11,5,0,5,11,0,11,113,55,165
10601110809,core,..,19,19,45,0,44,7,0,7,10,0,10,6,0,6,3,0,3,73,27,98
10601110810,core,..,53,53,47,4,52,24,0,27,24,0,24,12,0,12,7,0,7,110,56,166
10601110811,core,..,26,26,67,4,70,19,0,22,18,0,18,13,0,13,5,0,5,124,33,156
10601110812,core,..,70,70,48,0,56,18,0,19,15,0,15,3,0,3,3,0,3,98,74,171
10601110813,core,..,54,54,64,0,67,29,3,30,14,0,14,8,0,8,5,0,5,119,59,177
10601110814,core,..,29,29,32,0,34,16,0,16,5,0,5,0,0,0,0,0,0,54,30,76
10601110815,core,..,34,34,31,3,30,9,0,9,13,0,13,9,0,9,0,0,0,58,35,96
10601110816,core,..,50,50,48,3,54,24,0,23,32,0,32,9,0,9,3,0,3,117,56,175
10601110817,core,..,52,52,51,4,58,26,0,26,14,0,14,14,0,14,4,0,4,111,53,164
10601110818,core,..,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,10
10601110819,core,..,53,53,65,3,66,30,0,30,17,0,17,12,0,12,6,0,6,129,57,188
10601110820,core,..,62,62,59,4,61,16,0,16,16,0,16,7,0,7,5,0,5,111,67,179
10601110821,core,..,46,46,51,5,60,18,0,18,11,0,11,3,0,3,3,0,3,88,53,141
10601110822,core,..,50,50,53,3,57,32,3,37,26,0,26,14,0,14,9,0,10,133,55,189
10601110823,core,..,9,9,16,0,19,7,0,7,16,0,16,6,0,6,3,0,3,55,10,69
10601110824,core,..,24,24,18,5,21,11,0,11,8,0,8,4,0,4,3,0,3,47,29,73
10601110825,core,..,47,47,60,4,66,52,0,52,29,0,29,25,0,25,16,0,16,190,49,235
10601110826,core,..,9,9,28,3,29,10,0,10,6,0,6,4,0,4,4,0,4,51,11,61
10601110827,core,..,5,5,8,0,8,7,0,7,0,0,0,0,0,0,3,0,3,25,5,27
10601110828,core,..,15,15,35,0,35,0,0,0,4,0,4,0,0,0,0,0,0,38,15,56
10601110829,core,..,45,45,45,6,47,26,0,26,26,0,26,11,0,11,0,0,0,111,52,157
10601110830,core,..,73,73,84,11,94,58,3,55,38,0,38,18,0,18,6,0,6,201,86,288
10601110831,core,..,29,29,28,4,35,8,0,6,12,0,12,11,0,11,0,0,0,55,36,91
10601110832,core,..,44,44,45,10,49,25,0,25,6,0,6,12,0,12,3,0,3,90,48,142
10601110833,core,..,50,50,59,3,61,22,3,21,8,0,8,8,0,8,5,0,5,95,58,150
10601110834,core,..,66,66,57,5,55,22,0,24,18,0,18,4,0,4,5,0,3,106,71,179
10601110835,core,..,26,26,25,3,30,13,0,13,13,0,13,5,0,5,3,0,3,55,25,84
10601110836,core,..,68,68,60,4,66,34,0,38,35,0,35,11,0,11,9,0,9,146,74,215
10601110837,core,..,161,161,87,9,96,35,0,38,17,0,17,9,0,9,7,0,8,161,171,330
10601110838,core,..,49,49,45,5,52,19,0,19,16,0,16,4,0,4,3,0,3,92,57,145
10601110839,core,..,36,36,40,0,44,21,0,23,23,0,23,8,0,8,3,0,3,99,43,144
10601110840,core,..,39,39,25,4,30,21,0,21,20,0,20,6,0,6,7,0,7,82,43,125
10601110841,core,..,46,46,35,0,34,21,0,20,25,0,25,13,0,13,4,0,4,98,51,146
10601110842,core,..,9,9,40,0,40,12,0,12,25,0,25,14,0,14,9,0,9,96,9,105
10601110843,core,..,47,47,54,5,57,20,0,20,20,0,20,11,0,11,0,0,0,104,56,160
10601110844,core,..,43,43,35,7,41,27,0,31,15,0,15,13,0,13,8,0,8,98,49,146
10601110845,core,..,121,121,52,7,54,19,3,26,12,0,12,8,0,8,0,0,0,94,131,220
10601110847,core,..,47,47,74,4,82,43,0,43,38,0,38,17,0,17,14,0,14,187,52,243
10601110848,core,..,16,16,19,3,27,15,0,14,5,0,8,11,0,11,4,0,4,54,25,82
10601110850,core,..,33,33,44,0,49,27,0,27,26,0,26,9,0,9,4,0,4,119,37,152
10601110852,core,..,22,22,37,0,37,16,0,16,18,0,18,4,0,4,0,0,0,80,29,102
10601110855,core,..,15,15,40,0,39,23,0,23,27,0,27,15,0,15,3,0,3,109,21,121
10601110858,core,..,57,57,72,7,77,28,0,28,29,0,29,13,0,13,7,0,7,136,64,205
10601110859,core,..,16,16,38,4,44,45,0,45,57,0,57,32,0,32,18,0,17,186,17,207
10601110860,core,..,46,46,56,0,57,34,0,36,19,0,19,12,0,12,4,0,4,136,49,179
10601110861,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601110862,core,..,0,0,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6
10601110863,core,..,18,18,31,0,37,30,0,32,28,0,28,16,0,16,3,0,3,108,17,124
10601110864,core,..,32,32,65,3,73,31,0,38,54,0,54,15,0,15,14,0,14,179,38,218
10601110865,core,..,69,69,69,8,76,35,0,35,30,0,30,11,0,11,6,0,6,153,76,229
10601110866,core,..,68,68,105,8,112,44,0,44,53,0,53,21,0,21,8,0,8,230,71,300
10601110901,core,..,22,22,38,0,42,25,0,25,23,0,23,10,0,10,12,0,12,110,25,136
10601110902,core,..,20,20,40,4,46,21,0,21,24,0,24,18,0,18,10,0,10,108,21,133
10601110903,core,..,23,23,31,0,32,21,0,21,25,0,25,14,0,14,7,0,7,95,25,122
10601110904,core,..,11,11,22,0,20,15,0,15,17,0,17,7,0,7,4,0,4,64,14,81
10601110905,core,..,18,18,55,0,55,10,0,10,26,0,26,11,0,11,7,0,7,108,15,122
10601110906,core,..,24,24,40,3,43,26,0,26,19,0,19,18,0,18,14,0,14,119,32,149
10601110907,core,..,22,22,22,3,25,13,0,13,23,0,23,9,0,9,7,0,7,67,23,91
10601110908,core,..,38,38,57,0,61,32,3,33,28,0,28,18,0,18,8,0,8,134,43,183
10601110909,core,..,59,59,55,6,64,34,0,31,26,0,26,11,0,11,15,0,15,141,64,200
10601110911,core,..,22,22,28,0,30,18,0,18,19,0,19,8,0,8,10,0,10,79,24,100
10601110912,core,..,13,13,34,0,37,19,0,19,14,0,14,16,0,16,12,0,12,89,16,106
10601110913,core,..,13,13,42,0,43,10,0,10,12,0,12,15,0,15,4,0,4,82,12,95
10601110914,core,..,22,22,60,3,60,28,0,28,29,0,29,11,0,11,7,0,7,137,24,159
10601110915,core,..,12,12,45,4,50,12,0,12,21,0,21,14,0,14,8,0,8,96,16,109
10601110916,core,..,21,21,64,0,63,27,0,32,31,0,31,11,0,11,7,0,7,146,26,168
10601110917,core,..,17,17,30,0,36,21,0,21,11,0,11,6,0,6,3,0,3,76,24,99
10601110918,core,..,16,16,34,7,39,14,0,12,11,0,11,3,0,6,5,0,5,60,22,86
10601110920,core,..,47,47,73,3,77,18,0,18,11,0,11,7,0,7,3,0,3,110,51,160
10601110921,core,..,47,47,52,0,52,12,0,12,10,0,10,3,0,3,0,0,0,76,47,124
10601110922,core,..,61,61,76,7,85,21,0,21,13,0,13,3,0,3,4,0,4,125,66,191
10601110924,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601110925,core,..,5,5,22,0,22,8,0,8,13,0,13,6,0,6,5,0,5,59,5,66
10601110926,core,..,9,9,10,0,12,10,0,10,15,0,15,9,0,9,6,0,6,50,7,52
10601110927,core,..,9,9,20,4,20,12,0,14,19,0,19,5,0,5,6,0,6,54,16,71
10601110928,core,..,0,0,7,0,8,9,0,9,15,0,15,15,0,15,4,0,4,51,0,52
10601110929,core,..,18,18,45,3,46,25,0,25,33,0,33,7,0,7,9,0,9,115,22,141
10601110930,core,..,28,28,49,5,56,27,0,27,21,0,21,5,0,5,5,0,5,102,36,136
10601111001,external,..,9,9,22,0,20,14,0,14,10,0,10,5,0,5,0,0,0,56,12,67
10601111002,external,..,42,42,63,0,67,44,0,44,31,0,31,16,0,16,11,0,11,157,41,198
10601111003,external,..,30,30,49,0,50,16,0,16,15,0,15,6,0,6,4,0,4,89,36,120
10601111004,external,..,33,33,26,6,27,19,0,19,11,0,11,3,0,3,3,0,3,64,32,97
10601111006,external,..,37,37,60,0,60,13,0,13,13,0,13,9,0,9,5,0,5,95,37,128
10601111007,external,..,83,83,81,6,83,19,0,19,25,0,21,16,0,16,4,0,4,136,86,225
10601111008,external,..,39,39,32,5,38,12,0,12,8,0,8,0,0,0,0,0,0,51,43,93
10601111009,external,..,58,58,62,0,59,18,0,18,9,0,9,9,0,9,4,0,4,99,56,153
10601111010,external,..,42,42,28,0,29,8,0,8,13,0,13,8,0,8,0,0,0,58,47,106
10601111011,external,..,36,36,70,0,70,30,0,30,39,0,39,21,0,21,13,0,13,177,36,208
10601111012,external,..,30,30,45,6,49,22,0,22,17,0,17,7,0,7,5,0,5,94,33,121
10601111013,external,..,16,16,45,4,50,9,0,9,16,0,16,10,0,10,0,0,0,90,23,112
10601111014,external,..,28,28,45,0,43,10,0,10,16,0,16,10,0,10,4,0,4,91,24,116
10601111015,external,..,30,30,43,0,40,16,0,16,4,0,4,6,0,6,0,0,0,67,28,98
10601111016,external,..,31,31,42,0,41,13,0,13,9,0,9,7,0,7,0,0,0,70,32,105
10601111017,external,..,18,18,34,0,38,13,0,13,9,0,9,5,0,5,3,0,3,65,17,86
10601111018,external,..,17,17,51,0,51,12,0,12,13,0,13,10,0,10,5,0,5,79,17,102
10601111019,external,..,35,35,53,5,58,21,0,21,8,0,8,8,0,8,0,0,0,87,40,126
10601111020,external,..,34,34,47,5,51,20,0,20,24,0,24,8,0,8,9,0,9,106,37,143
10601111021,external,..,31,31,85,5,86,28,0,28,48,0,48,20,0,20,10,0,10,188,32,220
10601111022,external,..,37,37,46,3,47,14,0,14,20,0,20,4,0,4,0,0,0,88,37,124
10601111023,external,..,41,41,42,0,42,29,0,29,14,0,14,7,0,7,4,0,4,102,41,141
10601111024,external,..,15,15,47,0,47,18,0,18,28,0,28,12,0,12,6,0,6,108,14,123
10601111025,external,..,24,24,42,0,41,22,0,22,18,0,18,3,0,3,5,0,5,88,21,112
10601111026,external,..,13,13,35,0,35,15,0,15,13,0,13,10,0,10,8,0,8,80,13,90
10601111027,external,..,43,43,96,0,96,27,0,29,49,0,49,26,0,26,4,0,4,204,49,251
10601111028,external,..,35,35,26,4,27,8,0,8,8,0,8,4,0,4,0,0,0,47,39,87
10601111029,external,..,0,0,9,0,9,7,0,7,4,0,4,4,0,4,3,0,3,22,0,28
10601111101,core,..,52,52,45,6,50,28,0,28,29,0,29,16,0,16,10,0,10,119,62,184
10601111102,core,..,17,17,38,6,46,23,0,23,10,0,10,5,0,5,0,0,0,78,26,100
10601111103,core,..,15,15,23,5,30,16,0,15,4,0,4,7,0,7,5,0,5,60,21,78
10601111104,core,..,35,35,28,4,27,9,0,9,8,0,8,4,0,4,7,0,7,53,41,89
10601111105,core,..,55,55,64,4,69,29,0,30,15,0,15,8,0,8,3,0,3,117,55,175
10601111106,core,..,41,41,40,3,45,32,0,32,17,0,17,5,0,5,3,0,3,87,39,136
10601111107,core,..,47,47,34,0,34,11,0,11,10,0,10,4,0,4,4,0,4,59,47,105
10601111108,core,..,65,65,64,3,70,24,0,24,22,0,22,9,0,9,4,0,4,124,71,191
10601111109,core,..,36,36,37,3,40,16,0,16,18,0,18,9,0,9,0,0,0,76,43,122
10601111110,core,..,60,60,54,8,61,24,0,24,32,0,32,5,0,5,0,0,0,116,64,180
10601111111,core,..,49,49,65,5,66,40,0,40,28,0,28,14,0,14,12,0,12,150,47,203
10601111112,core,..,8,8,55,4,57,33,0,33,65,0,65,27,0,27,14,0,14,195,8,203
10601111113,core,..,57,57,76,4,84,35,0,39,27,0,27,11,0,11,7,0,7,159,63,221
10601111114,core,..,72,72,63,0,71,30,0,30,22,0,22,11,0,11,7,0,7,130,66,199
10601111115,core,..,58,58,76,6,82,35,0,36,25,0,25,9,0,9,11,0,11,159,66,223
10601111116,core,..,39,39,53,0,54,25,0,25,28,0,28,12,0,12,3,0,3,123,40,166
10601111117,core,..,27,27,43,0,43,21,0,21,20,0,20,6,0,6,3,0,3,94,27,114
10601111118,core,..,10,10,31,0,31,27,0,28,17,0,17,3,0,3,3,0,3,74,13,86
10601111121,core,..,24,24,44,0,47,21,0,21,18,0,18,3,0,3,0,0,0,92,26,118
10601111122,core,..,34,34,30,6,34,20,0,23,17,0,17,3,0,3,4,0,4,76,41,118
10601111123,core,..,38,38,57,10,64,19,0,19,25,0,25,15,0,15,5,0,5,123,51,172
10601111124,core,..,25,25,40,4,51,29,0,25,30,0,30,13,0,13,6,0,6,119,31,149
10601111125,core,..,85,85,50,8,54,22,0,22,23,0,23,7,0,7,3,0,3,107,87,193
10601111126,core,..,39,39,74,4,74,37,0,37,34,0,34,12,0,12,9,0,9,156,46,204
10601111127,core,..,64,64,59,7,67,33,0,39,29,0,29,3,0,3,7,0,7,137,65,210
10601111128,core,..,87,87,55,4,59,30,0,30,24,0,24,4,0,4,12,0,12,118,89,209
10601111129,core,..,59,59,53,4,56,27,0,27,13,0,13,10,0,10,4,0,4,104,62,165
10601111130,core,..,49,49,63,0,69,32,0,32,33,0,33,16,0,16,4,0,4,148,51,199
10601111131,core,..,40,40,38,3,43,22,0,24,15,0,15,10,0,10,3,0,3,88,47,132
10601111132,core,..,44,44,45,0,50,21,0,21,23,0,23,9,0,9,0,0,0,102,47,147
10601111133,core,..,52,52,36,3,41,32,5,35,15,0,15,4,0,4,10,0,10,89,62,150
10601111134,core,..,32,32,53,6,56,25,0,25,16,0,16,3,0,3,3,0,3,100,35,136
10601111135,core,..,24,24,36,3,39,12,0,12,28,0,28,4,0,4,0,0,0,84,25,105
10601111136,core,..,55,55,48,4,49,20,0,20,15,0,15,10,0,10,3,0,3,88,55,143
10601111137,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601111138,core,..,6,6,25,0,30,18,0,25,14,0,14,5,0,5,3,0,3,69,10,75
10601111139,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601111140,core,..,40,40,49,4,48,23,0,23,25,0,30,11,0,11,8,0,8,121,44,164
10601111141,core,..,7,7,31,5,30,16,0,16,25,0,25,10,0,10,9,0,9,94,11,99
10601111142,core,..,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,8
10601111143,core,..,33,33,29,0,27,13,0,13,14,0,14,6,0,6,3,0,3,61,32,95
10601111144,core,..,34,34,26,0,26,24,0,24,8,0,8,10,0,10,3,0,3,71,34,101
10601111146,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601111147,core,..,27,27,48,0,52,37,0,37,27,0,27,19,0,19,18,0,18,149,30,179
10601111148,core,..,33,33,53,3,55,26,0,28,24,0,26,17,0,17,4,0,4,130,38,173
10601111149,core,..,16,16,41,0,40,24,0,24,33,0,33,25,0,25,5,0,5,129,17,144
10601111150,core,..,19,19,40,4,43,27,0,27,28,0,28,14,0,14,9,0,9,118,17,135
10601111151,core,..,12,12,23,0,24,16,0,16,12,0,12,0,0,0,8,0,8,52,17,65
10601111152,core,..,23,23,44,3,47,24,0,31,23,0,23,7,0,7,3,0,3,107,23,133
10601111153,core,..,20,20,31,3,27,25,3,30,29,0,29,14,0,14,11,0,11,107,22,132
10601111154,core,..,18,18,51,0,50,35,0,35,29,0,29,14,0,14,4,0,4,136,19,158
10601111155,core,..,26,26,51,5,61,30,0,30,24,0,24,11,0,18,11,0,11,126,32,154
10601111156,core,..,19,19,43,5,49,21,0,24,30,0,30,21,0,21,10,0,10,126,23,147
10601111157,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601111158,core,..,22,22,66,0,70,32,0,33,45,0,45,21,0,21,9,0,9,170,24,194
10601111159,core,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601111201,external,..,22,22,47,6,44,21,0,21,18,0,18,14,0,14,0,0,0,99,24,125
10601111202,external,..,23,23,32,0,31,18,0,18,28,0,28,17,0,17,7,0,7,98,24,122
10601111203,external,..,77,77,65,7,66,26,0,27,33,0,35,15,0,15,6,0,6,144,83,230
10601111204,external,..,24,24,47,0,47,19,0,19,17,0,18,9,0,9,3,0,3,91,25,116
10601111205,external,..,43,43,44,0,49,10,0,15,15,0,15,9,0,9,0,0,0,78,44,123
10601111206,external,..,27,27,44,3,49,18,0,20,11,0,11,10,0,10,4,0,4,89,30,119
10601111207,external,..,40,40,31,4,35,16,0,16,12,0,12,6,0,6,4,0,4,70,48,120
10601111208,external,..,36,36,19,5,23,14,0,14,13,0,13,6,0,6,0,0,0,50,44,90
10601111209,external,..,60,60,49,7,57,25,5,23,31,0,31,6,0,6,0,0,0,111,73,183
10601111210,external,..,25,25,44,0,45,27,0,26,26,0,26,9,0,9,7,0,7,111,25,139
10601111211,external,..,7,7,30,0,32,9,0,12,0,0,0,3,0,3,0,0,0,46,14,58
10601111213,external,..,59,59,63,5,62,18,0,18,19,0,19,12,0,12,3,0,3,119,62,177
10601111214,external,..,47,47,53,5,58,34,0,33,29,0,29,5,0,5,0,0,0,120,53,177
10601111215,external,..,42,42,32,5,41,19,0,19,12,0,12,6,0,6,0,0,0,68,50,118
10601111216,external,..,51,51,44,4,41,14,0,14,8,0,8,10,0,10,4,0,4,73,49,126
10601111217,external,..,19,19,31,3,33,20,0,23,23,0,23,10,0,10,3,0,3,94,26,113
10601111218,external,..,60,60,34,0,37,15,0,15,24,0,24,7,0,7,4,0,4,82,58,141
10601111219,external,..,56,56,51,5,56,22,0,22,17,0,17,10,0,10,5,0,5,102,64,163
10601111220,external,..,8,8,14,0,14,7,0,7,3,0,3,6,0,6,0,0,0,34,8,43
10601111221,external,..,17,17,32,5,37,16,0,16,17,0,17,11,0,11,0,0,0,77,25,99
10601111222,external,..,49,49,48,0,45,17,0,16,11,0,11,12,0,12,8,0,8,94,52,146
10601111223,external,..,35,35,25,0,27,17,0,18,9,0,9,13,0,13,0,0,0,56,40,92
10601111224,external,..,12,12,30,0,30,22,0,22,29,0,29,18,0,18,9,0,9,100,12,118
10601111225,external,..,0,0,33,0,33,20,0,20,18,0,18,4,0,4,8,0,8,82,0,81
10601111226,external,..,12,12,33,0,33,13,0,13,27,0,27,12,0,12,7,0,7,84,12,98
10601111227,external,..,35,35,56,0,56,15,0,15,20,0,20,18,0,16,14,0,14,115,35,158
10601111228,external,..,22,22,31,5,36,11,0,11,16,0,16,7,0,7,0,0,8,73,32,107
10601111229,external,..,32,32,46,0,41,17,0,17,12,0,12,3,0,3,5,0,5,84,31,114
10601111230,external,..,77,77,37,3,43,26,0,26,22,0,17,9,0,9,10,0,10,97,81,184
10601111231,external,..,33,33,53,0,49,19,0,20,28,0,28,15,0,15,8,0,8,128,34,160
10601111232,external,..,25,25,33,5,39,9,0,9,14,0,14,3,0,3,4,0,4,61,31,90
10601111233,external,..,66,66,75,4,81,24,4,30,23,0,23,8,0,8,8,0,8,144,79,219
10601111234,external,..,30,30,34,0,36,27,0,27,14,0,14,11,0,11,3,0,3,90,32,123
10601111235,external,..,34,34,64,0,62,28,0,28,14,0,14,18,0,18,6,0,6,135,42,174
10601111237,external,..,18,18,34,0,35,23,0,23,27,0,27,3,0,3,3,0,3,93,17,105
10601111238,external,..,15,15,25,0,25,27,0,27,16,0,16,6,0,6,7,0,7,84,15,104
10601111240,external,..,32,32,30,3,35,13,0,13,8,0,8,7,0,7,4,0,4,65,38,107
10601111241,external,..,36,36,20,0,20,9,0,9,4,0,4,6,0,6,7,0,7,38,41,75
10601111242,external,..,45,45,48,7,51,28,0,28,28,0,28,8,0,8,0,0,7,116,49,166
10601111244,external,..,27,27,38,3,41,24,0,24,36,0,36,10,0,10,7,0,7,113,29,143
10601111245,external,..,11,11,18,3,21,10,0,12,26,0,26,9,0,9,3,0,3,69,17,77
10601111246,external,..,23,23,33,4,34,24,0,24,30,0,30,11,0,11,0,0,0,94,25,122
10601111247,external,..,16,16,32,0,36,21,0,21,16,0,16,14,0,14,3,0,3,92,18,109
10601111248,external,..,17,17,33,0,33,21,0,21,29,0,29,17,0,17,7,0,7,111,19,127
10601111249,external,..,17,17,35,0,35,16,0,16,15,0,15,8,0,8,6,0,6,82,17,93
10601111250,external,..,22,22,55,5,60,34,0,34,39,0,39,18,0,18,10,0,10,150,31,181
10601111251,external,..,36,36,46,9,50,32,0,32,31,0,31,17,0,17,5,0,5,125,42,165
10601111301,external,..,20,20,22,0,26,17,0,17,7,0,7,5,0,5,5,0,5,65,24,84
10601111302,external,..,36,36,47,9,55,25,0,25,14,0,14,15,0,15,0,0,0,109,40,147
10601111303,external,..,10,10,12,0,13,11,0,11,10,0,10,0,0,0,8,0,8,48,14,60
10601111304,external,..,37,37,49,3,58,22,0,22,16,0,16,6,0,6,5,0,5,90,40,133
10601111305,external,..,20,20,36,0,38,24,0,24,18,0,18,14,0,14,10,0,10,98,22,120
10601111306,external,..,25,25,44,0,45,20,0,20,22,0,22,6,0,6,10,0,10,99,24,118
10601111307,external,..,8,8,11,0,7,10,0,10,8,0,8,4,0,4,0,0,0,39,10,53
10601111308,external,..,10,10,20,0,25,14,0,14,11,0,11,4,0,4,0,0,0,43,10,61
10601111309,external,..,18,18,58,3,60,20,0,27,40,0,40,15,0,15,3,0,3,143,22,164
10601111310,external,..,25,25,26,0,25,10,0,10,14,0,14,5,0,5,3,0,3,55,27,79
10601111311,external,..,19,19,55,3,60,18,0,18,16,0,16,11,0,11,5,0,5,110,21,130
10601111312,external,..,30,30,68,3,72,29,0,29,47,0,47,23,0,23,10,0,10,169,30,203
10601111313,external,..,11,11,36,0,36,22,0,22,23,0,23,7,0,7,5,0,5,101,11,110
10601111314,external,..,20,20,66,0,68,30,0,30,22,0,22,19,0,19,10,0,10,144,18,166
10601111315,external,..,13,13,35,0,33,19,0,19,21,0,21,7,0,7,9,0,9,94,11,106
10602111401,core,..,51,51,48,4,46,24,0,24,10,0,10,3,0,3,0,0,0,84,60,141
10602111402,core,..,93,93,54,5,61,24,0,25,25,0,25,10,0,10,5,0,5,118,96,218
10602111403,core,..,9,9,33,0,32,20,0,20,7,0,7,5,0,0,9,0,9,73,14,85
10602111408,core,..,39,39,48,0,52,29,0,31,26,0,26,7,0,7,3,0,3,118,49,163
10602111409,core,..,60,60,33,8,38,5,0,5,10,0,10,4,0,4,4,0,4,55,73,126
10602111410,core,..,102,102,84,11,92,30,0,37,24,0,24,3,0,3,4,0,4,144,123,263
10602111411,core,..,53,53,43,9,41,7,0,7,10,0,10,9,0,9,3,0,3,71,57,129
10602111412,core,..,28,28,37,0,36,10,0,10,12,0,12,6,0,6,3,0,3,73,33,109
10602111415,core,..,6,6,41,0,41,37,0,37,53,0,47,22,0,22,9,0,9,157,9,166
10602111416,core,..,27,27,53,3,58,42,0,42,67,0,67,21,0,21,13,0,13,189,29,224
10602111417,core,..,44,44,87,4,88,42,0,45,30,0,30,10,0,10,9,0,9,178,47,229
10602111418,core,..,73,73,71,3,77,22,0,20,31,0,31,12,0,12,6,0,6,140,76,215
10602111419,core,..,5,5,15,0,17,6,0,6,8,0,8,8,0,8,3,0,3,38,7,46
10602111420,core,..,22,22,51,3,52,42,0,42,48,0,48,34,0,34,7,0,7,178,24,201
10602111421,core,..,15,15,69,7,73,40,0,39,62,0,62,22,0,22,8,0,8,196,23,220
10602111422,core,..,7,7,36,0,36,18,0,18,22,0,22,11,0,11,8,0,8,98,7,104
10602111423,core,..,17,17,41,0,43,18,0,27,36,0,36,13,0,13,4,0,4,108,19,126
10602111424,core,..,0,0,14,0,14,7,0,7,20,0,20,6,0,6,4,0,4,58,0,58
10602111425,core,..,21,21,53,3,66,53,0,53,45,0,45,19,0,19,7,0,7,182,28,205
10602111426,core,..,83,83,22,0,23,3,0,3,0,0,0,0,0,0,0,0,0,22,87,112
10602111601,core,..,36,36,50,0,53,29,0,28,35,0,35,17,0,17,3,0,3,135,37,170
10602111602,core,..,9,9,69,0,70,28,0,28,31,0,31,13,0,13,5,0,4,144,17,157
10602111603,core,..,25,25,37,0,39,12,0,12,12,0,12,8,0,8,8,0,8,75,21,99
