edge_id,osm_way_id,name,road_class,length_m,corridor_class,is_corridor_trunk,dist_to_alignment_m,oneway_flag,oneway_source,num_lanes_per_dir,num_lanes_source,speed_limit_kmh,speed_limit_source,lane_width_m,lane_width_source,turn_lanes,turn_lanes_source,kerbside_use,kerbside_source,capacity_veh_hr_lane,capacity_source,dist_to_S2c_m,dist_to_S4_m,dist_to_S5_m,dist_to_base2026_m,scenario_variant_ref
w327695148,327695148,,service,50.8,corridor_cross,0,39.6,1,osm,1.0,imputed_rule,20.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,400,imputed_rule,39.6,54.4,54.4,39.6,base2026
w58797020,58797020,,service,148.5,corridor_cross,0,39.7,1,osm,1.0,imputed_rule,20.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,400,imputed_rule,39.7,25.7,25.7,39.7,base2026
w1027599309,1027599309,,service,22.4,corridor_cross,0,39.8,1,osm,1.0,imputed_rule,20.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,400,imputed_rule,39.8,50.2,50.2,39.8,base2026
w190695340,190695340,Wharf Road,secondary,100.5,corridor_trunk:S4;corridor_trunk:S5,1,40.3,0,imputed_rule,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,40.3,43.0,43.0,40.3,base2026
w902498613,902498613,Telford Street,residential,8.6,parallel,0,40.5,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,40.5,74.0,74.0,40.5,base2026
w18302149,18302149,Wharf Road,secondary,631.0,corridor_trunk:S4;corridor_trunk:S5,1,42.4,0,imputed_rule,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,42.4,47.3,47.3,42.4,base2026
w902502655,902502655,Scott Street,tertiary,15.4,corridor_trunk:base2026;corridor_trunk:S2c,1,42.4,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,42.4,94.7,94.7,42.4,base2026
w170540984,170540984,Wharf Road,secondary,305.7,corridor_trunk:S4;corridor_trunk:S5,1,42.5,0,imputed_rule,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,42.5,41.9,41.9,42.5,base2026
w575626865,575626865,Stewart Avenue,trunk,27.8,corridor_trunk:S4;corridor_trunk:S5,1,42.6,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,42.6,48.7,48.7,42.6,base2026
w173149219,173149219,Worth Place,tertiary,50.6,corridor_trunk:S4;corridor_trunk:S5,1,43.5,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,43.5,15.0,15.0,43.5,base2026
w1413391459,1413391459,Watt Street,secondary,32.1,corridor_trunk:S4;corridor_trunk:S5,1,45.1,0,imputed_rule,1.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,45.1,47.6,47.6,45.1,base2026
w902498612,902498612,Telford Street,residential,5.3,parallel,0,48.9,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,48.9,78.8,78.8,48.9,base2026
w552629230,552629230,Honeysuckle Drive,secondary,320.5,corridor_trunk:S4;corridor_trunk:S5,1,49.2,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,49.2,35.9,35.9,49.2,base2026
w1000972294,1000972294,Steel Street,tertiary,12.3,corridor_trunk:S4;corridor_trunk:S5,1,50.6,0,imputed_rule,1.0,imputed_rule,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,50.6,35.9,35.9,50.6,base2026
w1075261404,1075261404,Honeysuckle Drive,secondary,164.4,corridor_trunk:S4;corridor_trunk:S5,1,50.6,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,50.6,35.9,35.9,50.6,base2026
w1413391472,1413391472,King Street,secondary,72.3,corridor_trunk:S4;corridor_trunk:S5,1,52.0,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,52.0,53.4,53.4,52.0,base2026
w847353663,847353663,Hunter Street,living_street,107.3,corridor_trunk:base2026;corridor_trunk:S2c,1,52.3,1,osm,1.0,osm,10.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,300,imputed_rule,52.3,39.3,39.3,52.3,base2026
w398674345,398674345,Telford Street,residential,20.1,parallel,0,54.0,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,54.0,82.2,82.2,54.0,base2026
w291699371,291699371,Merewether Street,secondary,55.8,corridor_trunk:S4;corridor_trunk:S5,1,54.6,1,osm,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,54.6,48.8,48.8,54.6,base2026
w291699372,291699372,Merewether Street,secondary,41.6,corridor_trunk:S4;corridor_trunk:S5,1,54.6,1,osm,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,54.6,48.8,48.8,54.6,base2026
w902505447,902505447,Scott Street,tertiary,3.3,corridor_trunk:base2026;corridor_trunk:S2c,1,57.7,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,1200,imputed_rule,57.7,110.0,110.0,57.7,base2026
w902505450,902505450,Telford Street,service,5.6,parallel,0,57.7,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,400,imputed_rule,57.7,84.0,84.0,57.7,base2026
w867849754,867849754,King Street,secondary,57.9,corridor_trunk:S4;corridor_trunk:S5,1,59.7,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,59.7,59.3,59.3,59.7,base2026
w862889493,862889493,Auckland Street,tertiary,65.9,parallel,0,59.9,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,59.9,73.9,73.9,59.9,base2026
w18054120,18054120,King Street,secondary,92.1,parallel,0,60.2,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,60.2,61.6,61.6,60.2,base2026
w32071876,32071876,Honeysuckle Drive,secondary,299.4,corridor_trunk:S4;corridor_trunk:S5,1,61.5,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,61.5,48.0,48.0,61.5,base2026
w1075261405,1075261405,Honeysuckle Drive,secondary,13.9,corridor_trunk:S4;corridor_trunk:S5,1,62.5,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,62.5,48.0,48.0,62.5,base2026
w891085244,891085244,Honeysuckle Drive,secondary,160.1,corridor_trunk:S4;corridor_trunk:S5,1,62.8,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,62.8,48.0,48.0,62.8,base2026
w902505449,902505449,Telford Street,service,6.3,parallel,0,63.2,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,400,imputed_rule,63.2,87.9,87.9,63.2,base2026
w1324848032,1324848032,Stewart Avenue,trunk,14.8,parallel,0,70.2,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,70.2,76.1,76.1,70.2,base2026
w1324848033,1324848033,Stewart Avenue,trunk,12.5,parallel,0,73.3,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,73.3,77.3,77.3,73.3,base2026
w902498611,902498611,Telford Street,residential,3.8,parallel,0,73.8,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,73.8,96.4,96.4,73.8,base2026
w532942999,532942999,Steel Street,tertiary,123.8,parallel,0,76.4,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,76.4,88.8,88.8,76.4,base2026
w32776907,32776907,Watt Street,secondary,23.2,parallel,0,77.0,0,imputed_rule,1.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,77.0,79.2,79.2,77.0,base2026
w902498608,902498608,Telford Street,residential,8.2,parallel,0,77.5,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,77.5,99.4,99.4,77.5,base2026
w575626871,575626871,Honeysuckle Drive,secondary,17.3,parallel,0,78.3,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,78.3,65.4,65.4,78.3,base2026
w398833280,398833280,Union Street,secondary,87.9,parallel,0,78.4,0,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,78.4,88.0,88.0,78.4,base2026
w970807945,970807945,Honeysuckle Drive,secondary,232.8,parallel,0,79.2,1,osm,2.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,79.2,66.3,66.3,79.2,base2026
w32071769,32071769,Honeysuckle Drive,secondary,158.2,parallel,0,80.0,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,80.0,61.3,61.3,80.0,base2026
w862889479,862889479,King Street,residential,197.9,parallel,0,80.8,0,osm,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,left,osm,unknown,imputed_rule,800,imputed_rule,80.8,82.2,82.2,80.8,base2026
w1324584328,1324584328,Stewart Avenue,trunk,15.7,parallel,0,84.9,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,84.9,90.3,90.3,84.9,base2026
w1413391471,1413391471,King Street,secondary,24.3,parallel,0,85.4,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,85.4,81.8,81.8,85.4,base2026
w970807942,970807942,Honeysuckle Drive,secondary,17.5,parallel,0,85.5,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,85.5,71.7,71.7,85.5,base2026
w1324584330,1324584330,Stewart Avenue,trunk,17.7,parallel,0,85.7,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,85.7,89.7,89.7,85.7,base2026
w902498607,902498607,Telford Street,residential,12.8,parallel,0,85.7,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,85.7,105.9,105.9,85.7,base2026
w575626881,575626881,Honeysuckle Drive,secondary,186.3,parallel,0,86.3,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,86.3,73.1,73.1,86.3,base2026
w1413391473,1413391473,King Street,secondary,70.6,parallel,0,89.4,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,89.4,90.5,90.5,89.4,base2026
w1324848037,1324848037,Stewart Avenue,trunk,17.8,parallel,0,91.5,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,91.5,86.4,86.4,91.5,base2026
w1322061064,1322061064,Merewether Street,secondary,39.5,parallel,0,92.8,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,92.8,87.4,87.4,92.8,base2026
w538437625,538437625,Darby Street,secondary,37.7,parallel,0,94.2,0,imputed_rule,2.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,94.2,94.1,94.1,94.2,base2026
w1324848036,1324848036,Stewart Avenue,trunk,13.8,parallel,0,95.0,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,95.0,88.8,88.8,95.0,base2026
w18054123,18054123,Newcomen Street,residential,274.1,parallel,0,96.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,96.6,85.5,85.5,96.6,base2026
w1413391462,1413391462,King Street,secondary,79.3,parallel,0,96.7,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,96.7,88.5,88.5,96.7,base2026
w867849757,867849757,Brown Street,residential,105.5,parallel,0,96.7,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,96.7,88.5,88.5,96.7,base2026
w902498610,902498610,Telford Street,residential,9.6,parallel,0,98.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,98.3,116.4,116.4,98.3,base2026
w32071759,32071759,Honeysuckle Drive,secondary,143.2,parallel,0,98.7,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,98.7,82.8,82.8,98.7,base2026
w31731535,31731535,Watt Street,secondary,24.8,parallel,0,100.0,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,100.0,102.1,102.1,100.0,base2026
w754126909,754126909,Watt Street,secondary,27.6,parallel,0,100.0,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,100.0,102.1,102.1,100.0,base2026
w1324584329,1324584329,Stewart Avenue,trunk,13.0,parallel,0,100.5,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,100.5,105.6,105.6,100.5,base2026
w570047340,570047340,Stewart Avenue,trunk,79.1,parallel,0,103.2,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,103.2,107.2,107.2,103.2,base2026
w32776726,32776726,Telford Street,residential,16.3,parallel,0,107.8,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,clearway,osm,800,imputed_rule,107.8,124.5,124.5,107.8,base2026
w1324848038,1324848038,Honeysuckle Drive,secondary,14.5,parallel,0,108.2,1,osm,2.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,108.2,100.3,100.3,108.2,base2026
w1322061065,1322061065,Merewether Street,secondary,22.4,parallel,0,108.5,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,108.5,102.7,102.7,108.5,base2026
w1057570034,1057570034,Honeysuckle Drive,trunk,13.0,parallel,0,108.7,1,osm,2.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,108.7,102.5,102.5,108.7,base2026
w1057570035,1057570035,Stewart Avenue,trunk,9.9,parallel,0,108.7,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,108.7,102.5,102.5,108.7,base2026
w1057570033,1057570033,Stewart Avenue,trunk,10.0,parallel,0,109.2,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,109.2,103.7,103.7,109.2,base2026
w380459181,380459181,National Park Street,tertiary,132.6,parallel,0,111.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,111.5,121.3,121.3,111.5,base2026
w688558123,688558123,Stewart Avenue,trunk,28.9,parallel,0,113.4,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,113.4,118.4,118.4,113.4,base2026
w1102745977,1102745977,Honeysuckle Drive,secondary,42.7,parallel,0,115.7,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,115.7,103.6,103.6,115.7,base2026
w419699909,419699909,King Street,secondary,90.6,parallel,0,116.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,merge_to_right|none,osm,unknown,imputed_rule,1400,imputed_rule,116.0,172.4,172.4,116.0,base2026
w676281536,676281536,King Street,secondary,102.4,parallel,0,116.6,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,116.6,175.1,175.1,116.6,base2026
w31731539,31731539,Wharf Road,secondary,26.3,parallel,0,117.6,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,117.6,119.3,119.3,117.6,base2026
w31731541,31731541,Wharf Road,secondary,23.3,parallel,0,117.6,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,117.6,119.3,119.3,117.6,base2026
w1324848039,1324848039,Honeysuckle Drive,secondary,21.5,parallel,0,118.4,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,118.4,110.6,110.6,118.4,base2026
w1324848040,1324848040,Hannell Street,trunk,17.7,parallel,0,118.6,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,118.6,112.4,112.4,118.6,base2026
w347409332,347409332,Honeysuckle Drive,trunk,12.7,parallel,0,118.6,1,osm,2.0,imputed_rule,80.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,118.6,112.4,112.4,118.6,base2026
w1324848041,1324848041,Hannell Street,trunk,10.6,parallel,0,119.2,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,119.2,113.6,113.6,119.2,base2026
w18067399,18067399,King Street,secondary,51.2,parallel,0,122.4,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,122.4,184.2,184.2,122.4,base2026
w676281535,676281535,King Street,secondary,61.1,parallel,0,122.4,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,122.4,172.4,172.4,122.4,base2026
w170545505,170545505,King Street,secondary,108.9,parallel,0,123.1,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,123.1,149.3,149.3,123.1,base2026
w1366672392,1366672392,Union Street,residential,77.7,parallel,0,124.1,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,124.1,37.4,37.4,124.1,base2026
w1293396898,1293396898,King Street,secondary,32.4,parallel,0,124.9,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,124.9,125.6,125.6,124.9,base2026
w1413391474,1413391474,King Street,secondary,32.8,parallel,0,125.0,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.0,123.5,123.5,125.0,base2026
w1413391476,1413391476,King Street,secondary,42.3,parallel,0,125.0,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.0,140.0,140.0,125.0,base2026
w1324584338,1324584338,King Street,secondary,12.3,parallel,0,125.1,0,imputed_rule,1.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.1,134.9,134.9,125.1,base2026
w1413391475,1413391475,King Street,secondary,19.4,parallel,0,125.1,0,imputed_rule,1.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.1,130.7,130.7,125.1,base2026
w862889490,862889490,King Street,secondary,161.4,parallel,0,125.1,0,imputed_rule,1.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.1,122.0,122.0,125.1,base2026
w1324584337,1324584337,King Street,secondary,11.2,parallel,0,125.2,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.2,137.9,137.9,125.2,base2026
w865288027,865288027,King Street,secondary,38.8,parallel,0,125.3,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.3,124.4,124.4,125.3,base2026
w788303535,788303535,Auckland Street,residential,120.5,parallel,0,125.4,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,125.4,137.9,137.9,125.4,base2026
w173956902,173956902,King Street,secondary,26.0,parallel,0,125.8,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,125.8,125.2,125.2,125.8,base2026
w1324584339,1324584339,King Street,secondary,10.3,parallel,0,126.2,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,126.2,125.8,125.8,126.2,base2026
w863181950,863181950,Darby Street,secondary,8.6,parallel,0,126.3,0,imputed_rule,1.5,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,126.3,126.0,126.0,126.3,base2026
w1413391463,1413391463,King Street,secondary,37.8,parallel,0,128.7,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,128.7,111.3,111.3,128.7,base2026
w575630144,575630144,Hannell Street,trunk,59.6,parallel,0,129.7,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,129.7,123.9,123.9,129.7,base2026
w754126910,754126910,Wharf Road,tertiary,24.9,parallel,0,131.0,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,131.0,132.9,132.9,131.0,base2026
w291699370,291699370,Merewether Street,secondary,67.7,parallel,0,132.1,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,132.1,125.9,125.9,132.1,base2026
w684683287,684683287,Darby Street,secondary,15.5,parallel,0,133.6,0,imputed_rule,1.5,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,133.6,133.2,133.2,133.6,base2026
w1324584336,1324584336,King Street,secondary,30.2,parallel,0,134.1,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,134.1,195.2,195.2,134.1,base2026
w701143405,701143405,Perkins Street,residential,95.8,parallel,0,134.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,134.3,117.0,117.0,134.3,base2026
w32071762,32071762,Honeysuckle Drive,secondary,98.5,parallel,0,135.7,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,135.7,124.0,124.0,135.7,base2026
w575630141,575630141,Hannell Street,trunk,60.1,parallel,0,136.2,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,136.2,130.0,130.0,136.2,base2026
w1413391464,1413391464,King Street,secondary,109.6,parallel,0,139.0,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,139.0,122.4,122.4,139.0,base2026
w173148232,173148232,Merewether Street,secondary,74.4,parallel,0,140.9,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,140.9,135.3,135.3,140.9,base2026
w25026527,25026527,Denison Street,residential,53.7,parallel,0,141.8,1,osm,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,141.8,110.8,110.8,141.8,base2026
w862909787,862909787,King Street,secondary,56.1,parallel,0,141.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,141.8,195.8,195.8,141.8,base2026
w1324584327,1324584327,Stewart Avenue,trunk,31.0,parallel,0,142.1,1,osm,3.0,osm,60.0,osm,8.0,osm,none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,142.1,146.7,146.7,142.1,base2026
w1319616553,1319616553,Honeysuckle Drive,secondary,15.5,parallel,0,143.3,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,143.3,133.3,133.3,143.3,base2026
w1324584335,1324584335,King Street,secondary,52.4,parallel,0,143.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,143.8,173.9,173.9,143.8,base2026
w419699910,419699910,Union Street,secondary,21.1,parallel,0,143.8,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,143.8,175.1,175.1,143.8,base2026
w31731542,31731542,Wharf Road,tertiary,27.1,parallel,0,145.3,1,osm,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,145.3,147.3,147.3,145.3,base2026
w862889474,862889474,Darby Street,secondary,30.3,parallel,0,146.8,0,imputed_rule,1.5,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,146.8,146.4,146.4,146.8,base2026
w31731545,31731545,Wharf Road,tertiary,503.4,parallel,0,149.6,0,imputed_rule,1.0,osm,30.0,osm,10.0,osm,,absent,unknown,imputed_rule,1200,imputed_rule,149.6,151.9,151.9,149.6,base2026
w173254594,173254594,Denison Street,residential,51.8,parallel,0,156.1,1,osm,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,156.1,112.9,112.9,156.1,base2026
w261326564,261326564,Honeysuckle Drive,secondary,32.3,parallel,0,156.4,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,156.4,144.6,144.6,156.4,base2026
w172593802,172593802,Church Street,residential,280.1,parallel,0,162.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,162.6,163.7,163.7,162.6,base2026
w415482989,415482989,King Street,secondary,242.0,parallel,0,163.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,163.3,195.4,195.4,163.3,base2026
w415482994,415482994,Union Street,secondary,49.7,parallel,0,163.3,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,163.3,195.8,195.8,163.3,base2026
w302046513,302046513,King Street,secondary,282.4,parallel,0,165.9,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,165.9,173.0,173.0,165.9,base2026
