edge_id,osm_way_id,name,road_class,length_m,corridor_class,is_corridor_trunk,dist_to_alignment_m,oneway_flag,oneway_source,num_lanes_per_dir,num_lanes_source,speed_limit_kmh,speed_limit_source,lane_width_m,lane_width_source,turn_lanes,turn_lanes_source,kerbside_use,kerbside_source,capacity_veh_hr_lane,capacity_source,dist_to_S2c_m,dist_to_S4_m,dist_to_S5_m,dist_to_base2026_m,scenario_variant_ref
w867849758,867849758,King Street,secondary,284.0,parallel,0,167.2,0,imputed_rule,1.5,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,167.2,154.3,154.3,167.2,base2026
w880437963,880437963,Honeysuckle Drive,secondary,90.5,parallel,0,170.7,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,170.7,126.8,126.8,170.7,base2026
w200884475,200884475,Darby Street,secondary,128.6,parallel,0,172.4,0,imputed_rule,1.5,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,172.4,171.7,171.7,172.4,base2026
w175584589,175584589,Stewart Avenue,trunk,35.7,parallel,0,172.8,1,osm,3.0,osm,60.0,osm,8.0,osm,none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,172.8,177.0,177.0,172.8,base2026
w1319616552,1319616552,Honeysuckle Drive,secondary,13.8,parallel,0,177.5,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,177.5,127.3,127.3,177.5,base2026
w18400378,18400378,Union Street,residential,246.4,parallel,0,178.9,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,178.9,109.9,109.9,178.9,base2026
w1319616551,1319616551,Honeysuckle Drive,secondary,11.2,parallel,0,181.6,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,181.6,137.0,137.0,181.6,base2026
w882605233,882605233,Stewart Avenue,trunk,29.8,parallel,0,181.7,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,181.7,185.1,185.1,181.7,base2026
w32071773,32071773,Honeysuckle Drive,secondary,142.9,parallel,0,183.5,1,osm,1.0,imputed_rule,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,183.5,141.3,141.3,183.5,base2026
w173254627,173254627,King Street,residential,176.0,parallel,0,184.0,0,imputed_rule,1.0,osm,25.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,184.0,188.1,188.1,184.0,base2026
w575630136,575630136,Hannell Street,trunk,115.9,parallel,0,185.8,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,185.8,182.0,182.0,185.8,base2026
w1413391468,1413391468,Watt Street,secondary,16.5,parallel,0,189.3,0,imputed_rule,1.0,osm,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,189.3,184.9,184.9,189.3,base2026
w1446457302,1446457302,Brown Street,residential,49.1,parallel,0,189.8,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,189.8,187.7,187.7,189.8,base2026
w327695235,327695235,Denison Street,residential,85.7,parallel,0,191.0,0,imputed_rule,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,191.0,153.4,153.4,191.0,base2026
w575630130,575630130,Hannell Street,trunk,178.4,parallel,0,192.2,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,192.2,187.1,187.1,192.2,base2026
w33077751,33077751,King Street,secondary,119.5,parallel,0,198.4,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,left|||right,osm,unknown,imputed_rule,1400,imputed_rule,198.4,210.0,210.0,198.4,base2026
w532942995,532942995,Steel Street,tertiary,16.9,parallel,0,198.4,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,198.4,210.0,210.0,198.4,base2026
w508425391,508425391,King Street,secondary,98.2,parallel,0,202.8,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,left|||right,osm,unknown,imputed_rule,1400,imputed_rule,202.8,207.5,207.5,202.8,base2026
w1413391465,1413391465,King Street,secondary,28.8,parallel,0,204.0,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,204.0,198.6,198.6,204.0,base2026
w532943000,532943000,King Street,secondary,41.7,parallel,0,204.3,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,204.3,199.1,199.1,204.3,base2026
w1413391466,1413391466,King Street,secondary,40.2,parallel,0,204.5,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,204.5,199.8,199.8,204.5,base2026
w380459175,380459175,King Street,residential,108.7,parallel,0,205.6,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,205.6,201.3,201.3,205.6,base2026
w791567263,791567263,Watt Street,secondary,162.4,parallel,0,205.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,205.6,201.3,201.3,205.6,base2026
w508425408,508425408,Stewart Avenue,trunk,58.5,parallel,0,208.2,1,osm,4.0,osm,60.0,osm,10.0,osm,none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,208.2,212.1,212.1,208.2,base2026
w173956903,173956903,Union Street,secondary,107.8,parallel,0,210.4,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,210.4,244.5,244.5,210.4,base2026
w773879135,773879135,Stewart Avenue,trunk,46.3,parallel,0,210.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,210.8,213.4,213.4,210.8,base2026
w173254625,173254625,King Street,residential,47.2,parallel,0,211.8,0,imputed_rule,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,211.8,226.0,226.0,211.8,base2026
w261326146,261326146,Steel Street,tertiary,87.0,parallel,0,214.5,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,214.5,226.5,226.5,214.5,base2026
w508425389,508425389,King Street,secondary,24.1,parallel,0,214.5,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,214.5,226.5,226.5,214.5,base2026
w508425394,508425394,King Street,secondary,150.7,parallel,0,214.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,214.8,229.7,229.7,214.8,base2026
w862909831,862909831,King Street,secondary,64.0,parallel,0,218.4,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,218.4,231.0,231.0,218.4,base2026
w172593422,172593422,Perkins Street,residential,62.8,parallel,0,225.1,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,225.1,207.9,207.9,225.1,base2026
w1523845151,1523845151,King Street,secondary,82.1,parallel,0,226.2,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,226.2,240.6,240.6,226.2,base2026
w72369560,72369560,Tudor Street,primary_link,95.4,parallel,0,228.4,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,228.4,111.4,111.4,228.4,base2026
w1446457303,1446457303,Brown Street,residential,6.2,parallel,0,233.0,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,233.0,232.4,232.4,233.0,base2026
w398833276,398833276,Bull Street,residential,157.8,parallel,0,236.8,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,parking,osm,800,imputed_rule,236.8,238.9,238.9,236.8,base2026
w1324584334,1324584334,King Street,secondary,32.3,parallel,0,239.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,239.0,250.4,250.4,239.0,base2026
w575626885,575626885,National Park Street,tertiary,16.8,parallel,0,239.0,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,239.0,250.4,250.4,239.0,base2026
w508425396,508425396,King Street,secondary,41.3,parallel,0,239.5,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,||right,osm,unknown,imputed_rule,1400,imputed_rule,239.5,252.8,252.8,239.5,base2026
w575626888,575626888,King Street,secondary,35.3,parallel,0,241.6,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,241.6,255.2,255.2,241.6,base2026
w718899812,718899812,King Street,service,192.5,parallel,0,243.8,1,osm,1.0,imputed_rule,20.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,400,imputed_rule,243.8,258.4,258.4,243.8,base2026
w24158060,24158060,Brown Street,residential,250.7,parallel,0,244.7,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,244.7,243.3,243.3,244.7,base2026
w1324584333,1324584333,King Street,secondary,12.6,parallel,0,246.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,246.0,260.6,260.6,246.0,base2026
w1429181788,1429181788,King Street,secondary,18.1,parallel,0,247.3,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,||right,osm,unknown,imputed_rule,1400,imputed_rule,247.3,258.6,258.6,247.3,base2026
w1324584331,1324584331,King Street,secondary,9.7,parallel,0,248.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,248.0,262.5,262.5,248.0,base2026
w862909821,862909821,King Street,secondary,147.6,parallel,0,249.6,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,249.6,263.8,263.8,249.6,base2026
w862909832,862909832,King Street,secondary,40.8,parallel,0,250.7,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,||right,osm,unknown,imputed_rule,1400,imputed_rule,250.7,260.9,260.9,250.7,base2026
w1324584332,1324584332,King Street,secondary,9.3,parallel,0,254.6,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,254.6,266.3,266.3,254.6,base2026
w532942998,532942998,National Park Street,tertiary,102.2,parallel,0,254.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,254.6,266.3,266.3,254.6,base2026
w508425399,508425399,King Street,secondary,30.8,parallel,0,255.3,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,255.3,267.7,267.7,255.3,base2026
w419699911,419699911,Stewart Avenue,trunk,12.0,parallel,0,256.2,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,256.2,258.0,258.0,256.2,base2026
w61773725,61773725,Parry Street,trunk_link,68.1,parallel,0,256.2,1,osm,1.0,osm,60.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,256.2,258.0,258.0,256.2,base2026
w172594002,172594002,Perkins Street,residential,52.1,parallel,0,256.6,1,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,256.6,251.7,251.7,256.6,base2026
w862909830,862909830,King Street,secondary,127.2,parallel,0,258.1,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,258.1,272.5,272.5,258.1,base2026
w1324584326,1324584326,Stewart Avenue,trunk,12.9,parallel,0,265.3,1,osm,4.0,osm,60.0,osm,10.0,osm,none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,265.3,267.9,267.9,265.3,base2026
w882605232,882605232,Stewart Avenue,trunk,10.4,parallel,0,268.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,268.0,269.6,269.6,268.0,base2026
w575630126,575630126,Hannell Street,trunk,52.9,parallel,0,270.2,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,270.2,269.2,269.2,270.2,base2026
w1292591716,1292591716,Parry Street,trunk,10.3,parallel,0,270.4,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,270.4,269.3,269.3,270.4,base2026
w326871089,326871089,Parry Street,trunk,321.2,parallel,0,270.4,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,270.4,213.0,213.0,270.4,base2026
w302046514,302046514,Parry Street,trunk,35.6,parallel,0,270.5,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,270.5,270.6,270.6,270.5,base2026
w383586431,383586431,Railway Street,residential,68.6,parallel,0,271.4,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,271.4,44.7,44.7,271.4,base2026
w862909838,862909838,Parry Street,trunk,19.6,parallel,0,272.9,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,272.9,274.7,274.7,272.9,base2026
w383586432,383586432,Railway Street,residential,30.3,parallel,0,274.1,0,imputed_rule,1.0,imputed_rule,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,274.1,14.9,14.9,274.1,base2026
w173254595,173254595,Denison Street,residential,40.2,parallel,0,275.4,1,osm,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,275.4,208.3,208.3,275.4,base2026
w327695234,327695234,Denison Street,residential,45.4,parallel,0,275.4,1,osm,1.0,osm,50.0,imputed_rule,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,275.4,208.3,208.3,275.4,base2026
w173254614,173254614,Parry Street,trunk,48.3,parallel,0,275.9,1,osm,4.0,osm,60.0,osm,11.0,osm,none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,275.9,276.9,276.9,275.9,base2026
w184740434,184740434,King Street,secondary,8.3,parallel,0,277.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,277.3,280.2,280.2,277.3,base2026
w419699912,419699912,Parry Street,trunk,13.5,parallel,0,277.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,277.8,279.6,279.6,277.8,base2026
w508425410,508425410,Stewart Avenue,trunk,14.9,parallel,0,277.8,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,277.8,280.2,280.2,277.8,base2026
w368758802,368758802,Tudor Street,primary,54.5,parallel,0,278.0,1,osm,1.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,278.0,110.0,110.0,278.0,base2026
w688558131,688558131,Tudor Street,primary,46.2,parallel,0,278.0,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,through;right|right,osm,unknown,imputed_rule,1600,imputed_rule,278.0,110.0,110.0,278.0,base2026
w508425404,508425404,Stewart Avenue,trunk,16.5,parallel,0,278.1,1,osm,5.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,278.1,279.6,279.6,278.1,base2026
w862909823,862909823,Parry Street,trunk,10.8,parallel,0,278.1,1,osm,4.0,osm,60.0,osm,11.0,osm,none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,278.1,279.6,279.6,278.1,base2026
w326904182,326904182,King Street,secondary,65.8,parallel,0,280.8,1,osm,5.0,osm,60.0,osm,3.2,imputed_rule,none|none|none|right|right,osm,unknown,imputed_rule,1400,imputed_rule,280.8,289.1,289.1,280.8,base2026
w172631272,172631272,Parry Street,trunk,131.6,parallel,0,282.1,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,282.1,258.4,258.4,282.1,base2026
w508425402,508425402,Parry Street,trunk,68.5,parallel,0,282.1,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,282.1,281.0,281.0,282.1,base2026
w676281533,676281533,Darby Street,secondary,55.5,parallel,0,282.5,0,imputed_rule,2.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,282.5,281.4,281.4,282.5,base2026
w1413391470,1413391470,Church Street,residential,17.2,parallel,0,284.9,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,284.9,270.7,270.7,284.9,base2026
w172593803,172593803,Perkins Street,residential,119.7,parallel,0,284.9,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,284.9,270.7,270.7,284.9,base2026
w47893950,47893950,Railway Street,residential,460.7,parallel,0,289.4,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,289.4,33.1,33.1,289.4,base2026
w1324848030,1324848030,King Street,secondary,11.8,parallel,0,291.4,1,osm,5.0,osm,60.0,osm,3.2,imputed_rule,none|none|none|right|right,osm,unknown,imputed_rule,1400,imputed_rule,291.4,294.3,294.3,291.4,base2026
w532949909,532949909,Parry Street,trunk,14.8,parallel,0,292.3,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,292.3,294.5,294.5,292.3,base2026
w575626852,575626852,Stewart Avenue,trunk,10.4,parallel,0,292.3,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,292.3,294.5,294.5,292.3,base2026
w532943001,532943001,Church Street,residential,83.7,parallel,0,292.4,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,292.4,275.8,275.8,292.4,base2026
w184740435,184740435,Parry Street,trunk,43.3,parallel,0,292.5,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,292.5,293.6,293.6,292.5,base2026
w1324584325,1324584325,Stewart Avenue,trunk,14.3,parallel,0,294.2,1,osm,5.0,osm,60.0,osm,3.2,imputed_rule,left|none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,294.2,295.4,295.4,294.2,base2026
w1324848031,1324848031,Parry Street,trunk,11.5,parallel,0,294.2,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,294.2,295.4,295.4,294.2,base2026
w1429181787,1429181787,Steel Street,tertiary,49.4,parallel,0,296.4,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,296.4,309.2,309.2,296.4,base2026
w1110319540,1110319540,Bull Street,residential,27.0,parallel,0,302.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,302.3,308.6,308.6,302.3,base2026
w862909827,862909827,Stewart Avenue,trunk,17.8,parallel,0,302.6,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,302.6,304.6,304.6,302.6,base2026
w688558126,688558126,Parry Street,trunk,45.6,parallel,0,308.1,1,osm,4.0,osm,60.0,osm,3.2,imputed_rule,none|none|none|right,osm,unknown,imputed_rule,1800,imputed_rule,308.1,250.5,250.5,308.1,base2026
w862909824,862909824,Stewart Avenue,trunk,89.5,parallel,0,308.3,1,osm,5.0,osm,60.0,osm,3.2,imputed_rule,left|none|none|right|right,osm,unknown,imputed_rule,1800,imputed_rule,308.3,309.3,309.3,308.3,base2026
w398833275,398833275,Bull Street,residential,50.3,parallel,0,309.4,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,309.4,323.5,323.5,309.4,base2026
w380459182,380459182,Parry Street,residential,192.2,parallel,0,310.0,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,310.0,314.4,314.4,310.0,base2026
w1324859472,1324859472,Hannell Street,trunk,10.1,parallel,0,310.2,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,310.2,307.9,307.9,310.2,base2026
w1110319541,1110319541,Bull Street,residential,76.2,parallel,0,314.3,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,314.3,349.9,349.9,314.3,base2026
w398833278,398833278,Union Street,secondary,111.1,parallel,0,314.3,0,osm,1.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,314.3,349.9,349.9,314.3,base2026
w18055303,18055303,Wolfe Street,residential,434.3,parallel,0,315.7,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,315.7,300.1,300.1,315.7,base2026
w195910724,195910724,Church Street,residential,164.5,parallel,0,315.7,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,parking,osm,800,imputed_rule,315.7,300.1,300.1,315.7,base2026
w1324859473,1324859473,Hannell Street,trunk,13.6,parallel,0,318.1,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,318.1,315.2,315.2,318.1,base2026
w415482998,415482998,Stewart Avenue,trunk,74.4,parallel,0,320.1,1,osm,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,320.1,321.9,321.9,320.1,base2026
w569092892,569092892,Tudor Street,primary,66.6,parallel,0,321.7,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,left|through;right|right,osm,unknown,imputed_rule,1600,imputed_rule,321.7,141.7,141.7,321.7,base2026
w575648840,575648840,Tudor Street,primary,91.3,parallel,0,323.6,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,323.6,153.0,153.0,323.6,base2026
w58797504,58797504,Hannell Street,trunk,417.6,parallel,0,325.3,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,325.3,323.3,323.3,325.3,base2026
w170539320,170539320,Hannell Street,trunk,309.2,parallel,0,328.6,1,osm,2.0,imputed_rule,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1800,imputed_rule,328.6,325.0,325.0,328.6,base2026
w688558124,688558124,Parry Street,trunk,31.8,parallel,0,328.9,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,left|none|none,osm,unknown,imputed_rule,1800,imputed_rule,328.9,244.1,244.1,328.9,base2026
w884974343,884974343,Denison Street,tertiary,36.5,parallel,0,328.9,1,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,328.9,250.5,250.5,328.9,base2026
w895380207,895380207,Darby Street,secondary,355.2,parallel,0,329.4,0,imputed_rule,1.0,osm,30.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,329.4,327.7,327.7,329.4,base2026
w447140671,447140671,Bull Street,residential,411.6,parallel,0,333.4,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,333.4,389.2,389.2,333.4,base2026
w1320948974,1320948974,Steel Street,tertiary,71.9,parallel,0,343.1,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,343.1,356.1,356.1,343.1,base2026
w888333612,888333612,Denison Street,tertiary,28.1,parallel,0,345.5,1,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,345.5,244.1,244.1,345.5,base2026
w897368508,897368508,Parry Street,trunk,120.4,parallel,0,345.5,1,osm,3.0,osm,60.0,osm,3.2,imputed_rule,left|none|none,osm,unknown,imputed_rule,1800,imputed_rule,345.5,222.6,222.6,345.5,base2026
w173254618,173254618,National Park Street,residential,503.8,parallel,0,349.9,0,imputed_rule,1.0,imputed_rule,40.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,349.9,363.7,363.7,349.9,base2026
w261326143,261326143,Parry Street,tertiary,136.4,parallel,0,349.9,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,349.9,363.7,363.7,349.9,base2026
w398680864,398680864,Church Street,residential,33.8,parallel,0,360.1,0,imputed_rule,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,360.1,349.4,349.4,360.1,base2026
w173254596,173254596,Denison Street,tertiary,189.3,parallel,0,363.8,0,osm,1.0,osm,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1200,imputed_rule,363.8,269.2,269.2,363.8,base2026
w18054131,18054131,Church Street,residential,110.6,parallel,0,365.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,365.3,359.8,359.8,365.3,base2026
w195910723,195910723,Church Street,residential,111.6,parallel,0,365.3,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,365.3,357.2,357.2,365.3,base2026
w172992655,172992655,Newcomen Street,residential,121.6,parallel,0,365.6,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,365.6,357.2,357.2,365.6,base2026
w419699915,419699915,Hunter Street,primary,224.3,corridor_trunk:S4;corridor_trunk:S5,1,366.7,0,imputed_rule,2.0,osm,60.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1600,imputed_rule,366.7,42.3,42.3,366.7,base2026
w791567261,791567261,Watt Street,secondary,16.4,parallel,0,367.2,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,367.2,362.8,362.8,367.2,base2026
w1474286901,1474286901,Railway Street,residential,32.7,parallel,0,378.3,0,osm,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,800,imputed_rule,378.3,377.2,377.2,378.3,base2026
w380459176,380459176,Watt Street,secondary,104.8,parallel,0,383.5,0,imputed_rule,1.0,imputed_rule,50.0,osm,3.2,imputed_rule,,absent,unknown,imputed_rule,1400,imputed_rule,383.5,379.1,379.1,383.5,base2026
