geography,source_file,FINANCIAL_YEAR,HH_LGA_ID,area_name,TRAVEL_PURPOSE,JOURNEYS_BY_MODE,PCT_OF_TOTAL_JOURNEYS,DISTANCE_BY_PURPOSE,PCT_OF_TOTAL_DISTANCE,JOURNEY_AVG_DISTANCE,JOURNEY_AVG_TIME,HH_SA3_ID
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Education/childcare,41000,6.8,148000,2.7,3.6,13.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Other*,9000,1.4,78000,1.4,9.1,14.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Personal business,57000,9.6,411000,7.6,7.2,15.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Serve passenger,104000,17.5,689000,12.7,6.6,14.0,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Shopping,89000,14.9,554000,10.2,6.2,14.3,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Social/recreation,194000,32.6,2083000,38.4,10.7,19.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Work related business*,24000,4.1,364000,6.7,14.9,22.5,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Commute,33000,14.8,641000,21.0,19.3,25.0,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Education/childcare*,26000,11.4,441000,14.4,17.3,26.8,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Other**,2000,1.0,46000,1.5,21.4,20.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Personal business,28000,12.3,305000,10.0,11.1,18.3,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Serve passenger*,31000,13.6,367000,12.0,12.0,16.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Shopping,33000,14.7,295000,9.7,8.9,13.8,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Social/recreation,63000,27.9,662000,21.7,10.5,19.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Work related business*,10000,4.4,295000,9.7,30.1,36.9,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Commute,39000,10.0,714000,21.4,18.5,25.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Education/childcare*,34000,8.9,148000,4.4,4.3,12.1,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Other**,3000,0.7,8000,0.2,2.7,10.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Personal business,43000,11.1,340000,10.2,8.0,17.5,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Serve passenger,59000,15.3,363000,10.9,6.2,17.7,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Shopping,69000,18.0,556000,16.6,8.0,15.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Social/recreation,124000,32.2,914000,27.3,7.4,22.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Work related business*,14000,3.7,299000,9.0,20.7,25.4,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Commute,30000,10.6,556000,12.9,18.3,28.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Education/childcare*,29000,10.0,296000,6.9,10.3,23.8,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Other**,1000,0.3,4000,0.1,3.9,8.2,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Personal business,28000,9.8,325000,7.5,11.5,18.6,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Serve passenger*,41000,14.4,429000,10.0,10.4,16.4,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Shopping,36000,12.4,260000,6.0,7.3,15.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Social/recreation,96000,33.4,1784000,41.4,18.6,31.6,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Work related business*,26000,9.0,659000,15.3,25.5,35.0,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Education/childcare*,36000,12.9,213000,7.8,5.9,13.6,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Other*,2000,0.7,8000,0.3,4.3,11.6,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Personal business*,47000,16.6,504000,18.4,10.8,15.8,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Serve passenger**,73000,25.8,396000,14.4,5.4,9.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Shopping,44000,15.6,357000,13.0,8.1,13.6,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Social/recreation,43000,15.1,493000,18.0,11.6,19.4,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Work related business*,15000,5.4,255000,9.3,16.7,20.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Commute,41000,11.7,921000,22.5,22.2,26.7,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Education/childcare*,22000,6.4,172000,4.2,7.7,14.9,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Other*,5000,1.4,52000,1.3,10.5,17.1,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Personal business*,15000,4.3,96000,2.3,6.4,11.7,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Serve passenger*,95000,27.0,855000,20.9,9.0,15.2,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Shopping,56000,15.9,508000,12.4,9.1,15.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Social/recreation,102000,28.8,930000,22.8,9.2,18.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Work related business*,16000,4.6,554000,13.5,33.8,35.2,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Commute,72000,11.9,1143000,23.0,15.9,24.5,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Education/childcare,39000,6.4,152000,3.0,3.9,13.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Other*,7000,1.1,74000,1.5,10.8,33.7,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Personal business,58000,9.5,386000,7.8,6.7,15.3,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Serve passenger,106000,17.6,749000,15.0,7.0,13.8,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Shopping,91000,15.1,582000,11.7,6.4,13.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Social/recreation,207000,34.3,1464000,29.4,7.1,16.3,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Work related business*,25000,4.1,426000,8.6,17.0,22.3,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Commute,32000,12.9,623000,17.5,19.2,26.3,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Education/childcare*,34000,13.6,523000,14.7,15.3,24.8,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Other*,3000,1.0,63000,1.8,24.1,22.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Personal business*,34000,13.5,546000,15.4,16.1,24.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Serve passenger*,37000,14.9,519000,14.6,13.8,18.4,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Shopping,33000,13.2,265000,7.5,7.9,13.0,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Social/recreation,68000,27.1,740000,20.8,10.8,19.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Work related business*,9000,3.8,277000,7.8,29.3,34.5,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Commute,54000,12.8,1003000,26.2,18.5,29.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Education/childcare,29000,6.9,166000,4.3,5.6,16.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Other,7000,1.6,36000,0.9,5.4,17.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Personal business,36000,8.4,359000,9.4,10.0,18.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Serve passenger,80000,18.9,540000,14.1,6.7,12.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Shopping,88000,20.8,637000,16.6,7.2,14.4,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Social/recreation,107000,25.2,807000,21.1,7.5,16.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Work related business,23000,5.4,279000,7.3,12.1,22.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Commute,37000,13.8,891000,26.7,24.2,33.3,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Education/childcare,23000,8.8,169000,5.1,7.2,20.7,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Other,2000,0.7,45000,1.4,24.4,39.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Personal business,23000,8.5,226000,6.8,10.0,19.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Serve passenger,43000,16.3,383000,11.5,8.8,18.4,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Shopping,45000,16.8,411000,12.3,9.2,14.6,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Social/recreation,76000,28.5,903000,27.1,11.9,22.4,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Work related business,17000,6.6,306000,9.2,17.5,26.1,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Commute,32000,12.7,1024000,26.4,31.9,37.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Education/childcare,25000,10.0,153000,3.9,6.1,11.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Other,5000,1.9,63000,1.6,13.2,22.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Personal business,17000,6.9,352000,9.1,20.4,23.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Serve passenger,73000,29.0,507000,13.1,6.9,10.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Shopping,32000,12.8,440000,11.3,13.6,21.5,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Social/recreation,57000,22.7,873000,22.5,15.2,22.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Work related business,10000,4.0,469000,12.1,46.2,55.5,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Commute,37000,17.3,894000,36.0,24.1,30.6,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Education/childcare,17000,7.8,89000,3.6,5.3,13.9,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Other,1000,0.4,3000,0.1,3.2,12.4,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Personal business,13000,6.3,85000,3.4,6.4,23.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Serve passenger,30000,14.3,244000,9.8,8.0,15.9,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Shopping,52000,24.5,295000,11.9,5.6,13.8,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Social/recreation,47000,22.0,571000,23.0,12.1,18.5,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Work related business,16000,7.5,302000,12.2,18.9,28.8,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Commute,110000,19.4,1489000,32.9,13.5,27.0,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Education/childcare,46000,8.1,227000,5.0,5.0,18.0,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Other,9000,1.5,52000,1.1,6.0,13.6,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Personal business,39000,6.9,225000,5.0,5.8,14.0,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Serve passenger,84000,14.8,348000,7.7,4.2,12.5,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Shopping,110000,19.4,647000,14.3,5.9,15.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Social/recreation,150000,26.5,1001000,22.1,6.7,15.6,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Newcastle,Work related business,19000,3.4,540000,11.9,28.2,38.1,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Commute,28000,14.3,421000,15.3,15.1,19.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Education/childcare,10000,4.9,71000,2.6,7.5,15.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Other,3000,1.4,16000,0.6,6.1,10.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Personal business,18000,9.4,103000,3.7,5.6,13.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Serve passenger,36000,18.5,418000,15.2,11.6,25.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Shopping,49000,25.4,500000,18.2,10.1,15.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Social/recreation,41000,21.1,846000,30.7,20.6,26.2,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Port Stephens,Work related business,10000,5.0,376000,13.7,38.4,36.0,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Commute,48000,11.3,720000,21.4,14.9,26.5,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Education/childcare,28000,6.6,164000,4.9,5.8,17.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Other,7000,1.7,12000,0.4,1.6,12.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Personal business,46000,10.7,483000,14.3,10.6,20.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Serve passenger,73000,17.2,497000,14.8,6.8,12.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Shopping,84000,19.7,538000,16.0,6.4,13.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Social/recreation,114000,26.7,673000,20.0,5.9,14.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - East,Work related business,26000,6.1,282000,8.4,10.8,21.4,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Commute,39000,17.3,1012000,34.5,25.8,36.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Education/childcare,17000,7.6,122000,4.2,7.1,21.3,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Other,2000,0.9,45000,1.5,21.4,34.7,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Personal business,19000,8.3,206000,7.0,11.0,22.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Serve passenger,32000,14.0,350000,11.9,11.0,20.5,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Shopping,40000,17.4,284000,9.7,7.2,13.4,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Social/recreation,58000,25.6,548000,18.7,9.4,21.2,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lake Macquarie - West,Work related business,20000,9.0,365000,12.5,17.9,27.4,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Commute,34000,10.5,1073000,24.0,32.0,37.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Education/childcare,31000,9.7,157000,3.5,5.1,11.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Other,6000,2.0,60000,1.3,9.3,14.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Personal business,21000,6.6,552000,12.3,26.0,28.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Serve passenger,104000,32.5,750000,16.8,7.2,10.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Shopping,35000,10.9,398000,8.9,11.4,16.3,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Social/recreation,79000,24.5,1268000,28.3,16.1,23.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Lower Hunter,Work related business,10000,3.3,218000,4.9,21.0,26.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Commute,38000,21.2,824000,43.6,21.4,29.9,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Education/childcare,9000,5.1,73000,3.8,7.9,15.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Other,2000,0.8,3000,0.2,1.9,11.3,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Personal business,9000,4.9,25000,1.3,2.8,21.4,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Serve passenger,29000,15.9,216000,11.4,7.5,16.8,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Shopping,40000,21.8,138000,7.3,3.5,10.2,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Social/recreation,40000,22.2,379000,20.0,9.4,16.8,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Maitland,Work related business,15000,8.1,233000,12.3,15.9,24.7,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Commute,108000,20.0,1645000,36.0,15.3,30.1,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Education/childcare,41000,7.6,252000,5.5,6.1,20.2,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Other,9000,1.6,39000,0.9,4.6,13.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Personal business,50000,9.3,250000,5.5,5.0,12.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Serve passenger,82000,15.2,365000,8.0,4.5,13.4,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Shopping,114000,21.2,786000,17.2,6.9,15.8,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Social/recreation,117000,21.8,746000,16.3,6.4,14.9,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Newcastle,Work related business,18000,3.4,489000,10.7,27.0,39.2,11103.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Commute,27000,14.5,421000,16.0,15.4,18.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Education/childcare,10000,5.2,70000,2.7,7.2,14.6,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Other,3000,1.4,16000,0.6,6.0,10.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Personal business,15000,8.0,87000,3.3,5.7,12.3,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Serve passenger,38000,20.0,437000,16.7,11.6,25.2,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Shopping,50000,26.2,475000,18.1,9.6,15.0,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Social/recreation,35000,18.4,708000,27.0,20.4,24.7,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2018/19,,Port Stephens,Work related business,12000,6.3,408000,15.6,34.0,32.6,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Commute,54000,13.2,711000,22.2,13.1,24.4,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Education/childcare,31000,7.7,161000,5.0,5.1,15.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Other,8000,2.0,22000,0.7,2.6,12.5,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Personal business,37000,8.9,217000,6.8,5.9,12.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Serve passenger,64000,15.6,410000,12.8,6.4,12.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Shopping,80000,19.4,499000,15.6,6.3,13.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Social/recreation,112000,27.4,859000,26.9,7.7,16.1,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - East,Work related business,24000,5.8,316000,9.9,13.4,23.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Commute,40000,15.9,998000,30.4,25.1,34.9,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Education/childcare,17000,6.9,138000,4.2,8.0,21.8,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Other,2000,0.7,40000,1.2,22.9,36.8,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Personal business,23000,9.1,239000,7.3,10.5,20.0,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Serve passenger,39000,15.4,422000,12.9,10.9,20.6,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Shopping,45000,17.9,373000,11.4,8.3,13.7,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Social/recreation,69000,27.4,726000,22.1,10.6,21.6,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lake Macquarie - West,Work related business,17000,6.7,343000,10.5,20.3,33.4,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Commute,37000,14.1,963000,24.8,26.1,30.8,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Education/childcare,22000,8.5,145000,3.7,6.6,13.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Other,5000,2.0,31000,0.8,6.0,11.5,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Personal business,22000,8.6,408000,10.5,18.2,22.5,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Serve passenger,68000,26.0,645000,16.6,9.5,13.6,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2017/18,,Lower Hunter,Shopping,34000,13.0,529000,13.6,15.5,19.5,10601.0
