geography,source_file,FINANCIAL_YEAR,HH_LGA_ID,area_name,TRAVEL_PURPOSE,JOURNEYS_BY_MODE,PCT_OF_TOTAL_JOURNEYS,DISTANCE_BY_PURPOSE,PCT_OF_TOTAL_DISTANCE,JOURNEY_AVG_DISTANCE,JOURNEY_AVG_TIME,HH_SA3_ID
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Education/childcare,11000,6.0,77000,4.1,7.1,18.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Other,1000,0.8,3000,0.2,2.2,11.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Personal business,10000,5.7,27000,1.5,2.7,18.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Serve passenger,25000,13.7,187000,10.1,7.6,16.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Shopping,42000,23.5,149000,8.0,3.5,10.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Social/recreation,38000,21.0,356000,19.2,9.5,16.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5050.0,Maitland,Work related business,14000,8.0,232000,12.5,16.1,24.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Commute,105000,19.9,1632000,36.3,15.6,29.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Education/childcare,39000,7.4,249000,5.5,6.4,19.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Other,9000,1.6,41000,0.9,4.8,14.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Personal business,50000,9.4,256000,5.7,5.2,13.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Serve passenger,82000,15.6,370000,8.2,4.5,13.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Shopping,108000,20.5,741000,16.5,6.9,15.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Social/recreation,116000,22.0,735000,16.4,6.3,14.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,5900.0,Newcastle,Work related business,19000,3.5,469000,10.4,25.3,37.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Commute,29000,15.0,457000,16.9,16.0,19.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Education/childcare,12000,6.4,83000,3.1,6.8,13.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Other,3000,1.6,18000,0.7,6.0,10.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Personal business,13000,6.9,77000,2.8,5.9,11.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Serve passenger,42000,22.2,511000,18.9,12.1,26.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Shopping,44000,23.0,303000,11.2,6.9,11.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Social/recreation,35000,18.3,799000,29.5,22.9,26.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2018/19,6400.0,Port Stephens,Work related business,12000,6.5,461000,17.0,37.1,34.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Commute,19000,10.3,569000,21.3,29.8,35.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Education/childcare,20000,10.7,100000,3.7,5.1,12.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Other,4000,2.0,34000,1.3,9.3,14.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Personal business,19000,10.1,310000,11.6,16.7,21.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Serve passenger,56000,30.3,518000,19.4,9.2,12.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Shopping,28000,15.1,569000,21.3,20.4,23.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Social/recreation,34000,18.5,509000,19.1,14.9,21.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,1720.0,Cessnock,Work related business,5000,3.0,63000,2.4,11.5,17.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Commute,93000,14.0,1646000,25.9,17.7,28.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Education/childcare,50000,7.5,295000,4.6,5.9,17.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Other,10000,1.5,59000,0.9,5.9,16.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Personal business,61000,9.2,457000,7.2,7.4,15.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Serve passenger,104000,15.6,832000,13.1,8.0,15.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Shopping,126000,18.8,856000,13.5,6.8,13.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Social/recreation,183000,27.4,1560000,24.6,8.5,17.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,4650.0,Lake Macquarie,Work related business,40000,6.0,638000,10.1,16.0,27.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Commute,40000,19.4,770000,37.8,19.3,27.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Education/childcare,20000,9.7,96000,4.7,4.8,14.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Other,1000,0.7,2000,0.1,1.5,9.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Personal business,10000,4.7,27000,1.3,2.7,16.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Serve passenger,28000,13.6,151000,7.4,5.4,12.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Shopping,49000,23.9,221000,10.8,4.5,10.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Social/recreation,45000,21.6,542000,26.6,12.2,19.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5050.0,Maitland,Work related business,13000,6.5,230000,11.3,17.2,26.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Commute,86000,17.5,1082000,30.4,12.6,25.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Education/childcare,38000,7.8,219000,6.2,5.7,19.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Other,8000,1.6,46000,1.3,6.0,15.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Personal business,38000,7.7,190000,5.4,5.0,13.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Serve passenger,82000,16.7,361000,10.2,4.4,12.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Shopping,99000,20.1,624000,17.6,6.3,15.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Social/recreation,125000,25.5,877000,24.7,7.0,15.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Work related business,15000,3.0,155000,4.4,10.6,23.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Commute,27000,16.3,292000,10.8,10.8,14.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Education/childcare,10000,6.2,128000,4.7,12.5,20.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Other,3000,1.7,62000,2.3,21.7,23.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Personal business,15000,8.8,156000,5.8,10.6,15.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Serve passenger,37000,22.3,497000,18.4,13.4,26.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Shopping,36000,21.3,368000,13.6,10.4,15.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Social/recreation,30000,17.7,698000,25.8,23.6,28.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Work related business,9000,5.7,504000,18.6,53.3,49.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Commute,24000,12.7,585000,27.0,24.3,29.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Education/childcare,19000,10.1,85000,3.9,4.5,10.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Other,2000,0.9,11000,0.5,6.4,10.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Personal business,15000,7.7,157000,7.3,10.8,15.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Serve passenger,63000,33.3,490000,22.6,7.8,11.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Shopping,28000,14.7,447000,20.7,16.1,21.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Social/recreation,34000,17.9,319000,14.8,9.4,17.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Work related business,5000,2.7,69000,3.2,13.7,19.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Commute,103000,15.2,1670000,28.2,16.2,26.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Education/childcare,57000,8.4,313000,5.3,5.5,16.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Other,13000,1.8,76000,1.3,6.1,14.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Personal business,65000,9.6,436000,7.4,6.7,14.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Serve passenger,100000,14.7,751000,12.7,7.5,14.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Shopping,139000,20.5,842000,14.2,6.1,13.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Social/recreation,164000,24.1,1316000,22.2,8.0,17.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Work related business,38000,5.6,519000,8.8,13.6,23.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Commute,39000,15.3,1024000,37.2,26.4,31.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Education/childcare,18000,7.1,107000,3.9,5.9,15.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Other,3000,1.1,18000,0.7,6.6,10.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Personal business,11000,4.2,104000,3.8,9.7,15.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Serve passenger,46000,18.1,372000,13.5,8.1,14.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Shopping,52000,20.6,273000,9.9,5.2,10.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Social/recreation,67000,26.5,600000,21.8,8.9,16.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Work related business,18000,7.1,253000,9.2,14.1,23.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Commute,86000,15.9,806000,20.6,9.4,22.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Education/childcare,34000,6.3,177000,4.5,5.3,18.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Other,15000,2.7,138000,3.5,9.5,17.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Personal business,38000,7.1,172000,4.4,4.5,12.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Serve passenger,88000,16.3,417000,10.7,4.8,12.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Shopping,94000,17.4,572000,14.6,6.1,14.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Social/recreation,147000,27.2,1228000,31.4,8.4,17.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Work related business,38000,7.1,395000,10.1,10.3,17.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Commute,32000,14.6,348000,11.0,11.0,15.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Education/childcare,23000,10.8,201000,6.4,8.6,18.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Other,10000,4.7,107000,3.4,10.6,14.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Personal business,18000,8.2,218000,6.9,12.2,17.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Serve passenger,36000,16.5,672000,21.3,18.8,25.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Shopping,35000,16.0,439000,13.9,12.6,18.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Social/recreation,51000,23.7,937000,29.7,18.2,23.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Work related business,12000,5.5,233000,7.4,19.4,27.9,
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Commute,58000,14.4,1074000,28.6,18.4,26.9,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Education/childcare,41000,10.2,174000,4.6,4.2,13.7,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Other**,4000,1.1,28000,0.7,6.3,15.5,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Personal business,35000,8.5,249000,6.6,7.2,16.2,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Serve passenger*,51000,12.5,305000,8.1,6.0,15.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Shopping,74000,18.2,487000,13.0,6.6,13.1,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Social/recreation,125000,30.8,1109000,29.5,8.9,22.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Work related business*,18000,4.3,333000,8.8,19.0,24.2,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Commute,39000,13.7,784000,23.6,20.1,28.7,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Education/childcare*,29000,10.3,319000,9.6,10.9,23.3,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Other*,2000,0.6,11000,0.3,6.4,11.3,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Personal business,27000,9.5,264000,7.9,9.8,15.2,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Serve passenger*,44000,15.3,384000,11.6,8.8,14.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Shopping,51000,17.8,407000,12.3,8.0,15.1,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Social/recreation,72000,25.3,651000,19.6,9.0,19.4,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Work related business*,22000,7.6,500000,15.1,22.9,31.9,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Commute,42000,14.4,1115000,34.0,26.7,29.1,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Education/childcare*,36000,12.2,246000,7.5,6.9,16.6,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Other**,5000,1.6,19000,0.6,4.1,9.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Personal business*,39000,13.3,304000,9.3,7.9,12.8,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Serve passenger*,64000,21.9,499000,15.2,7.8,11.1,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Shopping,49000,16.8,389000,11.9,8.0,11.4,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Social/recreation,38000,13.0,421000,12.8,11.2,18.6,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Work related business*,20000,6.8,283000,8.7,14.4,22.9,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Commute,40000,11.1,764000,20.5,19.3,25.0,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Education/childcare*,25000,6.9,119000,3.2,4.8,11.0,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Other*,3000,0.9,37000,1.0,11.3,17.4,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Personal business*,20000,5.7,144000,3.9,7.1,13.7,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Serve passenger*,85000,23.9,655000,17.6,7.7,13.9,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Shopping,62000,17.3,477000,12.8,7.7,14.0,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Social/recreation,99000,27.8,883000,23.7,8.9,18.5,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Work related business*,23000,6.4,652000,17.5,28.7,34.7,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Commute,90000,15.0,1092000,19.8,12.1,21.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Education/childcare*,43000,7.1,138000,2.5,3.2,13.8,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Other,10000,1.7,77000,1.4,7.7,13.6,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Personal business,62000,10.4,354000,6.4,5.7,13.7,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Serve passenger,98000,16.3,677000,12.3,6.9,13.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Shopping,97000,16.2,615000,11.2,6.3,13.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Social/recreation,185000,30.9,2385000,43.4,12.9,22.1,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Work related business*,15000,2.4,164000,3.0,11.2,22.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Commute,25000,13.2,451000,16.8,18.1,23.0,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Education/childcare*,24000,12.5,344000,12.8,14.6,24.4,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Other*,2000,1.0,34000,1.3,18.0,17.9,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Personal business,20000,10.8,205000,7.6,10.0,18.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Serve passenger*,26000,13.8,294000,10.9,11.3,15.0,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Shopping,26000,13.8,201000,7.5,7.7,11.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Social/recreation,58000,30.6,929000,34.6,16.1,18.7,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Work related business*,8000,4.2,228000,8.5,28.6,35.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Commute,44000,12.2,833000,25.3,18.8,27.6,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Education/childcare*,34000,9.5,160000,4.8,4.7,13.6,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Other**,4000,1.1,27000,0.8,6.6,14.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Personal business,39000,10.7,271000,8.2,7.0,16.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Serve passenger,53000,14.6,327000,9.9,6.2,19.2,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Shopping,61000,16.9,501000,15.2,8.2,15.4,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Social/recreation,111000,30.8,883000,26.8,7.9,22.6,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Work related business,15000,4.1,297000,9.0,20.1,25.7,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Commute,39000,13.0,754000,21.9,19.5,28.2,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Education/childcare*,33000,11.0,358000,10.4,11.0,23.9,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Other**,1000,0.4,9000,0.2,7.2,12.4,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Personal business,27000,9.0,260000,7.6,9.8,16.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Serve passenger,48000,16.2,491000,14.2,10.3,15.9,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Shopping,44000,14.8,311000,9.0,7.1,14.8,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Social/recreation,83000,28.0,734000,21.3,8.9,19.0,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Work related business*,23000,7.6,529000,15.4,23.5,32.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Commute,32000,10.0,844000,23.2,26.5,30.1,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Education/childcare*,49000,15.3,383000,10.5,7.8,17.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Other*,3000,0.9,9000,0.2,2.9,10.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Personal business*,48000,14.9,541000,14.9,11.3,16.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Serve passenger**,83000,25.9,582000,16.0,7.0,11.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Shopping,48000,14.9,417000,11.4,8.7,14.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Social/recreation,37000,11.7,560000,15.4,15.0,22.3,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Work related business*,20000,6.4,305000,8.4,15.0,24.8,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Commute,40000,11.5,865000,21.9,21.9,27.2,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Education/childcare*,21000,6.2,148000,3.7,7.0,12.7,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Other*,4000,1.0,43000,1.1,12.0,20.0,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Personal business,19000,5.4,123000,3.1,6.6,13.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Serve passenger*,81000,23.5,710000,18.0,8.8,15.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Shopping,54000,15.8,427000,10.8,7.9,14.1,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Social/recreation,102000,29.7,926000,23.4,9.1,18.5,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Work related business,24000,6.9,709000,17.9,29.8,37.2,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Commute,78000,13.0,1094000,20.2,14.1,23.5,11103.0
