geography,source_file,FINANCIAL_YEAR,HH_LGA_ID,area_name,TRAVEL_MODE,TRIPS_BY_MODE,PCT_OF_TOTAL_TRIPS,MODE_SHARE,DISTANCE_BY_MODE,PCT_OF_TOTAL_DISTANCE,TRIP_AVG_DISTANCE,TRIP_AVG_TIME,HH_SA3_ID
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,5900.0,Newcastle,Walk Only,61000,11.5,12.2,54000,1.5,0.9,12.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Bus,3000,1.8,1.8,35000,1.3,11.7,25.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Other,2000,1.2,1.2,12000,0.4,5.6,39.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Vehicle Driver,114000,67.9,67.9,1771000,65.5,15.6,19.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Vehicle Passenger,43000,25.6,25.6,885000,32.7,20.7,32.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2017/18,6400.0,Port Stephens,Walk Only,6000,3.6,3.6,2000,0.1,0.3,5.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Bus,3000,1.5,1.6,23000,1.0,8.3,21.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Vehicle Driver,116000,59.5,60.4,1604000,73.2,13.9,19.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Vehicle Passenger,65000,33.3,33.9,559000,25.5,8.7,12.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Walk Linked,3000,1.5,,1000,0.0,0.4,7.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,1720.0,Cessnock,Walk Only,8000,4.1,4.2,4000,0.2,0.5,14.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Bus,23000,3.1,3.3,173000,2.9,7.6,22.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Other,8000,1.1,1.2,52000,0.9,6.8,29.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Train,5000,0.7,0.7,275000,4.6,58.3,57.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Vehicle Driver,425000,57.9,61.8,4080000,68.8,9.6,16.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Vehicle Passenger,155000,21.1,22.5,1260000,21.3,8.1,15.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Walk Linked,46000,6.3,,29000,0.5,0.6,7.4,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,4650.0,Lake Macquarie,Walk Only,72000,9.8,10.5,59000,1.0,0.8,12.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Bus,4000,1.5,1.6,21000,0.8,5.9,17.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Other,4000,1.5,1.6,10000,0.4,2.4,18.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Train,3000,1.1,1.2,109000,4.0,40.3,45.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Vehicle Driver,169000,63.5,65.5,2070000,75.3,12.3,18.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Vehicle Passenger,62000,23.3,24.0,527000,19.2,8.5,13.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Walk Linked,8000,3.0,,3000,0.1,0.3,5.9,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5050.0,Maitland,Walk Only,16000,6.0,6.2,9000,0.3,0.6,13.6,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Bus,18000,3.1,3.3,103000,2.6,5.8,19.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Other,22000,3.8,4.0,66000,1.7,3.1,15.7,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Train,1000,0.2,0.2,197000,5.0,157.2,108.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Vehicle Driver,334000,57.9,61.3,2608000,66.8,7.8,15.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Vehicle Passenger,106000,18.4,19.4,845000,21.6,8.0,14.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Walk Linked,32000,5.5,,16000,0.4,0.5,5.3,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,5900.0,Newcastle,Walk Only,64000,11.1,11.7,71000,1.8,1.1,14.8,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Bus,7000,3.1,3.2,107000,3.4,14.7,32.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Other,8000,3.5,3.7,28000,0.9,3.4,18.1,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Vehicle Driver,154000,68.1,70.3,2205000,69.9,14.3,18.2,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Vehicle Passenger,38000,16.8,17.4,805000,25.5,21.0,28.5,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Walk Linked,7000,3.1,,2000,0.1,0.2,5.0,
lga,hts_by_lga_2009-10_to_2019-20.xlsx,2016/17,6400.0,Port Stephens,Walk Only,12000,5.3,5.5,9000,0.3,0.8,8.6,
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Other*,9000,2.0,2.2,41000,1.1,4.5,15.1,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Public transport*,15000,3.3,3.6,302000,8.0,20.6,32.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Vehicle driver,246000,55.2,60.0,2606000,69.1,10.6,17.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Vehicle passenger*,82000,18.5,20.0,723000,19.2,8.8,16.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Walk linked*,35000,7.9,0.0,59000,1.6,1.7,20.6,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - East,Walk only,58000,13.1,14.2,37000,1.0,0.6,10.7,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Other**,1000,0.4,0.5,8000,0.2,5.7,30.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Public transport*,22000,6.9,7.6,434000,13.0,19.3,29.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Vehicle driver,181000,55.9,61.3,2181000,65.5,12.1,18.8,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Vehicle passenger,66000,20.4,22.3,665000,20.0,10.1,15.0,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Walk linked*,28000,8.8,0.0,18000,0.6,0.6,7.0,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lake Macquarie - West,Walk only*,25000,7.6,8.3,23000,0.7,0.9,16.9,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Other**,2000,0.7,0.8,3000,0.1,1.6,8.2,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Public transport*,9000,2.9,3.0,86000,2.6,9.9,24.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Vehicle driver,186000,61.5,63.9,2682000,81.8,14.4,18.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Vehicle passenger*,67000,22.2,23.0,487000,14.9,7.3,11.4,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Walk linked*,11000,3.7,0.0,10000,0.3,0.9,13.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Lower Hunter,Walk only,27000,9.0,9.3,10000,0.3,0.4,6.3,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Other*,4000,1.1,1.1,19000,0.5,4.9,20.6,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Public transport*,3000,0.8,0.8,29000,0.8,9.6,20.9,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Vehicle driver,199000,54.9,55.4,2706000,72.5,13.6,19.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Vehicle passenger*,115000,31.9,32.2,956000,25.6,8.3,15.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Walk linked*,3000,0.9,0.0,3000,0.1,0.9,8.6,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Maitland,Walk only*,37000,10.3,10.4,19000,0.5,0.5,12.2,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Other,18000,2.8,2.9,94000,1.7,5.2,19.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Public transport,23000,3.5,3.7,519000,9.3,22.9,34.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Vehicle driver,362000,56.3,59.4,3669000,65.8,10.1,17.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Vehicle passenger,128000,19.8,20.9,1216000,21.8,9.5,15.7,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Walk linked,34000,5.3,0.0,19000,0.3,0.6,12.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Newcastle,Walk only,79000,12.3,13.0,56000,1.0,0.7,12.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Public transport*,7000,3.5,3.6,115000,4.2,16.8,32.4,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Vehicle driver,129000,66.6,68.4,2049000,75.6,15.8,18.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Vehicle passenger*,35000,17.8,18.2,531000,19.6,15.4,19.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Walk linked*,5000,2.5,0.0,4000,0.1,0.7,16.4,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2024/25,,Port Stephens,Walk only*,19000,9.6,9.8,13000,0.5,0.7,12.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Other*,7000,1.8,2.0,31000,0.9,4.2,15.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Public transport*,12000,3.0,3.2,311000,9.4,26.4,36.3,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Vehicle driver,219000,54.8,59.6,2209000,66.9,10.1,17.2,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Vehicle passenger,73000,18.2,19.9,652000,19.7,9.0,17.1,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Walk linked*,33000,8.1,0.0,59000,1.8,1.8,22.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - East,Walk only,56000,14.0,15.3,41000,1.2,0.7,10.5,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Other**,1000,0.3,0.4,4000,0.1,3.9,12.5,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Public transport*,24000,7.2,7.8,419000,12.1,17.6,29.7,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Vehicle driver,179000,54.2,58.5,2189000,63.4,12.3,19.2,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Vehicle passenger,74000,22.3,24.1,790000,22.9,10.7,15.6,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Walk linked*,25000,7.5,0.0,18000,0.5,0.7,7.6,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lake Macquarie - West,Walk only*,28000,8.4,9.1,30000,0.9,1.1,19.2,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Public transport*,13000,3.8,4.0,171000,4.7,13.5,25.4,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Vehicle driver,195000,58.3,60.8,2864000,78.6,14.7,19.8,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Vehicle passenger*,89000,26.7,27.9,586000,16.1,6.5,11.2,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Walk linked*,14000,4.2,0.0,11000,0.3,0.8,11.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Lower Hunter,Walk only,23000,7.0,7.3,10000,0.3,0.4,7.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Other*,4000,1.1,1.1,19000,0.5,4.8,21.0,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Public transport**,3000,0.8,0.8,43000,1.1,15.5,28.8,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Vehicle driver,194000,55.5,56.0,2856000,72.3,14.7,20.7,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Vehicle passenger*,109000,31.4,31.6,1011000,25.6,9.2,16.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Walk linked*,3000,0.8,0.0,3000,0.1,1.2,10.1,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Maitland,Walk only*,36000,10.4,10.5,19000,0.5,0.5,12.0,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Other*,17000,2.7,2.8,79000,1.4,4.7,18.8,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Public transport,17000,2.7,2.9,379000,6.9,22.1,35.1,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Vehicle driver,356000,56.4,59.2,3813000,69.4,10.7,17.6,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Vehicle passenger,122000,19.3,20.3,1135000,20.7,9.3,15.4,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Walk linked,30000,4.8,0.0,21000,0.4,0.7,12.6,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Newcastle,Walk only,89000,14.1,14.8,64000,1.2,0.7,12.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Other**,2000,0.7,0.7,9000,0.3,6.2,23.3,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Public transport*,8000,3.3,3.3,118000,3.8,15.6,30.7,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Vehicle driver,160000,68.9,70.7,2520000,81.8,15.8,20.1,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Vehicle passenger*,34000,14.8,15.2,415000,13.5,12.1,22.7,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Walk linked*,6000,2.6,0.0,4000,0.1,0.7,15.2,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2023/24,,Port Stephens,Walk only*,23000,9.8,10.0,15000,0.5,0.7,11.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Other**,6000,1.4,1.5,28000,0.8,4.8,14.6,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Public transport*,10000,2.4,2.6,268000,8.0,26.3,33.9,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Vehicle driver,228000,53.4,58.3,2288000,68.1,10.0,16.8,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Vehicle passenger,89000,20.9,22.8,678000,20.2,7.6,16.0,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Walk linked*,35000,8.3,0.0,54000,1.6,1.5,18.8,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - East,Walk only,58000,13.7,14.9,46000,1.4,0.8,13.1,11101.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Other**,1000,0.4,0.4,5000,0.1,3.8,12.1,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Public transport*,22000,6.8,7.5,349000,8.1,15.8,28.7,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Vehicle driver,170000,52.2,57.3,2417000,55.7,14.2,20.6,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Vehicle passenger,71000,21.9,24.0,1507000,34.8,21.2,25.3,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Walk linked*,29000,8.9,0.0,28000,0.6,1.0,15.7,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lake Macquarie - West,Walk only*,32000,9.9,10.8,30000,0.7,0.9,27.4,11102.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Other**,0,0.2,0.2,0,0.0,0.7,1.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Public transport*,9000,3.0,3.0,92000,3.4,10.7,21.5,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Vehicle driver,171000,58.6,60.4,2150000,78.3,12.6,17.1,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Vehicle passenger*,82000,28.1,29.0,481000,17.5,5.9,10.3,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Walk linked*,9000,2.9,0.0,7000,0.3,0.9,11.8,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Lower Hunter,Walk only*,21000,7.2,7.5,13000,0.5,0.6,9.0,10601.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Other*,4000,1.2,1.2,18000,0.4,4.2,26.1,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Public transport*,4000,1.0,1.0,47000,1.1,12.8,29.2,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Vehicle driver,201000,55.4,56.0,3039000,74.2,15.2,20.1,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Vehicle passenger*,112000,30.8,31.2,968000,23.6,8.7,15.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Walk linked*,4000,1.2,0.0,4000,0.1,0.9,8.6,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Maitland,Walk only*,38000,10.4,10.6,18000,0.4,0.5,11.3,10602.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Other*,14000,2.2,2.3,72000,1.4,5.2,19.2,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Public transport,15000,2.3,2.4,221000,4.4,14.8,29.6,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Vehicle driver,369000,58.0,60.5,3748000,75.0,10.2,16.9,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Vehicle passenger,139000,21.9,22.8,885000,17.7,6.3,13.1,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Walk linked,26000,4.1,0.0,19000,0.4,0.7,13.4,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Newcastle,Walk only,73000,11.4,11.9,51000,1.0,0.7,11.0,11103.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Other**,1000,0.3,0.3,5000,0.2,6.2,23.3,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Public transport*,13000,4.8,5.0,258000,7.2,20.3,36.4,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Vehicle driver,169000,64.5,66.8,2757000,76.7,16.3,20.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Vehicle passenger*,47000,17.7,18.4,549000,15.3,11.8,21.7,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Walk linked*,9000,3.5,0.0,6000,0.2,0.7,11.5,10603.0
sa3,hts_by_sa3_2020-21_to_2024-25.xlsx,2022/23,,Port Stephens,Walk only*,24000,9.1,9.4,16000,0.5,0.7,12.8,10603.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Bus,5000,0.5,0.6,23000,0.3,4.8,19.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Other,2000,0.2,0.2,7000,0.1,3.6,20.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Train,2000,0.3,0.3,149000,1.9,66.8,68.7,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Vehicle Driver,262000,29.7,30.5,2684000,35.1,10.3,18.0,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Vehicle Passenger,117000,13.2,13.6,919000,12.0,7.9,14.6,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Walk Linked,12000,1.4,,9000,0.1,0.7,7.8,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - East,Walk Only,41000,4.7,4.8,36000,0.5,0.9,12.2,11101.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Bus,18000,3.2,3.3,191000,2.9,10.6,22.9,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Other,16000,2.9,3.0,166000,2.5,10.4,46.2,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Train,1000,0.3,0.3,112000,1.7,74.7,59.2,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Vehicle Driver,150000,27.0,27.8,2058000,30.9,13.8,20.1,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Vehicle Passenger,66000,11.8,12.2,775000,11.6,11.8,17.4,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Walk Linked,9000,1.5,,8000,0.1,1.0,9.6,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lake Macquarie - West,Walk Only,18000,3.3,3.4,23000,0.4,1.3,14.8,11102.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Bus,2000,0.4,0.4,9000,0.1,4.6,11.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Other,2000,0.3,0.3,1000,0.0,0.5,4.0,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Train,2000,0.5,0.5,135000,1.7,55.1,53.1,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Vehicle Driver,153000,29.6,30.1,2884000,37.1,18.8,24.2,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Vehicle Passenger,85000,16.4,16.7,833000,10.7,9.8,14.0,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Walk Linked,4000,0.8,,4000,0.1,0.9,9.5,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Lower Hunter,Walk Only,10000,1.9,2.0,15000,0.2,1.6,15.7,10601.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Bus,1000,0.3,0.3,9000,0.2,6.6,13.7,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Train,4000,0.9,1.0,91000,1.8,22.0,26.6,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Vehicle Driver,139000,31.1,32.4,1932000,38.8,13.9,21.1,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Vehicle Passenger,53000,11.9,12.4,429000,8.6,8.1,13.6,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Walk Linked,9000,2.1,,9000,0.2,1.0,9.6,10602.0
sa3,hts_by_sa3_2009-10_to_2019-20.xlsx,2019/20,,Maitland,Walk Only,17000,3.8,3.9,15000,0.3,0.9,19.6,10602.0
