parking_facility_id,lat,lon,type,osm_parking,capacity_spaces,capacity_source,fee,charge,max_stay_min,access,operator,surface,levels,name,scenario_variant_ref
pn11406817061,-32.9038304,150.7520063,onstreet,street_side,,imputed,,,,,,fine_gravel,,,base2026
pw331956753,-32.9802333,151.0143182,offstreet_public,,,imputed,,,,,,,,,base2026
pw331956754,-32.9776451,151.0213322,offstreet_public,,,imputed,,,,,,,,,base2026
pw675562163,-32.9222107,151.119704,offstreet_public,,,imputed,,,,,,,,,base2026
pn7099414388,-33.2321597,151.2167953,offstreet_private,surface,,imputed,,,,private,,,,,base2026
pn4943388144,-33.2477885,151.4580561,offstreet_public,,,imputed,,,,,,,,,base2026
pn4943388147,-33.2481122,151.4572281,offstreet_public,,,imputed,,,,,,,,,base2026
pn5062015622,-33.2066892,151.4986932,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pn993414587,-33.0763765,151.4534211,offstreet_public,,,imputed,,,,,,,,,base2026
pn11244843085,-33.0779596,151.4492956,offstreet_public,,,imputed,no,,,,,,,,base2026
pn11244843091,-33.0769936,151.4479594,offstreet_public,,,imputed,no,,,,,,,,base2026
pn1893123622,-33.1091438,151.4857252,offstreet_public,underground,,imputed,,,,,,,,,base2026
pn1261492436,-33.0215983,151.4567561,offstreet_public,,,imputed,no,,,,HMBA,dirt,,Carpark 2,base2026
pn6052332085,-33.0236047,151.4560978,offstreet_public,,,imputed,,,,,HMBA,dirt,,Carpark 3,base2026
pn6052332086,-33.021826,151.4565466,offstreet_public,surface,,imputed,,,,,HMBA,dirt,,Shuttle Point,base2026
pn7357400820,-33.0248371,151.4576867,offstreet_public,,,imputed,no,,,,HMBA,dirt,,,base2026
pn7357400821,-33.0252059,151.4580515,offstreet_public,,,imputed,no,,,,,dirt,,,base2026
pn7178951878,-32.9813689,151.4549138,offstreet_public,surface,,imputed,,,,,,gravel,,,base2026
pw203194449,-33.2188829,151.1232506,offstreet_public,,,imputed,,,,,,,,,base2026
pw498123251,-33.2255197,151.2232513,offstreet_public,,,imputed,,,,,,,,,base2026
pw498123252,-33.2253052,151.22338,offstreet_public,,,imputed,,,,,,,,,base2026
pw498123254,-33.2250997,151.2226799,offstreet_public,,,imputed,,,,,,,,,base2026
pw580004071,-33.2556642,151.401656,offstreet_private,surface,,imputed,no,,,customers,,asphalt,,Truck Parking,base2026
pw69358417,-33.2554749,151.4026834,offstreet_private,surface,,imputed,no,,,customers,,asphalt,,,base2026
pw186975337,-33.2541773,151.4049243,offstreet_public,surface,,imputed,no,,,yes,,asphalt,,,base2026
pw580004072,-33.254229,151.4058863,offstreet_public,surface,,imputed,,,,,,asphalt,,Truck Parking,base2026
pw768955297,-33.254678,151.4053745,offstreet_public,surface,,imputed,,,,,,concrete,,,base2026
pw768955306,-33.253674,151.4050496,offstreet_public,surface,,imputed,,,,,,concrete,,,base2026
pw769137005,-33.2538133,151.4053558,offstreet_public,surface,,imputed,,,,,,asphalt,,,base2026
pw770753081,-33.2539556,151.4030559,offstreet_public,surface,,imputed,,,,,,asphalt,,,base2026
pw27907521,-33.2396231,151.4321408,offstreet_public,surface,,imputed,no,,,yes,Central Coast Council,fine_gravel,,Warnervale Airport Car Park,base2026
pw1348451514,-33.2386098,151.4334586,offstreet_private,surface,,imputed,no,,,private,Central Coast Council,asphalt,,,base2026
pw1348451524,-33.2405319,151.4323367,offstreet_public,surface,,imputed,no,,,yes,Central Coast Council,fine_gravel,,,base2026
pw751229701,-33.2353536,151.4218065,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw744625354,-33.227816,151.4204796,offstreet_public,surface,85,osm,no,,,yes,,asphalt,,,base2026
pw641040541,-33.2476673,151.4491661,offstreet_private,,,imputed,,,,customers,,,,,base2026
pw641040543,-33.2479179,151.4489619,offstreet_private,surface,,imputed,no,,,customers,,,,,base2026
pw641040553,-33.2475488,151.4488124,offstreet_private,surface,,imputed,no,,,customers,,asphalt,,,base2026
pw641040558,-33.2474295,151.4485016,offstreet_private,surface,,imputed,no,,,customers,,asphalt,,,base2026
pw751231858,-33.2477174,151.4597817,offstreet_public,surface,,imputed,,,,,,asphalt,,,base2026
pw1291185597,-33.2490792,151.455147,offstreet_public,,,imputed,,,,,,,,,base2026
pw485775296,-33.2529237,151.4672085,offstreet_public,,,imputed,,,,,,,,,base2026
pw485775297,-33.251655,151.4673947,offstreet_public,,,imputed,,,,,,,,,base2026
pw1008270175,-33.251514,151.474695,offstreet_public,,,imputed,,,,,,,,,base2026
pw440335052,-33.2538277,151.4930928,offstreet_private,,50,osm,no,,,customers,,asphalt,,Kanwal shops parking,base2026
pw471673152,-33.2544631,151.4920727,offstreet_public,,,imputed,,,,no,,,,,base2026
pw667778458,-33.2539078,151.4920611,offstreet_public,,,imputed,,,,,,,,,base2026
pw1134408993,-33.2531462,151.4914219,offstreet_public,,,imputed,,,,,,,,,base2026
pw377151927,-33.2536221,151.4964003,offstreet_public,,,imputed,,,,,,,,,base2026
pw377265376,-33.2415742,151.4683015,offstreet_public,,,imputed,,,,,,,,,base2026
pw524648335,-33.2381836,151.4864347,offstreet_public,,,imputed,,,,,,,,,base2026
pw377265373,-33.2379903,151.484935,offstreet_public,,,imputed,,,,,,,,,base2026
pw838969059,-33.2348358,151.4920518,offstreet_private,,18,osm,,,,private,,asphalt,,,base2026
pw313639598,-33.2379639,151.5011813,offstreet_public,,,imputed,,,,,,,,,base2026
pw313639601,-33.2386154,151.5013427,offstreet_public,,,imputed,,,,,,,,,base2026
pw766566687,-33.2305877,151.5012197,offstreet_private,surface,,imputed,no,,,customers,,,,,base2026
pw766566691,-33.2304067,151.5004794,onstreet,street_side,,imputed,,,,,,,,,base2026
pw766566692,-33.2303589,151.5002175,onstreet,street_side,,imputed,,,,,,,,,base2026
pw510078125,-33.1802714,151.4879573,offstreet_public,,,imputed,,,,,,,,,base2026
pw510078133,-33.1805182,151.4868976,offstreet_public,,,imputed,,,,,,,,,base2026
pw510078124,-33.1765857,151.481663,offstreet_public,,,imputed,,,,,,,,,base2026
pw655257412,-33.1750384,151.4804727,offstreet_public,,,imputed,,,,,,,,,base2026
pw655257423,-33.1755373,151.4851967,offstreet_public,,,imputed,,,,,,,,,base2026
pw1159840017,-33.1755725,151.4858939,offstreet_public,,,imputed,,,,,,,,,base2026
pw1091622844,-33.1762515,151.4876185,offstreet_private,,6,osm,,,,customers,,,,,base2026
pw401763587,-33.1198197,151.4699571,offstreet_public,,,imputed,,,,,,,,,base2026
pw621348302,-32.9390991,151.1407299,offstreet_public,,,imputed,,,,,,,,,base2026
pw362494215,-33.104078,151.2306472,offstreet_public,,,imputed,,,,,,,,,base2026
pw769046096,-32.9624548,151.4141326,offstreet_public,surface,,imputed,,,,,,gravel,,,base2026
pw554130022,-32.915455,151.3133553,onstreet,lane,,imputed,,,,,,,,,base2026
pw620743781,-32.8902808,151.2669391,offstreet_public,,,imputed,,,,,,,,,base2026
pw424531010,-32.8981092,151.3064418,offstreet_private,,,imputed,,,,private,,,,,base2026
pw182468294,-33.0803546,151.4413939,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw32594772,-33.081579,151.452865,offstreet_public,,,imputed,no,,,,,,,,base2026
pw161033734,-33.0865657,151.4600057,offstreet_public,surface,,imputed,,,,permit,,paved,,,base2026
pw1043292850,-33.0883404,151.4599817,offstreet_public,,,imputed,,,,,,,,,base2026
pw1043292851,-33.0889304,151.4593286,offstreet_public,,,imputed,,,,,,,,,base2026
pw1043292852,-33.0884432,151.4592759,offstreet_public,,,imputed,,,,,,,,,base2026
pw161521486,-33.0880953,151.4629195,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pw161521498,-33.0874506,151.461132,offstreet_private,surface,,imputed,,,,private,,,,,base2026
pw929508655,-33.0877418,151.4615971,offstreet_private,,,imputed,,,,private,,,,,base2026
pw111480951,-33.0857703,151.4597796,offstreet_private,surface,,imputed,,,,private,,paved,,,base2026
pw163078743,-33.0846432,151.4606111,offstreet_public,surface,,imputed,no,,,yes,,asphalt,,,base2026
pw1043292849,-33.0879326,151.4602754,offstreet_public,,,imputed,,,,,,,,,base2026
pw178946294,-33.0839879,151.4597044,offstreet_public,surface,,imputed,no,,,,,dirt,,Lone Palm,base2026
pw163078747,-33.0849973,151.4616967,offstreet_public,,,imputed,,,,,,,,,base2026
pw178946291,-33.0854887,151.463401,offstreet_private,,,imputed,,,,customers,,,,Fit Life Car Park,base2026
pw1043292854,-33.0852942,151.4628313,offstreet_private,,,imputed,,,,private,,,,,base2026
pw1213738497,-33.0777281,151.4492081,offstreet_public,,,imputed,,,,,,ground,,,base2026
pw1213738498,-33.0769586,151.4483363,offstreet_public,,,imputed,,,,,,paved,,,base2026
pw1213738501,-33.0781418,151.4492998,offstreet_public,,,imputed,,,,,,paved,,,base2026
pw930827119,-33.0771664,151.4536716,offstreet_public,,,imputed,,,,,,,,,base2026
pw161862675,-33.076598,151.4544246,offstreet_public,,,imputed,,,,yes,,,,,base2026
pw161862676,-33.0770574,151.4551281,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pw182468295,-33.0746983,151.4578424,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw930531256,-33.0774292,151.4555638,offstreet_public,,,imputed,,,,,,,,,base2026
pw888567500,-33.1177165,151.4686517,offstreet_public,,,imputed,,,,,,,,,base2026
pw1448165785,-33.1171049,151.4718838,offstreet_public,,,imputed,,,,,,,,,base2026
pw1175220366,-33.1145182,151.4774871,offstreet_private,surface,,imputed,no,,,customers,,paved,,,base2026
pw525765522,-33.112147,151.4796541,offstreet_public,,,imputed,,,,,,,,,base2026
pw321762732,-33.1088658,151.4863272,offstreet_public,,,imputed,,,,,,,,,base2026
pw396775566,-33.1062542,151.4863156,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw845012846,-33.1085096,151.4862037,offstreet_public,,,imputed,,,,,,,,,base2026
pw321762738,-33.10788,151.4849663,offstreet_private,surface,,imputed,no,,,private,,,,,base2026
pw396775565,-33.1064264,151.485153,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw396775568,-33.1061542,151.485672,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw396775570,-33.106024,151.4837805,offstreet_private,surface,,imputed,,,,customers,,,,,base2026
pw525765523,-33.1114973,151.4803511,offstreet_public,,,imputed,,,,,,,,,base2026
pw525765524,-33.1116973,151.4803452,offstreet_public,,,imputed,,,,,,,,,base2026
pw790880373,-33.1111698,151.481945,offstreet_private,surface,,imputed,no,,,customers,,asphalt,,,base2026
pw321750738,-33.1078918,151.4895543,offstreet_public,surface,,imputed,no,,,,,asphalt,,Morisset Commuter Carpark,base2026
pw321750739,-33.1082456,151.4887543,offstreet_public,surface,,imputed,no,,,,,,,,base2026
pw321750740,-33.1088816,151.4873055,offstreet_public,surface,,imputed,no,,,,,,,,base2026
pw321750741,-33.1092826,151.4879447,offstreet_public,surface,,imputed,no,,,,,,,,base2026
pw321762730,-33.1067666,151.4883288,offstreet_public,surface,,imputed,no,,,,,,,,base2026
pw321762731,-33.1065018,151.48783,offstreet_public,underground,,imputed,no,,,,,,,,base2026
pw321762740,-33.107672,151.4884754,offstreet_private,,,imputed,no,,,private,,,,,base2026
pw649374371,-33.1068227,151.487178,offstreet_public,,,imputed,,,,,,,,,base2026
pw845012845,-33.1081082,151.4871572,offstreet_public,,,imputed,,,,,,,,,base2026
pw845012847,-33.108284,151.4868294,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306610,-33.1082624,151.4888195,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306611,-33.1082556,151.4888433,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306612,-33.1082488,151.4888671,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306613,-33.1082419,151.4888908,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306614,-33.1082351,151.4889146,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306615,-33.1082283,151.4889383,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306616,-33.1082155,151.4888005,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306617,-33.1082086,151.4888242,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306618,-33.1082018,151.488848,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306619,-33.108195,151.4888718,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306620,-33.1081881,151.4888955,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306621,-33.1081813,151.4889193,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306624,-33.10775,151.4900598,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306625,-33.107757,151.4900355,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306626,-33.107764,151.4900111,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306627,-33.1077709,151.4899868,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306628,-33.1077779,151.4899625,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306629,-33.1077849,151.4899383,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306630,-33.1077919,151.489914,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306631,-33.1077989,151.4898897,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306632,-33.1078059,151.4898654,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306633,-33.1078129,151.489841,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306634,-33.1078199,151.4898167,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306635,-33.1078268,151.4897925,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306636,-33.1078339,151.4897682,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306637,-33.1078408,151.4897439,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306638,-33.1078478,151.4897195,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306639,-33.1078548,151.4896952,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306640,-33.1078618,151.489671,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306641,-33.1078688,151.4896467,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306643,-33.1079039,151.4895253,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306644,-33.1079108,151.4895009,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306645,-33.1079178,151.4894764,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306646,-33.1079247,151.489452,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306647,-33.1079317,151.4894276,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306648,-33.1079387,151.4894032,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306649,-33.1079456,151.4893787,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306650,-33.1079526,151.4893543,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306651,-33.1079595,151.4893299,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306652,-33.1079665,151.4893054,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306653,-33.1079734,151.489281,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306654,-33.1079804,151.4892566,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306655,-33.1079873,151.4892322,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306656,-33.1079943,151.4892077,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306657,-33.1080013,151.4891833,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306658,-33.1080082,151.4891589,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306659,-33.1080152,151.4891345,offstreet_public,,,imputed,,,,,,,,,base2026
pw870306660,-33.1080221,151.48911,offstreet_public,,,imputed,,,,,,,,,base2026
pw1037043378,-33.1089422,151.4876525,offstreet_public,surface,,imputed,no,,,,,,,,base2026
pw1037043379,-33.1088967,151.4878477,offstreet_public,,,imputed,,,2 minutes,,,,,Kiss and Ride,base2026
pw396775573,-33.1034071,151.4851849,offstreet_public,,,imputed,,,,,,,,,base2026
pw1016793205,-33.1052486,151.4886686,offstreet_public,,,imputed,,,,,,,,,base2026
pw1016793206,-33.1053159,151.4886404,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793207,-33.1053047,151.4886648,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793208,-33.1052918,151.4886931,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793209,-33.105283,151.4887124,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793210,-33.1051702,151.4887122,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793211,-33.105172,151.4886842,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793212,-33.1051832,151.4886596,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793213,-33.1051946,151.4886348,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793214,-33.1052258,151.4885904,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793215,-33.1052079,151.4886055,offstreet_public,,1,osm,,,,,,,,,base2026
pw1016793246,-33.1036416,151.4886184,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw1016793248,-33.1027805,151.4889242,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw396691920,-33.1076277,151.4975065,offstreet_private,surface,,imputed,,,,customers,,,,,base2026
pw581398060,-33.1078704,151.4972019,offstreet_private,,,imputed,,,,customers,,,,,base2026
pw581398061,-33.1081656,151.4967898,offstreet_private,,,imputed,,,,customers,,,,,base2026
pw844181372,-33.0797512,151.495818,offstreet_public,,,imputed,,,,,,,,,base2026
pw403726349,-33.08345,151.5007486,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw403726350,-33.0818839,151.5001318,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw403726353,-33.083554,151.5011861,offstreet_public,surface,,imputed,,,,,,,,,base2026
pw395594329,-33.0629866,151.463948,offstreet_private,surface,29,osm,,,,private,Avondale School,asphalt,,,base2026
pw395594336,-33.0634372,151.4645089,offstreet_private,surface,25,osm,,,,private,Avondale School,asphalt,,,base2026
pw395594341,-33.0627302,151.4634042,offstreet_private,surface,28,osm,,,,private,Avondale School,,,,base2026
pw395594343,-33.0641189,151.4656485,offstreet_private,surface,35,osm,,,,private,Avondale School,asphalt,,,base2026
pw395594345,-33.063574,151.4650252,offstreet_private,surface,36,osm,,,,private,Avondale School,asphalt,,,base2026
pw712902747,-33.0640127,151.4658885,offstreet_private,surface,17,osm,,,,private,Avondale School,concrete,,,base2026
pw714377781,-33.0636969,151.4641708,offstreet_private,surface,,imputed,,,,private,,dirt,,,base2026
pw1315903077,-33.0218165,151.4560456,offstreet_public,,,imputed,no,,,,,dirt,,Carpark 1,base2026
pw362494217,-32.9836244,151.4548656,offstreet_public,,,imputed,,,,,,,,,base2026
pw790878580,-32.9854833,151.4867781,offstreet_private,,,imputed,,,,customers,,,,,base2026
pw790878581,-32.9853938,151.4864985,offstreet_private,,,imputed,,,,customers,,,,,base2026
pw1549129108,-32.9650835,151.479481,offstreet_public,,,imputed,,,,yes,,,,,base2026
pw769046180,-32.9575426,151.4173739,offstreet_public,surface,,imputed,,,,,,,,,base2026
pn4989195851,-33.2302829,151.537303,offstreet_public,,,imputed,,,,,,,,,base2026
pn474351738,-33.2383689,151.5632307,offstreet_public,,,imputed,,,,,,,,,base2026
pn4950238087,-33.2395741,151.5643253,offstreet_public,,,imputed,,,,,,,,,base2026
pn4950238088,-33.2390517,151.5640839,offstreet_public,,,imputed,,,,,,,,,base2026
pn12198129807,-33.2375474,151.5639898,offstreet_public,,,imputed,,,,,,,,,base2026
pn4952059042,-33.1863337,151.5563944,offstreet_public,,,imputed,,,,,,,,,base2026
pn4952010909,-33.1358269,151.5643647,offstreet_public,,,imputed,,,,,,,,,base2026
pn4952010867,-33.1363682,151.5656606,offstreet_public,,,imputed,,,,,,,,,base2026
pn4952010874,-33.135885,151.5652299,onstreet,street_side,,imputed,,,,,,,,,base2026
pn7440099218,-33.1106983,151.5303262,offstreet_private,surface,,imputed,,,,private,,paved,,,base2026
pn25940535,-33.0831,151.5317128,offstreet_public,,,imputed,,,,,,,,,base2026
pn726057433,-32.9944895,151.5998533,offstreet_public,,,imputed,,,,,,,,,base2026
pn779280675,-32.9579224,151.5216263,offstreet_public,,,imputed,,,,,,,,,base2026
pn358905661,-32.9117392,151.6195198,offstreet_public,,,imputed,,,,,,,,,base2026
pn1842227482,-33.0738018,151.6379045,offstreet_public,,,imputed,,,,,,,,,base2026
pn5315756720,-33.0485996,151.6581013,offstreet_public,,,imputed,,,,,,,,,base2026
pn9194656499,-33.0330799,151.6601944,offstreet_public,,1,osm,,,,,,,,,base2026
pn365211084,-32.9745673,151.6463698,offstreet_public,,,imputed,,,,,,,,,base2026
pn365211080,-32.9741444,151.6452309,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pn1093396401,-32.9742863,151.6469231,offstreet_public,,,imputed,,,,,,,,Underground Parking,base2026
pn611542865,-32.9837429,151.6723415,offstreet_public,,,imputed,,,,,,,,,base2026
pn8584396666,-32.9967091,151.6854121,offstreet_public,,,imputed,,,,,,,,,base2026
pn8584396665,-32.9934973,151.6876758,offstreet_public,surface,,imputed,,,,,,,,,base2026
pn9994066622,-32.9415366,151.6630416,onstreet,lane,,imputed,,,2 minutes,,,,,Kiss and Ride,base2026
pn361221947,-32.9232534,151.664755,offstreet_public,,,imputed,,,,,,,,,base2026
pn361222140,-32.9232331,151.6646477,offstreet_public,,,imputed,,,,,,,,,base2026
pn355007368,-32.9420465,151.6988218,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pn4628336047,-32.948615,151.7070641,offstreet_public,surface,,imputed,,,,,,,,,base2026
pn8487371173,-32.9383106,151.7150263,offstreet_public,,,imputed,,,,,,,,,base2026
pn6242005998,-32.9263198,151.6868567,offstreet_public,,,imputed,,,,,,,,,base2026
pn369642766,-32.9327109,151.7006759,offstreet_public,,,imputed,,,,,,,,,base2026
pn5289085231,-32.9242981,151.6941891,offstreet_public,,,imputed,,,,,,,,,base2026
pn7812149973,-32.9233177,151.7137036,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn354736704,-32.9243794,151.7258515,offstreet_public,,,imputed,,,,,,,,,base2026
pn1873958195,-32.9656576,151.7305336,offstreet_public,,,imputed,,,,,,,,,base2026
pn7812149968,-32.9509323,151.7553628,offstreet_public,,3,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812149969,-32.9504944,151.7553331,offstreet_public,,3,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812149970,-32.9383623,151.7603006,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812149972,-32.9412623,151.7669765,offstreet_public,,15,osm,,,,yes,Newcastle City Council,,,,base2026
pn7828677366,-32.9187519,151.7482213,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7805261634,-32.9290218,151.7652475,offstreet_public,,5,osm,,,,yes,Newcastle City Council,,,,base2026
pn7805261635,-32.9297336,151.7645908,offstreet_public,,5,osm,,,,,Newcastle City Council,,,,base2026
pn7809217555,-32.9312122,151.7649007,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812086983,-32.9305185,151.7660678,offstreet_public,,5,osm,,,,yes,Newcastle City Council,,,,base2026
pn11553152505,-32.928866,151.7682321,offstreet_public,,,imputed,,,,,Hunter Parking & Storage,,,,base2026
pn10005643622,-32.9236646,151.7587193,onstreet,lane,,imputed,,,2 minutes,,,,,Kiss and Ride,base2026
pn7805262682,-32.9261385,151.7670557,offstreet_public,,12,osm,,,,yes,Newcastle City Council,,,,base2026
pn7805628839,-32.9278624,151.7644543,offstreet_public,,5,osm,,,,yes,Newcastle City Council,,,,base2026
pn7811735102,-32.9264142,151.7640801,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7805261633,-32.931372,151.7718348,offstreet_public,,3,osm,,,,,Newcastle City Council,,,,base2026
pn7805261636,-32.9287059,151.7708364,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn10913187170,-32.9307661,151.7717512,offstreet_public,,,imputed,,,,,,,,,base2026
pn7805263241,-32.9273462,151.7738363,offstreet_public,,14,osm,,,,,Newcastle City Council,,,,base2026
pn7805361074,-32.9280545,151.772365,offstreet_public,,7,osm,,,,yes,Newcastle City Council,,,,base2026
pn7805260736,-32.92614,151.7753506,offstreet_public,,6,osm,,,,,Newcastle City Council,,,,base2026
pn7809217552,-32.9273942,151.7784558,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7809217556,-32.9273835,151.7787355,offstreet_public,,3,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812086984,-32.9258473,151.7790402,offstreet_public,,4,osm,,,,yes,Newcastle City Councl,,,,base2026
pn7812094086,-32.9258666,151.7801579,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812094087,-32.9269655,151.7799918,offstreet_public,,3,osm,,,,yes,Newcastle City Council,,,,base2026
pn7828715664,-32.9267754,151.7813217,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn2063026180,-32.9186968,151.7594944,offstreet_public,surface,,imputed,no,,,yes,,,,,base2026
pn7812149974,-32.9155158,151.7656616,offstreet_public,,2,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812149975,-32.914872,151.7653289,offstreet_public,,2,osm,,,,yes,Newcastle City Council,,,,base2026
pn7805263240,-32.9286535,151.7827425,offstreet_public,,2,osm,,,,,Newcastle City Council,,,,base2026
pn7809217553,-32.9287349,151.7838117,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn7809217554,-32.9290196,151.7849587,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn8385678590,-32.9287212,151.7878152,offstreet_public,,3,osm,,,,,,,,,base2026
pn7115806145,-32.9276575,151.7833917,offstreet_public,,12,osm,,,,yes,Newcastle City Council,,,,base2026
pn7812094085,-32.9260167,151.7824961,offstreet_public,,4,osm,,,,yes,Newcastle City Council,,,,base2026
pn361760636,-32.9007699,151.6585779,onstreet,street_side,,imputed,,,,,,,,,base2026
pn7659983437,-32.8999044,151.6688548,offstreet_private,surface,,imputed,no,,,customers,,,,,base2026
pn429417306,-32.906474,151.6875082,onstreet,lane,,imputed,no,,,permit,,asphalt,,,base2026
pn429417318,-32.9072757,151.6835976,offstreet_public,,,imputed,,,,,,,,,base2026
pn1813389535,-32.8951198,151.6961895,offstreet_public,underground,,imputed,,,,,,,,,base2026
pn1754582637,-32.9009191,151.7044285,offstreet_public,,,imputed,,,,,,,,,base2026
pn1839276986,-32.8898005,151.7057506,offstreet_public,,,imputed,,,,,,,,,base2026
pn1839285595,-32.8898,151.70575,offstreet_public,,,imputed,,,,,,,,,base2026
pw26201575,-33.2425227,151.5039088,offstreet_public,,,imputed,,,,,,,,,base2026
pw26201570,-33.2400692,151.5027381,offstreet_public,,,imputed,,,,,,,,,base2026
pw1184629086,-33.2404119,151.5071707,offstreet_public,,,imputed,,,,,,,,,base2026
pw766566683,-33.230541,151.5022484,onstreet,street_side,,imputed,,,,,,,,,base2026
pw766566684,-33.2304261,151.501991,onstreet,street_side,10,osm,,,,,,,,,base2026
pw766566685,-33.2303832,151.5016836,onstreet,street_side,12,osm,,,,,,,,,base2026
pw766566686,-33.2304793,151.501672,onstreet,street_side,8,osm,,,,,,,,,base2026
pw1499902994,-33.2538496,151.550529,offstreet_public,surface,,imputed,,,,,,asphalt,,,base2026
pw1499902997,-33.2536286,151.5486873,offstreet_public,surface,,imputed,,,,,,unpaved,,,base2026
pw24024083,-33.249358,151.5632378,offstreet_public,,,imputed,,,,,,,,,base2026
pw653681571,-33.2295552,151.5301042,offstreet_public,,,imputed,,,,,,,,,base2026
