node_id,lat,lon,direction,signal_type,ped_phase_flag,button_operated,name
13013172374,-32.9328891,151.6367287,forward,signal,-1,,
288159505,-32.9260332,151.6304038,forward,,-1,,
288159571,-32.9258772,151.6301708,forward,,-1,,
8848090293,-32.9257948,151.6303153,backward,,1,,
11989946648,-32.926093,151.6302515,forward,,-1,,
8848090222,-32.926889,151.6369006,backward,,1,,
9415153282,-32.9271896,151.6368388,forward,,1,,
12162649603,-32.9269373,151.6367083,forward,signal,-1,,
12162649604,-32.9271741,151.6370657,forward,signal,-1,,
6469150765,-32.9289314,151.642026,forward,signal,-1,,
6469150767,-32.9291033,151.6424151,forward,signal,-1,,
6469150768,-32.9291581,151.6423637,forward,signal,-1,,
11305470247,-32.9291036,151.64201,forward,signal,-1,,
11305470248,-32.9289413,151.6425175,forward,signal,-1,,
6092744643,-32.9336787,151.6443226,forward,signal,-1,,
13360748231,-32.9337458,151.6445351,forward,signal,-1,,
12693098275,-32.9284177,151.6403515,forward,signal,-1,,
12693098276,-32.9282603,151.6402176,forward,signal,-1,,
8681576829,-32.9278008,151.6446116,forward,signal,-1,,
8681576830,-32.92783,151.6448335,forward,signal,-1,,
6092847216,-32.9323955,151.6529181,forward,signal,-1,,
7836114824,-32.9339581,151.6556173,forward,,-1,,
12363573346,-32.9322294,151.6526029,forward,signal,-1,,
12363573347,-32.9319205,151.6526287,forward,signal,-1,,
12363573348,-32.9319277,151.6529402,forward,signal,-1,,
12363573349,-32.931953,151.6531304,forward,signal,-1,,
12363573352,-32.9322631,151.6528914,forward,signal,-1,,
12450352299,-32.9337667,151.6555724,forward,signal,-1,,
12450352300,-32.9337573,151.6557884,backward,signal,-1,,
7864826329,-32.9263687,151.6509022,forward,signal,-1,,
7865228655,-32.9263384,151.6506164,forward,signal,-1,,
7865228656,-32.9261948,151.6508731,forward,,-1,,
11987151247,-32.9236238,151.6519643,forward,,-1,,
12363395053,-32.9236218,151.6522579,forward,signal,-1,,
12363395054,-32.9234522,151.6521872,forward,signal,-1,,
12363395055,-32.9234643,151.6518984,backward,signal,-1,,
7593204934,-32.9134258,151.6608865,backward,,1,,
11989946634,-32.913259,151.6609098,forward,,-1,,
12177999485,-32.913388,151.6605981,forward,signal,-1,,
249343437,-32.9580167,151.6794845,forward,signal,-1,,
7772186820,-32.9575818,151.6821151,backward,signal,-1,,
12188081944,-32.9577409,151.6819257,forward,signal,-1,,
12188081945,-32.9577786,151.6822083,forward,signal,-1,,
12188081947,-32.9579203,151.682039,forward,signal,-1,,
11496202475,-32.9566554,151.6864872,forward,signal,-1,,
11496202478,-32.9565401,151.6866003,forward,signal,-1,,
11496202479,-32.9568345,151.6866784,forward,signal,-1,,
