rel_id,restriction,from_way,via_member,to_way,lat,lon,located_by,source,dist_to_base2026_m,dist_to_S2c_m,dist_to_S4_m,dist_to_S5_m,corridor_flag
8150828,no_u_turn,37031560,573328880,307524785,-32.9237908,151.7418915,via_way,osm,1576.1,1576.1,0.0,0.0,0
8150832,no_u_turn,172631275,573328880,573328884,-32.9237908,151.7418915,via_way,osm,1576.1,1576.1,0.0,0.0,0
17719909,no_u_turn,573328874,8200592543,881807847,-32.9192062,151.7428268,via_node,osm,1581.5,1581.6,472.0,472.0,0
17719910,no_u_turn,881807847,1835204680,573328874,-32.9190089,151.7428689,via_node,osm,1585.4,1585.4,493.8,493.8,0
8150830,no_u_turn,1324584322,881807846,1324584321,-32.9190089,151.7428689,via_way,osm,1585.4,1585.4,493.8,493.8,0
8150831,no_u_turn,703370013,881807846,532942987,-32.9190089,151.7428689,via_way,osm,1585.4,1585.4,493.8,493.8,0
5991671,no_right_turn,1322973030,188528207,398832519,-32.9385881,151.7554287,via_node,osm,1588.5,1637.8,1527.5,1527.5,0
5991672,no_right_turn,380519861,188528207,1322973030,-32.9385881,151.7554287,via_node,osm,1588.5,1637.8,1527.5,1527.5,0
17728447,no_u_turn,410266301,174779097,16861969,-32.9385248,151.7538685,via_node,osm,1636.6,1664.8,1538.7,1538.7,0
8116999,no_right_turn,398832518,174779097,1322973021,-32.9385248,151.7538685,via_node,osm,1636.6,1664.8,1538.7,1538.7,0
8117185,only_left_turn,950665463,176667966,570069762,-32.9379583,151.7497289,via_node,osm,1754.4,1754.5,1465.8,1465.8,0
17918311,no_u_turn,1305659973,1306277815,380459172,-32.9378208,151.7487423,via_way,osm,1787.6,1787.6,1461.9,1461.9,0
17918312,no_u_turn,380459171,1306277815,1305659972,-32.9378208,151.7487423,via_way,osm,1787.6,1787.6,1461.9,1461.9,0
8117184,only_left_turn,17622410,182459172,570069759,-32.9387099,151.749759,via_node,osm,1826.4,1826.4,1548.3,1548.3,0
8173675,no_u_turn,415667085,4166608589,415667084,-32.9072407,151.7591147,via_node,osm,1857.5,1857.5,1857.5,1857.5,0
8112226,no_u_turn,257836322,734827497,24027892,-32.907269,151.7608574,via_node,osm,1864.4,1864.2,1864.4,1864.4,0
8117183,no_u_turn,1305659972,17383176,380459171,-32.938623,151.7476551,via_node,osm,1916.8,1916.8,1566.6,1566.6,0
17719905,no_u_turn,912229858,1835184021,196378249,-32.9098308,151.7460145,via_node,osm,1971.1,1971.1,1535.0,1535.0,0
5174378,no_right_turn,17033103,97638239,10954629,-32.943029,151.7572893,via_node,osm,1983.1,2102.7,1983.1,1983.1,0
5174380,no_right_turn,170833639,97638239,17033103,-32.943029,151.7572893,via_node,osm,1983.1,2102.7,1983.1,1983.1,0
8116959,only_left_turn,1324890923,97638239,10954629,-32.943029,151.7572893,via_node,osm,1983.1,2102.7,1983.1,1983.1,0
17719906,no_u_turn,1016788677,8474224261,912229858,-32.908779,151.7470237,via_node,osm,2012.1,2012.1,1667.2,1667.2,0
11999628,no_left_turn,688558181,4121006090,244672853,-32.9244773,151.7370124,via_node,osm,2032.3,2032.4,0.0,0.0,0
8114718,no_u_turn,569800608,569800609,569800607,-32.9244773,151.7370124,via_way,osm,2032.3,2032.4,0.0,0.0,0
8180641,no_u_turn,710230385,1843088428,912238533,-32.9080527,151.7479339,via_node,osm,2036.3,2036.3,1761.8,1761.8,0
11999629,only_straight_on,569800607,1835178744,688558180,-32.9245293,151.7369269,via_node,osm,2040.5,2040.5,0.0,0.0,0
14227484,no_left_turn,1441529775,1835178744,688558180,-32.9245293,151.7369269,via_node,osm,2040.5,2040.5,0.0,0.0,0
11999630,no_u_turn,569800610,2675933502,569800609,-32.9244251,151.7369134,via_node,osm,2041.5,2041.5,10.9,10.9,0
8114720,no_u_turn,410266299,272244283,25028007,-32.9251189,151.7367857,via_node,osm,2056.4,2056.4,53.5,53.5,0
12390282,no_right_turn,24027885,8481352754,912997419,-32.9073179,151.7481508,via_node,osm,2097.5,2097.5,1845.3,1845.3,0
12390283,no_right_turn,912997406,8481352754,24027885,-32.9073179,151.7481508,via_node,osm,2097.5,2097.5,1845.3,1845.3,0
8173714,no_u_turn,710230346,377717145,59249484,-32.9043421,151.7572491,via_way,osm,2182.2,2182.1,2178.4,2178.4,0
8173715,no_u_turn,710230345,377717145,575708642,-32.9043421,151.7572491,via_way,osm,2182.2,2182.1,2178.4,2178.4,0
8117180,no_u_turn,243416770,771375776,410723464,-32.9457632,151.7588055,via_node,osm,2227.9,2391.0,2227.9,2227.9,0
8150824,no_u_turn,1441524751,272244366,1221729697,-32.9242457,151.7347695,via_node,osm,2241.5,2241.5,0.0,0.0,0
17719751,no_u_turn,1292584083,1087917661,1292584084,-32.9172935,151.7360973,via_way,osm,2244.8,2244.9,759.9,750.2,0
17719752,no_u_turn,1324584320,1087917661,31731493,-32.9172935,151.7360973,via_way,osm,2244.8,2244.9,759.9,750.2,0
8150755,no_u_turn,378378889,337354143,688558165,-32.9239491,151.7322354,via_node,osm,2478.1,2478.2,168.6,0.0,0
12395212,no_u_turn,773873990,287006711,912997423,-32.9044554,151.7457253,via_node,osm,2484.0,2484.0,2118.7,2118.7,0
12395213,no_left_turn,913333992,287006711,913333996,-32.9044554,151.7457253,via_node,osm,2484.0,2484.0,2118.7,2118.7,0
12395215,no_left_turn,913333996,287006711,912997423,-32.9044554,151.7457253,via_node,osm,2484.0,2484.0,2118.7,2118.7,0
12395214,no_right_turn,913333997,287006718,773873991,-32.9044159,151.7457882,via_node,osm,2484.9,2484.9,2123.8,2123.8,0
20357060,no_u_turn,242774380,2502263161,1491181441,-32.9021837,151.765025,via_node,osm,2486.2,2459.0,2486.2,2486.2,0
12395216,no_right_turn,913333995,6676908851,710230329,-32.9040816,151.7459895,via_node,osm,2508.3,2508.3,2162.8,2162.8,0
13312044,no_u_turn,464200338,4123981046,984489042,-32.9479454,151.7568481,via_node,osm,2512.1,2647.7,2512.1,2512.1,0
8150757,no_u_turn,261179745,573325157,1324584317,-32.9165866,151.7322126,via_way,osm,2613.6,2613.6,831.0,786.4,0
8150758,no_u_turn,573325158,573325157,1324584316,-32.9165866,151.7322126,via_way,osm,2613.6,2613.6,831.0,786.4,0
8150751,no_u_turn,332381296,573325148,688558161,-32.9241502,151.7306149,via_way,osm,2629.6,2629.6,320.9,14.3,0
8150752,no_u_turn,573325151,573325148,688558152,-32.9241502,151.7306149,via_way,osm,2629.6,2629.6,320.9,14.3,0
8173660,no_u_turn,53718099,575707630,1324859485,-32.9004868,151.7532166,via_way,osm,2654.7,2654.7,2609.5,2609.5,0
8173661,no_u_turn,575707631,575707630,1324859487,-32.9004868,151.7532166,via_way,osm,2654.7,2654.7,2609.5,2609.5,0
8097987,no_u_turn,385687523,3890240217,385687525,-32.9119481,151.7334033,via_node,osm,2720.2,2720.2,1327.4,1294.8,0
8097988,no_u_turn,385687524,3890240223,385687526,-32.9123636,151.7330937,via_node,osm,2723.3,2723.3,1283.2,1248.8,0
8097989,no_u_turn,175413330,3890240220,385687528,-32.9117612,151.7328557,via_node,osm,2774.9,2774.9,1351.2,1315.6,0
3502675,no_straight_on,173492012,2657201546,260236849,-32.9024337,151.7424469,via_node,osm,2833.3,2833.3,2326.4,2326.4,0
8127595,no_u_turn,569800612,97639802,409004585,-32.9476436,151.7437921,via_node,osm,2960.0,2960.0,2601.0,2601.0,0
10606110,no_u_turn,170545512,764684260,184740433,-32.9152494,151.7256967,via_way,osm,3238.4,3238.4,1237.6,896.6,0
10606109,no_u_turn,764684258,170545512,764684260,-32.9150945,151.7257195,via_way,osm,3241.5,3241.6,1249.6,913.9,0
10606111,no_u_turn,764684260,184740433,764684258,-32.9151912,151.7255642,via_way,osm,3252.1,3252.2,1250.4,901.3,0
10606112,no_u_turn,184740433,764684258,170545512,-32.9150369,151.7255898,via_way,osm,3255.0,3255.1,1262.1,918.5,0
6208941,no_right_turn,410253247,272224405,675793851,-32.9342559,151.7258797,via_node,osm,3272.9,3273.0,1371.4,1182.9,0
6566741,no_right_turn,417741680,272224405,1211512458,-32.9342559,151.7258797,via_node,osm,3272.9,3273.0,1371.4,1182.9,0
10606107,no_u_turn,688597048,39260159,782048687,-32.9130604,151.7261763,via_way,osm,3277.4,3277.4,1409.7,1142.3,0
10606108,no_u_turn,1324599316,39260159,1324599303,-32.9130604,151.7261763,via_way,osm,3277.4,3277.4,1409.7,1142.3,0
8154309,no_u_turn,700122760,573742786,1324599305,-32.9106656,151.7267158,via_way,osm,3339.1,3339.1,1619.5,1411.2,0
8154310,no_u_turn,700122761,573742786,1324599315,-32.9106656,151.7267158,via_way,osm,3339.1,3339.1,1619.5,1411.2,0
8130279,no_u_turn,710230378,287007553,467543848,-32.8989004,151.7386188,via_node,osm,3356.2,3356.2,2744.9,2744.9,0
8154304,no_u_turn,260281408,2657553466,260281406,-32.9027514,151.7311859,via_node,osm,3489.3,3489.3,2357.8,2318.3,0
3866222,no_left_turn,291023335,2944871499,440110601,-32.905893,151.727965,via_node,osm,3507.5,3507.5,2074.5,1949.4,0
8109811,no_right_turn,418259540,2945421270,291093103,-32.9066224,151.7272892,via_node,osm,3514.7,3514.7,2016.0,1861.4,0
8154305,no_u_turn,1324599308,286621732,1324599313,-32.9051062,151.7281943,via_node,osm,3540.7,3540.7,2152.8,2038.5,0
8109815,no_u_turn,768031061,2063025986,260281411,-32.9026347,151.7296469,via_node,osm,3605.3,3605.3,2391.0,2328.1,0
11264583,no_right_turn,739665363,1835184028,822222321,-32.8973601,151.7365103,via_node,osm,3608.3,3608.3,2946.2,2923.2,0
3502663,only_left_turn,260288981,246010651,1324599311,-32.9029511,151.7286945,via_node,osm,3650.4,3650.5,2373.7,2280.9,0
17830738,only_left_turn,1277757217,287012989,710230380,-32.8965607,151.7356646,via_node,osm,3726.1,3726.1,3030.8,3004.2,0
17831320,only_left_turn,1277757218,287012989,418259522,-32.8965607,151.7356646,via_node,osm,3726.1,3726.1,3030.8,3004.2,0
8114721,no_u_turn,580178256,17383284,170833640,-32.9471662,151.7272348,via_node,osm,3899.9,3899.9,2612.7,2577.4,0
8211441,no_u_turn,410591150,580178257,580178256,-32.9479923,151.726725,via_way,osm,3995.9,3995.9,2714.3,2674.2,0
8211442,no_left_turn,410591150,4131271690,580178258,-32.948043,151.7267277,via_node,osm,3999.4,3999.5,2719.6,2679.7,0
10075101,no_straight_on,569038910,1843568982,1330536334,-32.9613357,151.6202258,via_node,osm,inf,inf,inf,inf,0
10075102,no_right_turn,569038910,1843568982,405516638,-32.9613357,151.6202258,via_node,osm,inf,inf,inf,inf,0
10075103,no_straight_on,1330536334,1843568982,569038910,-32.9613357,151.6202258,via_node,osm,inf,inf,inf,inf,0
10075104,no_right_turn,1330536334,1843568982,569038911,-32.9613357,151.6202258,via_node,osm,inf,inf,inf,inf,0
10111086,no_u_turn,731235026,415483038,415483032,-32.9387155,151.7121327,via_way,osm,inf,inf,2618.5,1709.1,0
10252006,no_right_turn,741483140,6941617745,31313111,-33.1884138,151.5576929,via_node,osm,inf,inf,inf,inf,0
10252007,no_left_turn,741483142,61749562,31313111,-33.18862,151.5575813,via_node,osm,inf,inf,inf,inf,0
10256605,no_straight_on,741892910,6945167202,741892912,-33.1066877,151.4881216,via_node,osm,inf,inf,inf,inf,0
10288863,only_straight_on,744569746,6968586143,744569725,-33.2424556,151.460869,via_node,osm,inf,inf,inf,inf,0
10288864,only_straight_on,744569725,6968586143,172513775,-33.2424556,151.460869,via_node,osm,inf,inf,inf,inf,0
10288865,only_left_turn,829198326,6562821114,744569731,-33.2382911,151.4604393,via_node,osm,inf,inf,inf,inf,0
10288866,only_straight_on,744569731,6562821114,832627628,-33.2382911,151.4604393,via_node,osm,inf,inf,inf,inf,0
10288867,only_straight_on,829198324,6562821153,751265722,-33.2399077,151.4611721,via_node,osm,inf,inf,inf,inf,0
10288868,only_straight_on,751265722,6562821153,744569730,-33.2399077,151.4611721,via_node,osm,inf,inf,inf,inf,0
10288869,no_left_turn,832627638,6562821086,744569744,-33.2427493,151.4630415,via_node,osm,inf,inf,inf,inf,0
10288870,no_u_turn,744569747,698880282,744569743,-33.2427493,151.4630415,via_way,osm,inf,inf,inf,inf,0
10292092,only_left_turn,744822109,6970835270,744822115,-32.8005025,151.6587167,via_node,osm,inf,inf,inf,inf,0
10292093,no_right_turn,744822111,2445142211,744822110,-32.8003976,151.658854,via_node,osm,inf,inf,inf,inf,0
10296134,no_left_turn,782520902,1842536848,31019998,-32.7600486,151.5935278,via_node,osm,inf,inf,inf,inf,0
10296135,no_left_turn,509873300,1842536846,509873295,-32.7599479,151.5936571,via_node,osm,inf,inf,inf,inf,0
10296136,no_left_turn,509873302,1842536911,1524318971,-32.7599745,151.5934474,via_node,osm,inf,inf,inf,inf,0
10296137,no_u_turn,570063262,576480189,576480190,-32.7599479,151.5936571,via_way,osm,inf,inf,inf,inf,0
10298500,only_straight_on,185906227,1839435481,745483222,-32.7895422,151.6286382,via_node,osm,inf,inf,inf,inf,0
10298687,no_u_turn,769046290,6978391662,745500373,-32.8142284,151.6340053,via_node,osm,inf,inf,inf,inf,0
10298689,only_left_turn,745500392,6978391679,443341901,-32.8122662,151.6351012,via_node,osm,inf,inf,inf,inf,0
10298690,only_left_turn,443341901,6978391679,745500389,-32.8122662,151.6351012,via_node,osm,inf,inf,inf,inf,0
10298691,no_u_turn,745500375,745500384,745500395,-32.8136861,151.6356638,via_way,osm,inf,inf,inf,inf,0
10298692,no_u_turn,745500384,745500395,745500396,-32.8137476,151.6354925,via_way,osm,inf,inf,inf,inf,0
10298693,no_u_turn,745500396,745500375,745500384,-32.813558,151.6356346,via_way,osm,inf,inf,inf,inf,0
10298694,no_left_turn,745500397,6978395889,779556530,-32.8137476,151.6354925,via_node,osm,inf,inf,inf,inf,0
10298695,no_u_turn,745500395,745500396,745500375,-32.8136202,151.6354547,via_way,osm,inf,inf,inf,inf,0
10298696,no_left_turn,745500381,6978395887,745500394,-32.8136861,151.6356638,via_node,osm,inf,inf,inf,inf,0
10298697,no_left_turn,745500390,6978395888,768001191,-32.813558,151.6356346,via_node,osm,inf,inf,inf,inf,0
10322656,no_u_turn,710602272,6680967708,747862355,-32.5572693,151.167437,via_node,osm,inf,inf,inf,inf,0
10331883,only_straight_on,749336606,7007437780,749336598,-32.7485313,151.7368083,via_node,osm,inf,inf,inf,inf,0
10331884,only_left_turn,749336598,7007437780,749336605,-32.7485313,151.7368083,via_node,osm,inf,inf,inf,inf,0
10331885,only_straight_on,749336602,111416143,749336599,-32.7477174,151.7367334,via_node,osm,inf,inf,inf,inf,0
10331886,only_straight_on,749336599,111416143,749336603,-32.7477174,151.7367334,via_node,osm,inf,inf,inf,inf,0
10331887,only_straight_on,43451612,7007437745,749336600,-32.7485573,151.7377428,via_node,osm,inf,inf,inf,inf,0
10331888,only_left_turn,749336601,7007437745,43451612,-32.7485573,151.7377428,via_node,osm,inf,inf,inf,inf,0
10337186,only_left_turn,749697531,7010644704,68024685,-32.797993,151.4741534,via_node,osm,inf,inf,inf,inf,0
10337187,only_right_turn,825702455,2496060153,749697533,-32.7977362,151.4745762,via_node,osm,inf,inf,inf,inf,0
10349689,no_left_turn,750660078,1839435463,767905558,-32.762386,151.5959181,via_node,osm,inf,inf,inf,inf,0
10349690,no_left_turn,750660075,1839435459,750660059,-32.7624685,151.5960036,via_node,osm,inf,inf,inf,inf,0
10356615,only_left_turn,698880280,6562821129,698880283,-33.2422263,151.462149,via_node,osm,inf,inf,inf,inf,0
10379534,only_left_turn,753272147,344920574,753272146,-32.7748867,151.6135608,via_node,osm,inf,inf,inf,inf,0
10379535,only_left_turn,753272146,344920574,31021033,-32.7748867,151.6135608,via_node,osm,inf,inf,inf,inf,0
10379536,only_straight_on,753272150,7038277261,753272146,-32.7756148,151.6133765,via_node,osm,inf,inf,inf,inf,0
10409463,no_u_turn,1306558183,1306558185,755443733,-32.8871651,151.73197,via_way,osm,inf,inf,inf,inf,0
10409465,no_left_turn,1326140565,734179283,1306558184,-32.8870409,151.7319931,via_node,osm,inf,inf,inf,inf,0
10584085,no_right_turn,347409529,3537363544,580519760,-33.1818596,151.5951896,via_node,osm,inf,inf,inf,inf,0
10601060,no_u_turn,764322015,1843395664,173545092,-33.1040172,151.626015,via_node,osm,inf,inf,inf,inf,0
10601061,no_u_turn,332495989,1843395689,173545091,-33.1048188,151.6248545,via_node,osm,inf,inf,inf,inf,0
10601087,no_u_turn,669260900,1843582599,669260902,-32.8979948,151.7215603,via_node,osm,inf,inf,3096.4,2745.9,0
10601088,no_u_turn,369017624,3232218166,764325202,-32.8980541,151.7218522,via_node,osm,inf,inf,3080.1,2743.3,0
10603389,no_u_turn,739668264,283125966,739668263,-32.7296234,151.5532179,via_node,osm,inf,inf,inf,inf,0
10603396,no_u_turn,172844365,25940503,571458684,-33.0708484,151.5240076,via_node,osm,inf,inf,inf,inf,0
10603437,no_right_turn,549002251,1839429558,764481167,-32.9615555,151.6937756,via_node,osm,inf,inf,inf,inf,0
10633708,only_left_turn,712064159,285921958,260876499,-32.9095118,151.7174145,via_node,osm,inf,inf,2226.8,1431.2,0
10633709,unspecified,260888133,6242071442,712064158,-32.9095366,151.7174855,via_node,osm,inf,inf,2220.2,1429.2,0
10633710,no_right_turn,712064158,6242071442,712064157,-32.9095366,151.7174855,via_node,osm,inf,inf,2220.2,1429.2,0
10633711,only_left_turn,173567186,6242071442,712064157,-32.9095366,151.7174855,via_node,osm,inf,inf,2220.2,1429.2,0
10633712,no_u_turn,260888133,712064158,260876499,-32.9095366,151.7174855,via_way,osm,inf,inf,2220.2,1429.2,0
10633713,no_u_turn,260876499,2664628245,260888133,-32.9092288,151.7176652,via_node,osm,inf,inf,2233.2,1465.0,0
10633714,no_u_turn,401076970,712064158,712064157,-32.9095366,151.7174855,via_way,osm,inf,inf,2220.2,1429.2,0
10663122,only_left_turn,384471086,3877611613,769046143,-33.1062019,151.4767407,via_node,osm,inf,inf,inf,inf,0
10685268,only_left_turn,550608955,5318125266,770533524,-32.7910664,151.6366625,via_node,osm,inf,inf,inf,inf,0
10949761,no_right_turn,419704054,4197127171,419704059,-32.9258835,151.6961655,via_node,osm,inf,inf,inf,12.5,0
10949762,only_straight_on,787037753,4197127171,419704059,-32.9258835,151.6961655,via_node,osm,inf,inf,inf,12.5,0
10994438,no_right_turn,723570677,7400691214,791631531,-33.2000749,151.5229676,via_node,osm,inf,inf,inf,inf,0
10994453,no_left_turn,791631533,7400691217,791634542,-33.1995762,151.522664,via_node,osm,inf,inf,inf,inf,0
11129718,only_right_turn,240589460,277127416,807080066,-32.9637894,151.6539446,via_node,osm,inf,inf,inf,inf,0
11166269,no_u_turn,848815275,810905890,810905891,-32.9496826,151.6565647,via_way,osm,inf,inf,inf,inf,0
11178919,no_right_turn,569761185,7598929748,813504085,-32.9395612,151.6578982,via_node,osm,inf,inf,inf,inf,0
11178920,no_right_turn,813504085,455141603,813504082,-32.9396306,151.6579358,via_node,osm,inf,inf,inf,inf,0
11185110,no_right_turn,814009949,7603908993,814042585,-32.9399483,151.6586024,via_node,osm,inf,inf,inf,inf,0
11221378,no_right_turn,509873553,8285365929,509873550,-32.7215169,151.5398841,via_node,osm,inf,inf,inf,inf,0
11221383,no_u_turn,1346138196,509873550,575639227,-32.7215169,151.5398841,via_way,osm,inf,inf,inf,inf,0
11221384,no_right_turn,867878279,8285365933,509873593,-32.7217509,151.540439,via_node,osm,inf,inf,inf,inf,0
11221387,no_right_turn,509873593,8285365933,509873588,-32.7217509,151.540439,via_node,osm,inf,inf,inf,inf,0
11264582,only_left_turn,60731233,760274543,822222269,-32.8921038,151.7446983,via_node,osm,inf,inf,inf,inf,0
11283136,no_u_turn,702515201,8285365920,1546507858,-32.7176751,151.526649,via_node,osm,inf,inf,inf,inf,0
11283217,no_right_turn,575639216,346191725,575639222,-32.7208502,151.5385669,via_node,osm,inf,inf,inf,inf,0
11283220,no_u_turn,575639227,575639222,575639233,-32.7209226,151.5385147,via_way,osm,inf,inf,inf,inf,0
11288980,no_u_turn,696897244,31133272,824766682,-32.7168841,151.5289676,via_way,osm,inf,inf,inf,inf,0
11288981,no_u_turn,31133268,31133272,824766680,-32.7168841,151.5289676,via_way,osm,inf,inf,inf,inf,0
11288982,no_right_turn,31133268,7701362173,31133272,-32.7168841,151.5289676,via_node,osm,inf,inf,inf,inf,0
11288983,no_u_turn,824766680,669809153,31133268,-32.7166637,151.5297072,via_way,osm,inf,inf,inf,inf,0
11288984,no_right_turn,31132972,346174737,669809153,-32.7166831,151.5297866,via_node,osm,inf,inf,inf,inf,0
11296869,only_straight_on,267939624,2733297218,825695761,-32.7245927,151.4020353,via_node,osm,inf,inf,inf,inf,0
11296870,only_straight_on,825695760,2733297218,267939624,-32.7245927,151.4020353,via_node,osm,inf,inf,inf,inf,0
11296965,only_straight_on,825702459,2496060157,243996512,-32.7969361,151.4758569,via_node,osm,inf,inf,inf,inf,0
11296966,no_u_turn,825702456,7709466029,825702460,-32.7966575,151.4763366,via_node,osm,inf,inf,inf,inf,0
11324203,no_u_turn,828056340,250290264,23160244,-32.7103781,151.5170307,via_node,osm,inf,inf,inf,inf,0
11324205,no_u_turn,701914955,346205388,31146379,-32.7112591,151.5164104,via_node,osm,inf,inf,inf,inf,0
11325353,no_u_turn,578989540,578989533,578989535,-32.715312,151.5251409,via_way,osm,inf,inf,inf,inf,0
11348589,only_left_turn,830190719,5801282952,173087906,-33.2392517,151.5006012,via_node,osm,inf,inf,inf,inf,0
11348590,only_straight_on,173087906,5801282952,830190716,-33.2392517,151.5006012,via_node,osm,inf,inf,inf,inf,0
11348591,only_straight_on,607114026,7748153778,830190922,-33.2390733,151.5007755,via_node,osm,inf,inf,inf,inf,0
11500642,no_right_turn,836826938,287591972,836826939,-32.9429922,151.6521926,via_node,osm,inf,inf,inf,inf,0
11500643,no_right_turn,173623855,5590750957,836826946,-32.9432604,151.651721,via_node,osm,inf,inf,inf,inf,0
11516470,no_right_turn,255164744,174778835,655889606,-32.9289978,151.7159215,via_node,osm,inf,inf,1782.8,625.6,0
11521244,only_straight_on,24502302,938897023,80477941,-33.2057968,151.5163206,via_node,osm,inf,inf,inf,inf,0
11521245,only_straight_on,62208629,938897023,80477958,-33.2057968,151.5163206,via_node,osm,inf,inf,inf,inf,0
11521246,only_straight_on,767656429,938897023,767656427,-33.2057968,151.5163206,via_node,osm,inf,inf,inf,inf,0
11521248,no_u_turn,1464987997,573728102,259862148,-33.1900337,151.5773449,via_way,osm,inf,inf,inf,inf,0
11521254,only_straight_on,401764043,1822505951,172812779,-33.1157526,151.4699191,via_node,osm,inf,inf,inf,inf,0
11521263,only_straight_on,667140338,6232744650,824529536,-33.1055417,151.4984942,via_node,osm,inf,inf,inf,inf,0
11521265,no_right_turn,683689882,348041902,838867550,-33.1079585,151.4889768,via_node,osm,inf,inf,inf,inf,0
11521266,no_u_turn,838867549,838867550,683689885,-33.1079585,151.4889768,via_way,osm,inf,inf,inf,inf,0
11521267,only_straight_on,161505962,2330582102,826341517,-33.1081702,151.488228,via_node,osm,inf,inf,inf,inf,0
11521268,unspecified,838867549,7715283849,31281614,-33.1079105,151.4889574,via_node,osm,inf,inf,inf,inf,0
11522100,only_right_turn,685799558,859542886,838955480,-33.1191678,151.4645617,via_node,osm,inf,inf,inf,inf,0
11522101,only_right_turn,72369961,7738875746,838955481,-33.1188969,151.4648858,via_node,osm,inf,inf,inf,inf,0
11522102,only_straight_on,171177975,859542886,570067100,-33.1191678,151.4645617,via_node,osm,inf,inf,inf,inf,0
11522103,only_right_turn,685799559,7738875744,838955485,-33.1180529,151.4664176,via_node,osm,inf,inf,inf,inf,0
11522104,only_straight_on,838955487,7738875744,838959375,-33.1180529,151.4664176,via_node,osm,inf,inf,inf,inf,0
11522105,only_straight_on,745625906,859542865,769954856,-33.1182706,151.4662324,via_node,osm,inf,inf,inf,inf,0
11522116,only_straight_on,866533840,25942245,866533839,-33.0301932,151.5615395,via_node,osm,inf,inf,inf,inf,0
11522186,only_straight_on,847841434,7805462684,836281946,-32.966183,151.6525184,via_node,osm,inf,inf,inf,inf,0
11522187,no_u_turn,838964117,838964118,807676179,-32.9686758,151.6519021,via_way,osm,inf,inf,inf,inf,0
11522188,no_u_turn,838964116,838964118,807676155,-32.9686758,151.6519021,via_way,osm,inf,inf,inf,inf,0
11522189,no_u_turn,807676156,838964120,838964121,-32.9715721,151.6499668,via_way,osm,inf,inf,inf,inf,0
11522190,no_u_turn,807676170,838964120,807676158,-32.9715721,151.6499668,via_way,osm,inf,inf,inf,inf,0
11522245,only_straight_on,832479216,7772186858,832479220,-32.9570814,151.686898,via_node,osm,inf,inf,inf,inf,0
11522246,no_u_turn,838972646,838972647,832479216,-32.9567683,151.6866304,via_way,osm,inf,inf,inf,inf,0
11522247,no_u_turn,833092463,838972647,23098077,-32.9567683,151.6866304,via_way,osm,inf,inf,inf,inf,0
11522248,no_u_turn,23098128,838972649,832479202,-32.9577079,151.6820853,via_way,osm,inf,inf,inf,inf,0
11522249,no_u_turn,832479205,838972649,838972648,-32.9577079,151.6820853,via_way,osm,inf,inf,inf,inf,0
11522272,only_straight_on,836021828,249343772,835759765,-32.9459936,151.6657311,via_node,osm,inf,inf,inf,3595.6,0
11522273,no_right_turn,1441591889,286455128,569697832,-32.947432,151.6681316,via_node,osm,inf,inf,inf,3531.0,0
11522274,only_straight_on,842042998,7803164700,836826975,-32.9475311,151.667699,via_node,osm,inf,inf,inf,3568.0,0
11522275,only_straight_on,836021833,286455161,836021829,-32.9470155,151.6674374,via_node,osm,inf,inf,inf,3547.6,0
11522287,no_u_turn,747947022,580579463,828256324,-32.9382507,151.657236,via_way,osm,inf,inf,inf,inf,0
11522288,no_u_turn,849043660,580579463,747947023,-32.9382507,151.657236,via_way,osm,inf,inf,inf,inf,0
11522346,no_u_turn,674457454,578997595,674457455,-32.9423859,151.6875772,via_way,osm,inf,inf,inf,1993.0,0
11522350,no_u_turn,60523400,172669525,867201156,-32.9133593,151.6607954,via_way,osm,inf,inf,inf,3291.9,0
11522351,no_u_turn,843094180,352852268,843094178,-32.9265053,151.6510882,via_node,osm,inf,inf,inf,inf,0
11522354,no_u_turn,791557667,578166865,1457050045,-32.9235144,151.6520144,via_way,osm,inf,inf,inf,inf,0
11522364,only_left_turn,330165296,1835969644,568382166,-32.9622549,151.6961587,via_node,osm,inf,inf,inf,inf,0
11522365,no_right_turn,330165295,1835969644,568382166,-32.9622549,151.6961587,via_node,osm,inf,inf,inf,inf,0
11522366,no_right_turn,330165295,2157256165,732395117,-32.9622428,151.6960604,via_node,osm,inf,inf,inf,inf,0
11522367,no_u_turn,838987428,419698293,838987430,-32.9613874,151.6966326,via_way,osm,inf,inf,inf,inf,0
11522368,no_u_turn,838987429,838987428,419698293,-32.9614781,151.6967009,via_way,osm,inf,inf,inf,inf,0
11522369,no_u_turn,838987430,838987429,838987428,-32.9614382,151.6967807,via_way,osm,inf,inf,inf,inf,0
11522372,only_straight_on,304795290,7593205021,172709857,-32.8958736,151.6741473,via_node,osm,inf,inf,inf,3480.6,0
11522376,no_u_turn,980427494,980000714,580160632,-32.9081765,151.6982634,via_way,osm,inf,inf,inf,1480.2,0
11522378,no_u_turn,573742801,573742802,573742798,-32.9098219,151.7147407,via_way,osm,inf,inf,2385.2,1391.6,0
11524280,only_straight_on,260876907,246010530,766905295,-32.9077379,151.718508,via_node,osm,inf,inf,2305.6,1639.1,0
11524281,only_straight_on,568383857,470347882,260876896,-32.9067361,151.7193443,via_node,osm,inf,inf,2346.0,1760.0,0
11524638,no_u_turn,722151108,769758534,173445062,-32.7438876,151.5690031,via_way,osm,inf,inf,inf,inf,0
