MonthYear,Station,Station_Type,Entry_Exit,Trip
2025-05-01 00:00:00.000,Victoria Street  Station,Train,Exit,4676
2025-05-01 00:00:00.000,Warabrook  Station,Train,Entry,4234
2025-05-01 00:00:00.000,Warabrook  Station,Train,Exit,4445
2025-05-01 00:00:00.000,Waratah  Station,Train,Entry,2594
2025-05-01 00:00:00.000,Waratah  Station,Train,Exit,2578
2025-05-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5614
2025-05-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5441
2025-05-01 00:00:00.000,Wyee  Station,Train,Entry,5252
2025-05-01 00:00:00.000,Wyee  Station,Train,Exit,4525
2025-06-01 00:00:00.000,Adamstown  Station,Train,Entry,2336
2025-06-01 00:00:00.000,Adamstown  Station,Train,Exit,2295
2025-06-01 00:00:00.000,Awaba  Station,Train,Entry,549
2025-06-01 00:00:00.000,Awaba  Station,Train,Exit,478
2025-06-01 00:00:00.000,Booragul  Station,Train,Entry,758
2025-06-01 00:00:00.000,Booragul  Station,Train,Exit,772
2025-06-01 00:00:00.000,Broadmeadow  Station,Train,Entry,21251
2025-06-01 00:00:00.000,Broadmeadow  Station,Train,Exit,19793
2025-06-01 00:00:00.000,Cardiff  Station,Train,Entry,20881
2025-06-01 00:00:00.000,Cardiff  Station,Train,Exit,19295
2025-06-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1075
2025-06-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1113
2025-06-01 00:00:00.000,Dora Creek  Station,Train,Entry,890
2025-06-01 00:00:00.000,Dora Creek  Station,Train,Exit,848
2025-06-01 00:00:00.000,East Maitland  Station,Train,Entry,807
2025-06-01 00:00:00.000,East Maitland  Station,Train,Exit,621
2025-06-01 00:00:00.000,Fassifern  Station,Train,Entry,9673
2025-06-01 00:00:00.000,Fassifern  Station,Train,Exit,8812
2025-06-01 00:00:00.000,Hamilton  Station,Train,Entry,15017
2025-06-01 00:00:00.000,Hamilton  Station,Train,Exit,15289
2025-06-01 00:00:00.000,Hexham  Station,Train,Entry,148
2025-06-01 00:00:00.000,Hexham  Station,Train,Exit,172
2025-06-01 00:00:00.000,Kotara  Station,Train,Entry,1338
2025-06-01 00:00:00.000,Kotara  Station,Train,Exit,1648
2025-06-01 00:00:00.000,Maitland  Station,Train,Entry,8733
2025-06-01 00:00:00.000,Maitland  Station,Train,Exit,8182
2025-06-01 00:00:00.000,Metford  Station,Train,Entry,1333
2025-06-01 00:00:00.000,Metford  Station,Train,Exit,1304
2025-06-01 00:00:00.000,Morisset  Station,Train,Entry,16618
2025-06-01 00:00:00.000,Morisset  Station,Train,Exit,15052
2025-06-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,24481
2025-06-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,20169
2025-06-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,41928
2025-06-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,41111
2025-06-01 00:00:00.000,Sandgate  Station,Train,Entry,316
2025-06-01 00:00:00.000,Sandgate  Station,Train,Exit,313
2025-06-01 00:00:00.000,Tarro  Station,Train,Entry,111
2025-06-01 00:00:00.000,Tarro  Station,Train,Exit,Less than 50
2025-06-01 00:00:00.000,Teralba  Station,Train,Entry,1191
2025-06-01 00:00:00.000,Teralba  Station,Train,Exit,1052
2025-06-01 00:00:00.000,Thornton  Station,Train,Entry,5679
2025-06-01 00:00:00.000,Thornton  Station,Train,Exit,5056
2025-06-01 00:00:00.000,Victoria Street  Station,Train,Entry,6398
2025-06-01 00:00:00.000,Victoria Street  Station,Train,Exit,6053
2025-06-01 00:00:00.000,Warabrook  Station,Train,Entry,3895
2025-06-01 00:00:00.000,Warabrook  Station,Train,Exit,3903
2025-06-01 00:00:00.000,Waratah  Station,Train,Entry,3753
2025-06-01 00:00:00.000,Waratah  Station,Train,Exit,3451
2025-06-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,4972
2025-06-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,4571
2025-06-01 00:00:00.000,Wyee  Station,Train,Entry,5889
2025-06-01 00:00:00.000,Wyee  Station,Train,Exit,5152
2025-07-01 00:00:00.000,Adamstown  Station,Train,Entry,2136
2025-07-01 00:00:00.000,Adamstown  Station,Train,Exit,2095
2025-07-01 00:00:00.000,Awaba  Station,Train,Entry,493
2025-07-01 00:00:00.000,Awaba  Station,Train,Exit,383
2025-07-01 00:00:00.000,Booragul  Station,Train,Entry,688
2025-07-01 00:00:00.000,Booragul  Station,Train,Exit,639
2025-07-01 00:00:00.000,Broadmeadow  Station,Train,Entry,20461
2025-07-01 00:00:00.000,Broadmeadow  Station,Train,Exit,19176
2025-07-01 00:00:00.000,Cardiff  Station,Train,Entry,19782
2025-07-01 00:00:00.000,Cardiff  Station,Train,Exit,17906
2025-07-01 00:00:00.000,Cockle Creek  Station,Train,Entry,949
2025-07-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1004
2025-07-01 00:00:00.000,Dora Creek  Station,Train,Entry,800
2025-07-01 00:00:00.000,Dora Creek  Station,Train,Exit,788
2025-07-01 00:00:00.000,East Maitland  Station,Train,Entry,643
2025-07-01 00:00:00.000,East Maitland  Station,Train,Exit,505
2025-07-01 00:00:00.000,Fassifern  Station,Train,Entry,9397
2025-07-01 00:00:00.000,Fassifern  Station,Train,Exit,9004
2025-07-01 00:00:00.000,Hamilton  Station,Train,Entry,14684
2025-07-01 00:00:00.000,Hamilton  Station,Train,Exit,15141
2025-07-01 00:00:00.000,Hexham  Station,Train,Entry,171
2025-07-01 00:00:00.000,Hexham  Station,Train,Exit,209
2025-07-01 00:00:00.000,Kotara  Station,Train,Entry,1133
2025-07-01 00:00:00.000,Kotara  Station,Train,Exit,1386
2025-07-01 00:00:00.000,Maitland  Station,Train,Entry,8911
2025-07-01 00:00:00.000,Maitland  Station,Train,Exit,8146
2025-07-01 00:00:00.000,Metford  Station,Train,Entry,1478
2025-07-01 00:00:00.000,Metford  Station,Train,Exit,1300
2025-07-01 00:00:00.000,Morisset  Station,Train,Entry,14832
2025-07-01 00:00:00.000,Morisset  Station,Train,Exit,13366
2025-07-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,28565
2025-07-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,23897
2025-07-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,41947
2025-07-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,41632
2025-07-01 00:00:00.000,Sandgate  Station,Train,Entry,386
2025-07-01 00:00:00.000,Sandgate  Station,Train,Exit,344
2025-07-01 00:00:00.000,Tarro  Station,Train,Entry,152
2025-07-01 00:00:00.000,Tarro  Station,Train,Exit,85
2025-07-01 00:00:00.000,Teralba  Station,Train,Entry,1011
2025-07-01 00:00:00.000,Teralba  Station,Train,Exit,890
2025-07-01 00:00:00.000,Thornton  Station,Train,Entry,5462
2025-07-01 00:00:00.000,Thornton  Station,Train,Exit,4918
2025-07-01 00:00:00.000,Victoria Street  Station,Train,Entry,6190
2025-07-01 00:00:00.000,Victoria Street  Station,Train,Exit,5700
2025-07-01 00:00:00.000,Warabrook  Station,Train,Entry,4357
2025-07-01 00:00:00.000,Warabrook  Station,Train,Exit,4364
2025-07-01 00:00:00.000,Waratah  Station,Train,Entry,3639
2025-07-01 00:00:00.000,Waratah  Station,Train,Exit,3498
2025-07-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5079
2025-07-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,4681
2025-07-01 00:00:00.000,Wyee  Station,Train,Entry,5008
2025-07-01 00:00:00.000,Wyee  Station,Train,Exit,4319
2025-08-01 00:00:00.000,Adamstown  Station,Train,Entry,1928
2025-08-01 00:00:00.000,Adamstown  Station,Train,Exit,1803
2025-08-01 00:00:00.000,Awaba  Station,Train,Entry,490
2025-08-01 00:00:00.000,Awaba  Station,Train,Exit,396
2025-08-01 00:00:00.000,Booragul  Station,Train,Entry,755
2025-08-01 00:00:00.000,Booragul  Station,Train,Exit,708
2025-08-01 00:00:00.000,Broadmeadow  Station,Train,Entry,20249
2025-08-01 00:00:00.000,Broadmeadow  Station,Train,Exit,18032
2025-08-01 00:00:00.000,Cardiff  Station,Train,Entry,20456
2025-08-01 00:00:00.000,Cardiff  Station,Train,Exit,18714
2025-08-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1108
2025-08-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1169
2025-08-01 00:00:00.000,Dora Creek  Station,Train,Entry,824
2025-08-01 00:00:00.000,Dora Creek  Station,Train,Exit,736
2025-08-01 00:00:00.000,East Maitland  Station,Train,Entry,546
2025-08-01 00:00:00.000,East Maitland  Station,Train,Exit,377
2025-08-01 00:00:00.000,Fassifern  Station,Train,Entry,9117
2025-08-01 00:00:00.000,Fassifern  Station,Train,Exit,8246
2025-08-01 00:00:00.000,Hamilton  Station,Train,Entry,14177
2025-08-01 00:00:00.000,Hamilton  Station,Train,Exit,14325
2025-08-01 00:00:00.000,Hexham  Station,Train,Entry,113
2025-08-01 00:00:00.000,Hexham  Station,Train,Exit,134
2025-08-01 00:00:00.000,Kotara  Station,Train,Entry,1102
2025-08-01 00:00:00.000,Kotara  Station,Train,Exit,1313
2025-08-01 00:00:00.000,Maitland  Station,Train,Entry,7664
2025-08-01 00:00:00.000,Maitland  Station,Train,Exit,6933
2025-08-01 00:00:00.000,Metford  Station,Train,Entry,1225
2025-08-01 00:00:00.000,Metford  Station,Train,Exit,1186
2025-08-01 00:00:00.000,Morisset  Station,Train,Entry,15941
2025-08-01 00:00:00.000,Morisset  Station,Train,Exit,14113
2025-08-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,26942
2025-08-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,22683
2025-08-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,39762
2025-08-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,39155
2025-08-01 00:00:00.000,Sandgate  Station,Train,Entry,278
2025-08-01 00:00:00.000,Sandgate  Station,Train,Exit,244
2025-08-01 00:00:00.000,Tarro  Station,Train,Entry,126
2025-08-01 00:00:00.000,Tarro  Station,Train,Exit,68
2025-08-01 00:00:00.000,Teralba  Station,Train,Entry,1025
2025-08-01 00:00:00.000,Teralba  Station,Train,Exit,899
2025-08-01 00:00:00.000,Thornton  Station,Train,Entry,4686
2025-08-01 00:00:00.000,Thornton  Station,Train,Exit,4276
2025-08-01 00:00:00.000,Victoria Street  Station,Train,Entry,5345
2025-08-01 00:00:00.000,Victoria Street  Station,Train,Exit,4998
2025-08-01 00:00:00.000,Warabrook  Station,Train,Entry,4231
2025-08-01 00:00:00.000,Warabrook  Station,Train,Exit,4376
2025-08-01 00:00:00.000,Waratah  Station,Train,Entry,3105
2025-08-01 00:00:00.000,Waratah  Station,Train,Exit,2917
2025-08-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,4917
2025-08-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,4581
2025-08-01 00:00:00.000,Wyee  Station,Train,Entry,5272
2025-08-01 00:00:00.000,Wyee  Station,Train,Exit,4627
2025-09-01 00:00:00.000,Adamstown  Station,Train,Entry,2443
2025-09-01 00:00:00.000,Adamstown  Station,Train,Exit,2224
2025-09-01 00:00:00.000,Awaba  Station,Train,Entry,581
2025-09-01 00:00:00.000,Awaba  Station,Train,Exit,523
2025-09-01 00:00:00.000,Booragul  Station,Train,Entry,878
2025-09-01 00:00:00.000,Booragul  Station,Train,Exit,861
2025-09-01 00:00:00.000,Broadmeadow  Station,Train,Entry,20920
2025-09-01 00:00:00.000,Broadmeadow  Station,Train,Exit,19086
2025-09-01 00:00:00.000,Cardiff  Station,Train,Entry,22074
2025-09-01 00:00:00.000,Cardiff  Station,Train,Exit,20375
2025-09-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1244
2025-09-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1346
2025-09-01 00:00:00.000,Dora Creek  Station,Train,Entry,936
2025-09-01 00:00:00.000,Dora Creek  Station,Train,Exit,928
2025-09-01 00:00:00.000,East Maitland  Station,Train,Entry,763
2025-09-01 00:00:00.000,East Maitland  Station,Train,Exit,584
2025-09-01 00:00:00.000,Fassifern  Station,Train,Entry,10257
2025-09-01 00:00:00.000,Fassifern  Station,Train,Exit,9105
2025-09-01 00:00:00.000,Hamilton  Station,Train,Entry,16094
2025-09-01 00:00:00.000,Hamilton  Station,Train,Exit,16260
2025-09-01 00:00:00.000,Hexham  Station,Train,Entry,198
2025-09-01 00:00:00.000,Hexham  Station,Train,Exit,177
2025-09-01 00:00:00.000,Kotara  Station,Train,Entry,1323
2025-09-01 00:00:00.000,Kotara  Station,Train,Exit,1475
2025-09-01 00:00:00.000,Maitland  Station,Train,Entry,9927
2025-09-01 00:00:00.000,Maitland  Station,Train,Exit,9187
2025-09-01 00:00:00.000,Metford  Station,Train,Entry,1533
2025-09-01 00:00:00.000,Metford  Station,Train,Exit,1400
2025-09-01 00:00:00.000,Morisset  Station,Train,Entry,16952
2025-09-01 00:00:00.000,Morisset  Station,Train,Exit,15194
2025-09-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,30276
2025-09-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,24658
2025-09-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,48371
2025-09-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,47919
2025-09-01 00:00:00.000,Sandgate  Station,Train,Entry,391
2025-09-01 00:00:00.000,Sandgate  Station,Train,Exit,351
2025-09-01 00:00:00.000,Tarro  Station,Train,Entry,174
2025-09-01 00:00:00.000,Tarro  Station,Train,Exit,149
2025-09-01 00:00:00.000,Teralba  Station,Train,Entry,1159
2025-09-01 00:00:00.000,Teralba  Station,Train,Exit,1065
2025-09-01 00:00:00.000,Thornton  Station,Train,Entry,6106
2025-09-01 00:00:00.000,Thornton  Station,Train,Exit,5602
2025-09-01 00:00:00.000,Victoria Street  Station,Train,Entry,7160
2025-09-01 00:00:00.000,Victoria Street  Station,Train,Exit,6806
2025-09-01 00:00:00.000,Warabrook  Station,Train,Entry,5421
2025-09-01 00:00:00.000,Warabrook  Station,Train,Exit,5620
2025-09-01 00:00:00.000,Waratah  Station,Train,Entry,4010
2025-09-01 00:00:00.000,Waratah  Station,Train,Exit,3621
2025-09-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,4824
2025-09-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,4515
2025-09-01 00:00:00.000,Wyee  Station,Train,Entry,5671
2025-09-01 00:00:00.000,Wyee  Station,Train,Exit,4984
2025-10-01 00:00:00.000,Adamstown  Station,Train,Entry,2406
2025-10-01 00:00:00.000,Adamstown  Station,Train,Exit,2363
2025-10-01 00:00:00.000,Awaba  Station,Train,Entry,595
2025-10-01 00:00:00.000,Awaba  Station,Train,Exit,512
2025-10-01 00:00:00.000,Booragul  Station,Train,Entry,901
2025-10-01 00:00:00.000,Booragul  Station,Train,Exit,893
2025-10-01 00:00:00.000,Broadmeadow  Station,Train,Entry,21739
2025-10-01 00:00:00.000,Broadmeadow  Station,Train,Exit,19866
2025-10-01 00:00:00.000,Cardiff  Station,Train,Entry,22461
2025-10-01 00:00:00.000,Cardiff  Station,Train,Exit,21095
2025-10-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1287
2025-10-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1340
2025-10-01 00:00:00.000,Dora Creek  Station,Train,Entry,1031
2025-10-01 00:00:00.000,Dora Creek  Station,Train,Exit,996
2025-10-01 00:00:00.000,East Maitland  Station,Train,Entry,679
2025-10-01 00:00:00.000,East Maitland  Station,Train,Exit,522
2025-10-01 00:00:00.000,Fassifern  Station,Train,Entry,9956
2025-10-01 00:00:00.000,Fassifern  Station,Train,Exit,9155
2025-10-01 00:00:00.000,Hamilton  Station,Train,Entry,16290
2025-10-01 00:00:00.000,Hamilton  Station,Train,Exit,16500
2025-10-01 00:00:00.000,Hexham  Station,Train,Entry,203
2025-10-01 00:00:00.000,Hexham  Station,Train,Exit,243
2025-10-01 00:00:00.000,Kotara  Station,Train,Entry,1475
2025-10-01 00:00:00.000,Kotara  Station,Train,Exit,1634
2025-10-01 00:00:00.000,Maitland  Station,Train,Entry,10036
2025-10-01 00:00:00.000,Maitland  Station,Train,Exit,9337
2025-10-01 00:00:00.000,Metford  Station,Train,Entry,1638
2025-10-01 00:00:00.000,Metford  Station,Train,Exit,1448
2025-10-01 00:00:00.000,Morisset  Station,Train,Entry,17731
2025-10-01 00:00:00.000,Morisset  Station,Train,Exit,16380
2025-10-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,33708
2025-10-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,27775
2025-10-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,50006
2025-10-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,50081
2025-10-01 00:00:00.000,Sandgate  Station,Train,Entry,380
2025-10-01 00:00:00.000,Sandgate  Station,Train,Exit,348
2025-10-01 00:00:00.000,Tarro  Station,Train,Entry,139
2025-10-01 00:00:00.000,Tarro  Station,Train,Exit,98
2025-10-01 00:00:00.000,Teralba  Station,Train,Entry,1148
2025-10-01 00:00:00.000,Teralba  Station,Train,Exit,1070
2025-10-01 00:00:00.000,Thornton  Station,Train,Entry,6409
2025-10-01 00:00:00.000,Thornton  Station,Train,Exit,5824
2025-10-01 00:00:00.000,Victoria Street  Station,Train,Entry,6991
2025-10-01 00:00:00.000,Victoria Street  Station,Train,Exit,6724
2025-10-01 00:00:00.000,Warabrook  Station,Train,Entry,4356
2025-10-01 00:00:00.000,Warabrook  Station,Train,Exit,4668
2025-10-01 00:00:00.000,Waratah  Station,Train,Entry,4184
2025-10-01 00:00:00.000,Waratah  Station,Train,Exit,3815
2025-10-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5114
2025-10-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,4882
2025-10-01 00:00:00.000,Wyee  Station,Train,Entry,5810
2025-10-01 00:00:00.000,Wyee  Station,Train,Exit,5158
2025-11-01 00:00:00.000,Adamstown  Station,Train,Entry,2598
2025-11-01 00:00:00.000,Adamstown  Station,Train,Exit,2605
2025-11-01 00:00:00.000,Awaba  Station,Train,Entry,527
2025-11-01 00:00:00.000,Awaba  Station,Train,Exit,458
2025-11-01 00:00:00.000,Booragul  Station,Train,Entry,919
2025-11-01 00:00:00.000,Booragul  Station,Train,Exit,955
2025-11-01 00:00:00.000,Broadmeadow  Station,Train,Entry,22818
2025-11-01 00:00:00.000,Broadmeadow  Station,Train,Exit,20712
2025-11-01 00:00:00.000,Cardiff  Station,Train,Entry,22310
2025-11-01 00:00:00.000,Cardiff  Station,Train,Exit,20518
2025-11-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1334
2025-11-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1325
2025-11-01 00:00:00.000,Dora Creek  Station,Train,Entry,1015
2025-11-01 00:00:00.000,Dora Creek  Station,Train,Exit,984
2025-11-01 00:00:00.000,East Maitland  Station,Train,Entry,715
2025-11-01 00:00:00.000,East Maitland  Station,Train,Exit,662
2025-11-01 00:00:00.000,Fassifern  Station,Train,Entry,10146
2025-11-01 00:00:00.000,Fassifern  Station,Train,Exit,9057
2025-11-01 00:00:00.000,Hamilton  Station,Train,Entry,16731
2025-11-01 00:00:00.000,Hamilton  Station,Train,Exit,16677
2025-11-01 00:00:00.000,Hexham  Station,Train,Entry,236
2025-11-01 00:00:00.000,Hexham  Station,Train,Exit,233
2025-11-01 00:00:00.000,Kotara  Station,Train,Entry,1400
2025-11-01 00:00:00.000,Kotara  Station,Train,Exit,1562
2025-11-01 00:00:00.000,Maitland  Station,Train,Entry,9101
2025-11-01 00:00:00.000,Maitland  Station,Train,Exit,8136
2025-11-01 00:00:00.000,Metford  Station,Train,Entry,1501
2025-11-01 00:00:00.000,Metford  Station,Train,Exit,1441
2025-11-01 00:00:00.000,Morisset  Station,Train,Entry,17524
2025-11-01 00:00:00.000,Morisset  Station,Train,Exit,15530
2025-11-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,30001
2025-11-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,24507
2025-11-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,47806
2025-11-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,48279
2025-11-01 00:00:00.000,Sandgate  Station,Train,Entry,344
2025-11-01 00:00:00.000,Sandgate  Station,Train,Exit,307
2025-11-01 00:00:00.000,Tarro  Station,Train,Entry,150
2025-11-01 00:00:00.000,Tarro  Station,Train,Exit,123
2025-11-01 00:00:00.000,Teralba  Station,Train,Entry,1175
2025-11-01 00:00:00.000,Teralba  Station,Train,Exit,1059
2025-11-01 00:00:00.000,Thornton  Station,Train,Entry,5651
2025-11-01 00:00:00.000,Thornton  Station,Train,Exit,5049
2025-11-01 00:00:00.000,Victoria Street  Station,Train,Entry,6470
2025-11-01 00:00:00.000,Victoria Street  Station,Train,Exit,6161
2025-11-01 00:00:00.000,Warabrook  Station,Train,Entry,3354
2025-11-01 00:00:00.000,Warabrook  Station,Train,Exit,3318
2025-11-01 00:00:00.000,Waratah  Station,Train,Entry,4139
2025-11-01 00:00:00.000,Waratah  Station,Train,Exit,3680
2025-11-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5073
2025-11-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,4504
2025-11-01 00:00:00.000,Wyee  Station,Train,Entry,6265
2025-11-01 00:00:00.000,Wyee  Station,Train,Exit,5298
2025-12-01 00:00:00.000,Adamstown  Station,Train,Entry,2549
2025-12-01 00:00:00.000,Adamstown  Station,Train,Exit,2366
2025-12-01 00:00:00.000,Awaba  Station,Train,Entry,573
2025-12-01 00:00:00.000,Awaba  Station,Train,Exit,523
2025-12-01 00:00:00.000,Booragul  Station,Train,Entry,822
2025-12-01 00:00:00.000,Booragul  Station,Train,Exit,831
2025-12-01 00:00:00.000,Broadmeadow  Station,Train,Entry,20610
2025-12-01 00:00:00.000,Broadmeadow  Station,Train,Exit,19088
2025-12-01 00:00:00.000,Cardiff  Station,Train,Entry,21487
2025-12-01 00:00:00.000,Cardiff  Station,Train,Exit,19869
2025-12-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1170
2025-12-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1195
2025-12-01 00:00:00.000,Dora Creek  Station,Train,Entry,1020
2025-12-01 00:00:00.000,Dora Creek  Station,Train,Exit,989
2025-12-01 00:00:00.000,East Maitland  Station,Train,Entry,756
2025-12-01 00:00:00.000,East Maitland  Station,Train,Exit,588
2025-12-01 00:00:00.000,Fassifern  Station,Train,Entry,9376
2025-12-01 00:00:00.000,Fassifern  Station,Train,Exit,8699
2025-12-01 00:00:00.000,Hamilton  Station,Train,Entry,15194
2025-12-01 00:00:00.000,Hamilton  Station,Train,Exit,15670
2025-12-01 00:00:00.000,Hexham  Station,Train,Entry,236
2025-12-01 00:00:00.000,Hexham  Station,Train,Exit,249
2025-12-01 00:00:00.000,Kotara  Station,Train,Entry,1376
2025-12-01 00:00:00.000,Kotara  Station,Train,Exit,1541
2025-12-01 00:00:00.000,Maitland  Station,Train,Entry,8375
2025-12-01 00:00:00.000,Maitland  Station,Train,Exit,7441
2025-12-01 00:00:00.000,Metford  Station,Train,Entry,1420
2025-12-01 00:00:00.000,Metford  Station,Train,Exit,1250
2025-12-01 00:00:00.000,Morisset  Station,Train,Entry,16357
2025-12-01 00:00:00.000,Morisset  Station,Train,Exit,14653
2025-12-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,28926
2025-12-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,22990
2025-12-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,44544
2025-12-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,45073
2025-12-01 00:00:00.000,Sandgate  Station,Train,Entry,328
2025-12-01 00:00:00.000,Sandgate  Station,Train,Exit,331
2025-12-01 00:00:00.000,Tarro  Station,Train,Entry,159
2025-12-01 00:00:00.000,Tarro  Station,Train,Exit,119
2025-12-01 00:00:00.000,Teralba  Station,Train,Entry,1015
2025-12-01 00:00:00.000,Teralba  Station,Train,Exit,933
2025-12-01 00:00:00.000,Thornton  Station,Train,Entry,5383
2025-12-01 00:00:00.000,Thornton  Station,Train,Exit,4769
2025-12-01 00:00:00.000,Victoria Street  Station,Train,Entry,5930
2025-12-01 00:00:00.000,Victoria Street  Station,Train,Exit,5570
2025-12-01 00:00:00.000,Warabrook  Station,Train,Entry,2062
2025-12-01 00:00:00.000,Warabrook  Station,Train,Exit,2087
2025-12-01 00:00:00.000,Waratah  Station,Train,Entry,3917
2025-12-01 00:00:00.000,Waratah  Station,Train,Exit,3651
2025-12-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Entry,5902
2025-12-01 00:00:00.000,Waratah Mills Light Rail,Light rail,Exit,5256
2025-12-01 00:00:00.000,Wyee  Station,Train,Entry,5735
2025-12-01 00:00:00.000,Wyee  Station,Train,Exit,4923
2026-01-01 00:00:00.000,Adamstown  Station,Train,Entry,2045
2026-01-01 00:00:00.000,Adamstown  Station,Train,Exit,2200
2026-01-01 00:00:00.000,Awaba  Station,Train,Entry,480
2026-01-01 00:00:00.000,Awaba  Station,Train,Exit,426
2026-01-01 00:00:00.000,Booragul  Station,Train,Entry,588
2026-01-01 00:00:00.000,Booragul  Station,Train,Exit,604
2026-01-01 00:00:00.000,Broadmeadow  Station,Train,Entry,18523
2026-01-01 00:00:00.000,Broadmeadow  Station,Train,Exit,16875
2026-01-01 00:00:00.000,Cardiff  Station,Train,Entry,19335
2026-01-01 00:00:00.000,Cardiff  Station,Train,Exit,18518
2026-01-01 00:00:00.000,Cockle Creek  Station,Train,Entry,1106
2026-01-01 00:00:00.000,Cockle Creek  Station,Train,Exit,1102
2026-01-01 00:00:00.000,Dora Creek  Station,Train,Entry,889
2026-01-01 00:00:00.000,Dora Creek  Station,Train,Exit,885
2026-01-01 00:00:00.000,East Maitland  Station,Train,Entry,728
2026-01-01 00:00:00.000,East Maitland  Station,Train,Exit,576
2026-01-01 00:00:00.000,Fassifern  Station,Train,Entry,9047
2026-01-01 00:00:00.000,Fassifern  Station,Train,Exit,9126
2026-01-01 00:00:00.000,Hamilton  Station,Train,Entry,14039
2026-01-01 00:00:00.000,Hamilton  Station,Train,Exit,14310
2026-01-01 00:00:00.000,Hexham  Station,Train,Entry,206
2026-01-01 00:00:00.000,Hexham  Station,Train,Exit,219
2026-01-01 00:00:00.000,Kotara  Station,Train,Entry,1236
2026-01-01 00:00:00.000,Kotara  Station,Train,Exit,1379
2026-01-01 00:00:00.000,Maitland  Station,Train,Entry,8551
2026-01-01 00:00:00.000,Maitland  Station,Train,Exit,7886
2026-01-01 00:00:00.000,Metford  Station,Train,Entry,1369
2026-01-01 00:00:00.000,Metford  Station,Train,Exit,1246
2026-01-01 00:00:00.000,Morisset  Station,Train,Entry,14609
2026-01-01 00:00:00.000,Morisset  Station,Train,Exit,13220
2026-01-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Entry,29357
2026-01-01 00:00:00.000,Newcastle Interchange Light Rail,Light rail,Exit,24916
2026-01-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,45082
2026-01-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,44869
2026-01-01 00:00:00.000,Sandgate  Station,Train,Entry,364
2026-01-01 00:00:00.000,Sandgate  Station,Train,Exit,331
