SA1_CODE21,zone_tier,lga_name,lga_code
11101120830,core,Lake Macquarie,14650
11101120831,core,Lake Macquarie,14650
11101120832,core,Lake Macquarie,14650
11101120833,core,Lake Macquarie,14650
11101120834,core,Lake Macquarie,14650
11101120835,core,Lake Macquarie,14650
11101120836,core,Lake Macquarie,14650
11101120837,core,Lake Macquarie,14650
11101120838,core,Lake Macquarie,14650
11101120839,core,Lake Macquarie,14650
11101120840,core,Lake Macquarie,14650
11101120841,core,Lake Macquarie,14650
11101120842,core,Lake Macquarie,14650
11101120844,core,Lake Macquarie,14650
11101120845,core,Lake Macquarie,14650
11101120846,core,Lake Macquarie,14650
11101120847,core,Lake Macquarie,14650
11101120848,core,Lake Macquarie,14650
11101120849,core,Lake Macquarie,14650
11101120850,core,Lake Macquarie,14650
11101120851,core,Lake Macquarie,14650
11101120852,core,Lake Macquarie,14650
11101120853,core,Lake Macquarie,14650
11101120854,core,Lake Macquarie,14650
11101120855,core,Lake Macquarie,14650
11101120856,core,Lake Macquarie,14650
11101120857,core,Lake Macquarie,14650
11101120858,core,Lake Macquarie,14650
11101120859,core,Lake Macquarie,14650
11101120860,core,Lake Macquarie,14650
11101120861,core,Lake Macquarie,14650
11101120862,core,Lake Macquarie,14650
11101120863,core,Lake Macquarie,14650
11101120864,core,Lake Macquarie,14650
11101120865,core,Lake Macquarie,14650
11101120866,core,Lake Macquarie,14650
11101120867,core,Lake Macquarie,14650
11101120868,core,Lake Macquarie,14650
11101120869,core,Lake Macquarie,14650
11101120870,core,Lake Macquarie,14650
11101120871,core,Lake Macquarie,14650
11101120901,core,Lake Macquarie,14650
11101120902,core,Lake Macquarie,14650
11101120903,core,Lake Macquarie,14650
11101120904,core,Lake Macquarie,14650
11101120905,core,Lake Macquarie,14650
11101120906,core,Lake Macquarie,14650
11101120907,core,Lake Macquarie,14650
11101120908,core,Lake Macquarie,14650
11101120909,core,Lake Macquarie,14650
11101120910,core,Lake Macquarie,14650
11101120911,core,Lake Macquarie,14650
11101120912,core,Lake Macquarie,14650
11101120913,core,Lake Macquarie,14650
11101120914,core,Lake Macquarie,14650
11101120915,core,Lake Macquarie,14650
11101120916,core,Lake Macquarie,14650
11101120917,core,Lake Macquarie,14650
11101120918,core,Lake Macquarie,14650
11101120919,core,Lake Macquarie,14650
11101120920,core,Lake Macquarie,14650
11101120921,core,Lake Macquarie,14650
11101120922,core,Lake Macquarie,14650
11101120923,core,Lake Macquarie,14650
11101120924,core,Lake Macquarie,14650
11101120925,core,Lake Macquarie,14650
11101120926,core,Lake Macquarie,14650
11101120927,core,Lake Macquarie,14650
11101120928,core,Lake Macquarie,14650
11101120929,core,Lake Macquarie,14650
11101120930,core,Lake Macquarie,14650
11101120931,core,Lake Macquarie,14650
11101120932,core,Lake Macquarie,14650
11101120933,core,Lake Macquarie,14650
11101120934,core,Lake Macquarie,14650
11101120935,core,Lake Macquarie,14650
11101120936,core,Lake Macquarie,14650
11101120937,core,Lake Macquarie,14650
11101120938,core,Lake Macquarie,14650
11101120939,core,Lake Macquarie,14650
11101120940,core,Lake Macquarie,14650
11101120941,core,Lake Macquarie,14650
11101120942,core,Lake Macquarie,14650
11101120943,core,Lake Macquarie,14650
11101120944,core,Lake Macquarie,14650
11101120945,core,Lake Macquarie,14650
11101120946,core,Lake Macquarie,14650
11101120947,core,Lake Macquarie,14650
11101120948,core,Lake Macquarie,14650
11101120949,core,Lake Macquarie,14650
11101120950,core,Lake Macquarie,14650
11101120951,core,Lake Macquarie,14650
11101120952,core,Lake Macquarie,14650
11101120953,core,Lake Macquarie,14650
11101120954,core,Lake Macquarie,14650
11101120955,core,Lake Macquarie,14650
11101120956,core,Newcastle,15900
11101121001,core,Lake Macquarie,14650
11101121002,core,Lake Macquarie,14650
11101121003,core,Lake Macquarie,14650
11101121004,core,Lake Macquarie,14650
11101121005,core,Lake Macquarie,14650
11101121006,core,Lake Macquarie,14650
11101121007,core,Lake Macquarie,14650
11101121008,core,Lake Macquarie,14650
11101121010,core,Lake Macquarie,14650
11101121011,core,Lake Macquarie,14650
11101121012,core,Lake Macquarie,14650
11101121013,core,Lake Macquarie,14650
11101121014,core,Lake Macquarie,14650
11101121015,core,Lake Macquarie,14650
11101121016,core,Lake Macquarie,14650
11101121017,core,Lake Macquarie,14650
11101121018,core,Lake Macquarie,14650
11101121019,core,Lake Macquarie,14650
11101121020,core,Lake Macquarie,14650
11101121021,core,Lake Macquarie,14650
11101121022,core,Lake Macquarie,14650
11101121023,core,Lake Macquarie,14650
11101121024,core,Lake Macquarie,14650
11101121101,core,Lake Macquarie,14650
11101121102,core,Lake Macquarie,14650
11101121103,core,Lake Macquarie,14650
11101121104,core,Lake Macquarie,14650
11101121105,core,Lake Macquarie,14650
11101121106,core,Lake Macquarie,14650
11101121107,core,Lake Macquarie,14650
11101121108,core,Lake Macquarie,14650
11101121109,core,Lake Macquarie,14650
11101121110,core,Lake Macquarie,14650
11101121201,core,Lake Macquarie,14650
11101121202,core,Lake Macquarie,14650
11101121203,core,Lake Macquarie,14650
11101121204,core,Lake Macquarie,14650
11101121205,core,Lake Macquarie,14650
11101121206,core,Lake Macquarie,14650
11101121207,core,Lake Macquarie,14650
11101121208,core,Lake Macquarie,14650
11101121209,core,Lake Macquarie,14650
11101121210,core,Lake Macquarie,14650
11101121212,core,Lake Macquarie,14650
11101121213,core,Lake Macquarie,14650
11101121215,core,Lake Macquarie,14650
11101121216,core,Lake Macquarie,14650
11101121217,core,Lake Macquarie,14650
11101121218,core,Lake Macquarie,14650
11101121219,core,Lake Macquarie,14650
11101121220,core,Lake Macquarie,14650
11101121222,core,Lake Macquarie,14650
11101121223,core,Lake Macquarie,14650
11101121224,core,Lake Macquarie,14650
11101121225,core,Lake Macquarie,14650
11101121226,core,Lake Macquarie,14650
11101121227,core,Lake Macquarie,14650
11101121228,core,Lake Macquarie,14650
11101121229,core,Lake Macquarie,14650
11101121230,core,Lake Macquarie,14650
11101121231,core,Lake Macquarie,14650
11101121232,core,Lake Macquarie,14650
11101121233,core,Lake Macquarie,14650
11101121234,core,Lake Macquarie,14650
11101121235,core,Lake Macquarie,14650
11101121236,core,Lake Macquarie,14650
11101121237,core,Lake Macquarie,14650
11101121238,core,Lake Macquarie,14650
11101121301,core,Lake Macquarie,14650
11101121302,core,Lake Macquarie,14650
11101121303,core,Lake Macquarie,14650
11101121304,core,Lake Macquarie,14650
11101121305,core,Lake Macquarie,14650
11101121306,core,Lake Macquarie,14650
11101121307,core,Lake Macquarie,14650
11101121308,core,Lake Macquarie,14650
11101121309,core,Lake Macquarie,14650
11101121310,core,Lake Macquarie,14650
11101121311,core,Lake Macquarie,14650
11101121312,core,Lake Macquarie,14650
11101121313,core,Lake Macquarie,14650
11101121314,core,Lake Macquarie,14650
11101121315,core,Lake Macquarie,14650
11101121316,core,Lake Macquarie,14650
11101121317,core,Lake Macquarie,14650
11101121318,core,Lake Macquarie,14650
11101121319,core,Lake Macquarie,14650
11101121320,core,Lake Macquarie,14650
11101121321,core,Lake Macquarie,14650
11101121322,core,Lake Macquarie,14650
11101121323,core,Lake Macquarie,14650
11101121324,core,Lake Macquarie,14650
11101121325,core,Lake Macquarie,14650
11101121326,core,Lake Macquarie,14650
11101121327,core,Lake Macquarie,14650
11101121328,core,Lake Macquarie,14650
11101121329,core,Lake Macquarie,14650
11101121330,core,Lake Macquarie,14650
11101121401,core,Lake Macquarie,14650
11101121402,core,Lake Macquarie,14650
11101121403,core,Lake Macquarie,14650
11101121404,core,Lake Macquarie,14650
11101121405,core,Lake Macquarie,14650
11101121406,core,Lake Macquarie,14650
11101121407,core,Lake Macquarie,14650
11101121408,core,Lake Macquarie,14650
11101121409,core,Lake Macquarie,14650
11101121410,core,Lake Macquarie,14650
11101121411,core,Lake Macquarie,14650
11101121412,core,Lake Macquarie,14650
11101121413,core,Lake Macquarie,14650
11101121414,core,Lake Macquarie,14650
11101121415,core,Lake Macquarie,14650
11101121416,core,Lake Macquarie,14650
11101121417,core,Lake Macquarie,14650
11101121419,core,Lake Macquarie,14650
11101121420,core,Lake Macquarie,14650
11101121421,core,Lake Macquarie,14650
11101121422,core,Lake Macquarie,14650
11101121423,core,Lake Macquarie,14650
11101121424,core,Lake Macquarie,14650
11101121425,core,Lake Macquarie,14650
11101121426,core,Lake Macquarie,14650
11101121427,core,Lake Macquarie,14650
11101121428,core,Lake Macquarie,14650
11101121429,core,Lake Macquarie,14650
11101121430,core,Lake Macquarie,14650
11101121431,core,Lake Macquarie,14650
11101121432,core,Lake Macquarie,14650
11101121433,core,Lake Macquarie,14650
11101121435,core,Lake Macquarie,14650
11101121436,core,Lake Macquarie,14650
11101121437,core,Lake Macquarie,14650
11101121438,core,Lake Macquarie,14650
11102121501,core,Lake Macquarie,14650
11102121502,core,Lake Macquarie,14650
11102121503,core,Lake Macquarie,14650
11102121504,core,Lake Macquarie,14650
11102121505,core,Lake Macquarie,14650
11102121506,core,Lake Macquarie,14650
11102121507,core,Lake Macquarie,14650
11102121508,core,Lake Macquarie,14650
11102121509,core,Lake Macquarie,14650
11102121510,core,Lake Macquarie,14650
11102121511,core,Lake Macquarie,14650
11102121512,core,Lake Macquarie,14650
11102121513,core,Lake Macquarie,14650
11102121514,core,Lake Macquarie,14650
11102121515,core,Lake Macquarie,14650
11102121516,core,Lake Macquarie,14650
11102121517,core,Lake Macquarie,14650
11102121518,core,Lake Macquarie,14650
11102121519,core,Lake Macquarie,14650
11102121520,core,Lake Macquarie,14650
11102121521,core,Lake Macquarie,14650
11102121522,core,Lake Macquarie,14650
11102121523,core,Lake Macquarie,14650
11102121524,core,Lake Macquarie,14650
11102121525,core,Lake Macquarie,14650
11102121601,core,Lake Macquarie,14650
11102121602,core,Lake Macquarie,14650
11102121603,core,Lake Macquarie,14650
11102121604,core,Lake Macquarie,14650
11102121605,core,Lake Macquarie,14650
11102121606,core,Lake Macquarie,14650
11102121607,core,Lake Macquarie,14650
11102121608,core,Lake Macquarie,14650
11102121609,core,Lake Macquarie,14650
11102121610,core,Lake Macquarie,14650
11102121611,core,Lake Macquarie,14650
11102121612,core,Lake Macquarie,14650
11102121613,core,Lake Macquarie,14650
11102121614,core,Lake Macquarie,14650
11102121615,core,Lake Macquarie,14650
11102121616,core,Lake Macquarie,14650
11102121617,core,Lake Macquarie,14650
11102121701,core,Lake Macquarie,14650
11102121702,core,Lake Macquarie,14650
11102121703,core,Lake Macquarie,14650
11102121704,core,Lake Macquarie,14650
11102121705,core,Lake Macquarie,14650
11102121706,core,Lake Macquarie,14650
11102121707,core,Lake Macquarie,14650
11102121708,core,Lake Macquarie,14650
11102121709,core,Lake Macquarie,14650
11102121710,core,Lake Macquarie,14650
11102121711,core,Lake Macquarie,14650
11102121714,core,Lake Macquarie,14650
11102121718,core,Lake Macquarie,14650
11102121719,core,Lake Macquarie,14650
11102121720,core,Lake Macquarie,14650
11102121721,core,Lake Macquarie,14650
11102121722,core,Lake Macquarie,14650
11102121723,core,Lake Macquarie,14650
11102121724,core,Lake Macquarie,14650
11102121727,core,Lake Macquarie,14650
11102121729,core,Lake Macquarie,14650
11102121730,core,Lake Macquarie,14650
11102121731,core,Lake Macquarie,14650
11102121732,core,Lake Macquarie,14650
11102121734,core,Lake Macquarie,14650
11102121736,core,Lake Macquarie,14650
11102121737,core,Lake Macquarie,14650
11102121738,core,Lake Macquarie,14650
11102121739,core,Lake Macquarie,14650
11102121740,core,Lake Macquarie,14650
11102121741,core,Lake Macquarie,14650
11102121742,core,Lake Macquarie,14650
11102121743,core,Lake Macquarie,14650
11102121744,core,Lake Macquarie,14650
11102121745,core,Lake Macquarie,14650
11102121746,core,Lake Macquarie,14650
11102121747,core,Lake Macquarie,14650
11102121748,core,Lake Macquarie,14650
11102121749,core,Lake Macquarie,14650
11102121750,core,Lake Macquarie,14650
11102121801,core,Lake Macquarie,14650
11102121803,core,Lake Macquarie,14650
11102121804,core,Lake Macquarie,14650
11102121805,core,Lake Macquarie,14650
11102121807,core,Lake Macquarie,14650
11102121809,core,Lake Macquarie,14650
11102121810,core,Lake Macquarie,14650
11102121811,core,Lake Macquarie,14650
11102121812,core,Lake Macquarie,14650
11102121813,core,Lake Macquarie,14650
11102121814,core,Lake Macquarie,14650
11102121815,core,Lake Macquarie,14650
11102121816,core,Lake Macquarie,14650
11102121817,core,Lake Macquarie,14650
11102121819,core,Lake Macquarie,14650
11102121820,core,Lake Macquarie,14650
11102121822,core,Lake Macquarie,14650
11102121823,core,Lake Macquarie,14650
11102121824,core,Lake Macquarie,14650
11102121825,core,Lake Macquarie,14650
11102121827,core,Lake Macquarie,14650
11102121828,core,Lake Macquarie,14650
11102121829,core,Lake Macquarie,14650
11102121830,core,Lake Macquarie,14650
11102121831,core,Lake Macquarie,14650
11102121832,core,Lake Macquarie,14650
11102121833,core,Lake Macquarie,14650
11102121835,core,Lake Macquarie,14650
11102121836,core,Lake Macquarie,14650
11102121837,core,Lake Macquarie,14650
11102121838,core,Lake Macquarie,14650
11102121839,core,Lake Macquarie,14650
11102121840,core,Lake Macquarie,14650
11102121841,core,Lake Macquarie,14650
11102121842,core,Lake Macquarie,14650
11102121843,core,Lake Macquarie,14650
11102121844,core,Lake Macquarie,14650
11102121845,core,Lake Macquarie,14650
11102121846,core,Lake Macquarie,14650
11102121847,core,Lake Macquarie,14650
11102121848,core,Lake Macquarie,14650
11102121849,core,Lake Macquarie,14650
11102121850,core,Lake Macquarie,14650
11102121851,core,Lake Macquarie,14650
11102121852,core,Lake Macquarie,14650
11102121853,core,Lake Macquarie,14650
11102121854,core,Lake Macquarie,14650
11102121855,core,Lake Macquarie,14650
11102121856,core,Lake Macquarie,14650
11102121901,core,Lake Macquarie,14650
11102121902,core,Lake Macquarie,14650
11102121903,core,Lake Macquarie,14650
11102121904,core,Lake Macquarie,14650
11102121905,core,Lake Macquarie,14650
11102121906,core,Lake Macquarie,14650
11102121907,core,Lake Macquarie,14650
11102121908,core,Lake Macquarie,14650
11102121909,core,Lake Macquarie,14650
11102121910,core,Lake Macquarie,14650
11102121911,core,Lake Macquarie,14650
11102121912,core,Lake Macquarie,14650
11102121913,core,Lake Macquarie,14650
11102121914,core,Lake Macquarie,14650
11102121915,core,Lake Macquarie,14650
11102121916,core,Lake Macquarie,14650
11102121917,core,Lake Macquarie,14650
11102121918,core,Lake Macquarie,14650
11102121919,core,Lake Macquarie,14650
11102121921,core,Lake Macquarie,14650
11102121922,core,Lake Macquarie,14650
11102121923,core,Lake Macquarie,14650
11102121924,core,Lake Macquarie,14650
11102121925,core,Lake Macquarie,14650
11102121926,core,Lake Macquarie,14650
11102121927,core,Lake Macquarie,14650
11102121929,core,Lake Macquarie,14650
11102121930,core,Lake Macquarie,14650
11102121931,core,Lake Macquarie,14650
11102121933,core,Lake Macquarie,14650
11102121934,core,Lake Macquarie,14650
11102121935,core,Lake Macquarie,14650
11102121936,core,Lake Macquarie,14650
11102121937,core,Lake Macquarie,14650
11102121938,core,Lake Macquarie,14650
11102121939,core,Lake Macquarie,14650
11102121940,core,Lake Macquarie,14650
11102121941,core,Lake Macquarie,14650
11102121942,core,Lake Macquarie,14650
11102121943,core,Lake Macquarie,14650
11102121944,core,Lake Macquarie,14650
11102122001,core,Lake Macquarie,14650
11102122002,core,Lake Macquarie,14650
11102122003,core,Lake Macquarie,14650
11102122004,core,Lake Macquarie,14650
11102122005,core,Lake Macquarie,14650
11102122006,core,Lake Macquarie,14650
11102122007,core,Lake Macquarie,14650
11102122009,core,Lake Macquarie,14650
11102122010,core,Lake Macquarie,14650
11102122011,core,Lake Macquarie,14650
11102122012,core,Lake Macquarie,14650
11102122013,core,Lake Macquarie,14650
11102122014,core,Lake Macquarie,14650
11102122015,core,Lake Macquarie,14650
11102122016,core,Lake Macquarie,14650
11102122017,core,Lake Macquarie,14650
11102122018,core,Lake Macquarie,14650
11102122019,core,Lake Macquarie,14650
11102122020,core,Lake Macquarie,14650
11102122021,core,Lake Macquarie,14650
11102122022,core,Lake Macquarie,14650
11102122023,core,Lake Macquarie,14650
11102122024,core,Lake Macquarie,14650
11102122101,core,Lake Macquarie,14650
11102122102,core,Lake Macquarie,14650
11102122103,core,Lake Macquarie,14650
11102122104,core,Lake Macquarie,14650
11102122105,core,Lake Macquarie,14650
11102122106,core,Lake Macquarie,14650
11102122107,core,Lake Macquarie,14650
11102122108,core,Lake Macquarie,14650
11102122109,core,Lake Macquarie,14650
11102122110,core,Lake Macquarie,14650
11102122111,core,Lake Macquarie,14650
11102122112,core,Lake Macquarie,14650
11102122113,core,Lake Macquarie,14650
11102122114,core,Lake Macquarie,14650
11102122115,core,Lake Macquarie,14650
11102122116,core,Lake Macquarie,14650
11102122117,core,Lake Macquarie,14650
11102122118,core,Lake Macquarie,14650
11102122119,core,Lake Macquarie,14650
11102122120,core,Lake Macquarie,14650
11103122201,core,Newcastle,15900
11103122202,core,Newcastle,15900
11103122203,core,Newcastle,15900
11103122204,core,Newcastle,15900
11103122205,core,Newcastle,15900
11103122206,core,Newcastle,15900
11103122207,core,Newcastle,15900
11103122208,core,Newcastle,15900
11103122209,core,Newcastle,15900
11103122210,core,Newcastle,15900
11103122211,core,Newcastle,15900
11103122212,core,Newcastle,15900
11103122213,core,Newcastle,15900
11103122214,core,Newcastle,15900
11103122215,core,Newcastle,15900
11103122216,core,Newcastle,15900
11103122217,core,Newcastle,15900
11103122218,core,Newcastle,15900
11103122219,core,Newcastle,15900
11103122220,core,Newcastle,15900
11103122221,core,Newcastle,15900
11103122222,core,Newcastle,15900
11103122223,core,Newcastle,15900
11103122224,core,Newcastle,15900
11103122225,core,Newcastle,15900
11103122226,core,Lake Macquarie,14650
11103122227,core,Lake Macquarie,14650
11103122228,core,Lake Macquarie,14650
11103122229,core,Lake Macquarie,14650
11103122230,core,Lake Macquarie,14650
11103122231,core,Lake Macquarie,14650
11103122232,core,Newcastle,15900
11103122233,core,Newcastle,15900
11103122234,core,Newcastle,15900
11103122235,core,Newcastle,15900
11103122236,core,Newcastle,15900
11103122237,core,Newcastle,15900
11103122238,core,Newcastle,15900
11103122239,core,Newcastle,15900
11103122240,core,Newcastle,15900
11103122301,core,Maitland,15050
11103122302,core,Newcastle,15900
11103122303,core,Newcastle,15900
11103122304,core,Newcastle,15900
11103122306,core,Newcastle,15900
11103122307,core,Newcastle,15900
11103122308,core,Newcastle,15900
11103122309,core,Newcastle,15900
11103122310,core,Newcastle,15900
11103122311,core,Newcastle,15900
11103122312,core,Newcastle,15900
11103122313,core,Newcastle,15900
11103122314,core,Newcastle,15900
11103122315,core,Maitland,15050
11103122316,core,Newcastle,15900
11103122317,core,Maitland,15050
11103122318,core,Maitland,15050
11103122319,core,Maitland,15050
11103122320,core,Maitland,15050
11103122321,core,Maitland,15050
11103122322,core,Maitland,15050
11103122323,core,Maitland,15050
11103122324,core,Newcastle,15900
11103122325,core,Newcastle,15900
11103122401,core,Newcastle,15900
11103122402,core,Newcastle,15900
11103122403,core,Newcastle,15900
11103122404,core,Newcastle,15900
11103122405,core,Newcastle,15900
11103122406,core,Newcastle,15900
11103122407,core,Newcastle,15900
11103122408,core,Newcastle,15900
11103122409,core,Newcastle,15900
11103122410,core,Newcastle,15900
11103122411,core,Newcastle,15900
11103122412,core,Newcastle,15900
11103122413,core,Newcastle,15900
11103122414,core,Newcastle,15900
11103122415,core,Newcastle,15900
11103122416,core,Newcastle,15900
11103122417,core,Newcastle,15900
11103122418,core,Newcastle,15900
11103122419,core,Newcastle,15900
11103122420,core,Newcastle,15900
11103122421,core,Newcastle,15900
11103122422,core,Newcastle,15900
11103122423,core,Newcastle,15900
11103122424,core,Newcastle,15900
11103122425,core,Newcastle,15900
11103122426,core,Newcastle,15900
11103122427,core,Newcastle,15900
11103122428,core,Newcastle,15900
11103122429,core,Newcastle,15900
11103122430,core,Newcastle,15900
11103122431,core,Newcastle,15900
11103122432,core,Newcastle,15900
11103122501,core,Newcastle,15900
11103122502,core,Newcastle,15900
11103122503,core,Newcastle,15900
11103122504,core,Newcastle,15900
11103122505,core,Newcastle,15900
11103122506,core,Newcastle,15900
11103122507,core,Newcastle,15900
11103122508,core,Newcastle,15900
11103122509,core,Newcastle,15900
11103122510,core,Newcastle,15900
11103122511,core,Newcastle,15900
11103122512,core,Newcastle,15900
11103122513,core,Newcastle,15900
11103122514,core,Newcastle,15900
11103122515,core,Newcastle,15900
11103122516,core,Newcastle,15900
11103122517,core,Newcastle,15900
11103122518,core,Newcastle,15900
11103122519,core,Newcastle,15900
11103122520,core,Newcastle,15900
11103122521,core,Newcastle,15900
11103122522,core,Newcastle,15900
11103122523,core,Newcastle,15900
11103122524,core,Newcastle,15900
11103122525,core,Newcastle,15900
11103122526,core,Newcastle,15900
11103122527,core,Newcastle,15900
11103122528,core,Newcastle,15900
11103122529,core,Newcastle,15900
11103122530,core,Newcastle,15900
11103122531,core,Newcastle,15900
11103122532,core,Newcastle,15900
11103122533,core,Newcastle,15900
11103122534,core,Newcastle,15900
11103122535,core,Newcastle,15900
11103122536,core,Newcastle,15900
11103122537,core,Newcastle,15900
11103122538,core,Newcastle,15900
11103122539,core,Newcastle,15900
11103122540,core,Newcastle,15900
11103122541,core,Newcastle,15900
11103122542,core,Newcastle,15900
11103122543,core,Newcastle,15900
11103122601,core,Newcastle,15900
11103122602,core,Newcastle,15900
11103122603,core,Newcastle,15900
11103122604,core,Newcastle,15900
11103122605,core,Newcastle,15900
11103122606,core,Newcastle,15900
11103122608,core,Newcastle,15900
11103122609,core,Newcastle,15900
11103122610,core,Newcastle,15900
11103122611,core,Newcastle,15900
11103122613,core,Newcastle,15900
11103122614,core,Newcastle,15900
11103122615,core,Newcastle,15900
11103122616,core,Newcastle,15900
11103122617,core,Newcastle,15900
11103122618,core,Newcastle,15900
11103122619,core,Newcastle,15900
11103122620,core,Newcastle,15900
11103122621,core,Newcastle,15900
11103122622,core,Newcastle,15900
11103122623,core,Newcastle,15900
11103122624,core,Newcastle,15900
11103122625,core,Newcastle,15900
11103122626,core,Newcastle,15900
11103122627,core,Newcastle,15900
11103122628,core,Newcastle,15900
11103122629,core,Newcastle,15900
11103122631,core,Newcastle,15900
11103122632,core,Newcastle,15900
11103122633,core,Newcastle,15900
11103122634,core,Newcastle,15900
11103122635,core,Newcastle,15900
11103122636,core,Newcastle,15900
11103122637,core,Newcastle,15900
11103122638,core,Newcastle,15900
11103122639,core,Newcastle,15900
11103122640,core,Newcastle,15900
11103122641,core,Newcastle,15900
11103122642,core,Newcastle,15900
11103122701,core,Newcastle,15900
11103122702,core,Newcastle,15900
11103122703,core,Newcastle,15900
11103122704,core,Newcastle,15900
11103122705,core,Newcastle,15900
11103122706,core,Newcastle,15900
11103122707,core,Newcastle,15900
11103122708,core,Newcastle,15900
11103122709,core,Newcastle,15900
11103122710,core,Newcastle,15900
11103122711,core,Newcastle,15900
11103122712,core,Newcastle,15900
11103122713,core,Newcastle,15900
11103122714,core,Newcastle,15900
11103122715,core,Newcastle,15900
11103122716,core,Newcastle,15900
11103122717,core,Newcastle,15900
11103122718,core,Newcastle,15900
11103122719,core,Newcastle,15900
11103122720,core,Newcastle,15900
11103122721,core,Newcastle,15900
11103122722,core,Newcastle,15900
11103122723,core,Newcastle,15900
11103122724,core,Newcastle,15900
11103122725,core,Newcastle,15900
11103122726,core,Newcastle,15900
11103122727,core,Newcastle,15900
11103122728,core,Newcastle,15900
11103122729,core,Newcastle,15900
11103122730,core,Newcastle,15900
11103122731,core,Newcastle,15900
11103122732,core,Newcastle,15900
11103122733,core,Newcastle,15900
11103122734,core,Newcastle,15900
11103122735,core,Newcastle,15900
11103122736,core,Newcastle,15900
11103122801,core,Newcastle,15900
11103122802,core,Newcastle,15900
11103122803,core,Newcastle,15900
11103122804,core,Newcastle,15900
11103122805,core,Newcastle,15900
11103122806,core,Newcastle,15900
11103122807,core,Newcastle,15900
11103122808,core,Newcastle,15900
11103122809,core,Newcastle,15900
11103122810,core,Newcastle,15900
11103122811,core,Newcastle,15900
11103122812,core,Newcastle,15900
11103122813,core,Newcastle,15900
11103122814,core,Newcastle,15900
11103122815,core,Newcastle,15900
11103122816,core,Newcastle,15900
11103122817,core,Newcastle,15900
11103122818,core,Newcastle,15900
11103122819,core,Newcastle,15900
11103122820,core,Newcastle,15900
11103122821,core,Newcastle,15900
11103122822,core,Newcastle,15900
11103122823,core,Newcastle,15900
11103122824,core,Newcastle,15900
11103122825,core,Newcastle,15900
11103122826,core,Newcastle,15900
11103122827,core,Newcastle,15900
11103122828,core,Newcastle,15900
11103122829,core,Newcastle,15900
11103122830,core,Newcastle,15900
11103122831,core,Newcastle,15900
11103122832,core,Newcastle,15900
11103122901,core,Newcastle,15900
11103122902,core,Newcastle,15900
11103122903,core,Newcastle,15900
11103122905,core,Newcastle,15900
11103122906,core,Newcastle,15900
11103122908,core,Newcastle,15900
11103122909,core,Newcastle,15900
11103122910,core,Newcastle,15900
11103122911,core,Newcastle,15900
11103122912,core,Newcastle,15900
11103122913,core,Newcastle,15900
11103122914,core,Newcastle,15900
11103122916,core,Newcastle,15900
11103122917,core,Newcastle,15900
11103122918,core,Newcastle,15900
11103122919,core,Newcastle,15900
11103122920,core,Newcastle,15900
11103122921,core,Newcastle,15900
11103122922,core,Newcastle,15900
11103122923,core,Newcastle,15900
11103122924,core,Newcastle,15900
11103122925,core,Newcastle,15900
11103122926,core,Newcastle,15900
11103122927,core,Newcastle,15900
11103122928,core,Newcastle,15900
11103122929,core,Newcastle,15900
11103122930,core,Newcastle,15900
11103122931,core,Newcastle,15900
11103122932,core,Newcastle,15900
11103123001,core,Newcastle,15900
11103123101,core,Newcastle,15900
11103123102,core,Newcastle,15900
11103123103,core,Newcastle,15900
11103123104,core,Newcastle,15900
11103123105,core,Newcastle,15900
11103123106,core,Newcastle,15900
11103123107,core,Newcastle,15900
11103123108,core,Newcastle,15900
11103123109,core,Newcastle,15900
11103123110,core,Newcastle,15900
11103123111,core,Newcastle,15900
11103123112,core,Newcastle,15900
11103123113,core,Newcastle,15900
11103123114,core,Newcastle,15900
11103123115,core,Newcastle,15900
11103123116,core,Newcastle,15900
11103123117,core,Newcastle,15900
11103123118,core,Newcastle,15900
11103123119,core,Newcastle,15900
11103123120,core,Newcastle,15900
11103123121,core,Newcastle,15900
11103123122,core,Newcastle,15900
11103123123,core,Newcastle,15900
11103123124,core,Newcastle,15900
11103123125,core,Newcastle,15900
11103123126,core,Newcastle,15900
11103123201,core,Newcastle,15900
11103123202,core,Newcastle,15900
11103123203,core,Newcastle,15900
11103123204,core,Newcastle,15900
11103123205,core,Newcastle,15900
11103123206,core,Newcastle,15900
11103123207,core,Newcastle,15900
11103123208,core,Newcastle,15900
11103123209,core,Newcastle,15900
11103123210,core,Newcastle,15900
11103123211,core,Newcastle,15900
11103123213,core,Port Stephens,16400
11103123216,core,Port Stephens,16400
11103123217,core,Port Stephens,16400
11103123218,core,Port Stephens,16400
11103123219,core,Port Stephens,16400
11103123220,core,Port Stephens,16400
11103123221,core,Port Stephens,16400
11103123222,core,Port Stephens,16400
11103123223,core,Port Stephens,16400
11103123224,core,Port Stephens,16400
11103123301,core,Newcastle,15900
11103123302,core,Newcastle,15900
11103123303,core,Newcastle,15900
11103123304,core,Newcastle,15900
11103123305,core,Newcastle,15900
11103123306,core,Newcastle,15900
11103123307,core,Newcastle,15900
11103123308,core,Newcastle,15900
11103123309,core,Newcastle,15900
11103123310,core,Newcastle,15900
11103123311,core,Newcastle,15900
11103123312,core,Newcastle,15900
11103123313,core,Newcastle,15900
11103123314,core,Newcastle,15900
11103123315,core,Newcastle,15900
11103123316,core,Newcastle,15900
11103123317,core,Newcastle,15900
11103123318,core,Newcastle,15900
11103123319,core,Newcastle,15900
