SA1_CODE21,CHG_FLAG21,CHG_LBL21,SA2_CODE21,SA2_NAME21,SA3_CODE21,SA3_NAME21,SA4_CODE21,SA4_NAME21,GCC_CODE21,GCC_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,area_km2,x_mga56,y_mga56,lon,lat,zone_tier,zone_id
10602161821,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2095,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161821,0.2096,372702.4,6373071.4,151.6408264,-32.7729014,core,10602161821
10602161822,2,Code change,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.181,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161822,0.181,372231.0,6373094.0,151.6357976,-32.7726425,core,10602161822
10602161823,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2027,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161823,0.2026,371112.3,6375095.2,151.6241338,-32.7544652,core,10602161823
10602161824,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.0784,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161824,0.0784,373348.8,6374019.9,151.6478553,-32.7644222,core,10602161824
10602161825,2,Code change,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3454,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161825,0.3453,373825.7,6372997.2,151.6528074,-32.7736999,core,10602161825
10602161826,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,27.808,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161826,27.7958,378048.8,6374717.3,151.6981139,-32.7586638,core,10602161826
10602161827,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1006,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161827,0.1006,373321.8,6373850.1,151.6475444,-32.7659498,core,10602161827
10602161828,2,Code change,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1443,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161828,0.1443,373937.4,6372649.6,151.6539517,-32.7768475,core,10602161828
10602161829,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,2.0548,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161829,2.054,373138.0,6374839.5,151.6457171,-32.7570068,core,10602161829
10602161830,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2014,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161830,0.2014,373676.0,6373803.2,151.6513188,-32.7664141,core,10602161830
10602161831,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.7093,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161831,1.7086,373086.6,6373344.0,151.6449646,-32.770487,core,10602161831
10602161832,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2968,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161832,0.2968,371896.3,6375284.1,151.6325264,-32.7528529,core,10602161832
10602161833,2,Code change,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1706,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161833,0.1705,373720.7,6372094.1,151.6515628,-32.7818324,core,10602161833
10602161834,2,Code change,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1908,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161834,0.1907,372250.8,6372752.3,151.6359617,-32.7757263,core,10602161834
10602161835,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1299,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161835,0.1298,371699.6,6374838.5,151.6303659,-32.7568485,core,10602161835
10602161836,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.2014,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161836,1.2009,370759.6,6375026.4,151.6203598,-32.7550436,core,10602161836
10602161837,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1555,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161837,0.1554,371188.0,6374596.7,151.6248723,-32.7589695,core,10602161837
10602161838,1,New,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1056,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161838,0.1055,374297.6,6373495.0,151.657912,-32.7692649,core,10602161838
10602161839,2,Code change,106021618,Thornton - Millers Forest,10602,Maitland,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2184,http://linked.data.gov.au/dataset/asgsed3/SA1/10602161839,0.2183,372726.3,6372206.9,151.6409634,-32.7807001,core,10602161839
10603111901,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.4144,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111901,0.4141,414854.8,6372164.2,152.0907489,-32.7851577,core,10603111901
10603111902,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1246,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111902,0.1245,414974.4,6372818.4,152.0920857,-32.7792668,core,10603111902
10603111903,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.5336,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111903,0.5331,416552.7,6371759.2,152.1088419,-32.7889408,core,10603111903
10603111904,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.4635,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111904,0.4631,416554.7,6372524.0,152.108932,-32.7820434,core,10603111904
10603111906,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,32.6221,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111906,32.603,406243.3,6372027.5,151.9987856,-32.7856896,core,10603111906
10603111907,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,6.3802,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111907,6.3763,414437.7,6375377.9,152.0865916,-32.7561396,core,10603111907
10603111908,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.6319,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111908,0.6315,417353.3,6372279.6,152.1174374,-32.7843082,core,10603111908
10603111909,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.133,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111909,0.1328,413005.4,6373723.3,152.0711481,-32.7709508,core,10603111909
10603111910,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,13.1608,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111910,13.1529,408340.7,6375047.5,152.0214786,-32.758628,core,10603111910
10603111911,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1417,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111911,0.1416,413948.2,6372625.5,152.0811112,-32.7809264,core,10603111911
10603111912,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3766,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111912,0.3765,414201.6,6371998.7,152.0837591,-32.7866003,core,10603111912
10603111913,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1726,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111913,0.1724,414631.5,6372893.7,152.0884315,-32.7785611,core,10603111913
10603111914,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1503,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111914,0.1502,414421.8,6372496.9,152.0861558,-32.7821233,core,10603111914
10603111915,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2601,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111915,0.2599,414189.7,6372589.8,152.0836867,-32.7812675,core,10603111915
10603111916,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1716,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111916,0.1715,414400.7,6373103.1,152.085987,-32.7766539,core,10603111916
10603111917,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.2173,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111917,1.2166,415663.2,6372084.5,152.0993734,-32.7859393,core,10603111917
10603111918,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.1825,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111918,1.1817,416611.9,6373484.7,152.1096291,-32.7733822,core,10603111918
10603111919,0,No change,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,3.0866,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111919,3.0846,417759.5,6374758.2,152.121994,-32.7619823,core,10603111919
10603111921,1,New,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1243,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111921,0.1242,417189.4,6374121.8,152.1158522,-32.7676796,core,10603111921
10603111922,1,New,106031119,Anna Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,6.7023,http://linked.data.gov.au/dataset/asgsed3/SA1/10603111922,6.6981,415520.8,6374321.5,152.0980569,-32.7657513,core,10603111922
10603112001,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,3.5565,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112001,3.5543,408400.4,6377862.6,152.0223939,-32.7332425,core,10603112001
10603112002,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.251,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112002,0.2507,409850.6,6377494.1,152.0378335,-32.7366857,core,10603112002
10603112003,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1609,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112003,0.1609,409354.8,6377632.9,152.0325554,-32.735393,core,10603112003
10603112004,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.5005,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112004,0.5002,408712.7,6377357.1,152.0256762,-32.737828,core,10603112004
10603112005,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,21.301,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112005,21.2885,405380.5,6375725.3,151.9899505,-32.7522644,core,10603112005
10603112006,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3926,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112006,0.3924,406248.2,6377756.1,151.9994165,-32.7340215,core,10603112006
10603112007,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2287,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112007,0.2286,407669.6,6378907.4,152.0146984,-32.7237584,core,10603112007
10603112008,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2626,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112008,0.2625,406323.7,6378219.1,152.0002691,-32.7298522,core,10603112008
10603112009,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.6731,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112009,0.6728,406964.8,6378133.6,152.0071009,-32.7306777,core,10603112009
10603112010,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2996,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112010,0.2995,407557.6,6378224.7,152.0134356,-32.729906,core,10603112010
10603112011,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1742,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112011,0.174,409822.8,6378264.6,152.0376111,-32.7297344,core,10603112011
10603112012,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2346,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112012,0.2345,409242.5,6378244.7,152.0314167,-32.7298663,core,10603112012
10603112013,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2397,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112013,0.2396,409422.9,6378556.6,152.0333726,-32.7270678,core,10603112013
10603112014,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2585,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112014,0.2584,409831.8,6377856.5,152.0376684,-32.7334154,core,10603112014
10603112015,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2117,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112015,0.2117,405622.1,6379041.1,151.9928658,-32.7223785,core,10603112015
10603112016,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2699,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112016,0.2698,405547.4,6377616.5,151.9919239,-32.7352211,core,10603112016
10603112017,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.6551,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112017,0.6547,406398.5,6376806.7,152.0009246,-32.7425981,core,10603112017
10603112018,0,No change,106031120,Lemon Tree Passage - Tanilba Bay,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.312,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112018,0.3118,405894.1,6378137.1,151.9956758,-32.7305554,core,10603112018
10603112101,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.0806,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112101,1.0798,414050.8,6377247.4,152.0826345,-32.7392473,core,10603112101
10603112102,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.4933,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112102,0.4931,412319.7,6381211.9,152.0645333,-32.703352,core,10603112102
10603112103,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3026,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112103,0.3024,412184.4,6380362.4,152.0630095,-32.7110034,core,10603112103
10603112104,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1436,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112104,0.1435,412463.8,6380577.3,152.0660109,-32.7090874,core,10603112104
10603112105,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1117,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112105,0.1117,412946.9,6380019.1,152.071113,-32.7141611,core,10603112105
10603112106,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3765,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112106,0.3763,413111.5,6379665.6,152.0728354,-32.7173619,core,10603112106
10603112107,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.0814,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112107,0.0813,414147.0,6377973.4,152.0837282,-32.7327067,core,10603112107
10603112108,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1761,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112108,0.176,413351.7,6378981.5,152.0753345,-32.7235512,core,10603112108
10603112109,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1415,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112109,0.1414,414431.6,6377867.1,152.0867554,-32.7336871,core,10603112109
10603112110,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.0904,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112110,0.0903,414496.1,6377554.2,152.0874152,-32.7365145,core,10603112110
10603112111,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.9718,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112111,1.9706,415253.9,6377959.7,152.0955394,-32.7329159,core,10603112111
10603112112,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.4366,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112112,1.4357,415965.2,6376898.5,152.1030334,-32.7425418,core,10603112112
10603112113,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1.5638,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112113,1.5629,412965.8,6378840.7,152.0712045,-32.7247908,core,10603112113
10603112114,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,5.2225,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112114,5.2193,412622.8,6377458.2,152.0674138,-32.7372331,core,10603112114
10603112115,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3049,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112115,0.3048,419177.2,6379143.8,152.1375092,-32.7225304,core,10603112115
10603112116,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.3624,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112116,0.362,419210.9,6379451.7,152.1378961,-32.7197557,core,10603112116
10603112117,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,20.5748,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112117,20.5614,419994.3,6377358.8,152.1460749,-32.7386904,core,10603112117
10603112118,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.4188,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112118,0.4185,413876.7,6378889.0,152.0809287,-32.7244268,core,10603112118
10603112119,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1973,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112119,0.1973,414216.1,6378411.1,152.0845063,-32.7287635,core,10603112119
10603112120,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1007,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112120,0.1006,413939.9,6377860.3,152.0815079,-32.7337102,core,10603112120
10603112121,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1134,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112121,0.1134,411598.4,6377492.0,152.0564853,-32.7368466,core,10603112121
10603112122,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.4487,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112122,0.4484,422121.1,6376794.3,152.1687249,-32.7439343,core,10603112122
10603112123,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2137,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112123,0.2136,421829.7,6376056.3,152.1655528,-32.7505705,core,10603112123
10603112124,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2109,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112124,0.2106,421638.5,6376660.2,152.1635629,-32.7451103,core,10603112124
10603112125,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2447,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112125,0.2446,422152.1,6376001.9,152.1689893,-32.7510844,core,10603112125
10603112126,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2272,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112126,0.2271,418195.7,6378692.8,152.1269965,-32.7265261,core,10603112126
10603112127,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2206,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112127,0.2205,418477.0,6378937.2,152.1300196,-32.7243422,core,10603112127
10603112128,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1914,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112128,0.1913,419112.7,6378657.2,152.1367784,-32.7269145,core,10603112128
10603112129,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1159,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112129,0.1159,418810.8,6378984.5,152.1335857,-32.7239404,core,10603112129
10603112130,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.1475,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112130,0.1474,417926.5,6379078.6,152.1241583,-32.7230263,core,10603112130
10603112131,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.8375,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112131,0.837,421183.1,6380112.3,152.1589948,-32.7139407,core,10603112131
10603112133,0,No change,106031121,Nelson Bay Peninsula,10603,Port Stephens,106,Hunter Valley exc Newcastle,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,0.2005,http://linked.data.gov.au/dataset/asgsed3/SA1/10603112133,0.2003,416991.7,6379516.2,152.114223,-32.7190093,core,10603112133
