building_id,lat,lon,footprint_m2,levels,levels_source,gross_floor_area_m2,building_type,shop,amenity,name,year
b1185420812,-32.9397942,151.7580828,633.1,2,assumed,1266.2,yes,,,,2026
b1185420813,-32.939837,151.7592523,224.7,2,assumed,449.5,yes,,,,2026
b1185420814,-32.9398079,151.7590375,230.6,2,assumed,461.2,yes,,,,2026
b1185420815,-32.9405185,151.7578883,92.0,2,assumed,183.9,yes,,,,2026
b1185420816,-32.9402315,151.75794,619.9,2,assumed,1239.8,yes,,,,2026
b1185420817,-32.9399745,151.7592771,90.7,2,assumed,181.3,yes,,,,2026
b1185420818,-32.9400556,151.7589343,838.8,2,assumed,1677.6,yes,,,,2026
b1185420819,-32.9383568,151.7598819,354.1,2,assumed,708.1,yes,,,,2026
b1185420820,-32.9382999,151.7597599,239.3,2,assumed,478.6,yes,,,,2026
b1185420821,-32.9382184,151.7596411,256.4,2,assumed,512.7,yes,,,,2026
b1185420822,-32.9381345,151.7595043,495.2,2,assumed,990.4,yes,,,,2026
b1185420823,-32.9380348,151.7593798,232.1,2,assumed,464.3,yes,,,,2026
b1185420824,-32.9381455,151.7592813,99.7,2,assumed,199.4,yes,,,,2026
b1185420825,-32.9382442,151.7592327,224.9,2,assumed,449.9,yes,,,,2026
b1185420826,-32.9383527,151.7591557,284.9,2,assumed,569.8,yes,,,,2026
b1185420827,-32.9377511,151.7589941,162.1,2,assumed,324.1,yes,,,,2026
b1185420828,-32.9378313,151.759107,256.3,2,assumed,512.7,yes,,,,2026
b1185420829,-32.9379105,151.7590081,188.6,2,assumed,377.2,yes,,,,2026
b1185420830,-32.9379513,151.75893,127.8,2,assumed,255.7,yes,,,,2026
b1185420831,-32.938014,151.7588732,189.9,2,assumed,379.9,yes,,,,2026
b1185420832,-32.9380971,151.7588573,132.6,2,assumed,265.3,yes,,,,2026
b1185420833,-32.938127,151.7587369,344.9,2,assumed,689.9,yes,,,,2026
b1185420835,-32.9384846,151.7574112,488.8,2,assumed,977.7,yes,,,,2026
b1185420836,-32.938479,151.7584675,580.1,2,assumed,1160.2,yes,,,,2026
b1185420837,-32.9385391,151.7576819,154.8,2,assumed,309.5,yes,,,,2026
b1192810602,-32.9373127,151.7594772,2189.3,2,assumed,4378.6,yes,,,,2026
b332251262,-32.9360703,151.767221,312.1,2,assumed,624.2,yes,,,,2026
b429078825,-32.9355591,151.7627615,754.0,2,assumed,1508.0,school,,,,2026
b815077482,-32.9412179,151.7681084,81.5,2,assumed,163.1,yes,,shelter,,2026
b907592036,-32.9411281,151.7648682,191.3,2,assumed,382.5,yes,,toilets,,2026
b1172313916,-32.9350918,151.7750135,404.0,1,assumed,404.0,house,,,,2026
b1172313928,-32.9366829,151.7749094,151.2,1,assumed,151.2,house,,,,2026
b1172313929,-32.9367573,151.7747848,361.2,1,assumed,361.2,house,,,,2026
b1172313937,-32.9375355,151.7747533,260.4,2,assumed,520.7,residential,,,,2026
b1172313938,-32.9374428,151.7748788,244.9,2,assumed,489.7,residential,,,,2026
b1172313962,-32.9350573,151.7754231,310.8,1,assumed,310.8,house,,,,2026
b1172314932,-32.9350418,151.7765335,366.7,1,assumed,366.7,house,,,,2026
b1172314935,-32.9350289,151.7761319,521.4,1,assumed,521.4,house,,,,2026
b1172315319,-32.9350934,151.7773454,45.0,2,assumed,90.0,garage,,,,2026
b1172315320,-32.9351096,151.7770762,166.4,1,assumed,166.4,house,,,,2026
b1172315677,-32.935152,151.7743332,664.9,2,assumed,1329.8,residential,,,,2026
b1243096594,-32.9350006,151.7688204,1014.8,1.0,osm,1014.8,yes,,,,2026
b1243096595,-32.9351295,151.7686008,236.3,2,assumed,472.6,roof,,,,2026
b815077479,-32.9411645,151.7684319,9.3,2,assumed,18.6,yes,,shelter,,2026
b815077480,-32.9411577,151.7684693,9.3,2,assumed,18.7,yes,,shelter,,2026
b815077481,-32.9411506,151.7685067,9.3,2,assumed,18.7,yes,,shelter,,2026
b1172313931,-32.9368675,151.7745949,146.8,1,assumed,146.8,house,,,,2026
b1172313932,-32.9369348,151.7744459,214.7,1,assumed,214.7,house,,,,2026
b1172313934,-32.9371717,151.7745778,288.4,1,assumed,288.4,house,,,,2026
b1172313936,-32.9373478,151.7745612,44.3,2,assumed,88.7,garage,,,,2026
b1172315678,-32.9353288,151.7745774,91.1,2,assumed,182.2,garage,,,,2026
b1172315679,-32.9354636,151.7746048,71.8,2,assumed,143.7,garage,,,,2026
b1172315680,-32.9353612,151.7743625,190.2,2,assumed,380.4,residential,,,,2026
b1172315681,-32.9355203,151.774418,300.7,2,assumed,601.4,residential,,,,2026
b1172315682,-32.9357023,151.7746201,348.9,2,assumed,697.8,residential,,,,2026
b1172316065,-32.9358838,151.7730943,37.6,2,assumed,75.2,garage,,,,2026
b1172316066,-32.9357518,151.7729617,194.9,1,assumed,194.9,house,,,,2026
b1172316067,-32.935801,151.7731112,172.3,1,assumed,172.3,house,,,,2026
b1172316068,-32.9358861,151.7732361,239.0,1,assumed,239.0,house,,,,2026
b1172316069,-32.9359514,151.7733939,272.0,1,assumed,272.0,house,,,,2026
b1172316070,-32.936053,151.7735016,210.9,1,assumed,210.9,house,,,,2026
b1172316071,-32.936139,151.7736305,217.2,1,assumed,217.2,house,,,,2026
b1172316072,-32.9362226,151.7737447,190.5,1,assumed,190.5,house,,,,2026
b1172316073,-32.9362601,151.7738759,32.4,2,assumed,64.8,garage,,,,2026
b1172316074,-32.9363538,151.7738827,163.0,1,assumed,163.0,house,,,,2026
b1172316075,-32.9368042,151.7738738,200.5,1,assumed,200.5,house,,,,2026
b1172316076,-32.9368128,151.773721,23.9,2,assumed,47.7,shed,,,,2026
b1172316077,-32.9367105,151.7737573,180.4,1,assumed,180.4,house,,,,2026
b1172316078,-32.9366702,151.7735694,222.1,1,assumed,222.1,house,,,,2026
b1172316079,-32.9365986,151.7734172,230.4,1,assumed,230.4,house,,,,2026
b1172316080,-32.936502,151.7733045,256.4,1,assumed,256.4,house,,,,2026
b1172316081,-32.9363855,151.773193,200.8,1,assumed,200.8,house,,,,2026
b1172316082,-32.9363171,151.7730348,217.1,1,assumed,217.1,house,,,,2026
b1234263011,-32.9372478,151.7735182,146.4,1,assumed,146.4,house,,,,2026
b1234263012,-32.937165,151.7733775,209.9,1,assumed,209.9,house,,,,2026
b172807585,-32.9359026,151.7781853,209.0,1.0,osm,209.0,detached,,,Gunner's Cottage,2026
b172915817,-32.9358664,151.7788446,123.9,5.0,osm,619.7,ruins,,,Shepheards Hill Observation post complex,2026
b346998526,-32.9369728,151.7764067,31.5,3,assumed,94.6,commercial,,,,2026
b1019897838,-32.9366376,151.7775091,54.1,2,assumed,108.3,ruins,,,Park Battery No. 1 Gun and Bunker,2026
b1172313917,-32.9352646,151.7749673,201.8,1,assumed,201.8,house,,,,2026
b1172313918,-32.9353747,151.7750975,367.7,2,assumed,735.5,residential,,,,2026
b1172313919,-32.9355203,151.7752303,245.4,2,assumed,490.9,residential,,,,2026
b1172313920,-32.9356145,151.7755901,720.1,2,assumed,1440.3,residential,,,,2026
b1172313921,-32.9360431,151.7759458,796.6,2,assumed,1593.2,residential,,,,2026
b1172313922,-32.9359819,151.7757555,334.1,2,assumed,668.2,residential,,,,2026
b1172313923,-32.9362837,151.7755104,342.0,2,assumed,684.0,residential,,,,2026
b1172313924,-32.9364125,151.7756244,361.4,2,assumed,722.9,residential,,,,2026
b1172313925,-32.9366329,151.7751588,422.4,2,assumed,844.9,residential,,,,2026
b1172313926,-32.9365323,151.7753521,446.6,2,assumed,893.1,residential,,,,2026
b1172313927,-32.9366396,151.7749679,143.3,1,assumed,143.3,house,,,,2026
b1172313939,-32.9373871,151.7750602,260.4,1,assumed,260.4,house,,,,2026
b1172313940,-32.9373124,151.7751801,331.8,1,assumed,331.8,house,,,,2026
b1172313941,-32.9372531,151.7754175,247.7,1,assumed,247.7,house,,,,2026
b1172313942,-32.9370439,151.7752369,393.0,1,assumed,393.0,house,,,,2026
b1172313943,-32.9370431,151.7755751,245.2,1,assumed,245.2,house,,,,2026
b1172313944,-32.9369556,151.7757183,324.2,1,assumed,324.2,house,,,,2026
b1172313945,-32.9367551,151.7758243,234.0,1,assumed,234.0,house,,,,2026
b1172313946,-32.9366116,151.7760064,247.5,1,assumed,247.5,house,,,,2026
b1172313947,-32.9363967,151.7761094,464.2,2,assumed,928.4,residential,,,,2026
b1172313948,-32.9360985,151.776318,471.7,2,assumed,943.4,residential,,,,2026
b1172313949,-32.9361661,151.7767341,32.5,2,assumed,65.0,garage,,,,2026
b1172313951,-32.9360752,151.7766289,206.4,1,assumed,206.4,house,,,,2026
b1172313952,-32.9359112,151.7766701,198.5,1,assumed,198.5,house,,,,2026
b1172313953,-32.9359712,151.7764905,41.2,2,assumed,82.4,garage,,,,2026
b1172313954,-32.9358111,151.7766678,216.4,1,assumed,216.4,house,,,,2026
b1172313955,-32.9356894,151.7766555,225.9,1,assumed,225.9,house,,,,2026
b1172313956,-32.9355435,151.7766279,217.6,1,assumed,217.6,house,,,,2026
b1172313957,-32.9355074,151.7764005,75.1,1,assumed,75.1,house,,,,2026
b1172313958,-32.9355713,151.7761974,594.5,2,assumed,1189.0,residential,,,,2026
b1172313959,-32.9353634,151.7758911,217.2,1,assumed,217.2,house,,,,2026
b1172313960,-32.9353031,151.7757303,297.8,1,assumed,297.8,house,,,,2026
b1172313961,-32.9352429,151.7755572,205.5,1,assumed,205.5,house,,,,2026
b1172314933,-32.9351486,151.776367,63.0,2,assumed,126.0,garage,,,,2026
b1172314934,-32.9351983,151.7765618,231.7,1,assumed,231.7,house,,,,2026
b1172315304,-32.9352034,151.7774579,369.1,2,assumed,738.1,residential,,,,2026
b1172315305,-32.9353429,151.777511,184.7,1,assumed,184.7,house,,,,2026
b1172315306,-32.9353893,151.7773386,63.7,2,assumed,127.4,garage,,,,2026
b1172315307,-32.9354894,151.777486,236.1,1,assumed,236.1,house,,,,2026
b1172315308,-32.9355977,151.7774861,312.5,2,assumed,625.0,residential,,,,2026
b1172315309,-32.9356994,151.7775032,137.3,1,assumed,137.3,house,,,,2026
b1172315310,-32.935815,151.7773736,245.8,1,assumed,245.8,house,,,,2026
b1172315311,-32.936014,151.777279,50.2,2,assumed,100.4,garage,,,,2026
b1172315312,-32.9359329,151.777477,312.2,1,assumed,312.2,house,,,Hill House,2026
b1172315313,-32.9358443,151.7770863,65.7,1,assumed,65.7,house,,,,2026
b1172315314,-32.9357435,151.7771846,130.6,1,assumed,130.6,house,,,,2026
b1172315315,-32.9355652,151.7772656,41.5,2,assumed,83.0,garage,,,,2026
b1172315316,-32.9356264,151.7771198,302.8,2,assumed,605.7,residential,,,,2026
b1172315317,-32.935241,151.7771473,231.8,2,assumed,463.7,residential,,,,2026
b1172315318,-32.9354174,151.7771669,196.8,2,assumed,393.5,residential,,,,2026
b1174474879,-32.9363454,151.7774471,181.3,1,assumed,181.3,house,,,,2026
b1174474880,-32.9362365,151.7775339,43.9,2,assumed,87.7,garage,,,,2026
b1174474881,-32.9363626,151.7775872,174.5,1,assumed,174.5,house,,,,2026
b1174474882,-32.9363873,151.7771989,71.6,2,assumed,143.1,garage,,,,2026
b1174474883,-32.9362957,151.7772324,259.0,1,assumed,259.0,house,,,,2026
b1174474884,-32.9366495,151.7771945,47.8,2,assumed,95.6,garage,,,,2026
b1174474887,-32.9364889,151.7772643,244.2,1,assumed,244.2,house,,,,2026
b1174475760,-32.9358091,151.7786349,279.2,2,assumed,558.3,yes,,,Shepherds Hill Battery,2026
b1174483377,-32.9356107,151.7785946,13.9,2,assumed,27.7,yes,,,Above Ground DRF Station,2026
b1174483380,-32.9379691,151.7756744,13.5,2,assumed,27.1,yes,,,Searchlight Bunker (No. 1 Searchlight),2026
b1174483381,-32.9366821,151.7754752,79.1,2,assumed,158.3,yes,,,Shepherds Hill Searchlight Engine Room,2026
b147851164,-32.9348397,151.7312686,863.5,2,assumed,1726.9,club,,,Adamstown Bowling Club,2026
b173278216,-32.9325643,151.7341533,145.3,2,assumed,290.6,grandstand,,,,2026
b200702255,-32.9306361,151.7292048,212.4,2.0,osm,424.8,retail,,clinic,The Hunter Foot Clinic,2026
b355375584,-32.9330013,151.7295232,1361.2,2,assumed,2722.4,yes,,licensed_club,Newcastle United Sports Club,2026
b1284822702,-32.9286682,151.7291568,173.2,1,assumed,173.2,house,,,,2026
b1284822704,-32.9287382,151.7290625,130.1,1,assumed,130.1,house,,,,2026
b1284822705,-32.9287741,151.7289983,31.8,2,assumed,63.6,garage,,,,2026
b1285241809,-32.9288293,151.7347378,407.7,2,assumed,815.3,school,,,,2026
b1285241810,-32.9290853,151.7346531,345.0,2,assumed,690.0,school,,,,2026
b1285241811,-32.9292164,151.7351291,755.4,2.0,osm,1510.7,school,,,L Block,2026
b1285241812,-32.9291921,151.7347504,125.8,2,assumed,251.6,roof,,,,2026
b1285241813,-32.9292574,151.7354079,59.8,2,assumed,119.6,roof,,,,2026
b1285241814,-32.929425,151.7348066,1314.9,2,assumed,2629.9,school,,,,2026
b1285241823,-32.9296286,151.7352828,349.7,2,assumed,699.3,school,,,,2026
b1285241824,-32.9296713,151.7346517,131.5,2,assumed,263.0,yes,,,,2026
b1285241825,-32.9297457,151.7354101,59.7,2,assumed,119.4,roof,,,,2026
b1537093544,-32.935002,151.7321849,118.0,1,assumed,118.0,house,,,,2026
b159001119,-32.9316477,151.7382163,3295.7,2,assumed,6591.3,yes,,,Betting Ring,2026
b455241300,-32.9315819,151.7389499,512.2,2,assumed,1024.5,yes,,,Public Grandstand,2026
b455241301,-32.9320875,151.7381519,479.1,2,assumed,958.2,yes,,,First Aid & Staff Room,2026
b455241302,-32.9321468,151.7377011,638.2,2,assumed,1276.4,yes,,,Administration,2026
b455241303,-32.9313206,151.7380656,735.6,2,assumed,1471.1,yes,,,Members Grandstand,2026
b455241404,-32.9310051,151.7376514,443.9,2,assumed,887.9,yes,,,The Pavilion,2026
b455255322,-32.9318615,151.7371812,343.9,2,assumed,687.9,yes,,,,2026
b455255324,-32.9317842,151.7399751,321.7,2,assumed,643.4,yes,,,Public Grandstand,2026
b455255325,-32.9316435,151.7377077,219.7,2,assumed,439.4,yes,,pub,Newmarket Bar,2026
b455255326,-32.9310538,151.7370344,1297.1,2,assumed,2594.2,yes,,,Stables,2026
b455255327,-32.9311538,151.7367596,327.1,2,assumed,654.2,yes,,,,2026
b455255328,-32.9308084,151.7368303,338.6,2,assumed,677.3,yes,,,,2026
b662252664,-32.9341546,151.7405496,259.0,2,assumed,518.0,yes,,,,2026
b662252666,-32.9339151,151.740647,116.7,2,assumed,233.4,yes,,,,2026
b662252667,-32.9334793,151.7406643,35.9,2,assumed,71.7,yes,,,,2026
b1285241815,-32.9292757,151.7358274,711.9,2,assumed,1423.8,school,,,,2026
b1285241819,-32.9290224,151.7359744,173.1,2,assumed,346.2,school,,,,2026
b1285241820,-32.928945,151.7360063,100.1,2,assumed,200.1,roof,,,,2026
b1285241821,-32.9293511,151.7361027,58.1,2,assumed,116.1,roof,,,,2026
b1285241826,-32.929696,151.7356976,71.5,2,assumed,143.0,roof,,,,2026
b370373850,-32.9234807,151.7354282,330.4,2,assumed,660.9,yes,,,,2026
b1152327137,-32.9253663,151.7354375,393.2,2,assumed,786.4,yes,,,,2026
b1152327142,-32.9250081,151.7356062,1547.5,2,assumed,3094.9,yes,,,,2026
b1212792738,-32.9219823,151.734241,99.5,1,assumed,99.5,house,,,,2026
b1212792739,-32.9219584,151.734354,154.6,2,assumed,309.3,yes,,,,2026
b1212792742,-32.9219676,151.7344544,23.8,2,assumed,47.6,yes,,,,2026
b1212792743,-32.9219779,151.734568,49.0,1,assumed,49.0,house,,,,2026
b1212792744,-32.9219924,151.7344939,11.6,2,assumed,23.2,yes,,,,2026
b1213407556,-32.9220726,151.7367754,257.9,2,assumed,515.9,residential,,,,2026
b1213412286,-32.9220015,151.7371915,131.7,1,assumed,131.7,house,,,,2026
b1213414370,-32.9218993,151.7326243,2670.2,2,assumed,5340.4,yes,,,,2026
b1213414373,-32.9220362,151.7334863,86.0,1,assumed,86.0,house,,,,2026
b1213414374,-32.9219986,151.7334415,12.4,2,assumed,24.7,roof,,,,2026
b1213414376,-32.9219677,151.7335527,86.7,1,assumed,86.7,house,,,,2026
b1213414377,-32.9220228,151.7336095,54.8,2,assumed,109.7,roof,,,,2026
b1213414378,-32.9219261,151.7336295,99.7,1,assumed,99.7,house,,,,2026
b1213414379,-32.9219948,151.7337012,20.0,2,assumed,40.1,roof,,,,2026
b1213417444,-32.9243274,151.735587,1030.4,2,assumed,2060.9,yes,,doctors,Broadmeadow Surgical Centre,2026
b1214106508,-32.9220259,151.7347985,39.1,2,assumed,78.1,roof,,,,2026
b1214106510,-32.9219807,151.7349503,130.5,1,assumed,130.5,house,,,,2026
b1214106512,-32.921939,151.7350396,106.0,1,assumed,106.0,house,,,,2026
b1214109269,-32.9229864,151.7354893,90.1,1,assumed,90.1,house,,,,2026
b1214109271,-32.9229507,151.7355214,21.7,2,assumed,43.4,garage,,,,2026
b1214109274,-32.9235811,151.7355162,154.5,1,assumed,154.5,house,,,,2026
b1215368133,-32.9230358,151.7354222,88.5,1,assumed,88.5,house,,,,2026
b1215368134,-32.9230966,151.735488,11.1,2,assumed,22.1,yes,,,,2026
b1215368136,-32.9231465,151.7354782,13.3,2,assumed,26.6,yes,,,,2026
b1215368137,-32.923127,151.7355008,13.2,2,assumed,26.4,yes,,,,2026
b1215368172,-32.9237144,151.7355385,34.2,2,assumed,68.3,yes,,,,2026
b1217015637,-32.92198,151.7409153,42.3,2,assumed,84.7,yes,,,,2026
b1219278484,-32.9220374,151.7392193,171.2,1,assumed,171.2,house,,,,2026
b1219278485,-32.9220856,151.739493,196.3,1,assumed,196.3,house,,,,2026
b1222298518,-32.9222713,151.7419343,750.6,2,assumed,1501.2,yes,,,,2026
b1222298522,-32.9220923,151.7420076,112.7,1,assumed,112.7,house,,,,2026
b1222298524,-32.9220042,151.7420463,116.4,1,assumed,116.4,house,,,,2026
b1222298525,-32.9219903,151.741937,92.0,2,assumed,184.0,yes,,,,2026
b1222298526,-32.9219807,151.7418628,44.5,2,assumed,89.0,yes,,,,2026
b1223540488,-32.9219454,151.738011,157.8,1,assumed,157.8,house,,,,2026
b1223540494,-32.9220124,151.7383124,14.2,2,assumed,28.3,yes,,,,2026
b1223540495,-32.9219198,151.7384133,230.1,1,assumed,230.1,house,,,,2026
b1223540502,-32.9220268,151.7374826,28.2,2,assumed,56.4,roof,,,,2026
b1223540503,-32.9219452,151.7375735,166.0,1,assumed,166.0,house,,,,2026
b1223540507,-32.9219784,151.7373134,34.8,2,assumed,69.6,yes,,,,2026
b1226218611,-32.9219939,151.7385317,16.9,2,assumed,33.8,roof,,,,2026
b1226218612,-32.9219903,151.7386723,269.0,1,assumed,269.0,house,,,,2026
b1226218613,-32.9220034,151.7388173,285.9,1,assumed,285.9,house,,,,2026
b1226218615,-32.9220106,151.7389455,213.1,1,assumed,213.1,house,,,,2026
b1226218617,-32.9220065,151.739083,152.6,1,assumed,152.6,house,,,,2026
b1226218635,-32.9220302,151.7393583,114.3,1,assumed,114.3,house,,,,2026
b1226250656,-32.9220011,151.7409695,16.1,2,assumed,32.2,yes,,,,2026
b1226250659,-32.9219656,151.7410724,35.5,2,assumed,71.0,yes,,,,2026
b1226250660,-32.9220095,151.7410427,9.1,2,assumed,18.3,shed,,,,2026
b1226250661,-32.9219335,151.741186,184.8,1,assumed,184.8,house,,,,2026
b1226250665,-32.9219603,151.7412575,50.5,2,assumed,100.9,yes,,,,2026
b1226250668,-32.9219771,151.7413647,30.2,2,assumed,60.3,roof,,,,2026
b1226253592,-32.9220004,151.7414196,16.3,2,assumed,32.6,yes,,,,2026
b1226253593,-32.9219786,151.7414671,26.5,2,assumed,53.0,yes,,,,2026
b1226253596,-32.921983,151.7415323,19.6,2,assumed,39.3,yes,,,,2026
b1226253597,-32.9219747,151.7416131,78.7,1,assumed,78.7,house,,,,2026
b1226253598,-32.9219709,151.741549,19.2,2,assumed,38.4,roof,,,,2026
b1226659517,-32.9220256,151.740441,51.5,2,assumed,103.0,yes,,,,2026
b1284822688,-32.9285404,151.7292906,122.1,1,assumed,122.1,house,,,,2026
b1285241807,-32.9289195,151.7353537,1450.2,2.0,osm,2900.4,school,,,K Block,2026
b1285241808,-32.9285802,151.7348577,382.3,2,assumed,764.7,school,,,,2026
b1285241816,-32.928406,151.7356526,502.7,2,assumed,1005.4,school,,,,2026
b1285241817,-32.9284983,151.7360955,727.8,2,assumed,1455.6,school,,,,2026
b1285241818,-32.928769,151.7360172,1457.0,2,assumed,2914.0,school,,,,2026
b1285241822,-32.9296721,151.7355835,286.0,2,assumed,572.1,school,,,,2026
b306216955,-32.923115,151.7347012,2449.6,2,assumed,4899.3,train_station,,,,2026
b306216956,-32.9230878,151.7343858,412.4,2,assumed,824.8,train_station,,,,2026
b367202879,-32.923296,151.7301945,1658.9,2,assumed,3317.9,yes,,,,2026
b367203010,-32.9229216,151.7323715,5094.2,2,assumed,10188.4,yes,,,,2026
b370373841,-32.9233627,151.7325156,231.4,2,assumed,462.9,yes,,social_facility,Kidsmile Health Group,2026
b370373844,-32.923207,151.7328072,674.9,2,assumed,1349.9,yes,,school,Newcastle Dance Academy,2026
b370537836,-32.923663,151.7319143,289.9,2,assumed,579.8,yes,,,Entertainment Book,2026
b370537837,-32.9235188,151.732278,247.6,2,assumed,495.1,yes,,,Lamond Catering Equipment,2026
b370653600,-32.9240962,151.7349498,379.1,3,assumed,1137.4,commercial,,,Picture Framing Australia,2026
b370660541,-32.925099,151.7350928,2089.7,2,assumed,4179.4,yes,,courthouse,Children's Court of NSW,2026
b370660542,-32.9250552,151.7340031,3400.0,2,assumed,6799.9,yes,electronics,,Harvey Norman,2026
b370660543,-32.9251156,151.7334705,1572.9,2,assumed,3145.8,yes,,,HVCCC,2026
b370660544,-32.924906,151.7344126,615.6,1.0,osm,615.6,yes,,dentist,ABC Orthodontics,2026
b370660545,-32.9250096,151.7347638,998.0,2,assumed,1996.0,yes,pawnbroker,,Cash Converters,2026
b370660588,-32.925124,151.7345538,1357.5,2,assumed,2715.1,yes,car_parts,,Auto Parts Professionals,2026
b470860622,-32.9258798,151.7314473,62.0,2,assumed,123.9,yes,,,,2026
b470860625,-32.9252446,151.7322311,996.0,2,assumed,1992.0,yes,,,,2026
b470860627,-32.9250361,151.7325081,474.3,2,assumed,948.6,yes,,,,2026
b470860630,-32.9248122,151.7327577,808.8,2,assumed,1617.5,yes,,,,2026
b470861702,-32.9252701,151.7329522,383.7,2.0,osm,767.3,yes,,,Applied Virtual Simulation,2026
b770971617,-32.9238457,151.7314507,392.2,1,assumed,392.2,retail,,,,2026
b770971622,-32.923635,151.7315595,11.3,2,assumed,22.6,roof,,,,2026
b770971623,-32.9235988,151.7315001,10.5,2,assumed,21.0,roof,,,,2026
b1079672460,-32.9251773,151.7331279,504.0,2.0,osm,1008.0,yes,,,Century Yuasa Newcastle,2026
b1079672461,-32.9252792,151.7332443,44.8,1.0,osm,44.8,yes,,,,2026
b1152327125,-32.9257407,151.7336032,250.9,4,assumed,1003.4,apartments,,,,2026
b1152327126,-32.9256442,151.7334317,151.6,1,assumed,151.6,house,,,,2026
b1152327127,-32.9257288,151.7322947,166.6,1,assumed,166.6,house,,,,2026
b1152327128,-32.9258296,151.7321119,113.5,2,assumed,227.1,yes,,,,2026
b1152327129,-32.9261625,151.7325073,115.2,1,assumed,115.2,house,,,,2026
b1152327130,-32.9260443,151.7327114,146.0,1,assumed,146.0,house,,,,2026
b1152327131,-32.9258644,151.733164,499.1,2,assumed,998.2,yes,,,,2026
b1152327132,-32.9258411,151.7334436,129.8,2,assumed,259.5,yes,,,,2026
b1152327133,-32.9256933,151.732564,167.1,1,assumed,167.1,house,,,,2026
b1152327134,-32.9255641,151.732493,137.3,1,assumed,137.3,house,,,,2026
b1152327135,-32.9255755,151.7327535,128.6,1,assumed,128.6,house,,,,2026
b1152327136,-32.9253247,151.7343257,308.6,2,assumed,617.1,yes,,,,2026
b1152327146,-32.9258624,151.7350173,158.0,2,assumed,316.0,yes,,,,2026
b1152327147,-32.9259571,151.7352901,131.5,2,assumed,263.1,yes,,,,2026
b1152327148,-32.926027,151.7351881,158.2,2,assumed,316.4,yes,,,,2026
b1152327149,-32.9261068,151.7350858,191.2,2,assumed,382.3,yes,,,,2026
b1212792745,-32.9221804,151.7345747,204.2,1,assumed,204.2,house,,,,2026
b1212792747,-32.9221336,151.7346657,195.3,1,assumed,195.3,house,,,,2026
b1212792748,-32.9222114,151.7347386,5.8,2,assumed,11.7,roof,,,,2026
b1212792751,-32.9222933,151.734507,201.9,1,assumed,201.9,house,,,,2026
b1212792752,-32.9221544,151.7344542,39.1,2,assumed,78.3,garage,,,,2026
b1213414375,-32.9220919,151.7335288,45.2,2,assumed,90.5,roof,,,,2026
b1214106507,-32.9220757,151.7348407,91.8,1,assumed,91.8,house,,,,2026
b1214106509,-32.9220913,151.734893,7.4,2,assumed,14.7,roof,,,,2026
b1214109270,-32.9229272,151.7354267,8.2,2,assumed,16.4,roof,,,,2026
b1215368128,-32.9231602,151.7352094,118.5,1,assumed,118.5,house,,,,2026
b1215368129,-32.9232136,151.7352668,23.2,2,assumed,46.4,roof,,,,2026
b1215368130,-32.9231188,151.7353169,109.5,1,assumed,109.5,house,,,,2026
b1215368131,-32.9231994,151.7354012,14.7,2,assumed,29.3,yes,,,,2026
b1215368132,-32.9230686,151.7353783,86.8,1,assumed,86.8,house,,,,2026
b1215368135,-32.9231295,151.7354452,12.5,2,assumed,25.0,yes,,,,2026
b1215368138,-32.9229765,151.7353632,5.9,2,assumed,11.7,yes,,,,2026
b1215368139,-32.9230099,151.735316,8.1,2,assumed,16.2,yes,,,,2026
b1215368140,-32.9232035,151.7351251,76.5,1,assumed,76.5,house,,,,2026
b1215368141,-32.9232591,151.7352013,8.3,2,assumed,16.7,yes,,,,2026
b1215368142,-32.923327,151.734982,215.1,1,assumed,215.1,house,,,,2026
b1215368143,-32.9232679,151.7350951,29.2,2,assumed,58.4,garage,,,,2026
b1215368144,-32.9233883,151.7351563,123.4,1,assumed,123.4,house,,,,2026
b1215368145,-32.9233504,151.7352056,12.3,2,assumed,24.6,roof,,,,2026
b1215368146,-32.9234323,151.7350987,9.2,2,assumed,18.3,roof,,,,2026
b1215368147,-32.9233887,151.7350782,25.3,2,assumed,50.6,garage,,,,2026
b1215368148,-32.9233206,151.7353326,29.9,2,assumed,59.7,yes,,,,2026
b1215368149,-32.9232719,151.7352818,28.6,2,assumed,57.2,yes,,,,2026
b1215368150,-32.9233547,151.7353688,11.0,2,assumed,22.0,yes,,,,2026
b1215368173,-32.9236804,151.7354684,19.2,2,assumed,38.4,yes,,,,2026
b1215625056,-32.9238247,151.7350682,120.9,1,assumed,120.9,house,,,,2026
b1215625057,-32.923868,151.7350069,6.9,2,assumed,13.8,roof,,,,2026
b1215625058,-32.9239059,151.7351717,438.2,2,assumed,876.3,yes,,,,2026
b1215625059,-32.9238297,151.7352668,42.3,2,assumed,84.6,roof,,,,2026
b1215625060,-32.9239387,151.7349874,43.5,2,assumed,87.0,yes,,,,2026
b1215625061,-32.9237932,151.7349688,148.7,2,assumed,297.5,yes,,,,2026
b1215625062,-32.9239154,151.7348488,44.9,2,assumed,89.9,yes,,,,2026
b1215625063,-32.9239393,151.7348938,18.0,2,assumed,36.1,yes,,,,2026
b1215625064,-32.9238988,151.7347561,79.0,2,assumed,157.9,yes,,,,2026
b1215625069,-32.9238369,151.7348898,24.7,2,assumed,49.5,yes,,,,2026
b1215625070,-32.9237101,151.7349068,81.1,2,assumed,162.3,yes,,,,2026
