building_id,lat,lon,footprint_m2,levels,levels_source,gross_floor_area_m2,building_type,shop,amenity,name,year
b1289743648,-32.9107967,151.7833781,49.4,2,assumed,98.8,roof,,,,2026
b1289743649,-32.9107698,151.7831788,75.8,2,assumed,151.7,garage,,,,2026
b1289743650,-32.9106664,151.7832026,49.3,2,assumed,98.6,yes,,,,2026
b1289743651,-32.9107287,151.7835407,121.2,1,assumed,121.2,house,,,,2026
b1289743652,-32.9107158,151.7834387,47.8,2,assumed,95.7,roof,,,,2026
b1289743653,-32.9106422,151.7835499,112.0,1,assumed,112.0,house,,,,2026
b1289743654,-32.9106361,151.7836323,10.1,2,assumed,20.3,roof,,,,2026
b1289743655,-32.9105734,151.7832184,23.7,2,assumed,47.5,garage,,,,2026
b1289743656,-32.9105468,151.7835561,157.2,1,assumed,157.2,house,,,,2026
b1289743657,-32.910531,151.7834339,35.6,2,assumed,71.1,garage,,,,2026
b1289743658,-32.9105014,151.783263,129.8,1,assumed,129.8,house,,,,2026
b1289791960,-32.91246,151.7836013,122.9,1,assumed,122.9,house,,,,2026
b1289791961,-32.9124903,151.7837283,146.8,1,assumed,146.8,house,,,,2026
b1289791962,-32.912537,151.7838912,318.7,1,assumed,318.7,house,,,,2026
b1289791963,-32.9126261,151.7839196,29.5,2,assumed,58.9,roof,,,,2026
b1289791964,-32.9127264,151.7837946,83.7,2,assumed,167.5,shed,,,,2026
b1289791965,-32.912679,151.7836935,126.0,2,assumed,252.1,yes,,,,2026
b1289791966,-32.9125569,151.7840754,207.5,1,assumed,207.5,house,,,,2026
b1289791967,-32.9124813,151.7840742,17.7,2,assumed,35.4,roof,,,,2026
b1289791968,-32.9127514,151.7839983,57.5,2,assumed,115.1,garage,,,,2026
b1289791969,-32.9127775,151.7841389,47.5,2,assumed,94.9,garage,,,,2026
b1289791970,-32.9129186,151.7838804,218.0,2,assumed,436.0,yes,,,,2026
b1289791971,-32.9127901,151.7842206,51.0,2,assumed,102.0,garage,,,,2026
b1289791972,-32.9128068,151.7843002,40.2,2,assumed,80.4,garage,,,,2026
b1289791973,-32.9128525,151.7845123,27.5,2,assumed,55.0,garage,,,,2026
b1289791974,-32.9125627,151.7842005,102.5,1,assumed,102.5,house,,,,2026
b1289791975,-32.9125786,151.7842794,103.4,2,assumed,206.8,garage,,,,2026
b1289791976,-32.912679,151.7842605,30.2,2,assumed,60.5,roof,,,,2026
b1289791977,-32.9126752,151.7841675,46.2,2,assumed,92.4,roof,,,,2026
b1289791978,-32.912597,151.7843888,198.9,1,assumed,198.9,house,,,,2026
b1289791980,-32.9126285,151.7845501,189.2,1,assumed,189.2,house,,,,2026
b1289791981,-32.9126857,151.7849519,221.0,1,assumed,221.0,house,,,,2026
b1289791983,-32.9127023,151.7851258,119.3,1,assumed,119.3,house,,,,2026
b1289791984,-32.9127465,151.7852573,251.2,1,assumed,251.2,house,,,,2026
b1289791985,-32.912753,151.7854702,143.6,1,assumed,143.6,house,,,,2026
b1289791986,-32.9127709,151.7857555,308.0,1,assumed,308.0,house,,,,2026
b1289791987,-32.9128628,151.7855453,41.4,2,assumed,82.8,garage,,,,2026
b1289791988,-32.912867,151.7854085,27.6,2,assumed,55.1,garage,,,,2026
b1289791989,-32.9129403,151.7857141,163.8,1,assumed,163.8,house,,,,2026
b1289791990,-32.9129376,151.7856267,21.8,2,assumed,43.6,roof,,,,2026
b1289791991,-32.9128492,151.7849285,33.3,2,assumed,66.6,garage,,,,2026
b1289791992,-32.9129419,151.784913,133.9,1,assumed,133.9,house,,,,2026
b1289791993,-32.9129409,151.7848333,11.5,2,assumed,22.9,roof,,,,2026
b1289791994,-32.9129709,151.7851782,107.1,2,assumed,214.2,garage,,,,2026
b1289791995,-32.9130496,151.7851467,24.7,2,assumed,49.5,shed,,,,2026
b1289791996,-32.9130039,151.785373,69.1,2,assumed,138.2,garage,,,,2026
b1289791997,-32.9130739,151.7856302,229.2,1,assumed,229.2,house,,,,2026
b1289791998,-32.9130554,151.7855481,26.7,2,assumed,53.5,roof,,,,2026
b1289791999,-32.9129515,151.7866014,201.2,1,assumed,201.2,house,,,,2026
b1289792000,-32.9130878,151.7865378,59.5,2,assumed,119.0,yes,,,,2026
b1289792001,-32.9130374,151.7865911,91.2,2,assumed,182.3,roof,,,,2026
b1289792002,-32.9132112,151.7865154,88.7,2,assumed,177.4,garage,,,,2026
b1289792003,-32.9130868,151.7867534,104.8,1,assumed,104.8,house,,,,2026
b1289792006,-32.9132238,151.7867371,110.6,1,assumed,110.6,house,,,,2026
b1289792007,-32.9127999,151.7862943,153.0,2,assumed,306.1,yes,,,,2026
b1289792008,-32.9128747,151.7864236,27.9,2,assumed,55.7,garage,,,,2026
b1289792009,-32.9129264,151.7862606,157.8,1,assumed,157.8,house,,,,2026
b1289792010,-32.9129475,151.7861941,6.8,2,assumed,13.5,roof,,,,2026
b1289792013,-32.9129754,151.7863842,63.0,2,assumed,126.0,garage,,,,2026
b1289792014,-32.9130369,151.7861908,127.8,1,assumed,127.8,house,,,,2026
b1289792015,-32.9130571,151.7862606,14.7,2,assumed,29.4,roof,,,,2026
b1289792016,-32.9130273,151.7863681,36.0,2,assumed,72.0,garage,,,,2026
b1289792017,-32.9130848,151.7863752,59.7,2,assumed,119.3,yes,,,,2026
b1289792018,-32.9131426,151.7861482,145.1,1,assumed,145.1,house,,,,2026
b1289792019,-32.9131762,151.7862644,28.6,2,assumed,57.2,yes,,,,2026
b1289792020,-32.9131954,151.7863493,16.9,2,assumed,33.8,yes,,,,2026
b1289792021,-32.9132173,151.7863422,7.5,2,assumed,15.0,roof,,,,2026
b1289792022,-32.9131462,151.7862549,4.0,2,assumed,8.0,roof,,,,2026
b1290283219,-32.9124361,151.7832243,163.5,1,assumed,163.5,house,,,,2026
b1290283221,-32.9124169,151.7831051,206.6,1,assumed,206.6,house,,,,2026
b1290283223,-32.9123546,151.7829633,110.6,1,assumed,110.6,house,,,,2026
b1290283224,-32.9124289,151.7829479,48.5,2,assumed,97.1,roof,,,,2026
b1290283225,-32.9125835,151.7829271,91.9,2,assumed,183.8,garage,,,,2026
b1290283226,-32.9125654,151.782787,75.0,2,assumed,150.0,garage,,,,2026
b1290283227,-32.9125524,151.7827009,20.0,2,assumed,40.1,yes,,,,2026
b1290283228,-32.9123376,151.7828231,105.5,1,assumed,105.5,house,,,,2026
b1290283229,-32.9122911,151.7828605,11.9,2,assumed,23.8,roof,,,,2026
b1290283230,-32.9124154,151.782814,66.6,2,assumed,133.2,roof,,,,2026
b1290283231,-32.9123148,151.7826961,122.3,1,assumed,122.3,house,,,,2026
b1290283232,-32.9123988,151.7826948,69.2,2,assumed,138.5,roof,,,,2026
b1290283233,-32.9125342,151.782623,45.5,2,assumed,91.0,garage,,,,2026
b1290283234,-32.9125107,151.7825309,61.9,2,assumed,123.9,garage,,,,2026
b1290283235,-32.9125067,151.782419,80.1,2,assumed,160.2,garage,,,,2026
b1290283236,-32.9124692,151.7822991,100.4,2,assumed,200.7,garage,,,,2026
b1290283238,-32.9125941,151.7830996,57.2,2,assumed,114.4,garage,,,,2026
b1290283239,-32.912619,151.7831801,58.2,2,assumed,116.4,garage,,,,2026
b1290283240,-32.9122983,151.7825678,126.5,1,assumed,126.5,house,,,,2026
b1290283241,-32.9123691,151.7825523,25.2,2,assumed,50.3,roof,,,,2026
b1290283244,-32.9123174,151.7824337,160.4,1,assumed,160.4,house,,,,2026
b1290283246,-32.912233,151.782475,9.5,2,assumed,19.1,roof,,,,2026
b1290283247,-32.9124336,151.7823956,36.2,2,assumed,72.4,roof,,,,2026
b1290283248,-32.9122852,151.7822979,153.9,1,assumed,153.9,house,,,,2026
b1290283249,-32.9122401,151.7822487,8.2,2,assumed,16.4,roof,,,,2026
b1290283250,-32.9123551,151.7823141,36.9,2,assumed,73.9,roof,,,,2026
b1291208198,-32.9122317,151.7819398,147.1,1,assumed,147.1,house,,,,2026
b1291208199,-32.9121826,151.7818084,128.6,1,assumed,128.6,house,,,,2026
b1291208200,-32.912164,151.7816925,124.4,1,assumed,124.4,house,,,,2026
b1291208201,-32.912157,151.7815603,138.0,1,assumed,138.0,house,,,,2026
b1291208202,-32.9122513,151.781815,27.7,2,assumed,55.5,roof,,,,2026
b1291208203,-32.9123796,151.7818456,45.1,2,assumed,90.1,garage,,,,2026
b1291208204,-32.9123095,151.7819453,30.6,2,assumed,61.2,roof,,,,2026
b1291208205,-32.9124012,151.7819803,36.1,2,assumed,72.2,garage,,,,2026
b1291208206,-32.9122398,151.7815627,26.0,2,assumed,51.9,roof,,,,2026
b1291208207,-32.9121555,151.7814944,15.7,2,assumed,31.3,roof,,,,2026
b1291208208,-32.9123349,151.7819569,10.1,2,assumed,20.2,yes,,,,2026
b1291208209,-32.9117712,151.7816663,305.4,2,assumed,610.9,yes,,,,2026
b1291208212,-32.9118693,151.7819783,80.5,1,assumed,80.5,house,,,,2026
b1291208213,-32.9118537,151.7819988,78.6,2,assumed,157.3,roof,,,,2026
b1291208214,-32.9116766,151.7818849,277.2,2,assumed,554.4,residential,,,,2026
b1294483663,-32.9090201,151.7825719,83.2,1,assumed,83.2,house,,,,2026
b1294483664,-32.9090023,151.7825024,32.3,2,assumed,64.5,roof,,,,2026
b1294483665,-32.909018,151.7826298,14.3,2,assumed,28.6,roof,,,,2026
b1294483666,-32.9089911,151.7824451,56.0,2,assumed,111.9,yes,,,,2026
b1294483667,-32.9089843,151.7830074,113.1,1,assumed,113.1,house,,,,2026
b1294483668,-32.909083,151.7829856,114.7,1,assumed,114.7,house,,,,2026
b1294483669,-32.9091807,151.7830673,225.8,1,assumed,225.8,house,,,,2026
b1294483670,-32.9094447,151.7829691,230.8,1,assumed,230.8,house,,,,2026
b1294483671,-32.9096764,151.7828808,125.2,1,assumed,125.2,house,,,,2026
b1294483672,-32.9094582,151.7824661,93.4,1,assumed,93.4,house,,,,2026
b1294483673,-32.9091834,151.7824493,218.0,1,assumed,218.0,house,,,,2026
b1294483674,-32.9096727,151.7823733,126.2,1,assumed,126.2,house,,,,2026
b1294483675,-32.9097802,151.7828546,122.7,1,assumed,122.7,house,,,,2026
b1294483676,-32.909991,151.7823564,99.3,1,assumed,99.3,house,,,,2026
b1294483677,-32.9100864,151.7823341,97.5,1,assumed,97.5,house,,,,2026
b1294483678,-32.910058,151.7827077,97.0,1,assumed,97.0,house,,,,2026
b1294483679,-32.9099639,151.7827195,39.5,2,assumed,79.0,roof,,,,2026
b1294483680,-32.9098527,151.7827488,30.1,2,assumed,60.1,garage,,,,2026
b1294483681,-32.9098105,151.7823579,179.9,1,assumed,179.9,house,,,,2026
b1294483682,-32.9105044,151.7827616,163.4,1,assumed,163.4,house,,,,2026
b1294483683,-32.9105102,151.7828981,122.3,1,assumed,122.3,house,,,,2026
b1294483684,-32.9105398,151.7830342,152.7,1,assumed,152.7,house,,,,2026
b1294483685,-32.910414,151.7822185,243.6,1,assumed,243.6,house,,,,2026
b1294483687,-32.9103466,151.7820099,49.7,2,assumed,99.4,garage,,,,2026
b1294483688,-32.9104559,151.7826462,155.9,1,assumed,155.9,house,,,,2026
b1294647141,-32.9095478,151.7828985,111.5,1,assumed,111.5,house,,,,2026
b1294647142,-32.9095628,151.7829903,60.7,2,assumed,121.3,roof,,,,2026
b1294647143,-32.909347,151.7829344,110.8,1,assumed,110.8,house,,,,2026
b1294647144,-32.9092639,151.7829927,124.8,1,assumed,124.8,house,,,,2026
b1294647146,-32.9092316,151.7829111,8.3,2,assumed,16.7,roof,,,,2026
b1294647147,-32.9092768,151.7830852,18.3,2,assumed,36.7,roof,,,,2026
b1294760659,-32.9099104,151.7823884,69.5,1,assumed,69.5,house,,,,2026
b1294760661,-32.9099066,151.7823253,29.0,2,assumed,58.1,roof,,,,2026
b1294760664,-32.909558,151.7824513,67.8,1,assumed,67.8,house,,,,2026
b1294760665,-32.9095277,151.7823359,97.9,2,assumed,195.7,yes,,,,2026
b1294760666,-32.9094453,151.7823813,38.8,2,assumed,77.6,roof,,,,2026
b1294760667,-32.9093669,151.7824571,140.8,1,assumed,140.8,house,,,,2026
b1294760668,-32.909275,151.782468,189.8,1,assumed,189.8,house,,,,2026
b1294760669,-32.9091111,151.7825424,125.9,1,assumed,125.9,house,,,,2026
b1294760670,-32.9090829,151.7824476,62.4,2,assumed,124.7,roof,,,,2026
b1294763022,-32.9100728,151.7827822,87.2,1,assumed,87.2,house,,,,2026
b1294763023,-32.9099746,151.7828034,36.5,2,assumed,72.9,roof,,,,2026
b1294763024,-32.910149,151.7827653,8.1,2,assumed,16.3,roof,,,,2026
b1294763025,-32.9098836,151.7828189,17.8,2,assumed,35.5,shed,,,,2026
b1294763026,-32.909926,151.7828953,36.4,2,assumed,72.8,shed,,,,2026
b1294763027,-32.9100668,151.7828635,130.2,1,assumed,130.2,house,,,,2026
b1294763028,-32.9100503,151.7829484,188.7,1,assumed,188.7,house,,,,2026
b1294763029,-32.9099446,151.7830634,52.1,2,assumed,104.2,garage,,,,2026
b1294763030,-32.9099554,151.7831823,49.4,2,assumed,98.9,garage,,,,2026
b1294763031,-32.9099947,151.7831246,6.8,2,assumed,13.7,shed,,,,2026
b1294763032,-32.910111,151.7830335,178.2,1,assumed,178.2,house,,,,2026
b1294763034,-32.9101499,151.7831337,131.2,1,assumed,131.2,house,,,,2026
b1294763035,-32.9101434,151.783365,113.2,2,assumed,226.3,garage,,,,2026
b1294763036,-32.9100562,151.7833449,87.5,2,assumed,175.1,garage,,,,2026
b1294763037,-32.9099562,151.7833513,55.0,2,assumed,110.1,yes,,,,2026
b1294763038,-32.9098979,151.7833911,24.8,2,assumed,49.5,yes,,,,2026
b1295174872,-32.9100705,151.7822313,54.9,2,assumed,109.8,roof,,,,2026
b1295174873,-32.910025,151.7819829,58.9,2,assumed,117.9,garage,,,,2026
b1295174874,-32.910017,151.7819229,13.6,2,assumed,27.1,shed,,,,2026
b1295174875,-32.9099652,151.7817837,96.9,1,assumed,96.9,house,,,,2026
b1295174876,-32.9098979,151.7817912,55.9,2,assumed,111.7,roof,,,,2026
b1295174877,-32.9099874,151.7817313,11.2,2,assumed,22.5,roof,,,,2026
b1295174878,-32.910016,151.7817998,6.3,2,assumed,12.6,roof,,,,2026
b1295174879,-32.9099131,151.7820012,41.9,2,assumed,83.8,garage,,,,2026
b1295174880,-32.9098678,151.7819849,24.5,2,assumed,49.0,garage,,,,2026
b1295174888,-32.9103453,151.7818968,126.4,1,assumed,126.4,house,,,,2026
b1295174904,-32.9102854,151.7836574,126.0,1,assumed,126.0,house,,,,2026
b1295174905,-32.9102711,151.7835492,62.9,2,assumed,125.9,roof,,,,2026
b1295189977,-32.9103153,151.7841023,140.1,1,assumed,140.1,house,,,,2026
b1295189978,-32.9102908,151.7841841,155.4,2,assumed,310.7,roof,,,,2026
b1295189979,-32.9103167,151.7842855,62.9,2,assumed,125.9,garage,,,,2026
b1295189980,-32.9103679,151.784463,140.3,1,assumed,140.3,house,,,,2026
b1298626517,-32.9118704,151.7837811,109.7,1,assumed,109.7,house,,,,2026
b1298626518,-32.9118886,151.7839013,43.8,2,assumed,87.7,yes,,,,2026
b1298626519,-32.9119233,151.7841311,61.9,2,assumed,123.7,garage,,,,2026
b1298626520,-32.9117822,151.7837779,100.5,1,assumed,100.5,house,,,,2026
b1298626521,-32.9117001,151.7838877,205.5,1,assumed,205.5,house,,,,2026
b1298626523,-32.9117236,151.7840432,16.2,2,assumed,32.4,roof,,,,2026
b1298626524,-32.9117434,151.784174,55.6,2,assumed,111.3,garage,,,,2026
b1298626525,-32.9116581,151.7841828,80.2,2,assumed,160.4,garage,,,,2026
b1298626526,-32.9116074,151.7838099,102.3,1,assumed,102.3,house,,,,2026
b1298626527,-32.9116004,151.7838959,33.9,2,assumed,67.8,roof,,,,2026
b1298626528,-32.9115177,151.783885,125.6,1,assumed,125.6,house,,,,2026
b1298626529,-32.9113857,151.7838958,205.6,1,assumed,205.6,house,,,,2026
b1298626530,-32.9112362,151.7839117,100.1,1,assumed,100.1,house,,,,2026
b1298626531,-32.9112453,151.784027,97.5,2,assumed,194.9,roof,,,,2026
b1298626532,-32.9111663,151.7840127,205.3,1,assumed,205.3,house,,,,2026
b1298626533,-32.9112979,151.7842464,99.0,2,assumed,198.0,garage,,,,2026
b1298626534,-32.9112079,151.7842824,65.4,2,assumed,130.7,garage,,,,2026
b1298626535,-32.9110509,151.7840386,189.1,1,assumed,189.1,house,,,,2026
b1298626536,-32.910857,151.7840157,185.9,1,assumed,185.9,house,,,,2026
b1298626537,-32.9108691,151.7841087,46.3,2,assumed,92.5,roof,,,,2026
b1298626538,-32.9107031,151.7840702,225.6,1,assumed,225.6,house,,,,2026
b1298626539,-32.9109401,151.7843506,63.6,2,assumed,127.1,garage,,,,2026
b1298626540,-32.9108518,151.784374,53.4,2,assumed,106.9,garage,,,,2026
b1298626541,-32.9110276,151.7843187,57.5,2,assumed,114.9,garage,,,,2026
b1298626542,-32.911083,151.7843327,22.8,2,assumed,45.7,shed,,,,2026
b1298626543,-32.9107204,151.7843711,134.3,1,assumed,134.3,house,,,,2026
b1298626545,-32.9106982,151.78428,55.8,2,assumed,111.6,garage,,,,2026
b1298626546,-32.9107549,151.7845557,135.9,1,assumed,135.9,house,,,,2026
b1298626548,-32.9108223,151.7848428,216.5,1,assumed,216.5,house,,,,2026
b1298626549,-32.9108651,151.785419,196.4,1,assumed,196.4,house,,,,2026
b1298626551,-32.910974,151.7857089,244.3,1,assumed,244.3,house,,,,2026
b1298626553,-32.9110032,151.7856581,42.1,2,assumed,84.2,roof,,,,2026
b1298626554,-32.9109596,151.7859036,146.3,1,assumed,146.3,house,,,,2026
b1298626559,-32.9109337,151.7860951,55.0,2,assumed,110.0,garage,,,,2026
b1298626560,-32.9110197,151.7862233,265.9,1,assumed,265.9,house,,,,2026
b1298626561,-32.9111529,151.7861593,301.5,1,assumed,301.5,house,,,,2026
b1298626562,-32.9111114,151.785868,74.3,2,assumed,148.6,garage,,,,2026
b1298626563,-32.911068,151.7859016,20.6,2,assumed,41.2,yes,,,,2026
b1298626564,-32.9106106,151.7860184,147.1,1,assumed,147.1,house,,,,2026
b1298626565,-32.9105387,151.7860037,63.4,2,assumed,126.7,roof,,,,2026
b1298626566,-32.9106511,151.7863019,171.1,1,assumed,171.1,house,,,,2026
b1298626567,-32.9106448,151.7862094,67.5,2,assumed,135.1,garage,,,,2026
b1298626568,-32.9105766,151.7857728,123.1,1,assumed,123.1,house,,,,2026
b1298626569,-32.9105641,151.7856931,32.3,2,assumed,64.6,garage,,,,2026
b1298626570,-32.9105643,151.7854634,124.9,1,assumed,124.9,house,,,,2026
b1298626571,-32.910558,151.7855505,12.6,2,assumed,25.2,roof,,,,2026
b1298626572,-32.9105785,151.7856363,38.4,2,assumed,76.9,garage,,,,2026
b1298626573,-32.9104715,151.7854768,117.2,1,assumed,117.2,house,,,,2026
b1298626574,-32.9105139,151.7856698,21.3,2,assumed,42.5,yes,,,,2026
b1298626575,-32.9105195,151.7857669,17.0,2,assumed,34.0,roof,,,,2026
b1298838184,-32.9131888,151.7855834,142.5,1,assumed,142.5,house,,,,2026
b1298838185,-32.9132628,151.7855394,133.6,1,assumed,133.6,house,,,,2026
b1298838186,-32.9131546,151.7853131,27.1,2,assumed,54.3,shed,,,,2026
b1298838187,-32.9132182,151.7852956,74.0,2,assumed,148.0,garage,,,,2026
b1298838188,-32.9131622,151.7853934,6.8,2,assumed,13.7,shed,,,,2026
b1298838189,-32.9132971,151.7852596,54.2,2,assumed,108.4,garage,,,,2026
b1298838190,-32.9132932,151.7853211,10.4,2,assumed,20.9,shed,,,,2026
b1298838191,-32.9133812,151.7852208,35.1,2,assumed,70.3,shed,,,,2026
b1298838192,-32.9132683,151.7850943,45.7,2,assumed,91.4,garage,,,,2026
b1298838193,-32.9131913,151.7851177,61.5,2,assumed,123.1,garage,,,,2026
b1298838194,-32.9133324,151.7855223,152.2,1,assumed,152.2,house,,,,2026
b1298838195,-32.9134392,151.7866847,268.4,1,assumed,268.4,house,,,,2026
b1298838196,-32.9134285,151.7864157,28.6,2,assumed,57.3,shed,,,,2026
b1298838197,-32.913475,151.7864153,8.8,2,assumed,17.6,shed,,,,2026
b1298838198,-32.9134222,151.7862704,81.6,2,assumed,163.2,garage,,,,2026
b1298838199,-32.9132552,151.7861028,148.9,1,assumed,148.9,house,,,,2026
b1298838200,-32.9132745,151.786213,54.0,2,assumed,108.0,roof,,,,2026
b1298838201,-32.9132567,151.7863257,41.9,2,assumed,83.8,shed,,,,2026
b1298838202,-32.9133797,151.7860333,153.9,1,assumed,153.9,house,,,,2026
b1298838203,-32.9134059,151.7861124,61.2,2,assumed,122.4,roof,,,,2026
b1298838206,-32.913414,151.7855117,105.3,1,assumed,105.3,house,,,,2026
b1298838207,-32.9134007,151.7854211,21.3,2,assumed,42.5,roof,,,,2026
b1298838208,-32.9134839,151.785475,100.5,1,assumed,100.5,house,,,,2026
b1298838209,-32.9134813,151.7853852,32.1,2,assumed,64.2,roof,,,,2026
b1298838210,-32.9135638,151.7853974,156.7,1,assumed,156.7,house,,,,2026
b1298838212,-32.9135107,151.7860298,276.4,1,assumed,276.4,house,,,,2026
b1298838213,-32.9136316,151.7859341,252.5,1,assumed,252.5,house,,,,2026
b1298838214,-32.9136646,151.786178,138.6,2,assumed,277.1,garage,,,,2026
b1298838215,-32.9136611,151.7853503,198.4,1,assumed,198.4,house,,,,2026
b1298838216,-32.9136964,151.7852768,40.6,2,assumed,81.2,roof,,,,2026
b1298838217,-32.9134423,151.7851983,53.5,2,assumed,107.0,yes,,,,2026
b1298838218,-32.9135243,151.7851667,60.8,2,assumed,121.6,garage,,,,2026
b1298838219,-32.9136099,151.7851285,71.1,2,assumed,142.2,garage,,,,2026
b1298838220,-32.9136807,151.7851077,59.5,2,assumed,119.0,garage,,,,2026
b1298838221,-32.9137551,151.785857,129.8,1,assumed,129.8,house,,,,2026
b1298838222,-32.9137752,151.7859638,95.5,2,assumed,191.1,roof,,,,2026
b1298838223,-32.91389,151.7857991,205.5,1,assumed,205.5,house,,,,2026
b1298838224,-32.91391,151.7859279,123.0,2,assumed,246.0,roof,,,,2026
b1298838225,-32.9138152,151.786143,57.6,2,assumed,115.3,garage,,,,2026
b1298838226,-32.9137562,151.786143,35.9,2,assumed,71.8,shed,,,,2026
b1298838227,-32.9139243,151.7861147,94.3,2,assumed,188.5,shed,,,,2026
b1298838228,-32.9138279,151.7852228,269.1,1,assumed,269.1,house,,,,2026
b1298838230,-32.9137497,151.7850796,54.0,2,assumed,107.9,garage,,,,2026
b1298838231,-32.9137591,151.785127,11.8,2,assumed,23.6,roof,,,,2026
b1298838232,-32.9138334,151.7850198,22.6,2,assumed,45.2,shed,,,,2026
b1298838233,-32.913909,151.785041,31.8,2,assumed,63.6,shed,,,,2026
b1298838234,-32.9139809,151.7851663,231.1,1,assumed,231.1,house,,,,2026
b1298838235,-32.9140062,151.7850341,41.0,2,assumed,82.0,roof,,,,2026
b1298838236,-32.9141333,151.7850748,304.9,1,assumed,304.9,house,,,,2026
b1298838237,-32.9143067,151.7850244,172.9,1,assumed,172.9,house,,,,2026
b1298838238,-32.914221,151.7849427,100.5,2,assumed,200.9,garage,,,,2026
b1298838239,-32.9142573,151.7848986,14.9,2,assumed,29.8,roof,,,,2026
b1298838240,-32.9143777,151.7848325,55.7,2,assumed,111.5,garage,,,,2026
b1298838241,-32.9143816,151.7846317,49.9,2,assumed,99.7,garage,,,,2026
b1298838242,-32.9144592,151.7848,39.8,2,assumed,79.6,shed,,,,2026
b1298838243,-32.9146883,151.7846869,27.7,2,assumed,55.4,garage,,,,2026
b1298838244,-32.9144498,151.7849798,170.4,1,assumed,170.4,house,,,,2026
b1298838245,-32.914405,151.7848939,20.2,2,assumed,40.4,roof,,,,2026
b1298838246,-32.9145827,151.7848842,313.3,1,assumed,313.3,house,,,,2026
b1298838247,-32.914715,151.7848754,107.8,1,assumed,107.8,house,,,,2026
b1298838248,-32.9146796,151.7847863,10.0,2,assumed,20.0,roof,,,,2026
b1298838249,-32.9139971,151.7857385,128.2,1,assumed,128.2,house,,,,2026
b1298838250,-32.9140091,151.7858497,74.1,2,assumed,148.2,yes,,,,2026
b1298838251,-32.9140474,151.7860829,57.0,2,assumed,114.1,garage,,,,2026
b1298838252,-32.9140977,151.7856817,154.5,1,assumed,154.5,house,,,,2026
b1298838254,-32.9141222,151.7858046,138.5,2,assumed,277.0,roof,,,,2026
b1298838255,-32.9141828,151.7860231,74.4,2,assumed,148.8,garage,,,,2026
b1298838257,-32.9141746,151.785958,24.2,2,assumed,48.4,roof,,,,2026
b1298838258,-32.914237,151.7856953,282.9,1,assumed,282.9,house,,,,2026
b1298838259,-32.9143131,151.7859906,59.4,2,assumed,118.8,garage,,,,2026
b1298838260,-32.9144027,151.785876,236.3,1,assumed,236.3,house,,,,2026
b1298838262,-32.9143547,151.7857126,30.4,2,assumed,60.7,yes,,,,2026
b1298838263,-32.9143523,151.7855539,229.4,1,assumed,229.4,house,,,,2026
b1298838264,-32.914495,151.7854723,159.0,1,assumed,159.0,house,,,,2026
b1298838265,-32.9144849,151.7856916,39.4,2,assumed,78.8,shed,,,,2026
b1298838266,-32.9146287,151.7854817,226.1,2,assumed,452.1,yes,,,,2026
b1298838267,-32.9147573,151.7854831,130.0,2,assumed,259.9,roof,,,,2026
b1298838268,-32.9146719,151.7853854,9.0,2,assumed,18.0,roof,,,,2026
b1298838269,-32.9148002,151.7857146,158.0,1,assumed,158.0,house,,,,2026
b1298838271,-32.9148471,151.7858426,133.3,1,assumed,133.3,house,,,,2026
b1298838272,-32.9147736,151.7858568,21.7,2,assumed,43.5,roof,,,,2026
b1298838273,-32.9145647,151.7858391,31.7,2,assumed,63.5,shed,,,,2026
b1298838274,-32.9145467,151.7858955,12.2,2,assumed,24.4,shed,,,,2026
b1298838275,-32.9145838,151.7859579,57.2,2,assumed,114.4,shed,,,,2026
b1298841138,-32.9119322,151.7826568,198.3,1,assumed,198.3,house,,,,2026
b1298841139,-32.9119494,151.7827847,27.3,2,assumed,54.6,roof,,,,2026
b1298841140,-32.9118881,151.7827134,31.3,2,assumed,62.7,roof,,,,2026
b1298841141,-32.9118624,151.7825733,21.2,2,assumed,42.5,roof,,,,2026
b1298841142,-32.9119288,151.7824619,69.8,2,assumed,139.6,garage,,,,2026
b1298841143,-32.9119152,151.7825311,12.4,2,assumed,24.8,shed,,,,2026
b1298841144,-32.9118876,151.7823305,123.3,1,assumed,123.3,house,,,,2026
b1298841145,-32.9118402,151.7823903,73.4,2,assumed,146.9,roof,,,,2026
b1298841146,-32.9119485,151.7823512,8.8,2,assumed,17.7,roof,,,,2026
b1298882903,-32.9121934,151.784331,357.4,1,assumed,357.4,house,,,,2026
b1298882904,-32.9122966,151.7850348,95.7,1,assumed,95.7,house,,,,2026
b1298882905,-32.912256,151.7850756,60.8,2,assumed,121.7,roof,,,,2026
b1298882906,-32.9123447,151.7851816,45.3,2,assumed,90.6,garage,,,,2026
b1298882907,-32.9122737,151.785222,9.2,2,assumed,18.5,shed,,,,2026
b1298882908,-32.9123319,151.7853719,274.0,1,assumed,274.0,house,,,,2026
b1298882909,-32.9123797,151.7856782,326.8,1,assumed,326.8,house,,,,2026
b1298882910,-32.9124788,151.7859607,222.3,1,assumed,222.3,house,,,,2026
b1298882911,-32.9124406,151.7859199,21.5,2,assumed,43.0,roof,,,,2026
b1298882912,-32.9123967,151.7858723,16.2,2,assumed,32.5,shed,,,,2026
b1298882913,-32.9124627,151.7858006,17.3,2,assumed,34.6,garage,,,,2026
b1298882914,-32.9122965,151.7859758,112.3,1,assumed,112.3,house,,,,2026
b1298882915,-32.9123265,151.786041,6.7,2,assumed,13.5,roof,,,,2026
