SA1_CODE21,zone_tier,jobs,area_km2,jobs_per_km2,density_weight,price_aud_hr,price_sweep_low,price_sweep_high,price_source
10602161407,core,80.0,0.2888,277.01,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161408,core,57.4,0.3077,186.55,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161409,core,0.0,0.1369,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161410,core,0.0,0.1222,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161411,core,273.0,0.1534,1779.66,0.038669,0.1237,0.0619,0.1856,modelled_from_job_density
10602161412,core,292.8,0.2434,1202.96,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161413,core,113.0,0.2159,523.39,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161414,core,806.8,0.418,1930.14,0.059541,0.1905,0.0953,0.2858,modelled_from_job_density
10602161415,core,0.9,0.1313,6.85,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161416,core,288.1,1.2824,224.66,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161417,core,593.1,0.3179,1865.68,0.0506,0.1619,0.081,0.2429,modelled_from_job_density
10602161418,core,244.8,0.46,532.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161419,core,84.7,0.1508,561.67,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161420,core,0.0,0.159,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161421,core,9.4,0.1041,90.3,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161422,core,10.4,4.3474,2.39,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161423,core,9.4,0.1357,69.27,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161424,core,18.8,4.4641,4.21,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161425,core,169.5,0.242,700.41,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161426,core,335.2,0.2377,1410.18,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161427,core,183.6,0.4354,421.68,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161428,core,9.4,0.1185,79.32,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161429,core,52.7,0.92,57.28,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161430,core,20.7,0.1721,120.28,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161431,core,150.6,0.1504,1001.33,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161432,core,5.6,0.1702,32.9,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161433,core,85.7,0.336,255.06,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161434,core,0.0,0.176,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161435,core,248.5,0.2768,897.76,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161436,core,10.4,0.088,118.18,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161437,core,0.0,0.1077,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161438,core,15.1,0.2023,74.64,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161439,core,18.8,0.1849,101.68,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161440,core,190.2,0.3507,542.34,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161441,core,98.9,0.2222,445.09,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161442,core,1874.5,0.3695,5073.07,0.495478,1.5855,0.7928,2.3783,modelled_from_job_density
10602161443,core,98.9,0.2115,467.61,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161444,core,10.4,0.1025,101.46,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161445,core,57.4,0.2504,229.23,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161446,core,0.0,0.143,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161447,core,9.4,0.1252,75.08,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161448,core,10.4,0.3278,31.73,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161449,core,354.0,0.3008,1176.86,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161501,core,0.0,0.146,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161502,core,10.3,35.4908,0.29,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161503,core,0.0,0.1912,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161504,core,97.6,0.3681,265.15,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161505,core,736.1,0.2173,3387.48,0.26168,0.8374,0.4187,1.2561,modelled_from_job_density
10602161506,core,55.1,2.1857,25.21,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161507,core,52.0,0.7339,70.85,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161508,core,5.1,0.116,43.97,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161509,core,0.0,0.2403,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161510,core,11.3,0.2002,56.44,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161511,core,147.2,0.1341,1097.69,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161512,core,94.8,0.2183,434.26,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161513,core,39.4,2.6487,14.88,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161514,core,38.7,29.9362,1.29,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161515,core,3.4,0.1054,32.26,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161516,core,211.6,1.0353,204.39,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161517,core,127.0,0.232,547.41,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161518,core,0.0,0.3577,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161519,core,24.7,0.4156,59.43,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161520,core,215.7,1.2921,166.94,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161521,core,15.4,0.5406,28.49,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161522,core,22.3,1.6592,13.44,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161523,core,54.8,0.1219,449.55,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161524,core,89.7,0.4056,221.15,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161525,core,41.4,0.1891,218.93,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161526,core,5.5,0.1822,30.19,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161527,core,0.0,0.1954,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161528,core,7.2,0.1819,39.58,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161529,core,37.7,0.1485,253.87,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161530,core,79.1,0.1948,406.06,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161531,core,202.4,4.9798,40.64,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161532,core,0.3,0.1432,2.09,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161533,core,75.3,34.3913,2.19,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161534,core,24.0,0.2088,114.94,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161535,core,45.9,15.5524,2.95,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161536,core,174.6,0.1564,1116.37,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161537,core,196.9,0.2742,718.09,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161538,core,105.1,0.1688,622.63,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161539,core,0.3,0.1326,2.26,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161601,core,146.5,0.1268,1155.36,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161602,core,174.0,0.2353,739.48,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161603,core,95.2,0.5799,164.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161604,core,86.1,0.1839,468.19,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161605,core,177.6,0.2203,806.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161606,core,38.5,0.176,218.75,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161607,core,318.7,0.3489,913.44,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161608,core,18.3,0.1178,155.35,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161609,core,137.4,0.2584,531.73,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161610,core,25.6,0.3038,84.27,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161611,core,2983.3,6.2543,477.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161612,core,56.8,0.164,346.34,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161613,core,54.9,0.2046,268.33,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161614,core,631.8,0.3285,1923.29,0.05859,0.1875,0.0937,0.2812,modelled_from_job_density
10602161615,core,159.3,14.0214,11.36,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161616,core,148.3,0.1478,1003.38,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161617,core,157.5,0.4839,325.48,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161618,core,73.3,0.1828,400.98,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161619,core,164.8,0.3821,431.3,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161620,core,0.0,14.5706,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161701,core,45.0,0.5464,82.36,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161702,core,0.0,0.1457,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161703,core,0.0,0.2686,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161704,core,206.0,0.3675,560.54,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161705,core,42.2,0.1926,219.11,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161706,core,78.8,0.2669,295.24,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161707,core,11.8,0.2159,54.65,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161708,core,248.8,0.3068,810.95,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161709,core,5.6,0.112,50.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161710,core,17.5,5.9169,2.96,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161711,core,11.3,0.1558,72.53,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161712,core,159.3,0.3482,457.5,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161713,core,39.4,0.3616,108.96,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161714,core,116.0,0.3203,362.16,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161715,core,22.5,0.1818,123.76,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161716,core,53.5,0.2106,254.04,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161717,core,11.3,0.1246,90.69,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161718,core,99.1,1.6374,60.52,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161719,core,152.6,0.5673,268.99,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161720,core,5.6,0.6253,8.96,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161721,core,40.0,0.2813,142.2,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161722,core,186.3,3.9687,46.94,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161723,core,53.5,0.1527,350.36,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161801,core,4.4,0.3873,11.36,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161802,core,354.3,13.9579,25.38,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161803,core,18.6,0.1993,93.33,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161804,core,62.7,4.2539,14.74,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161805,core,504.5,0.4507,1119.37,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161806,core,0.0,0.2023,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161807,core,256.2,0.1391,1841.84,0.047293,0.1513,0.0757,0.227,modelled_from_job_density
10602161808,core,780.2,2.3464,332.51,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161809,core,8.8,0.2097,41.96,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161810,core,0.0,0.1185,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161811,core,1113.3,0.1716,6487.76,0.691702,2.2134,1.1067,3.3202,modelled_from_job_density
10602161812,core,17.7,0.1893,93.5,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161813,core,17.7,0.1162,152.32,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161814,core,35.3,0.4386,80.48,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161815,core,83.9,0.1333,629.41,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161816,core,0.0,0.1624,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161817,core,369.3,2.0731,178.14,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161818,core,371.1,0.2741,1353.89,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161819,core,0.0,0.1485,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161820,core,0.9,1.6086,0.56,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161821,core,0.0,0.2096,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161822,core,0.0,0.181,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161823,core,335.8,0.2026,1657.45,0.021718,0.0695,0.0347,0.1042,modelled_from_job_density
10602161824,core,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161825,core,0.0,0.3453,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161826,core,114.9,27.7958,4.13,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161827,core,0.0,0.1006,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161828,core,0.0,0.1443,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161829,core,6.2,2.054,3.02,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161830,core,18.6,0.2014,92.35,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161831,core,167.9,1.7086,98.27,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161832,core,428.5,0.2968,1443.73,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161833,core,0.0,0.1705,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161834,core,8.8,0.1907,46.15,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161835,core,291.6,0.1298,2246.53,0.103426,0.331,0.1655,0.4964,modelled_from_job_density
10602161836,core,53.0,1.2009,44.13,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161837,core,159.0,0.1554,1023.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161838,core,0.0,0.1055,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10602161839,core,176.7,0.2183,809.44,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111901,core,51.0,0.4141,123.16,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111902,core,67.5,0.1245,542.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111903,core,96.7,0.5331,181.39,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111904,core,58.3,0.4631,125.89,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111906,core,55.2,32.603,1.69,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111907,core,93.7,6.3763,14.7,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111908,core,0.0,0.6315,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111909,core,44.6,0.1328,335.84,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111910,core,78.8,13.1529,5.99,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111911,core,32.1,0.1416,226.69,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111912,core,45.4,0.3765,120.58,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111913,core,67.2,0.1724,389.79,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111914,core,58.3,0.1502,388.15,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111915,core,83.3,0.2599,320.51,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111916,core,65.4,0.1715,381.34,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111917,core,0.0,1.2166,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111918,core,51.9,1.1817,43.92,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111919,core,0.0,3.0846,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111921,core,19.7,0.1242,158.62,0.0,0.0,0.0,0.0,modelled_from_job_density
10603111922,core,88.8,6.6981,13.26,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112001,core,3.6,3.5543,1.01,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112002,core,50.0,0.2507,199.44,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112003,core,39.3,0.1609,244.25,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112004,core,63.8,0.5002,127.55,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112005,core,1.1,21.2885,0.05,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112006,core,83.6,0.3924,213.05,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112007,core,35.0,0.2286,153.11,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112008,core,80.9,0.2625,308.19,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112009,core,109.6,0.6728,162.9,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112010,core,84.2,0.2995,281.14,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112011,core,36.2,0.174,208.05,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112012,core,51.0,0.2345,217.48,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112013,core,58.8,0.2396,245.41,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112014,core,68.7,0.2584,265.87,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112015,core,31.4,0.2117,148.32,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112016,core,76.9,0.2698,285.03,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112017,core,0.7,0.6547,1.07,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112018,core,72.3,0.3118,231.88,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112101,core,0.0,1.0798,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112102,core,7303.0,0.4931,14810.38,1.0,3.2,1.6,4.8,modelled_from_job_density
10603112103,core,0.0,0.3024,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112104,core,0.0,0.1435,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112105,core,0.0,0.1117,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112106,core,0.0,0.3763,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112107,core,0.0,0.0813,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112108,core,0.0,0.176,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112109,core,0.0,0.1414,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112110,core,0.0,0.0903,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112111,core,0.0,1.9706,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112112,core,0.0,1.4357,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112113,core,0.0,1.5629,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112114,core,0.0,5.2193,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112115,core,0.0,0.3048,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112116,core,0.0,0.362,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112117,core,0.0,20.5614,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112118,core,0.0,0.4185,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112119,core,0.0,0.1973,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112120,core,0.0,0.1006,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112121,core,0.0,0.1134,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112122,core,0.0,0.4484,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112123,core,0.0,0.2136,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112124,core,0.0,0.2106,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112125,core,0.0,0.2446,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112126,core,0.0,0.2271,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112127,core,0.0,0.2205,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112128,core,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112129,core,0.0,0.1159,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112130,core,0.0,0.1474,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112131,core,0.0,0.837,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112133,core,0.0,0.2003,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112134,core,0.0,0.2081,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112135,core,0.0,0.6657,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112136,core,0.0,0.1589,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112137,core,0.0,0.201,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112138,core,0.0,0.3835,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112139,core,0.0,0.139,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112140,core,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112141,core,0.0,0.2017,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112142,core,0.0,0.327,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112143,core,0.0,0.253,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112144,core,0.0,0.203,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112145,core,0.0,0.2867,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112146,core,0.0,0.2451,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112147,core,0.0,0.138,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112148,core,0.0,0.2095,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112149,core,0.0,0.3288,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112150,core,0.0,0.0988,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112151,core,0.0,0.4277,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112152,core,0.0,1.9527,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112153,core,0.0,1.2434,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112154,core,0.0,0.3027,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112155,core,0.0,0.1192,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112156,core,0.0,0.2912,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112157,core,0.0,0.1805,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112158,core,0.0,0.4862,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112201,core,33.1,0.2825,117.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112202,core,478.4,34.9112,13.7,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112203,core,60.2,12.2201,4.93,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112204,core,135.4,1.3307,101.75,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112205,core,180.5,0.2998,602.07,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112206,core,15.0,0.1438,104.31,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112207,core,0.0,0.1601,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112208,core,526.5,0.191,2756.54,0.174167,0.5573,0.2787,0.836,modelled_from_job_density
10603112209,core,0.0,0.1966,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112210,core,1582.6,0.9711,1629.7,0.017868,0.0572,0.0286,0.0858,modelled_from_job_density
10603112211,core,3628.6,0.8657,4191.52,0.373204,1.1943,0.5971,1.7914,modelled_from_job_density
10603112212,core,15.0,0.173,86.71,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112213,core,0.0,0.1332,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112214,core,30.1,0.1401,214.85,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112215,core,0.0,0.1946,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112216,core,406.2,0.6517,623.29,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112217,core,15.0,0.2636,56.9,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112218,core,0.0,0.1241,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112219,core,0.0,0.1516,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112220,core,315.9,0.3585,881.17,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112221,core,427.2,0.2531,1687.87,0.025937,0.083,0.0415,0.1245,modelled_from_job_density
10603112222,core,0.0,0.1814,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112223,core,108.3,0.2076,521.68,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112224,core,225.7,0.1168,1932.36,0.059849,0.1915,0.0958,0.2873,modelled_from_job_density
10603112225,core,0.0,0.2862,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112226,core,105.3,0.2222,473.9,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112227,core,0.0,0.2595,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112228,core,60.2,0.2428,247.94,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112230,core,2668.8,12.8278,208.05,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112232,core,45.1,5.2806,8.54,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112233,core,276.8,0.4634,597.32,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112234,core,45.1,3.0731,14.68,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112235,core,180.5,0.7585,237.97,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112236,core,60.2,31.4994,1.91,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112301,core,0.0,20.3472,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112302,core,0.0,7.3466,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112303,core,216.6,1.0532,205.66,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112304,core,0.7,1.3043,0.54,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112305,core,79.5,0.7509,105.87,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112306,core,0.0,0.95,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112307,core,0.0,2.8969,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
10603112308,core,0.0,2.4937,0.0,0.0,0.0,0.0,0.0,modelled_from_job_density
