SA1_CODE21,SA2_CODE21,SA2_NAME21,zone_tier,area_km2,x_mga56,y_mga56,lon,lat,population,dwellings_total,office,retail,food,civic,health,leisure,tourism,amenity,landuse,job_index,jobs_sa2,jobs,jobs_source,attr_HW,attr_HE,attr_HS,attr_HO,attr_WB,attr_NHB
11101120712,111011207,Belmont South - Blacksmiths,core,0.5614,373681.5,6339103.6,151.6466213,-33.0793347,561,282,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,18.0,742,51.8,modelled_from_WPP_SA2,51.8,13.72,16.5,15.0,5.0,15.0
11101120713,111011207,Belmont South - Blacksmiths,core,0.1703,373370.9,6340063.2,151.6434277,-33.0706449,308,138,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,742,25.9,modelled_from_WPP_SA2,25.9,7.66,1.5,18.0,3.0,3.0
11101120714,111011207,Belmont South - Blacksmiths,core,1.7759,374659.9,6341270.0,151.6573985,-33.059912,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,742,11.5,modelled_from_WPP_SA2,11.5,1.0,1.0,7.0,2.0,2.0
11101120715,111011207,Belmont South - Blacksmiths,core,0.7957,373609.9,6340927.6,151.6461061,-33.062878,540,268,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,742,17.3,modelled_from_WPP_SA2,17.3,11.3,0.5,9.0,1.0,1.0
11101120716,111011207,Belmont South - Blacksmiths,core,0.0863,374588.2,6342617.8,151.6568151,-33.0477489,268,124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.2,742,9.2,modelled_from_WPP_SA2,9.2,5.36,0.0,3.0,0.0,0.0
11101120801,111011208,Charlestown - Dudley,core,0.1244,379754.9,6352227.6,151.7133977,-32.9616709,419,180,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.2,12724,66.5,modelled_from_WPP_SA2,66.5,8.88,4.5,6.0,1.0,6.0
11101120802,111011208,Charlestown - Dudley,core,0.1425,377095.7,6352878.9,151.685038,-32.9555007,325,150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.2,12724,75.8,modelled_from_WPP_SA2,75.8,6.5,0.0,4.0,3.0,0.0
11101120803,111011208,Charlestown - Dudley,core,0.2132,377563.8,6352736.2,151.690026,-32.9568409,306,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,12724,11.1,modelled_from_WPP_SA2,11.1,6.62,0.5,1.0,1.0,1.0
11101120804,111011208,Charlestown - Dudley,core,0.0941,376948.9,6352590.0,151.6834296,-32.9580902,263,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12724,9.2,modelled_from_WPP_SA2,9.2,5.76,0.5,1.0,1.0,1.0
11101120806,111011208,Charlestown - Dudley,core,0.1495,379757.1,6350074.2,151.7131394,-32.9810911,310,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,12724,46.2,modelled_from_WPP_SA2,46.2,8.7,2.5,5.0,5.0,5.0
11101120807,111011208,Charlestown - Dudley,core,0.2403,378054.7,6350277.0,151.6949517,-32.9790727,424,159,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,45.2,12724,417.6,modelled_from_WPP_SA2,417.6,98.48,0.0,9.0,15.0,9.0
11101120808,111011208,Charlestown - Dudley,core,3.3528,381103.6,6351515.8,151.7277338,-32.9682376,408,133,0.0,0.0,0.0,0.0,0.0,35.0,8.0,14.0,0.0,108.0,12724,997.8,modelled_from_WPP_SA2,997.8,15.16,7.0,213.0,14.0,14.0
11101120809,111011208,Charlestown - Dudley,core,0.5129,380868.9,6352863.0,151.7253969,-32.9560631,375,121,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,12724,166.3,modelled_from_WPP_SA2,166.3,37.5,0.0,6.0,5.0,3.0
11101120810,111011208,Charlestown - Dudley,core,0.1982,379721.6,6352872.4,151.7131259,-32.9558525,396,149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.4,12724,49.9,modelled_from_WPP_SA2,49.9,9.42,1.5,8.0,3.0,3.0
11101120811,111011208,Charlestown - Dudley,core,0.21,379236.8,6352816.3,151.7079324,-32.9563044,375,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.4,12724,31.4,modelled_from_WPP_SA2,31.4,9.0,1.5,3.0,3.0,3.0
11101120812,111011208,Charlestown - Dudley,core,0.2618,379868.5,6352456.7,151.7146426,-32.9596171,345,133,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,12724,64.7,modelled_from_WPP_SA2,64.7,7.4,0.5,16.0,1.0,1.0
11101120813,111011208,Charlestown - Dudley,core,0.1622,378022.5,6349816.1,151.6945459,-32.9832256,310,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,6.2,0.0,0.0,0.0,0.0
11101120814,111011208,Charlestown - Dudley,core,0.2862,379907.4,6350425.2,151.7147935,-32.9779419,442,179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,12724,27.7,modelled_from_WPP_SA2,27.7,9.34,0.5,6.0,1.0,1.0
11101120815,111011208,Charlestown - Dudley,core,0.1654,379222.2,6351778.9,151.7076405,-32.9656583,511,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,10.22,0.0,0.0,0.0,0.0
11101120816,111011208,Charlestown - Dudley,core,0.1417,379085.1,6352546.9,151.706275,-32.9587171,349,131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2,12724,20.3,modelled_from_WPP_SA2,20.3,6.98,0.0,5.0,0.0,0.0
11101120817,111011208,Charlestown - Dudley,core,0.1697,378836.8,6352433.7,151.7036034,-32.9597108,542,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,10.84,0.0,0.0,0.0,0.0
11101120818,111011208,Charlestown - Dudley,core,0.1608,379362.5,6352303.8,151.7092101,-32.96094,425,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,8.5,0.0,0.0,0.0,0.0
11101120819,111011208,Charlestown - Dudley,core,0.1702,378485.8,6352364.3,151.6998398,-32.9602977,485,195,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,25.6,12724,236.5,modelled_from_WPP_SA2,236.5,10.200000000000001,38.5,17.0,1.0,26.0
11101120820,111011208,Charlestown - Dudley,core,0.1675,378823.0,6352151.1,151.703419,-32.9622578,341,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,6.82,0.0,0.0,0.0,0.0
11101120821,111011208,Charlestown - Dudley,core,0.1645,378849.4,6351885.4,151.7036663,-32.964657,445,187,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.2,12724,85.0,modelled_from_WPP_SA2,85.0,9.4,10.5,13.0,1.0,6.0
11101120822,111011208,Charlestown - Dudley,core,0.382,378845.9,6351498.3,151.7035776,-32.9681475,464,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,12724,3.7,modelled_from_WPP_SA2,3.7,9.28,0.0,0.0,0.0,0.0
11101120823,111011208,Charlestown - Dudley,core,2.3767,380706.2,6347824.7,151.7230026,-33.0014812,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,11.0,12724,101.6,modelled_from_WPP_SA2,101.6,0.5,0.5,17.0,1.0,1.0
11101120824,111011208,Charlestown - Dudley,core,0.0704,377244.2,6351028.1,151.6863803,-32.9722086,197,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,3.94,0.0,0.0,0.0,0.0
11101120825,111011208,Charlestown - Dudley,core,0.2944,377548.3,6350994.2,151.689629,-32.9725482,377,148,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,7.4,12724,68.4,modelled_from_WPP_SA2,68.4,8.04,0.5,16.0,1.0,1.0
11101120826,111011208,Charlestown - Dudley,core,0.4463,380326.5,6348902.8,151.7190799,-32.9917168,649,225,0.0,0.0,1.0,1.0,0.0,14.0,1.0,2.0,0.0,54.0,12724,498.9,modelled_from_WPP_SA2,498.9,43.980000000000004,5.0,83.0,7.0,10.0
11101120827,111011208,Charlestown - Dudley,core,0.2009,380229.1,6349408.1,151.7181029,-32.9871494,569,205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12724,18.5,modelled_from_WPP_SA2,18.5,11.38,0.0,5.0,0.0,0.0
11101120828,111011208,Charlestown - Dudley,core,0.2221,377400.7,6351550.0,151.6881238,-32.9675191,451,168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.4,12724,142.3,modelled_from_WPP_SA2,142.3,39.019999999999996,0.0,3.0,5.0,3.0
11101120829,111011208,Charlestown - Dudley,core,0.1811,377054.1,6351553.7,151.684416,-32.9674472,314,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,6.28,0.0,0.0,0.0,0.0
11101120830,111011208,Charlestown - Dudley,core,0.2099,376754.8,6350950.0,151.6811336,-32.9728576,325,120,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,30.4,12724,280.9,modelled_from_WPP_SA2,280.9,66.5,0.0,6.0,10.0,6.0
11101120831,111011208,Charlestown - Dudley,core,0.1149,379522.2,6349961.4,151.7106119,-32.9820822,369,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,7.38,0.0,0.0,0.0,0.0
11101120832,111011208,Charlestown - Dudley,core,0.1458,378553.6,6350108.0,151.7002671,-32.9806524,247,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,4.94,0.0,0.0,0.0,0.0
11101120833,111011208,Charlestown - Dudley,core,0.1707,378491.1,6350475.9,151.6996469,-32.9773275,296,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,5.92,0.0,0.0,0.0,0.0
11101120834,111011208,Charlestown - Dudley,core,0.2269,378911.9,6350545.4,151.7041583,-32.9767476,313,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,6.26,0.0,0.0,0.0,0.0
11101120835,111011208,Charlestown - Dudley,core,0.4728,379033.6,6350876.4,151.7055038,-32.9737765,410,170,0.0,0.0,0.0,1.0,0.0,32.0,0.0,5.0,0.0,84.0,12724,776.1,modelled_from_WPP_SA2,776.1,40.7,2.5,168.0,10.0,8.0
11101120836,111011208,Charlestown - Dudley,core,0.161,377056.6,6350091.0,151.684247,-32.9806382,529,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,12724,7.4,modelled_from_WPP_SA2,7.4,10.58,0.0,0.0,0.0,0.0
11101120837,111011208,Charlestown - Dudley,core,0.1237,376784.5,6350255.6,151.6813581,-32.9791232,434,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,8.68,0.0,0.0,0.0,0.0
11101120838,111011208,Charlestown - Dudley,core,0.1727,376915.0,6350603.3,151.6828014,-32.9760024,289,115,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,23.2,12724,214.3,modelled_from_WPP_SA2,214.3,36.78,1.0,20.0,7.0,5.0
11101120839,111011208,Charlestown - Dudley,core,0.1548,378420.1,6351177.2,151.69898,-32.9709956,468,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,9.36,0.0,0.0,0.0,0.0
11101120840,111011208,Charlestown - Dudley,core,0.1921,378326.2,6350906.7,151.6979401,-32.9734247,442,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,8.84,0.0,0.0,0.0,0.0
11101120841,111011208,Charlestown - Dudley,core,0.1734,378206.7,6350585.8,151.6966192,-32.9763046,473,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,9.46,0.0,0.0,0.0,0.0
11101120842,111011208,Charlestown - Dudley,core,0.193,377957.0,6351069.2,151.6940118,-32.9719178,329,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,12724,11.1,modelled_from_WPP_SA2,11.1,7.08,0.5,1.0,1.0,1.0
11101120844,111011208,Charlestown - Dudley,core,0.1403,378287.0,6351903.4,151.697652,-32.9644317,244,146,0.0,0.0,3.0,6.0,5.0,3.0,0.0,5.0,3.0,159.6,12724,1474.6,modelled_from_WPP_SA2,1474.6,187.38,14.5,73.0,50.0,38.0
11101120845,111011208,Charlestown - Dudley,core,0.2213,376515.8,6351721.2,151.6786799,-32.9658754,334,132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12724,18.5,modelled_from_WPP_SA2,18.5,6.68,0.0,5.0,0.0,0.0
11101120846,111011208,Charlestown - Dudley,core,0.1512,376475.0,6351305.7,151.6781872,-32.9696183,448,143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,12724,37.0,modelled_from_WPP_SA2,37.0,8.96,0.0,10.0,0.0,0.0
11101120847,111011208,Charlestown - Dudley,core,0.1072,376781.5,6351550.4,151.6814996,-32.9674464,280,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,5.6000000000000005,0.0,0.0,0.0,0.0
11101120848,111011208,Charlestown - Dudley,core,0.297,376841.3,6352209.5,151.6822278,-32.9615092,343,145,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,32.0,12724,295.6,modelled_from_WPP_SA2,295.6,66.86,0.0,11.0,10.0,6.0
11101120849,111011208,Charlestown - Dudley,core,0.1852,377237.6,6352114.9,151.6864544,-32.962407,431,163,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.2,12724,38.8,modelled_from_WPP_SA2,38.8,8.620000000000001,0.0,10.0,0.0,0.0
11101120850,111011208,Charlestown - Dudley,core,0.099,376857.5,6351252.3,151.6822725,-32.970143,269,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,5.38,0.0,0.0,0.0,0.0
11101120851,111011208,Charlestown - Dudley,core,0.1638,377831.5,6351570.1,151.6927353,-32.9673868,266,113,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,25.0,12724,231.0,modelled_from_WPP_SA2,231.0,7.82,2.5,55.0,5.0,5.0
11101120852,111011208,Charlestown - Dudley,core,0.1867,377599.3,6352126.0,151.6903246,-32.962347,357,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,7.140000000000001,0.0,0.0,0.0,0.0
11101120853,111011208,Charlestown - Dudley,core,0.3412,380254.3,6350033.1,151.7184544,-32.9815157,353,125,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,12724,55.4,modelled_from_WPP_SA2,55.4,7.0600000000000005,0.0,15.0,0.0,0.0
11101120854,111011208,Charlestown - Dudley,core,0.4825,379665.3,6349309.2,151.7120573,-32.9879792,273,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12724,9.2,modelled_from_WPP_SA2,9.2,5.96,0.5,1.0,1.0,1.0
11101120855,111011208,Charlestown - Dudley,core,0.2675,379684.4,6351847.2,151.7125944,-32.9650932,714,301,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,27.2,12724,251.3,modelled_from_WPP_SA2,251.3,45.28,1.0,30.0,7.0,5.0
11101120856,111011208,Charlestown - Dudley,core,0.2638,381124.0,6348951.4,151.7276207,-32.9913662,312,118,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,18.0,12724,166.3,modelled_from_WPP_SA2,166.3,9.24,3.0,27.0,6.0,6.0
11101120857,111011208,Charlestown - Dudley,core,0.8529,380878.0,6349740.1,151.7250895,-32.9842263,350,137,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,23.0,12724,212.5,modelled_from_WPP_SA2,212.5,7.5,4.5,46.0,1.0,6.0
11101120858,111011208,Charlestown - Dudley,core,0.4019,378131.4,6352612.2,151.6960815,-32.9580222,396,165,0.0,2.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,44.2,12724,408.4,modelled_from_WPP_SA2,408.4,40.92,27.0,27.0,11.0,24.0
11101120859,111011208,Charlestown - Dudley,core,0.1596,377406.1,6352470.7,151.6883047,-32.9592169,485,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,12724,3.7,modelled_from_WPP_SA2,3.7,9.700000000000001,0.0,0.0,0.0,0.0
11101120860,111011208,Charlestown - Dudley,core,0.7526,377461.2,6349455.6,151.6884916,-32.9864138,561,221,0.0,0.0,1.0,2.0,1.0,12.0,0.0,2.0,1.0,70.2,12724,648.6,modelled_from_WPP_SA2,648.6,72.22,5.0,77.0,15.0,13.0
11101120861,111011208,Charlestown - Dudley,core,0.1421,377599.6,6350546.0,151.6901176,-32.9765956,327,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,6.54,0.0,0.0,0.0,0.0
11101120862,111011208,Charlestown - Dudley,core,0.1368,377209.8,6350539.7,151.6859468,-32.9766091,459,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,9.18,0.0,0.0,0.0,0.0
11101120863,111011208,Charlestown - Dudley,core,0.2208,377914.7,6352104.4,151.6936957,-32.9625773,390,209,4.0,16.0,3.0,2.0,3.0,10.0,0.0,7.0,1.0,211.2,12724,1951.3,modelled_from_WPP_SA2,1951.3,71.3,175.5,122.0,66.0,120.0
11101120864,111011208,Charlestown - Dudley,core,0.2469,378575.6,6349821.2,151.7004643,-32.9832416,418,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12724,0.0,modelled_from_WPP_SA2,0.0,8.36,0.0,0.0,0.0,0.0
11101120865,111011208,Charlestown - Dudley,core,0.9853,378373.9,6349130.0,151.6982145,-32.9894524,21,7,0.0,7.0,3.0,0.0,2.0,2.0,1.0,6.0,19.0,78.8,12724,728.0,modelled_from_WPP_SA2,728.0,3.42,85.0,56.0,12.0,56.0
11101120866,111011208,Charlestown - Dudley,core,0.7166,379038.9,6349594.3,151.7053923,-32.9853389,268,108,1.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,1.0,74.2,12724,685.5,modelled_from_WPP_SA2,685.5,37.86,54.5,35.0,23.0,46.0
11101120867,111011208,Charlestown - Dudley,core,0.144,378349.1,6351550.2,151.6982696,-32.9676235,269,144,1.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,52.6,12724,486.0,modelled_from_WPP_SA2,486.0,36.88,21.5,29.0,21.0,19.0
11101120868,111011208,Charlestown - Dudley,core,0.0213,378090.4,6351470.8,151.6954917,-32.9683111,239,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,12724,1.8,modelled_from_WPP_SA2,1.8,4.78,0.0,0.0,0.0,0.0
11101120869,111011208,Charlestown - Dudley,core,0.2028,379515.8,6350876.4,151.710663,-32.9738299,312,133,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,1.0,36.2,12724,334.5,modelled_from_WPP_SA2,334.5,36.74,0.5,54.0,6.0,4.0
11101120870,111011208,Charlestown - Dudley,core,0.2173,379646.0,6350693.8,151.7120327,-32.9754905,375,154,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,12724,212.5,modelled_from_WPP_SA2,212.5,7.5,30.0,13.0,3.0,15.0
11101120871,111011208,Charlestown - Dudley,core,0.3888,380048.4,6351639.2,151.716461,-32.9670094,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,12724,27.7,modelled_from_WPP_SA2,27.7,1.5,1.5,3.0,3.0,3.0
11101120901,111011209,Glendale - Cardiff - Hillsborough,core,0.9371,376233.7,6353325.6,151.6758778,-32.9513757,509,170,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,28.4,11372,175.5,modelled_from_WPP_SA2,175.5,40.68,0.5,34.0,6.0,4.0
11101120902,111011209,Glendale - Cardiff - Hillsborough,core,2.075,375777.9,6351537.8,151.6707611,-32.9674462,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,11372,18.5,modelled_from_WPP_SA2,18.5,0.6799999999999999,0.5,6.0,1.0,1.0
11101120903,111011209,Glendale - Cardiff - Hillsborough,core,0.1113,376079.9,6352799.7,151.6741626,-32.9561005,318,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,11372,1.2,modelled_from_WPP_SA2,1.2,6.36,0.0,0.0,0.0,0.0
11101120904,111011209,Glendale - Cardiff - Hillsborough,core,0.2414,376522.1,6352751.0,151.6788859,-32.9565893,319,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11372,6.2,modelled_from_WPP_SA2,6.2,6.88,0.5,1.0,1.0,1.0
11101120905,111011209,Glendale - Cardiff - Hillsborough,core,0.4124,371803.5,6354740.6,151.6286898,-32.9381035,479,215,0.0,0.0,1.0,2.0,0.0,6.0,0.0,3.0,5.0,52.0,11372,321.3,modelled_from_WPP_SA2,321.3,71.08,5.5,44.0,13.0,14.0
11101120906,111011209,Glendale - Cardiff - Hillsborough,core,0.2253,372659.5,6355102.5,151.6378944,-32.9349405,470,211,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.4,11372,51.9,modelled_from_WPP_SA2,51.9,9.4,4.0,10.0,0.0,5.0
11101120907,111011209,Glendale - Cardiff - Hillsborough,core,0.363,372532.8,6355861.3,151.6366441,-32.9280826,495,213,0.0,1.0,2.0,0.0,1.0,6.0,0.0,8.0,4.0,44.8,11372,276.8,modelled_from_WPP_SA2,276.8,13.9,22.0,54.0,11.0,23.0
11101120908,111011209,Glendale - Cardiff - Hillsborough,core,1.1255,373135.9,6356298.0,151.6431533,-32.9242145,310,156,0.0,0.0,3.0,3.0,0.0,6.0,0.0,18.0,2.0,93.4,11372,577.1,modelled_from_WPP_SA2,577.1,105.2,21.0,72.0,33.0,42.0
11101120909,111011209,Glendale - Cardiff - Hillsborough,core,0.1325,373434.3,6355807.9,151.6462769,-32.9286694,379,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,11372,7.4,modelled_from_WPP_SA2,7.4,8.08,0.5,1.0,1.0,1.0
11101120910,111011209,Glendale - Cardiff - Hillsborough,core,0.1252,373901.9,6355727.1,151.6512654,-32.9294519,313,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11372,0.0,modelled_from_WPP_SA2,0.0,6.26,0.0,0.0,0.0,0.0
11101120911,111011209,Glendale - Cardiff - Hillsborough,core,0.1788,373667.7,6353824.0,151.6485004,-32.9465865,302,108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2,11372,13.6,modelled_from_WPP_SA2,13.6,6.04,0.0,5.0,0.0,0.0
11101120912,111011209,Glendale - Cardiff - Hillsborough,core,0.0803,373505.6,6353615.2,151.6467382,-32.9484514,273,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,11372,1.2,modelled_from_WPP_SA2,1.2,5.46,0.0,0.0,0.0,0.0
11101120913,111011209,Glendale - Cardiff - Hillsborough,core,0.1334,373575.3,6353375.7,151.6474507,-32.9506186,504,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11372,0.0,modelled_from_WPP_SA2,0.0,10.08,0.0,0.0,0.0,0.0
11101120914,111011209,Glendale - Cardiff - Hillsborough,core,0.2067,374011.7,6353311.7,151.6521095,-32.9512466,517,197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2,11372,13.6,modelled_from_WPP_SA2,13.6,10.34,0.0,5.0,0.0,0.0
11101120915,111011209,Glendale - Cardiff - Hillsborough,core,0.4316,373923.7,6352897.3,151.651112,-32.9549732,664,233,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,54.0,11372,333.7,modelled_from_WPP_SA2,333.7,105.78,2.5,24.0,20.0,14.0
11101120916,111011209,Glendale - Cardiff - Hillsborough,core,0.2951,375520.7,6354103.1,151.6683572,-32.9442831,428,186,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,13.2,11372,81.6,modelled_from_WPP_SA2,81.6,9.06,0.5,31.0,1.0,1.0
11101120917,111011209,Glendale - Cardiff - Hillsborough,core,0.4243,376140.4,6354231.8,151.6750023,-32.9431923,512,184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.2,11372,93.9,modelled_from_WPP_SA2,93.9,40.24,0.0,3.0,5.0,3.0
11101120918,111011209,Glendale - Cardiff - Hillsborough,core,0.4195,376818.8,6354163.8,151.6822482,-32.9438825,546,204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.4,11372,95.2,modelled_from_WPP_SA2,95.2,40.92,0.0,3.0,5.0,3.0
11101120919,111011209,Glendale - Cardiff - Hillsborough,core,0.1973,376729.4,6353839.7,151.6812485,-32.9467955,387,134,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,35.0,11372,216.3,modelled_from_WPP_SA2,216.3,68.24,0.5,17.0,11.0,7.0
11101120920,111011209,Glendale - Cardiff - Hillsborough,core,0.7861,375217.1,6355945.7,151.6653594,-32.9276318,536,177,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,19.2,11372,118.6,modelled_from_WPP_SA2,118.6,40.72,0.0,8.0,5.0,3.0
11101120921,111011209,Glendale - Cardiff - Hillsborough,core,0.2638,374127.5,6355993.8,151.6537142,-32.9270727,589,215,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,39.2,11372,242.2,modelled_from_WPP_SA2,242.2,72.28,0.5,27.0,11.0,7.0
11101120922,111011209,Glendale - Cardiff - Hillsborough,core,0.232,374348.6,6355611.2,151.6560269,-32.9305482,531,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.4,11372,8.7,modelled_from_WPP_SA2,8.7,11.120000000000001,0.5,1.0,1.0,1.0
11101120923,111011209,Glendale - Cardiff - Hillsborough,core,0.1632,374629.1,6355954.8,151.6590732,-32.9274817,436,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,11372,1.2,modelled_from_WPP_SA2,1.2,8.72,0.0,0.0,0.0,0.0
