SA1_CODE21,SA2_CODE21,SA2_NAME21,zone_tier,area_km2,x_mga56,y_mga56,lon,lat,population,dwellings_total,office,retail,food,civic,health,leisure,tourism,amenity,landuse,job_index,jobs_sa2,jobs,jobs_source,attr_HW,attr_HE,attr_HS,attr_HO,attr_WB,attr_NHB
10601111246,106011112,Singleton,external,0.1025,329019.5,6398264.7,151.179208,-32.5398242,354,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664,0.0,modelled_from_WPP_SA2,0.0,7.08,0.0,0.0,0.0,0.0
10601111247,106011112,Singleton,external,0.1723,327554.3,6398069.9,151.1635761,-32.5413532,330,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664,0.0,modelled_from_WPP_SA2,0.0,6.6000000000000005,0.0,0.0,0.0,0.0
10601111248,106011112,Singleton,external,0.2295,329092.3,6397783.8,151.1798956,-32.5441718,413,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664,0.0,modelled_from_WPP_SA2,0.0,8.26,0.0,0.0,0.0,0.0
10601111249,106011112,Singleton,external,0.1696,327761.3,6397860.5,151.165741,-32.5432736,276,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664,0.0,modelled_from_WPP_SA2,0.0,5.5200000000000005,0.0,0.0,0.0,0.0
10601111250,106011112,Singleton,external,26.163,325190.3,6400281.2,151.1388239,-32.5210454,543,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664,0.0,modelled_from_WPP_SA2,0.0,10.86,0.0,0.0,0.0,0.0
10601111251,106011112,Singleton,external,1.2907,328636.3,6398793.4,151.1752255,-32.5349979,477,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664,0.0,modelled_from_WPP_SA2,0.0,9.540000000000001,0.0,0.0,0.0,0.0
10601111301,106011113,Singleton Surrounds,external,0.6408,322407.4,6375154.4,151.104436,-32.747146,231,104,0.0,0.0,1.0,2.0,0.0,3.0,1.0,6.0,1.0,51.2,8152,3720.0,modelled_from_WPP_SA2,3720.0,67.62,7.0,35.0,16.0,17.0
10601111302,106011113,Singleton Surrounds,external,202.6877,321629.1,6373298.9,151.0957764,-32.7637495,412,193,0.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,12.0,25.4,8152,1845.5,modelled_from_WPP_SA2,1845.5,8.74,20.5,31.0,1.0,11.0
10601111303,106011113,Singleton Surrounds,external,351.3424,323513.2,6388135.5,151.1186897,-32.6302879,227,69,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,8.0,12.6,8152,915.5,modelled_from_WPP_SA2,915.5,8.04,3.5,17.0,7.0,7.0
10601111304,106011113,Singleton Surrounds,external,1423.2133,296675.2,6362625.2,150.8271921,-32.8556327,375,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,7.5,0.0,0.0,0.0,0.0
10601111305,106011113,Singleton Surrounds,external,127.3456,311462.8,6387262.7,150.9901259,-32.636166,418,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,8.36,0.0,0.0,0.0,0.0
10601111306,106011113,Singleton Surrounds,external,423.6071,298169.8,6392060.8,150.8495353,-32.5905651,345,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,6.9,0.0,0.0,0.0,0.0
10601111307,106011113,Singleton Surrounds,external,31.0315,320938.5,6398137.1,151.0931677,-32.5396992,175,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,3.5,0.0,0.0,0.0,0.0
10601111308,106011113,Singleton Surrounds,external,328.2672,316236.9,6412916.2,151.0460072,-32.4056843,169,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,3.38,0.0,0.0,0.0,0.0
10601111309,106011113,Singleton Surrounds,external,269.1053,328380.9,6418381.3,151.176069,-32.3583424,499,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,9.98,0.0,0.0,0.0,0.0
10601111310,106011113,Singleton Surrounds,external,268.8857,340306.8,6425780.5,151.3040103,-32.29339,216,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,4.32,0.0,0.0,0.0,0.0
10601111311,106011113,Singleton Surrounds,external,256.8246,342374.0,6412323.3,151.3237192,-32.4150325,364,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,7.28,0.0,0.0,0.0,0.0
10601111312,106011113,Singleton Surrounds,external,71.2603,334123.3,6399046.1,151.233674,-32.5335534,639,217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8152,145.3,modelled_from_WPP_SA2,145.3,12.780000000000001,0.0,5.0,0.0,0.0
10601111313,106011113,Singleton Surrounds,external,45.447,340725.7,6395817.0,151.3034043,-32.563638,355,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8152,72.7,modelled_from_WPP_SA2,72.7,7.6000000000000005,0.5,1.0,1.0,1.0
10601111314,106011113,Singleton Surrounds,external,106.0469,355924.0,6397162.5,151.4654509,-32.5535853,525,183,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,20.0,8152,1453.1,modelled_from_WPP_SA2,1453.1,41.0,0.5,14.0,6.0,4.0
10601111315,106011113,Singleton Surrounds,external,161.8151,351615.3,6405511.2,151.4208919,-32.4777314,368,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152,0.0,modelled_from_WPP_SA2,0.0,7.36,0.0,0.0,0.0,0.0
10602111401,106021114,Maitland,core,0.8675,364215.9,6377658.3,151.550909,-32.730521,300,162,2.0,5.0,8.0,1.0,2.0,24.0,0.0,68.0,14.0,241.8,7843,1331.0,modelled_from_WPP_SA2,1331.0,70.0,116.0,249.0,99.0,142.0
10602111402,106021114,Maitland,core,2.2529,365058.2,6376232.3,151.5596893,-32.7434843,482,232,0.0,0.0,0.0,0.0,0.0,83.0,1.0,57.0,6.0,227.2,7843,1250.7,modelled_from_WPP_SA2,1250.7,38.14,28.5,475.0,57.0,57.0
10602111403,106021114,Maitland,core,0.1029,361939.0,6373808.5,151.5260456,-32.7649551,247,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7843,0.0,modelled_from_WPP_SA2,0.0,4.94,0.0,0.0,0.0,0.0
10602111408,106021114,Maitland,core,1.0248,366035.7,6377121.8,151.5702476,-32.7355822,425,171,0.0,4.0,0.0,4.0,0.0,8.0,0.0,5.0,1.0,97.2,7843,535.1,modelled_from_WPP_SA2,535.1,131.0,42.5,65.0,25.0,37.0
10602111409,106021114,Maitland,core,0.7676,365567.0,6376592.0,151.5651697,-32.7403031,287,133,0.0,1.0,3.0,5.0,0.0,37.0,2.0,49.0,14.0,228.8,7843,1259.5,modelled_from_WPP_SA2,1259.5,180.24,46.5,272.0,74.0,84.0
10602111410,106021114,Maitland,core,0.4997,364607.2,6377146.2,151.5550093,-32.7351874,585,290,3.0,17.0,13.0,7.0,3.0,17.0,4.0,31.0,29.0,393.8,7843,2167.7,modelled_from_WPP_SA2,2167.7,237.2,237.5,260.0,105.0,211.0
10602111411,106021114,Maitland,core,0.4561,363440.4,6378379.0,151.5427414,-32.723926,348,141,1.0,2.0,1.0,1.0,1.0,7.0,1.0,14.0,4.0,80.8,7843,444.8,modelled_from_WPP_SA2,444.8,43.96,31.0,68.0,32.0,35.0
10602111412,106021114,Maitland,core,0.4346,363641.6,6377647.9,151.5447807,-32.730544,362,119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,11.6,7843,63.9,modelled_from_WPP_SA2,63.9,8.74,5.5,13.0,3.0,8.0
10602111415,106021114,Maitland,core,1.7375,364690.9,6372528.7,151.5552302,-32.776838,563,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,7843,1.1,modelled_from_WPP_SA2,1.1,11.26,0.0,0.0,0.0,0.0
10602111416,106021114,Maitland,core,0.2406,362460.7,6374348.2,151.5316929,-32.7601531,712,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,7843,1.1,modelled_from_WPP_SA2,1.1,14.24,0.0,0.0,0.0,0.0
10602111417,106021114,Maitland,core,0.244,361738.3,6373519.4,151.5238596,-32.7675363,627,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,7843,1.1,modelled_from_WPP_SA2,1.1,12.540000000000001,0.0,0.0,0.0,0.0
10602111418,106021114,Maitland,core,0.2339,361805.1,6374443.0,151.5247106,-32.7592164,514,225,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,12.6,7843,69.4,modelled_from_WPP_SA2,69.4,11.28,1.0,27.0,2.0,2.0
10602111419,106021114,Maitland,core,9.6164,363072.8,6372762.8,151.5379919,-32.7745261,163,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7843,0.0,modelled_from_WPP_SA2,0.0,3.2600000000000002,0.0,0.0,0.0,0.0
10602111420,106021114,Maitland,core,0.1742,362781.4,6374169.3,151.535089,-32.7618064,652,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7843,0.0,modelled_from_WPP_SA2,0.0,13.040000000000001,0.0,0.0,0.0,0.0
10602111421,106021114,Maitland,core,0.6764,363102.3,6374338.5,151.5385393,-32.760321,674,224,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,22.2,7843,122.2,modelled_from_WPP_SA2,122.2,43.480000000000004,0.0,16.0,5.0,3.0
10602111422,106021114,Maitland,core,11.3448,360695.1,6374259.1,151.5128363,-32.7607344,327,115,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,17.8,7843,98.0,modelled_from_WPP_SA2,98.0,36.54,0.0,8.0,5.0,3.0
10602111423,106021114,Maitland,core,0.274,362236.6,6373631.1,151.5291948,-32.766592,369,130,0.0,5.0,4.0,1.0,1.0,3.0,0.0,5.0,4.0,78.8,7843,433.8,modelled_from_WPP_SA2,433.8,39.88,68.5,57.0,13.0,53.0
10602111424,106021114,Maitland,core,0.6608,363796.7,6372239.4,151.545643,-32.7793366,204,58,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,12.0,11.4,7843,62.8,modelled_from_WPP_SA2,62.8,5.58,1.5,18.0,3.0,3.0
10602111425,106021114,Maitland,core,0.3819,362547.6,6373438.8,151.5324857,-32.7683651,622,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,7843,1.1,modelled_from_WPP_SA2,1.1,12.44,0.0,0.0,0.0,0.0
10602111426,106021114,Maitland,core,0.0772,362274.4,6374107.1,151.5296691,-32.7623043,150,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7843,0.0,modelled_from_WPP_SA2,0.0,3.0,0.0,0.0,0.0,0.0
10602111601,106021116,Maitland - North,core,0.2443,368728.0,6380921.0,151.5995092,-32.701645,487,177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1278,11.7,modelled_from_WPP_SA2,11.7,10.24,10.5,3.0,1.0,6.0
10602111602,106021116,Maitland - North,core,1.4007,367277.3,6382114.5,151.5842065,-32.690709,452,161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1278,4.7,modelled_from_WPP_SA2,4.7,9.040000000000001,0.0,5.0,0.0,0.0
10602111603,106021116,Maitland - North,core,0.2403,367388.3,6381264.3,151.5852697,-32.6983888,273,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1278,4.7,modelled_from_WPP_SA2,4.7,6.46,1.0,2.0,2.0,2.0
10602111604,106021116,Maitland - North,core,0.3162,368313.0,6381144.0,151.5951146,-32.699585,606,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278,0.0,modelled_from_WPP_SA2,0.0,12.120000000000001,0.0,0.0,0.0,0.0
10602111605,106021116,Maitland - North,core,0.2472,367791.1,6381007.1,151.5895289,-32.7007568,490,172,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1278,9.4,modelled_from_WPP_SA2,9.4,9.8,0.0,10.0,0.0,0.0
10602111606,106021116,Maitland - North,core,0.776,366538.7,6381189.3,151.5761977,-32.6989631,1127,333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1278,16.4,modelled_from_WPP_SA2,16.4,22.54,0.0,13.0,0.0,0.0
10602111607,106021116,Maitland - North,core,0.1954,364681.6,6378168.6,151.555952,-32.7259772,192,86,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,54.0,1278,126.6,modelled_from_WPP_SA2,126.6,4.84,1.0,132.0,2.0,2.0
10602111608,106021116,Maitland - North,core,0.1931,364959.0,6378156.1,151.5589101,-32.7261236,401,167,0.0,4.0,0.0,0.0,2.0,29.0,0.0,4.0,0.0,94.0,1278,220.4,modelled_from_WPP_SA2,220.4,10.02,42.0,165.0,10.0,24.0
10602111609,106021116,Maitland - North,core,0.141,365301.3,6378062.4,151.562548,-32.7270108,306,115,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0,1278,42.2,modelled_from_WPP_SA2,42.2,6.12,0.0,45.0,0.0,0.0
10602111610,106021116,Maitland - North,core,0.3913,364956.8,6377736.6,151.5588256,-32.7299064,461,179,0.0,8.0,4.0,1.0,4.0,18.0,0.0,3.0,2.0,142.4,1278,333.9,modelled_from_WPP_SA2,333.9,40.72,97.5,148.0,20.0,66.0
10602111611,106021116,Maitland - North,core,0.135,369190.2,6381023.2,151.6044541,-32.7007791,218,102,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,56.0,1278,131.3,modelled_from_WPP_SA2,131.3,94.86,4.5,25.0,16.0,15.0
10602111612,106021116,Maitland - North,core,0.603,368706.5,6381626.7,151.5993803,-32.6952787,977,338,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,1278,32.8,modelled_from_WPP_SA2,32.8,19.54,0.0,35.0,0.0,0.0
10602111613,106021116,Maitland - North,core,0.8768,366290.7,6380581.9,151.5734649,-32.70441,701,236,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,46.2,1278,108.3,modelled_from_WPP_SA2,108.3,74.02,0.0,46.0,10.0,6.0
10602111614,106021116,Maitland - North,core,0.5115,365662.1,6379897.6,151.5666618,-32.7105049,516,201,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,37.0,1278,86.8,modelled_from_WPP_SA2,86.8,10.82,0.5,91.0,1.0,1.0
10602111615,106021116,Maitland - North,core,19.4122,369603.9,6379921.6,151.608712,-32.7107626,524,180,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,28.0,1278,65.7,modelled_from_WPP_SA2,65.7,10.98,0.5,64.0,1.0,1.0
10602111617,106021116,Maitland - North,core,44.5968,365743.3,6385472.3,151.5683304,-32.6602419,544,162,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,2.0,35.4,1278,83.0,modelled_from_WPP_SA2,83.0,45.88,5.0,38.0,15.0,13.0
10602111618,106021116,Maitland - North,core,0.2409,368642.4,6382129.8,151.5987668,-32.6907344,453,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278,0.0,modelled_from_WPP_SA2,0.0,9.06,0.0,0.0,0.0,0.0
10602161401,106021614,East Maitland - Metford,core,0.1442,369763.3,6373532.7,151.6095177,-32.7683964,354,150,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,34.2,7769,161.0,modelled_from_WPP_SA2,161.0,67.08,0.0,16.0,10.0,6.0
10602161402,106021614,East Maitland - Metford,core,0.2121,368380.0,6372909.9,151.5946648,-32.7738485,327,100,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,10.2,7769,48.0,modelled_from_WPP_SA2,48.0,7.54,1.0,22.0,2.0,2.0
10602161403,106021614,East Maitland - Metford,core,0.2477,368505.5,6374540.2,151.5962352,-32.759161,441,179,0.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,39.4,7769,185.5,modelled_from_WPP_SA2,185.5,12.32,61.5,27.0,7.0,42.0
10602161404,106021614,East Maitland - Metford,core,0.9594,366953.2,6376086.4,151.5798894,-32.745031,202,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.8,7769,22.6,modelled_from_WPP_SA2,22.6,5.04,1.0,7.0,2.0,2.0
10602161405,106021614,East Maitland - Metford,core,0.2666,367855.2,6375335.8,151.5894079,-32.751909,523,291,1.0,1.0,4.0,0.0,1.0,3.0,0.0,43.0,3.0,97.6,7769,459.4,modelled_from_WPP_SA2,459.4,31.96,47.5,84.0,56.0,71.0
10602161406,106021614,East Maitland - Metford,core,0.1778,367951.5,6372979.1,151.5901004,-32.7731729,470,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,0.0,modelled_from_WPP_SA2,0.0,9.4,0.0,0.0,0.0,0.0
10602161407,106021614,East Maitland - Metford,core,0.2888,366840.9,6375291.3,151.5785765,-32.7521872,415,159,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,17.0,7769,80.0,modelled_from_WPP_SA2,80.0,12.8,4.5,29.0,9.0,9.0
10602161408,106021614,East Maitland - Metford,core,0.3077,367194.7,6374800.7,151.582282,-32.7566546,608,303,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,12.2,7769,57.4,modelled_from_WPP_SA2,57.4,13.16,1.0,27.0,2.0,2.0
10602161409,106021614,East Maitland - Metford,core,0.1369,370167.9,6373439.7,151.6138231,-32.7692835,469,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,0.0,modelled_from_WPP_SA2,0.0,9.38,0.0,0.0,0.0,0.0
10602161410,106021614,East Maitland - Metford,core,0.1222,369764.4,6373175.8,151.6094796,-32.771615,377,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,0.0,modelled_from_WPP_SA2,0.0,7.54,0.0,0.0,0.0,0.0
10602161411,106021614,East Maitland - Metford,core,0.1534,365870.0,6373788.3,151.5679982,-32.7656234,413,136,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,58.0,7769,273.0,modelled_from_WPP_SA2,273.0,8.26,0.0,145.0,0.0,0.0
10602161412,106021614,East Maitland - Metford,core,0.2434,367669.9,6374894.2,151.5873671,-32.7558684,481,218,0.0,3.0,0.0,1.0,0.0,16.0,1.0,0.0,1.0,62.2,7769,292.8,modelled_from_WPP_SA2,292.8,39.620000000000005,30.0,92.0,5.0,18.0
10602161413,106021614,East Maitland - Metford,core,0.2159,368071.5,6374909.8,151.591655,-32.7557761,248,122,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,24.0,7769,113.0,modelled_from_WPP_SA2,113.0,4.96,0.0,60.0,0.0,0.0
10602161414,106021614,East Maitland - Metford,core,0.418,367637.6,6374339.1,151.5869436,-32.7608706,363,164,3.0,8.0,4.0,2.0,2.0,5.0,0.0,23.0,2.0,171.4,7769,806.8,modelled_from_WPP_SA2,806.8,78.76,107.5,98.0,69.0,98.0
10602161415,106021614,East Maitland - Metford,core,0.1313,370584.1,6373245.0,151.6182383,-32.771088,496,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,7769,0.9,modelled_from_WPP_SA2,0.9,9.92,0.0,0.0,0.0,0.0
10602161416,106021614,East Maitland - Metford,core,1.2824,369450.6,6374548.7,151.6063228,-32.7591977,263,127,0.0,3.0,0.0,0.0,3.0,7.0,0.0,11.0,1.0,61.2,7769,288.1,modelled_from_WPP_SA2,288.1,10.76,35.5,64.0,20.0,26.0
10602161417,106021614,East Maitland - Metford,core,0.3179,367504.6,6375806.5,151.585733,-32.7476214,387,174,0.0,1.0,7.0,3.0,0.0,8.0,1.0,15.0,5.0,126.0,7769,593.1,modelled_from_WPP_SA2,593.1,105.24,45.5,104.0,30.0,64.0
10602161418,106021614,East Maitland - Metford,core,0.46,366690.3,6373756.7,151.5767497,-32.7660081,436,146,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,52.0,7769,244.8,modelled_from_WPP_SA2,244.8,8.72,0.0,130.0,0.0,0.0
10602161419,106021614,East Maitland - Metford,core,0.1508,367629.6,6373156.9,151.5866892,-32.7715307,590,201,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,18.0,7769,84.7,modelled_from_WPP_SA2,84.7,13.3,1.5,36.0,3.0,3.0
10602161420,106021614,East Maitland - Metford,core,0.159,369358.7,6372757.1,151.6050898,-32.7753431,364,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,0.0,modelled_from_WPP_SA2,0.0,7.28,0.0,0.0,0.0,0.0
10602161421,106021614,East Maitland - Metford,core,0.1041,369101.9,6372610.2,151.6023284,-32.7766375,303,88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7769,9.4,modelled_from_WPP_SA2,9.4,6.0600000000000005,0.0,5.0,0.0,0.0
10602161422,106021614,East Maitland - Metford,core,4.3474,366331.9,6372761.9,151.5727812,-32.7749356,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.2,7769,10.4,modelled_from_WPP_SA2,10.4,1.18,1.0,2.0,2.0,2.0
10602161423,106021614,East Maitland - Metford,core,0.1357,370537.0,6373626.4,151.6177895,-32.7676427,310,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7769,9.4,modelled_from_WPP_SA2,9.4,7.2,1.0,2.0,2.0,2.0
10602161424,106021614,East Maitland - Metford,core,4.4641,368839.5,6371690.3,151.5993975,-32.784902,38,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7769,18.8,modelled_from_WPP_SA2,18.8,0.76,10.0,2.0,0.0,5.0
10602161425,106021614,East Maitland - Metford,core,0.242,368542.5,6373404.3,151.5964685,-32.7694092,305,112,0.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,36.0,7769,169.5,modelled_from_WPP_SA2,169.5,39.6,3.5,45.0,12.0,10.0
10602161426,106021614,East Maitland - Metford,core,0.2377,368706.0,6375019.9,151.5984421,-32.7548594,279,163,0.0,0.0,0.0,3.0,0.0,5.0,0.0,16.0,1.0,71.2,7769,335.2,modelled_from_WPP_SA2,335.2,103.58,8.0,50.0,31.0,25.0
10602161427,106021614,East Maitland - Metford,core,0.4354,370306.9,6372778.6,151.6152145,-32.7752611,589,212,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,39.0,7769,183.6,modelled_from_WPP_SA2,183.6,73.28,1.5,24.0,13.0,9.0
10602161428,106021614,East Maitland - Metford,core,0.1185,366891.9,6373576.5,151.5788753,-32.767658,285,93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7769,9.4,modelled_from_WPP_SA2,9.4,5.7,0.0,5.0,0.0,0.0
10602161429,106021614,East Maitland - Metford,core,0.92,366575.5,6374645.0,151.5756516,-32.757984,606,224,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,11.2,7769,52.7,modelled_from_WPP_SA2,52.7,12.620000000000001,0.5,26.0,1.0,1.0
10602161430,106021614,East Maitland - Metford,core,0.1721,367276.0,6373717.2,151.5829949,-32.7664352,233,81,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.4,7769,20.7,modelled_from_WPP_SA2,20.7,4.66,0.0,10.0,0.0,0.0
10602161431,106021614,East Maitland - Metford,core,0.1504,368051.7,6373511.9,151.5912454,-32.7683799,343,120,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,32.0,7769,150.6,modelled_from_WPP_SA2,150.6,6.86,0.0,80.0,0.0,0.0
10602161432,106021614,East Maitland - Metford,core,0.1702,369432.5,6374063.1,151.6060609,-32.763574,406,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,7769,5.6,modelled_from_WPP_SA2,5.6,8.620000000000001,0.5,1.0,1.0,1.0
10602161433,106021614,East Maitland - Metford,core,0.336,370007.0,6372598.0,151.6119885,-32.7768547,424,175,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,18.2,7769,85.7,modelled_from_WPP_SA2,85.7,8.48,0.0,45.0,0.0,0.0
10602161434,106021614,East Maitland - Metford,core,0.176,367592.9,6372618.7,151.5862208,-32.7763797,469,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,0.0,modelled_from_WPP_SA2,0.0,9.38,0.0,0.0,0.0,0.0
10602161435,106021614,East Maitland - Metford,core,0.2768,367254.0,6375458.4,151.5830095,-32.7507303,319,170,1.0,3.0,0.0,1.0,0.0,3.0,0.0,7.0,4.0,52.8,7769,248.5,modelled_from_WPP_SA2,248.5,39.88,33.5,31.0,22.0,28.0
10602161436,106021614,East Maitland - Metford,core,0.088,370080.3,6373646.5,151.6129177,-32.7674083,197,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2,7769,10.4,modelled_from_WPP_SA2,10.4,3.94,0.0,5.0,0.0,0.0
10602161437,106021614,East Maitland - Metford,core,0.1077,369076.4,6373345.5,151.6021591,-32.7700035,200,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7769,0.0,modelled_from_WPP_SA2,0.0,4.0,0.0,0.0,0.0,0.0
10602161438,106021614,East Maitland - Metford,core,0.2023,368946.8,6373961.9,151.6008627,-32.7644293,293,119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.2,7769,15.1,modelled_from_WPP_SA2,15.1,6.36,0.5,6.0,1.0,1.0
10602161439,106021614,East Maitland - Metford,core,0.1849,368348.2,6375187.2,151.5946478,-32.753308,533,284,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7769,18.8,modelled_from_WPP_SA2,18.8,10.66,0.0,10.0,0.0,0.0
10602161440,106021614,East Maitland - Metford,core,0.3507,367744.5,6373811.8,151.5880095,-32.7656386,252,119,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,2.0,40.4,7769,190.2,modelled_from_WPP_SA2,190.2,11.04,6.0,82.0,12.0,12.0
10602161441,106021614,East Maitland - Metford,core,0.2222,368789.3,6373670.2,151.5991405,-32.767041,409,141,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,21.0,7769,98.9,modelled_from_WPP_SA2,98.9,9.68,1.5,16.0,9.0,3.0
10602161442,106021614,East Maitland - Metford,core,0.3695,368252.5,6374075.2,151.5934684,-32.763324,345,182,0.0,31.0,20.0,1.0,4.0,22.0,2.0,57.0,1.0,398.2,7769,1874.5,modelled_from_WPP_SA2,1874.5,65.4,418.5,354.0,74.0,315.0
